mode,archetype,n,wins,wr,pnl,exp,pf
cont,GREEN|SMALL|UPPER|HIGH|EXPANDED|SAME,76,23,0.3026315789473684,-251.99999999999997,-3.31578947368421,0.34417696811971377
cont,GREEN|SMALL|UPPER|HIGH|NORMAL|OPPOSITE,159,42,0.2641509433962264,-606.7499999999999,-3.816037735849056,0.2847038019451813
cont,GREEN|SMALL|UPPER|HIGH|NORMAL|SAME,174,45,0.25862068965517243,-676.4999999999999,-3.887931034482758,0.2766639935846031
cont,GREEN|SMALL|UPPER|LOW|EXPANDED|OPPOSITE,290,85,0.29310344827586204,-997.4999999999999,-3.4396551724137927,0.32884777123633313
cont,GREEN|SMALL|UPPER|LOW|EXPANDED|PRIOR_DOJI,2,2,1.0,11.5,5.75,999.0
cont,GREEN|SMALL|UPPER|LOW|EXPANDED|SAME,344,87,0.25290697674418605,-1362.9999999999998,-3.9622093023255807,0.2684824902723736
cont,GREEN|SMALL|UPPER|LOW|NORMAL|OPPOSITE,585,136,0.23247863247863249,-2473.2499999999995,-4.227777777777777,0.2402273250902389
cont,GREEN|SMALL|UPPER|LOW|NORMAL|SAME,549,148,0.26958105646630237,-2056.2499999999995,-3.7454462659380683,0.2927164846504429
cont,RED|LARGE|BODY_BALANCED|LOW|EXPANDED|OPPOSITE,1314,283,0.21537290715372906,-5847.499999999999,-4.450152207001522,0.21769958861500388
cont,RED|LARGE|BODY_BALANCED|LOW|EXPANDED|PRIOR_DOJI,2,0,0.0,-14.499999999999998,-7.249999999999999,0.0
cont,RED|LARGE|BODY_BALANCED|LOW|EXPANDED|SAME,1247,291,0.23336006415396954,-5257.749999999999,-4.216319165998396,0.24141538017602082
cont,RED|LARGE|BODY_BALANCED|LOW|NORMAL|OPPOSITE,946,214,0.226215644820296,-4076.4999999999995,-4.309196617336152,0.2318635764085171
cont,RED|LARGE|BODY_BALANCED|LOW|NORMAL|PRIOR_DOJI,2,0,0.0,-14.499999999999998,-7.249999999999999,0.0
cont,RED|LARGE|BODY_BALANCED|LOW|NORMAL|SAME,808,164,0.20297029702970298,-3725.9999999999995,-4.611386138613861,0.20197044334975373
cont,RED|MEDIUM|BODY_BALANCED|LOW|EXPANDED|OPPOSITE,913,203,0.22234392113910187,-3980.2499999999995,-4.359529025191676,0.22676056338028172
cont,RED|MEDIUM|BODY_BALANCED|LOW|EXPANDED|PRIOR_DOJI,1,0,0.0,-7.249999999999999,-7.249999999999999,0.0
cont,RED|MEDIUM|BODY_BALANCED|LOW|EXPANDED|SAME,1028,259,0.2519455252918288,-4085.999999999999,-3.974708171206225,0.2671180664544191
cont,RED|MEDIUM|BODY_BALANCED|LOW|NORMAL|OPPOSITE,925,231,0.24972972972972973,-3703.2499999999995,-4.003513513513513,0.263986882639372
cont,RED|MEDIUM|BODY_BALANCED|LOW|NORMAL|PRIOR_DOJI,1,0,0.0,-7.249999999999999,-7.249999999999999,0.0
cont,RED|MEDIUM|BODY_BALANCED|LOW|NORMAL|SAME,877,205,0.233751425313569,-3693.2499999999995,-4.211231470923603,0.24194376026272582
cont,RED|MEDIUM|LOWER|HIGH|EXPANDED|OPPOSITE,96,24,0.25,-383.99999999999994,-3.9999999999999996,0.2643678160919541
cont,RED|MEDIUM|LOWER|HIGH|EXPANDED|SAME,160,39,0.24375,-652.9999999999999,-4.081249999999999,0.25562838415503
cont,RED|MEDIUM|LOWER|HIGH|NORMAL|OPPOSITE,147,34,0.23129251700680273,-623.7499999999999,-4.2431972789115635,0.23863289594140985
cont,RED|MEDIUM|LOWER|HIGH|NORMAL|SAME,157,30,0.1910828025477707,-748.2499999999999,-4.76592356687898,0.18734727124626666
cont,RED|MEDIUM|LOWER|LOW|EXPANDED|OPPOSITE,66,10,0.15151515151515152,-348.49999999999994,-5.280303030303029,0.14162561576354682
cont,RED|MEDIUM|LOWER|LOW|EXPANDED|SAME,81,13,0.16049382716049382,-418.24999999999994,-5.16358024691358,0.15162271805273836
cont,RED|MEDIUM|LOWER|LOW|NORMAL|OPPOSITE,85,18,0.21176470588235294,-382.24999999999994,-4.497058823529411,0.2130725681935152
cont,RED|MEDIUM|LOWER|LOW|NORMAL|SAME,84,20,0.23809523809523808,-348.99999999999994,-4.154761904761904,0.24784482758620693
cont,RED|MEDIUM|UPPER|LOW|EXPANDED|OPPOSITE,171,40,0.23391812865497075,-719.7499999999999,-4.20906432748538,0.2421689918399579
cont,RED|MEDIUM|UPPER|LOW|EXPANDED|SAME,124,36,0.2903225806451613,-430.99999999999994,-3.4758064516129026,0.3244514106583073
cont,RED|MEDIUM|UPPER|LOW|NORMAL|OPPOSITE,228,54,0.23684210526315788,-950.9999999999999,-4.171052631578947,0.2461355529131986
cont,RED|MEDIUM|UPPER|LOW|NORMAL|SAME,191,43,0.225130890052356,-825.7499999999999,-4.3232984293193715,0.23042870456663564
cont,RED|SMALL|BODY_BALANCED|LOW|EXPANDED|SAME,1,0,0.0,-7.249999999999999,-7.249999999999999,0.0
cont,RED|SMALL|BODY_BALANCED|LOW|NORMAL|SAME,1,1,1.0,5.75,5.75,999.0
cont,RED|SMALL|LOWER|HIGH|EXPANDED|OPPOSITE,276,59,0.213768115942029,-1233.9999999999998,-4.471014492753622,0.2156364214206261
cont,RED|SMALL|LOWER|HIGH|EXPANDED|SAME,342,77,0.22514619883040934,-1478.4999999999998,-4.323099415204678,0.23044892648015616
cont,RED|SMALL|LOWER|HIGH|NORMAL|OPPOSITE,617,127,0.20583468395461912,-2822.2499999999995,-4.574149108589951,0.20555946516537651
cont,RED|SMALL|LOWER|HIGH|NORMAL|PRIOR_DOJI,1,0,0.0,-7.249999999999999,-7.249999999999999,0.0
cont,RED|SMALL|LOWER|HIGH|NORMAL|SAME,526,108,0.20532319391634982,-2409.4999999999995,-4.580798479087451,0.20491668041577302
cont,RED|SMALL|LOWER|LOW|EXPANDED|OPPOSITE,83,15,0.18072289156626506,-406.74999999999994,-4.900602409638553,0.17494929006085194
cont,RED|SMALL|LOWER|LOW|EXPANDED|SAME,94,27,0.2872340425531915,-330.49999999999994,-3.51595744680851,0.3196088522902728
cont,RED|SMALL|LOWER|LOW|NORMAL|OPPOSITE,147,41,0.2789115646258503,-532.7499999999999,-3.624149659863945,0.3067664281067014
cont,RED|SMALL|LOWER|LOW|NORMAL|PRIOR_DOJI,1,0,0.0,-7.249999999999999,-7.249999999999999,0.0
cont,RED|SMALL|LOWER|LOW|NORMAL|SAME,137,36,0.26277372262773724,-525.2499999999999,-3.8339416058394153,0.2826903379993172
cont,RED|SMALL|UPPER|LOW|EXPANDED|OPPOSITE,419,91,0.2171837708830549,-1854.7499999999998,-4.426610978520286,0.2200378469301935
cont,RED|SMALL|UPPER|LOW|EXPANDED|PRIOR_DOJI,3,1,0.3333333333333333,-8.749999999999998,-2.916666666666666,0.3965517241379311
cont,RED|SMALL|UPPER|LOW|EXPANDED|SAME,335,83,0.24776119402985075,-1349.7499999999998,-4.02910447761194,0.26122058018609745
cont,RED|SMALL|UPPER|LOW|NORMAL|OPPOSITE,670,164,0.24477611940298508,-2725.4999999999995,-4.067910447761193,0.25705329153605017
cont,RED|SMALL|UPPER|LOW|NORMAL|PRIOR_DOJI,2,0,0.0,-14.499999999999998,-7.249999999999999,0.0
cont,RED|SMALL|UPPER|LOW|NORMAL|SAME,781,165,0.2112676056338028,-3517.2499999999995,-4.503521126760563,0.21243842364532023
rev,GREEN|LARGE|BODY_BALANCED|HIGH|EXPANDED|OPPOSITE,1402,330,0.23537803138373753,-5874.499999999999,-4.190085592011411,0.2441456510550695
rev,GREEN|LARGE|BODY_BALANCED|HIGH|EXPANDED|PRIOR_DOJI,3,1,0.3333333333333333,-8.749999999999998,-2.916666666666666,0.3965517241379311
rev,GREEN|LARGE|BODY_BALANCED|HIGH|EXPANDED|SAME,1333,283,0.21230307576894222,-5985.249999999999,-4.49006001500375,0.21376026272578
rev,GREEN|LARGE|BODY_BALANCED|HIGH|NORMAL|OPPOSITE,886,191,0.21557562076749437,-3940.4999999999995,-4.447516930022573,0.21796080377077653
rev,GREEN|LARGE|BODY_BALANCED|HIGH|NORMAL|PRIOR_DOJI,3,2,0.6666666666666666,4.250000000000001,1.416666666666667,1.5862068965517244
rev,GREEN|LARGE|BODY_BALANCED|HIGH|NORMAL|SAME,882,181,0.20521541950113378,-4041.4999999999995,-4.58219954648526,0.2047813468444095
rev,GREEN|MEDIUM|BODY_BALANCED|HIGH|EXPANDED|OPPOSITE,902,213,0.2361419068736142,-3770.4999999999995,-4.180155210643015,0.24518292377758874
rev,GREEN|MEDIUM|BODY_BALANCED|HIGH|EXPANDED|PRIOR_DOJI,1,0,0.0,-7.249999999999999,-7.249999999999999,0.0
rev,GREEN|MEDIUM|BODY_BALANCED|HIGH|EXPANDED|SAME,919,213,0.23177366702937977,-3893.7499999999995,-4.2369423286180625,0.23927908566962983
rev,GREEN|MEDIUM|BODY_BALANCED|HIGH|NORMAL|OPPOSITE,925,229,0.24756756756756756,-3729.2499999999995,-4.031621621621621,0.26094926674593744
rev,GREEN|MEDIUM|BODY_BALANCED|HIGH|NORMAL|PRIOR_DOJI,2,0,0.0,-14.499999999999998,-7.249999999999999,0.0
rev,GREEN|MEDIUM|BODY_BALANCED|HIGH|NORMAL|SAME,828,172,0.20772946859903382,-3766.9999999999995,-4.54951690821256,0.2079478553406224
rev,GREEN|MEDIUM|LOWER|HIGH|EXPANDED|OPPOSITE,181,42,0.23204419889502761,-766.2499999999999,-4.23342541436464,0.2396427685437857
rev,GREEN|MEDIUM|LOWER|HIGH|EXPANDED|PRIOR_DOJI,1,0,0.0,-7.249999999999999,-7.249999999999999,0.0
rev,GREEN|MEDIUM|LOWER|HIGH|EXPANDED|SAME,151,27,0.17880794701986755,-743.7499999999999,-4.925496688741721,0.17269187986651838
rev,GREEN|MEDIUM|LOWER|HIGH|NORMAL|OPPOSITE,191,45,0.2356020942408377,-799.7499999999999,-4.18717277486911,0.24444969296173835
rev,GREEN|MEDIUM|LOWER|HIGH|NORMAL|SAME,227,48,0.21145374449339208,-1021.7499999999998,-4.501101321585902,0.2126757850125217
rev,GREEN|MEDIUM|UPPER|HIGH|EXPANDED|OPPOSITE,63,22,0.3492063492063492,-170.74999999999997,-2.71031746031746,0.42556770395290167
rev,GREEN|MEDIUM|UPPER|HIGH|EXPANDED|SAME,69,12,0.17391304347826086,-344.24999999999994,-4.9891304347826075,0.16696914700544466
rev,GREEN|MEDIUM|UPPER|HIGH|NORMAL|OPPOSITE,84,18,0.21428571428571427,-374.99999999999994,-4.4642857142857135,0.2163009404388715
rev,GREEN|MEDIUM|UPPER|HIGH|NORMAL|SAME,78,18,0.23076923076923078,-331.49999999999994,-4.249999999999999,0.23793103448275865
rev,GREEN|MEDIUM|UPPER|LOW|EXPANDED|OPPOSITE,103,17,0.1650485436893204,-525.7499999999999,-5.104368932038834,0.1567762630312751
rev,GREEN|MEDIUM|UPPER|LOW|EXPANDED|SAME,139,27,0.19424460431654678,-656.7499999999999,-4.724820143884891,0.1911945812807882
rev,GREEN|MEDIUM|UPPER|LOW|NORMAL|OPPOSITE,149,27,0.18120805369127516,-729.2499999999999,-4.894295302013422,0.17552289429055967
rev,GREEN|MEDIUM|UPPER|LOW|NORMAL|SAME,152,31,0.20394736842105263,-698.9999999999999,-4.598684210526315,0.20319179253348535
rev,GREEN|SMALL|BODY_BALANCED|HIGH|EXPANDED|SAME,1,0,0.0,-7.249999999999999,-7.249999999999999,0.0
rev,GREEN|SMALL|BODY_BALANCED|HIGH|NORMAL|OPPOSITE,1,0,0.0,-7.249999999999999,-7.249999999999999,0.0
rev,GREEN|SMALL|LOWER|HIGH|EXPANDED|OPPOSITE,412,108,0.2621359223300971,-1582.9999999999998,-3.842233009708737,0.2817604355716879
rev,GREEN|SMALL|LOWER|HIGH|EXPANDED|PRIOR_DOJI,1,0,0.0,-7.249999999999999,-7.249999999999999,0.0
rev,GREEN|SMALL|LOWER|HIGH|EXPANDED|SAME,339,76,0.22418879056047197,-1469.7499999999998,-4.335545722713864,0.22918578733446968
rev,GREEN|SMALL|LOWER|HIGH|NORMAL|OPPOSITE,689,146,0.21190130624092887,-3097.2499999999995,-4.495283018867924,0.21324696767638282
rev,GREEN|SMALL|LOWER|HIGH|NORMAL|SAME,728,181,0.24862637362637363,-2924.9999999999995,-4.017857142857142,0.2624345962302213
rev,GREEN|SMALL|UPPER|HIGH|EXPANDED|OPPOSITE,82,17,0.2073170731707317,-373.49999999999994,-4.554878048780487,0.2074270557029178
rev,GREEN|SMALL|UPPER|HIGH|EXPANDED|SAME,76,15,0.19736842105263158,-355.99999999999994,-4.6842105263157885,0.19502543810062184
rev,GREEN|SMALL|UPPER|HIGH|NORMAL|OPPOSITE,159,38,0.2389937106918239,-658.7499999999999,-4.143081761006289,0.24907381020233688
rev,GREEN|SMALL|UPPER|HIGH|NORMAL|SAME,174,34,0.19540229885057472,-819.4999999999999,-4.709770114942528,0.19261083743842367
rev,GREEN|SMALL|UPPER|LOW|EXPANDED|OPPOSITE,290,57,0.19655172413793104,-1361.4999999999998,-4.6948275862068956,0.19402101524345125
rev,GREEN|SMALL|UPPER|LOW|EXPANDED|PRIOR_DOJI,2,0,0.0,-14.499999999999998,-7.249999999999999,0.0
rev,GREEN|SMALL|UPPER|LOW|EXPANDED|SAME,344,67,0.19476744186046513,-1622.9999999999998,-4.718023255813953,0.19183368604506412
rev,GREEN|SMALL|UPPER|LOW|NORMAL|OPPOSITE,585,117,0.2,-2720.2499999999995,-4.6499999999999995,0.19827586206896555
rev,GREEN|SMALL|UPPER|LOW|NORMAL|SAME,549,121,0.2204007285974499,-2407.2499999999995,-4.38479052823315,0.2242184982275218
rev,RED|LARGE|BODY_BALANCED|LOW|EXPANDED|OPPOSITE,1314,333,0.2534246575342466,-5197.499999999999,-3.955479452054794,0.2692186017083202
rev,RED|LARGE|BODY_BALANCED|LOW|EXPANDED|PRIOR_DOJI,2,1,0.5,-1.4999999999999991,-0.7499999999999996,0.7931034482758622
rev,RED|LARGE|BODY_BALANCED|LOW|EXPANDED|SAME,1247,290,0.23255813953488372,-5270.749999999999,-4.226744186046511,0.2403343782654128
rev,RED|LARGE|BODY_BALANCED|LOW|NORMAL|OPPOSITE,946,215,0.22727272727272727,-4063.4999999999995,-4.295454545454545,0.23326572008113594
rev,RED|LARGE|BODY_BALANCED|LOW|NORMAL|PRIOR_DOJI,2,2,1.0,11.5,5.75,999.0
rev,RED|LARGE|BODY_BALANCED|LOW|NORMAL|SAME,808,197,0.2438118811881188,-3296.9999999999995,-4.080445544554455,0.2557142050905808
rev,RED|MEDIUM|BODY_BALANCED|LOW|EXPANDED|OPPOSITE,913,250,0.2738225629791895,-3369.2499999999995,-3.690306681270536,0.2990586154886358
rev,RED|MEDIUM|BODY_BALANCED|LOW|EXPANDED|PRIOR_DOJI,1,0,0.0,-7.249999999999999,-7.249999999999999,0.0
rev,RED|MEDIUM|BODY_BALANCED|LOW|EXPANDED|SAME,1028,257,0.25,-4111.999999999999,-3.999999999999999,0.2643678160919541
rev,RED|MEDIUM|BODY_BALANCED|LOW|NORMAL|OPPOSITE,925,242,0.2616216216216216,-3560.2499999999995,-3.8489189189189186,0.28101176351794827
rev,RED|MEDIUM|BODY_BALANCED|LOW|NORMAL|PRIOR_DOJI,1,0,0.0,-7.249999999999999,-7.249999999999999,0.0
rev,RED|MEDIUM|BODY_BALANCED|LOW|NORMAL|SAME,877,219,0.24971493728620298,-3511.2499999999995,-4.0037058152793605,0.26396604129546175
rev,RED|MEDIUM|LOWER|HIGH|EXPANDED|OPPOSITE,96,28,0.2916666666666667,-331.99999999999994,-3.4583333333333326,0.32657200811359033
rev,RED|MEDIUM|LOWER|HIGH|EXPANDED|SAME,160,31,0.19375,-756.9999999999999,-4.731249999999999,0.1905907511360599
rev,RED|MEDIUM|LOWER|HIGH|NORMAL|OPPOSITE,147,31,0.2108843537414966,-662.7499999999999,-4.508503401360543,0.21195005945303214
rev,RED|MEDIUM|LOWER|HIGH|NORMAL|SAME,157,42,0.267515923566879,-592.2499999999999,-3.7722929936305727,0.2896551724137931
rev,RED|MEDIUM|LOWER|LOW|EXPANDED|OPPOSITE,66,20,0.30303030303030304,-218.49999999999997,-3.31060606060606,0.34482758620689663
rev,RED|MEDIUM|LOWER|LOW|EXPANDED|SAME,81,24,0.2962962962962963,-275.24999999999994,-3.3981481481481475,0.3339382940108893
rev,RED|MEDIUM|LOWER|LOW|NORMAL|OPPOSITE,85,21,0.24705882352941178,-343.24999999999994,-4.038235294117646,0.2602370689655173
rev,RED|MEDIUM|LOWER|LOW|NORMAL|SAME,84,27,0.32142857142857145,-257.99999999999994,-3.0714285714285707,0.3756805807622505
rev,RED|MEDIUM|UPPER|LOW|EXPANDED|OPPOSITE,171,51,0.2982456140350877,-576.7499999999999,-3.372807017543859,0.3370689655172414
rev,RED|MEDIUM|UPPER|LOW|EXPANDED|SAME,124,43,0.3467741935483871,-339.99999999999994,-2.741935483870967,0.42103022562792686
rev,RED|MEDIUM|UPPER|LOW|NORMAL|OPPOSITE,228,61,0.2675438596491228,-859.9999999999999,-3.771929824561403,0.2896964691307042
rev,RED|MEDIUM|UPPER|LOW|NORMAL|SAME,191,52,0.27225130890052357,-708.7499999999999,-3.7107329842931933,0.29670057057802035
rev,RED|SMALL|BODY_BALANCED|LOW|EXPANDED|SAME,1,1,1.0,5.75,5.75,999.0
rev,RED|SMALL|BODY_BALANCED|LOW|NORMAL|SAME,1,0,0.0,-7.249999999999999,-7.249999999999999,0.0
rev,RED|SMALL|LOWER|HIGH|EXPANDED|OPPOSITE,276,63,0.22826086956521738,-1181.9999999999998,-4.282608695652173,0.23457989315201558
rev,RED|SMALL|LOWER|HIGH|EXPANDED|SAME,342,84,0.24561403508771928,-1387.4999999999998,-4.057017543859648,0.25821972734562953
rev,RED|SMALL|LOWER|HIGH|NORMAL|OPPOSITE,617,147,0.23824959481361427,-2562.2499999999995,-4.1527552674230135,0.2480557593543654
rev,RED|SMALL|LOWER|HIGH|NORMAL|PRIOR_DOJI,1,1,1.0,5.75,5.75,999.0
rev,RED|SMALL|LOWER|HIGH|NORMAL|SAME,526,143,0.2718631178707224,-1954.4999999999998,-3.715779467680608,0.2961195642387684
rev,RED|SMALL|LOWER|LOW|EXPANDED|OPPOSITE,83,26,0.3132530120481928,-263.74999999999994,-3.177710843373493,0.36176648517846344
rev,RED|SMALL|LOWER|LOW|EXPANDED|SAME,94,21,0.22340425531914893,-408.49999999999994,-4.345744680851063,0.22815304676428913
rev,RED|SMALL|LOWER|LOW|NORMAL|OPPOSITE,147,32,0.21768707482993196,-649.7499999999999,-4.420068027210884,0.22068965517241382
rev,RED|SMALL|LOWER|LOW|NORMAL|PRIOR_DOJI,1,1,1.0,5.75,5.75,999.0
rev,RED|SMALL|LOWER|LOW|NORMAL|SAME,137,34,0.24817518248175183,-551.2499999999999,-4.023722627737225,0.2618011382658186
rev,RED|SMALL|UPPER|LOW|EXPANDED|OPPOSITE,419,112,0.26730310262529833,-1581.7499999999998,-3.775059665871121,0.2893406716837022
rev,RED|SMALL|UPPER|LOW|EXPANDED|PRIOR_DOJI,3,2,0.6666666666666666,4.250000000000001,1.416666666666667,1.5862068965517244
rev,RED|SMALL|UPPER|LOW|EXPANDED|SAME,335,83,0.24776119402985075,-1349.7499999999998,-4.02910447761194,0.26122058018609745
rev,RED|SMALL|UPPER|LOW|NORMAL|OPPOSITE,670,160,0.23880597014925373,-2777.4999999999995,-4.1455223880597005,0.248816768086545
rev,RED|SMALL|UPPER|LOW|NORMAL|PRIOR_DOJI,2,1,0.5,-1.4999999999999991,-0.7499999999999996,0.7931034482758622
rev,RED|SMALL|UPPER|LOW|NORMAL|SAME,781,201,0.2573623559539053,-3049.2499999999995,-3.9042893725992314,0.2748513674197385
