character_rule,dev_lb,dev_hold,dev_n,dev_wr,dev_net,dev_exp,dev_pf,dev_dd,dev_ls,dev_H1_exp,dev_H1_pf,dev_H2_exp,dev_H2_pf,dev_positive_anchors,test_2023_opened
DRIVE_DOWN__STR_B40_60,240,480,86,0.627906976744186,353.86493397709614,4.114708534617397,2.5099660839038025,82.29357656431264,6,5.416118828856376,3.514584085530565,3.2637864191534502,2.053351236277793,4,False
