rule,source_tf,boundary,setup,signal_i,signal_ts,side,level,instance,week,entry_ts,exit_ts,entry,tp,sl,reason,net_ret,hours,route,selector,partition,rrank
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,2474,2020-04-13 02:00:00+00:00,LONG,6696.397708333334,H1|VAH|2020-04-13T01:00:00+00:00|LONG,2020-W16,2020-04-13 03:00:00+00:00,2020-04-13 03:00:00+00:00,6716.14,6793.375610000001,6659.052810000001,SL,-0.00999999999999984,1,PRIMARY_RULE,PRIMARY_RULE,external,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,2644,2020-04-20 04:00:00+00:00,LONG,7166.32375,H1|VAH|2020-04-20T03:00:00+00:00|LONG,2020-W17,2020-04-20 05:00:00+00:00,2020-04-20 10:00:00+00:00,7169.81,7252.262815000001,7108.866615000001,SL,-0.009999999999999952,6,PRIMARY_RULE,PRIMARY_RULE,external,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,2810,2020-04-27 02:00:00+00:00,LONG,7723.5875,H1|VAH|2020-04-27T01:00:00+00:00|LONG,2020-W18,2020-04-27 03:00:00+00:00,2020-04-27 06:00:00+00:00,7734.79,7823.740085,7669.044285,SL,-0.009999999999999952,4,PRIMARY_RULE,PRIMARY_RULE,external,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,2978,2020-05-04 02:00:00+00:00,LONG,8706.508541666666,H1|VAH|2020-05-04T01:00:00+00:00|LONG,2020-W19,2020-05-04 03:00:00+00:00,2020-05-04 04:00:00+00:00,8750.49,8851.120635000001,8676.110835,SL,-0.010000000000000063,2,PRIMARY_RULE,PRIMARY_RULE,external,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,3146,2020-05-11 02:00:00+00:00,LONG,8729.292291666667,H1|VAH|2020-05-11T01:00:00+00:00|LONG,2020-W20,2020-05-11 03:00:00+00:00,2020-05-11 03:00:00+00:00,8746.49,8847.074635,8672.144835000001,SL,-0.00999999999999984,1,PRIMARY_RULE,PRIMARY_RULE,external,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,3312,2020-05-18 00:00:00+00:00,LONG,9696.191875,H1|VAH|2020-05-17T23:00:00+00:00|LONG,2020-W21,2020-05-18 01:00:00+00:00,2020-05-18 01:00:00+00:00,9774.19,9886.593185000002,9691.109385000002,TP,0.010000000000000066,1,PRIMARY_RULE,PRIMARY_RULE,external,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,3480,2020-05-25 00:00:00+00:00,LONG,8775.833333333332,H1|VAH|2020-05-24T23:00:00+00:00|LONG,2020-W22,2020-05-25 01:00:00+00:00,2020-05-25 09:00:00+00:00,8806.0,8907.269,8731.149000000001,SL,-0.00999999999999984,9,PRIMARY_RULE,PRIMARY_RULE,external,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,3651,2020-06-01 03:00:00+00:00,LONG,9547.787500000002,H1|VAH|2020-06-01T02:00:00+00:00|LONG,2020-W23,2020-06-01 04:00:00+00:00,2020-06-01 20:00:00+00:00,9550.82,9660.65443,9469.63803,TP,0.010000000000000066,17,PRIMARY_RULE,PRIMARY_RULE,external,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,3816,2020-06-08 00:00:00+00:00,LONG,9752.463541666668,H1|VAH|2020-06-07T23:00:00+00:00|LONG,2020-W24,2020-06-08 01:00:00+00:00,2020-06-08 08:00:00+00:00,9759.28,9871.51172,9676.326120000002,SL,-0.009999999999999952,8,PRIMARY_RULE,PRIMARY_RULE,external,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,3993,2020-06-15 09:00:00+00:00,LONG,9135.799791666666,H1|VAH|2020-06-15T08:00:00+00:00|LONG,2020-W25,2020-06-15 10:00:00+00:00,2020-06-15 13:00:00+00:00,9141.25,9246.374375000001,9063.549375,SL,-0.009999999999999952,4,PRIMARY_RULE,PRIMARY_RULE,external,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,4152,2020-06-22 00:00:00+00:00,LONG,9295.770833333332,H1|VAH|2020-06-21T23:00:00+00:00|LONG,2020-W26,2020-06-22 01:00:00+00:00,2020-06-22 05:00:00+00:00,9320.35,9427.534025,9241.127025000002,TP,0.010000000000000066,5,PRIMARY_RULE,PRIMARY_RULE,external,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,4320,2020-06-29 00:00:00+00:00,LONG,9114.325,H1|VAH|2020-06-28T23:00:00+00:00|LONG,2020-W27,2020-06-29 01:00:00+00:00,2020-06-29 13:00:00+00:00,9119.85,9224.728275000001,9042.331275,SL,-0.009999999999999952,13,PRIMARY_RULE,PRIMARY_RULE,external,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,4489,2020-07-06 01:00:00+00:00,LONG,9071.991041666668,H1|VAH|2020-07-06T00:00:00+00:00|LONG,2020-W28,2020-07-06 02:00:00+00:00,2020-07-06 06:00:00+00:00,9086.36,9190.853140000001,9009.125940000002,TP,0.010000000000000066,5,PRIMARY_RULE,PRIMARY_RULE,external,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,4661,2020-07-13 05:00:00+00:00,LONG,9275.815625,H1|VAH|2020-07-13T04:00:00+00:00|LONG,2020-W29,2020-07-13 06:00:00+00:00,2020-07-13 19:00:00+00:00,9285.05,9391.828075,9206.127075,SL,-0.00999999999999984,14,PRIMARY_RULE,PRIMARY_RULE,external,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,4826,2020-07-20 02:00:00+00:00,LONG,9189.078125,H1|VAH|2020-07-20T01:00:00+00:00|LONG,2020-W30,2020-07-20 03:00:00+00:00,2020-07-21 07:00:00+00:00,9191.77,9297.475355,9113.639955,TP,0.010000000000000066,29,PRIMARY_RULE,PRIMARY_RULE,external,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,4993,2020-07-27 01:00:00+00:00,LONG,10010.970000000001,H1|VAH|2020-07-27T00:00:00+00:00|LONG,2020-W31,2020-07-27 02:00:00+00:00,2020-07-27 03:00:00+00:00,10093.15,10209.221225000001,10007.358225,TP,0.010000000000000066,2,PRIMARY_RULE,PRIMARY_RULE,external,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,5160,2020-08-03 00:00:00+00:00,LONG,11123.515833333333,H1|VAH|2020-08-02T23:00:00+00:00|LONG,2020-W32,2020-08-03 01:00:00+00:00,2020-08-03 13:00:00+00:00,11142.89,11271.033235,11048.175435,TP,0.010000000000000066,13,PRIMARY_RULE,PRIMARY_RULE,external,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,5328,2020-08-10 00:00:00+00:00,LONG,11688.999166666666,H1|VAH|2020-08-09T23:00:00+00:00|LONG,2020-W33,2020-08-10 01:00:00+00:00,2020-08-10 02:00:00+00:00,11749.0,11884.113500000001,11649.1335,TP,0.010000000000000066,2,PRIMARY_RULE,PRIMARY_RULE,external,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,5504,2020-08-17 08:00:00+00:00,LONG,11837.588125,H1|VAH|2020-08-17T07:00:00+00:00|LONG,2020-W34,2020-08-17 09:00:00+00:00,2020-08-17 13:00:00+00:00,11882.69,12019.340935000002,11781.687135000002,TP,0.010000000000000066,5,PRIMARY_RULE,PRIMARY_RULE,external,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,5667,2020-08-24 03:00:00+00:00,LONG,11660.443541666667,H1|VAH|2020-08-24T02:00:00+00:00|LONG,2020-W35,2020-08-24 04:00:00+00:00,2020-08-24 11:00:00+00:00,11687.61,11822.017515000001,11588.265315,TP,0.010000000000000066,8,PRIMARY_RULE,PRIMARY_RULE,external,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,5838,2020-08-31 06:00:00+00:00,LONG,11671.23875,H1|VAH|2020-08-31T05:00:00+00:00|LONG,2020-W36,2020-08-31 07:00:00+00:00,2020-08-31 09:00:00+00:00,11678.0,11812.297,11578.737000000001,SL,-0.009999999999999952,3,PRIMARY_RULE,PRIMARY_RULE,external,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,6000,2020-09-07 00:00:00+00:00,LONG,10274.43125,H1|VAH|2020-09-06T23:00:00+00:00|LONG,2020-W37,2020-09-07 01:00:00+00:00,2020-09-07 03:00:00+00:00,10282.81,10401.062315000001,10195.406115,SL,-0.009999999999999952,3,PRIMARY_RULE,PRIMARY_RULE,external,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,6169,2020-09-14 01:00:00+00:00,LONG,10300.805,H1|VAH|2020-09-14T00:00:00+00:00|LONG,2020-W38,2020-09-14 02:00:00+00:00,2020-09-14 08:00:00+00:00,10320.52,10439.20598,10232.795580000002,TP,0.010000000000000066,7,PRIMARY_RULE,PRIMARY_RULE,external,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,6336,2020-09-21 00:00:00+00:00,LONG,10916.92375,H1|VAH|2020-09-20T23:00:00+00:00|LONG,2020-W39,2020-09-21 01:00:00+00:00,2020-09-21 08:00:00+00:00,10946.63,11072.516245,10853.583645,SL,-0.00999999999999984,8,PRIMARY_RULE,PRIMARY_RULE,external,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,6505,2020-09-28 01:00:00+00:00,LONG,10901.328541666666,H1|VAH|2020-09-28T00:00:00+00:00|LONG,2020-W40,2020-09-28 02:00:00+00:00,2020-09-28 09:00:00+00:00,10924.48,11050.11152,10831.62192,SL,-0.009999999999999952,8,PRIMARY_RULE,PRIMARY_RULE,external,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,6674,2020-10-05 02:00:00+00:00,LONG,10692.368541666667,H1|VAH|2020-10-05T01:00:00+00:00|LONG,2020-W41,2020-10-05 03:00:00+00:00,2020-10-05 06:00:00+00:00,10701.0,10824.0615,10610.041500000001,SL,-0.00999999999999984,4,PRIMARY_RULE,PRIMARY_RULE,external,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,6847,2020-10-12 07:00:00+00:00,LONG,11367.969583333332,H1|VAH|2020-10-12T06:00:00+00:00|LONG,2020-W42,2020-10-12 08:00:00+00:00,2020-10-12 10:00:00+00:00,11376.24,11507.06676,11279.54196,SL,-0.009999999999999952,3,PRIMARY_RULE,PRIMARY_RULE,external,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,7012,2020-10-19 04:00:00+00:00,LONG,11431.661041666666,H1|VAH|2020-10-19T03:00:00+00:00|LONG,2020-W43,2020-10-19 05:00:00+00:00,2020-10-19 13:00:00+00:00,11438.96,11570.50804,11341.72884,TP,0.010000000000000066,9,PRIMARY_RULE,PRIMARY_RULE,external,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,7178,2020-10-26 02:00:00+00:00,LONG,13073.598125,H1|VAH|2020-10-26T01:00:00+00:00|LONG,2020-W44,2020-10-26 03:00:00+00:00,2020-10-26 08:00:00+00:00,13084.05,13234.516575,12972.835575,SL,-0.010000000000000063,6,PRIMARY_RULE,PRIMARY_RULE,external,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,7348,2020-11-02 04:00:00+00:00,LONG,13688.56625,H1|VAH|2020-11-02T03:00:00+00:00|LONG,2020-W45,2020-11-02 05:00:00+00:00,2020-11-02 08:00:00+00:00,13690.86,13848.304890000001,13574.487690000002,SL,-0.009999999999999952,4,PRIMARY_RULE,PRIMARY_RULE,external,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,7512,2020-11-09 00:00:00+00:00,LONG,15503.550416666667,H1|VAH|2020-11-08T23:00:00+00:00|LONG,2020-W46,2020-11-09 01:00:00+00:00,2020-11-09 03:00:00+00:00,15549.72,15728.54178,15417.54738,SL,-0.009999999999999952,3,PRIMARY_RULE,PRIMARY_RULE,external,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,7683,2020-11-16 03:00:00+00:00,LONG,15966.409375,H1|VAH|2020-11-16T02:00:00+00:00|LONG,2020-W47,2020-11-16 04:00:00+00:00,2020-11-16 06:00:00+00:00,16001.04,16185.051960000003,15865.031160000002,TP,0.010000000000000066,3,PRIMARY_RULE,PRIMARY_RULE,external,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,7851,2020-11-23 03:00:00+00:00,LONG,18288.072916666668,H1|VAH|2020-11-23T02:00:00+00:00|LONG,2020-W48,2020-11-23 04:00:00+00:00,2020-11-23 08:00:00+00:00,18390.41,18601.899715,18234.091515,TP,0.010000000000000066,5,PRIMARY_RULE,PRIMARY_RULE,external,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,8017,2020-11-30 01:00:00+00:00,LONG,18432.644166666665,H1|VAH|2020-11-30T00:00:00+00:00|LONG,2020-W49,2020-11-30 02:00:00+00:00,2020-11-30 12:00:00+00:00,18478.96,18691.46804,18321.88884,TP,0.010000000000000066,11,PRIMARY_RULE,PRIMARY_RULE,external,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,8187,2020-12-07 03:00:00+00:00,LONG,19224.30625,H1|VAH|2020-12-07T02:00:00+00:00|LONG,2020-W50,2020-12-07 04:00:00+00:00,2020-12-07 11:00:00+00:00,19287.32,19509.124180000003,19123.37778,SL,-0.010000000000000063,8,PRIMARY_RULE,PRIMARY_RULE,external,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,8360,2020-12-14 08:00:00+00:00,LONG,19158.5,H1|VAH|2020-12-14T07:00:00+00:00|LONG,2020-W51,2020-12-14 09:00:00+00:00,2020-12-14 10:00:00+00:00,19225.11,19446.198765,19061.696565000002,SL,-0.009999999999999952,2,PRIMARY_RULE,PRIMARY_RULE,external,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,8520,2020-12-21 00:00:00+00:00,LONG,23546.66416666667,H1|VAH|2020-12-20T23:00:00+00:00|LONG,2020-W52,2020-12-21 01:00:00+00:00,2020-12-21 03:00:00+00:00,23690.52,23962.960980000003,23489.15058,TP,0.010000000000000066,3,PRIMARY_RULE,PRIMARY_RULE,external,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,8688,2020-12-28 00:00:00+00:00,LONG,26561.014166666668,H1|VAH|2020-12-27T23:00:00+00:00|LONG,2020-W53,2020-12-28 01:00:00+00:00,2020-12-28 01:00:00+00:00,26894.04,27203.321460000003,26665.440660000004,TP,0.010000000000000066,1,PRIMARY_RULE,PRIMARY_RULE,external,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,8862,2021-01-04 06:00:00+00:00,LONG,33251.838124999995,H1|VAH|2021-01-04T05:00:00+00:00|LONG,2021-W01,2021-01-04 07:00:00+00:00,2021-01-04 07:00:00+00:00,33265.89,33648.447735,32983.129935000004,SL,-0.00999999999999984,1,PRIMARY_RULE,PRIMARY_RULE,external,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,9028,2021-01-11 04:00:00+00:00,LONG,35507.801250000004,H1|VAH|2021-01-11T03:00:00+00:00|LONG,2021-W02,2021-01-11 05:00:00+00:00,2021-01-11 05:00:00+00:00,35561.18,35970.133570000005,35258.90997,SL,-0.009999999999999952,1,PRIMARY_RULE,PRIMARY_RULE,external,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,9199,2021-01-18 07:00:00+00:00,LONG,35287.74,H1|VAH|2021-01-18T06:00:00+00:00|LONG,2021-W03,2021-01-18 08:00:00+00:00,2021-01-18 09:00:00+00:00,36139.11,36554.709765,35831.927565000005,TP,0.010000000000000066,2,PRIMARY_RULE,PRIMARY_RULE,external,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,9361,2021-01-25 01:00:00+00:00,LONG,32674.98541666667,H1|VAH|2021-01-25T00:00:00+00:00|LONG,2021-W04,2021-01-25 02:00:00+00:00,2021-01-25 03:00:00+00:00,32893.22,33271.49203,32613.627630000003,SL,-0.009999999999999952,2,PRIMARY_RULE,PRIMARY_RULE,external,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,9529,2021-02-01 01:00:00+00:00,LONG,32748.2825,H1|VAH|2021-02-01T00:00:00+00:00|LONG,2021-W05,2021-02-01 02:00:00+00:00,2021-02-01 02:00:00+00:00,33455.16,33839.894340000006,33170.79114000001,TP,0.010000000000000066,1,PRIMARY_RULE,PRIMARY_RULE,external,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,9700,2021-02-08 04:00:00+00:00,LONG,38413.85416666667,H1|VAH|2021-02-08T03:00:00+00:00|LONG,2021-W06,2021-02-08 05:00:00+00:00,2021-02-08 06:00:00+00:00,38620.72,39064.85828,38292.443880000006,TP,0.010000000000000066,2,PRIMARY_RULE,PRIMARY_RULE,external,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,9871,2021-02-15 07:00:00+00:00,LONG,47021.97625,H1|VAH|2021-02-15T06:00:00+00:00|LONG,2021-W07,2021-02-15 08:00:00+00:00,2021-02-15 10:00:00+00:00,47293.37,47837.243755,46891.37635500001,TP,0.010000000000000066,3,PRIMARY_RULE,PRIMARY_RULE,external,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,10039,2021-02-22 07:00:00+00:00,LONG,56239.1075,H1|VAH|2021-02-22T06:00:00+00:00|LONG,2021-W08,2021-02-22 08:00:00+00:00,2021-02-22 08:00:00+00:00,56486.5,57136.094750000004,56006.36475,SL,-0.009999999999999952,1,PRIMARY_RULE,PRIMARY_RULE,external,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,10200,2021-03-01 00:00:00+00:00,LONG,45611.03999999999,H1|VAH|2021-02-28T23:00:00+00:00|LONG,2021-W09,2021-03-01 01:00:00+00:00,2021-03-01 02:00:00+00:00,46246.26,46778.09199000001,45853.16679,TP,0.010000000000000066,2,PRIMARY_RULE,PRIMARY_RULE,external,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,10368,2021-03-08 00:00:00+00:00,LONG,51133.85166666667,H1|VAH|2021-03-07T23:00:00+00:00|LONG,2021-W10,2021-03-08 01:00:00+00:00,2021-03-08 02:00:00+00:00,51510.0,52102.365000000005,51072.165,SL,-0.009999999999999952,2,PRIMARY_RULE,PRIMARY_RULE,external,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,10537,2021-03-15 01:00:00+00:00,LONG,59761.25,H1|VAH|2021-03-15T00:00:00+00:00|LONG,2021-W11,2021-03-15 02:00:00+00:00,2021-03-15 05:00:00+00:00,60185.08,60877.20842,59673.50682,SL,-0.009999999999999952,4,PRIMARY_RULE,PRIMARY_RULE,external,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,10710,2021-03-22 06:00:00+00:00,LONG,57684.95166666667,H1|VAH|2021-03-22T05:00:00+00:00|LONG,2021-W12,2021-03-22 07:00:00+00:00,2021-03-22 08:00:00+00:00,57712.86,58376.557890000004,57222.300690000004,SL,-0.009999999999999952,2,PRIMARY_RULE,PRIMARY_RULE,external,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,10878,2021-03-29 06:00:00+00:00,LONG,55118.45104166667,H1|VAH|2021-03-29T05:00:00+00:00|LONG,2021-W13,2021-03-29 07:00:00+00:00,2021-03-29 07:00:00+00:00,55414.74,56052.00951,54943.71471,TP,0.010000000000000066,1,PRIMARY_RULE,PRIMARY_RULE,external,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,11047,2021-04-05 07:00:00+00:00,LONG,57248.01541666667,H1|VAH|2021-04-05T06:00:00+00:00|LONG,2021-W14,2021-04-05 08:00:00+00:00,2021-04-05 12:00:00+00:00,57290.53,57949.371095,56803.560495000005,TP,0.010000000000000066,5,PRIMARY_RULE,PRIMARY_RULE,external,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,11211,2021-04-12 03:00:00+00:00,LONG,59902.123125,H1|VAH|2021-04-12T02:00:00+00:00|LONG,2021-W15,2021-04-12 04:00:00+00:00,2021-04-12 07:00:00+00:00,60449.94,61145.114310000004,59936.11551,TP,0.010000000000000066,4,PRIMARY_RULE,PRIMARY_RULE,external,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,11376,2021-04-19 00:00:00+00:00,LONG,56413.96625,H1|VAH|2021-04-18T23:00:00+00:00|LONG,2021-W16,2021-04-19 01:00:00+00:00,2021-04-19 07:00:00+00:00,56753.2,57405.8618,56270.7978,TP,0.010000000000000066,7,PRIMARY_RULE,PRIMARY_RULE,external,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,11547,2021-04-26 03:00:00+00:00,LONG,52191.34104166667,H1|VAH|2021-04-26T02:00:00+00:00|LONG,2021-W17,2021-04-26 04:00:00+00:00,2021-04-26 06:00:00+00:00,52419.73,53022.55689500001,51974.16229500001,TP,0.010000000000000066,3,PRIMARY_RULE,PRIMARY_RULE,external,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,11714,2021-05-03 02:00:00+00:00,LONG,58117.933958333335,H1|VAH|2021-05-03T01:00:00+00:00|LONG,2021-W18,2021-05-03 03:00:00+00:00,2021-05-03 07:00:00+00:00,58128.76,58797.24074000001,57634.66554,TP,0.010000000000000066,5,PRIMARY_RULE,PRIMARY_RULE,external,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,11880,2021-05-10 00:00:00+00:00,LONG,58360.5425,H1|VAH|2021-05-09T23:00:00+00:00|LONG,2021-W19,2021-05-10 01:00:00+00:00,2021-05-10 04:00:00+00:00,58913.17,59590.671455,58412.408055,TP,0.010000000000000066,4,PRIMARY_RULE,PRIMARY_RULE,external,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,12055,2021-05-17 07:00:00+00:00,LONG,44730.0875,H1|VAH|2021-05-17T06:00:00+00:00|LONG,2021-W20,2021-05-17 08:00:00+00:00,2021-05-17 08:00:00+00:00,45175.74,45695.26101,44791.74621,SL,-0.010000000000000063,1,PRIMARY_RULE,PRIMARY_RULE,external,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,12218,2021-05-24 02:00:00+00:00,LONG,35229.8125,H1|VAH|2021-05-24T01:00:00+00:00|LONG,2021-W21,2021-05-24 03:00:00+00:00,2021-05-24 03:00:00+00:00,35254.33,35659.754795,34954.668195000006,TP,0.010000000000000066,1,PRIMARY_RULE,PRIMARY_RULE,external,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,12390,2021-05-31 06:00:00+00:00,LONG,34550.777083333334,H1|VAH|2021-05-31T05:00:00+00:00|LONG,2021-W22,2021-05-31 07:00:00+00:00,2021-05-31 07:00:00+00:00,35033.83,35436.719045000005,34736.04244500001,TP,0.010000000000000066,1,PRIMARY_RULE,PRIMARY_RULE,external,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,12553,2021-06-07 01:00:00+00:00,LONG,36293.01770833333,H1|VAH|2021-06-07T00:00:00+00:00|LONG,2021-W23,2021-06-07 02:00:00+00:00,2021-06-07 03:00:00+00:00,36678.74,37100.54551,36366.97071,SL,-0.009999999999999952,2,PRIMARY_RULE,PRIMARY_RULE,external,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,12725,2021-06-14 05:00:00+00:00,LONG,39247.634375,H1|VAH|2021-06-14T04:00:00+00:00|LONG,2021-W24,2021-06-14 06:00:00+00:00,2021-06-14 08:00:00+00:00,39384.1,39837.01715,39049.33515,SL,-0.009999999999999952,3,PRIMARY_RULE,PRIMARY_RULE,external,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,12897,2021-06-21 09:00:00+00:00,LONG,33123.29166666667,H1|VAH|2021-06-21T08:00:00+00:00|LONG,2021-W25,2021-06-21 10:00:00+00:00,2021-06-21 10:00:00+00:00,33126.05,33506.999575,32844.478575,SL,-0.010000000000000063,1,PRIMARY_RULE,PRIMARY_RULE,external,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,13061,2021-06-28 05:00:00+00:00,LONG,34362.776874999996,H1|VAH|2021-06-28T04:00:00+00:00|LONG,2021-W26,2021-06-28 06:00:00+00:00,2021-06-28 07:00:00+00:00,34486.54,34883.13521,34193.40441,TP,0.010000000000000066,2,PRIMARY_RULE,PRIMARY_RULE,external,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,13229,2021-07-05 05:00:00+00:00,LONG,34247.394166666665,H1|VAH|2021-07-05T04:00:00+00:00|LONG,2021-W27,2021-07-05 06:00:00+00:00,2021-07-05 11:00:00+00:00,34337.84,34732.72516,34045.96836,SL,-0.009999999999999952,6,PRIMARY_RULE,PRIMARY_RULE,external,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,13405,2021-07-12 13:00:00+00:00,LONG,33559.68062499999,H1|VAH|2021-07-12T12:00:00+00:00|LONG,2021-W28,2021-07-12 14:00:00+00:00,2021-07-12 16:00:00+00:00,33565.88,33951.88762,33280.57002,SL,-0.009999999999999952,3,PRIMARY_RULE,PRIMARY_RULE,external,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,13564,2021-07-19 04:00:00+00:00,LONG,31546.826875,H1|VAH|2021-07-19T03:00:00+00:00|LONG,2021-W29,2021-07-19 05:00:00+00:00,2021-07-19 09:00:00+00:00,31726.17,32091.020955,31456.497554999998,SL,-0.009999999999999952,5,PRIMARY_RULE,PRIMARY_RULE,external,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,13731,2021-07-26 03:00:00+00:00,LONG,38235.965,H1|VAH|2021-07-26T02:00:00+00:00|LONG,2021-W30,2021-07-26 04:00:00+00:00,2021-07-26 06:00:00+00:00,38276.53,38716.710095,37951.179495000004,TP,0.010000000000000066,3,PRIMARY_RULE,PRIMARY_RULE,external,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,13898,2021-08-02 02:00:00+00:00,LONG,39666.86083333333,H1|VAH|2021-08-02T01:00:00+00:00|LONG,2021-W31,2021-08-02 03:00:00+00:00,2021-08-02 06:00:00+00:00,39773.38,40230.77387,39435.30627,TP,0.010000000000000066,4,PRIMARY_RULE,PRIMARY_RULE,external,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,14066,2021-08-09 02:00:00+00:00,LONG,43091.658125,H1|VAH|2021-08-09T01:00:00+00:00|LONG,2021-W32,2021-08-09 03:00:00+00:00,2021-08-09 09:00:00+00:00,43454.15,43953.872725,43084.789725,TP,0.010000000000000066,7,PRIMARY_RULE,PRIMARY_RULE,external,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,14232,2021-08-16 00:00:00+00:00,LONG,47214.70229166666,H1|VAH|2021-08-15T23:00:00+00:00|LONG,2021-W33,2021-08-16 01:00:00+00:00,2021-08-16 08:00:00+00:00,47568.91,48115.95246500001,47164.574265,SL,-0.010000000000000063,8,PRIMARY_RULE,PRIMARY_RULE,external,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,14400,2021-08-23 00:00:00+00:00,LONG,49362.86666666667,H1|VAH|2021-08-22T23:00:00+00:00|LONG,2021-W34,2021-08-23 01:00:00+00:00,2021-08-23 02:00:00+00:00,49453.82,50022.53893,49033.462530000004,TP,0.010000000000000066,2,PRIMARY_RULE,PRIMARY_RULE,external,
