freeze_rank,candidate_id,partition,hour_utc,trades,win_rate,net_pnl,expectancy,pf
4,EFF_HIGH__EXT_LOW|RANGE_RATIO_24_72_HIGH|BROAD_ACTIVE|LB120|H240,reference_validation,4,1,0.0,-3.7385654885654787,-3.7385654885654787,0.0
4,EFF_HIGH__EXT_LOW|RANGE_RATIO_24_72_HIGH|BROAD_ACTIVE|LB120|H240,reference_validation,5,1,1.0,1.4007651082433719,1.4007651082433719,inf
4,EFF_HIGH__EXT_LOW|RANGE_RATIO_24_72_HIGH|BROAD_ACTIVE|LB120|H240,reference_validation,6,1,1.0,8.967868338557976,8.967868338557976,inf
4,EFF_HIGH__EXT_LOW|RANGE_RATIO_24_72_HIGH|BROAD_ACTIVE|LB120|H240,reference_validation,7,3,0.3333333333333333,-16.275084583496238,-5.425028194498746,0.10133480732610473
4,EFF_HIGH__EXT_LOW|RANGE_RATIO_24_72_HIGH|BROAD_ACTIVE|LB120|H240,reference_validation,8,6,0.3333333333333333,-1.3375396747285038,-0.2229232791214173,0.9506613846733383
4,EFF_HIGH__EXT_LOW|RANGE_RATIO_24_72_HIGH|BROAD_ACTIVE|LB120|H240,reference_validation,9,1,0.0,-3.2480278727320235,-3.2480278727320235,0.0
4,EFF_HIGH__EXT_LOW|RANGE_RATIO_24_72_HIGH|BROAD_ACTIVE|LB120|H240,reference_validation,10,0,,0.0,,
4,EFF_HIGH__EXT_LOW|RANGE_RATIO_24_72_HIGH|BROAD_ACTIVE|LB120|H240,reference_validation,11,2,0.0,-20.888419301121687,-10.444209650560843,0.0
4,EFF_HIGH__EXT_LOW|RANGE_RATIO_24_72_HIGH|BROAD_ACTIVE|LB120|H240,reference_validation,12,1,0.0,-19.761239901650853,-19.761239901650853,0.0
4,EFF_HIGH__EXT_LOW|RANGE_RATIO_24_72_HIGH|BROAD_ACTIVE|LB120|H240,reference_validation,13,1,1.0,16.232764837383748,16.232764837383748,inf
4,EFF_HIGH__EXT_LOW|RANGE_RATIO_24_72_HIGH|BROAD_ACTIVE|LB120|H240,reference_validation,14,3,0.3333333333333333,-2.0106666196263063,-0.6702222065421021,0.9033704623473358
4,EFF_HIGH__EXT_LOW|RANGE_RATIO_24_72_HIGH|BROAD_ACTIVE|LB120|H240,reference_validation,15,2,0.0,-13.313120573739882,-6.656560286869941,0.0
4,EFF_HIGH__EXT_LOW|RANGE_RATIO_24_72_HIGH|BROAD_ACTIVE|LB120|H240,reference_validation,16,2,0.5,-11.143592397202314,-5.571796198601157,0.22310105746096442
4,EFF_HIGH__EXT_LOW|RANGE_RATIO_24_72_HIGH|BROAD_ACTIVE|LB120|H240,reference_validation,17,0,,0.0,,
4,EFF_HIGH__EXT_LOW|RANGE_RATIO_24_72_HIGH|BROAD_ACTIVE|LB120|H240,reference_validation,18,0,,0.0,,
4,EFF_HIGH__EXT_LOW|RANGE_RATIO_24_72_HIGH|BROAD_ACTIVE|LB120|H240,reference_validation,19,1,0.0,-33.36384396779209,-33.36384396779209,0.0
4,EFF_HIGH__EXT_LOW|RANGE_RATIO_24_72_HIGH|BROAD_ACTIVE|LB120|H240,reference_validation,20,6,0.5,-26.378702821782475,-4.396450470297079,0.3926524577372626
4,EFF_HIGH__EXT_LOW|RANGE_RATIO_24_72_HIGH|BROAD_ACTIVE|LB120|H240,reference_validation,21,4,0.75,22.433729462485363,5.608432365621341,2.8913682919191364
4,EFF_HIGH__EXT_LOW|RANGE_RATIO_24_72_HIGH|BROAD_ACTIVE|LB120|H240,reference_validation,22,6,0.3333333333333333,-70.50269068889854,-11.750448448149756,0.05272867279694894
4,EFF_HIGH__EXT_LOW|RANGE_RATIO_24_72_HIGH|BROAD_ACTIVE|LB120|H240,reference_validation,23,6,0.16666666666666666,-23.306563865460724,-3.884427310910121,0.38891207766061464
5,DRIVE_UP__RV_HIGH|RANGE_72H_MID|BROAD_QUIET|LB30|H720,external,0,0,,0.0,,
5,DRIVE_UP__RV_HIGH|RANGE_72H_MID|BROAD_QUIET|LB30|H720,external,1,0,,0.0,,
5,DRIVE_UP__RV_HIGH|RANGE_72H_MID|BROAD_QUIET|LB30|H720,external,2,0,,0.0,,
5,DRIVE_UP__RV_HIGH|RANGE_72H_MID|BROAD_QUIET|LB30|H720,external,3,0,,0.0,,
5,DRIVE_UP__RV_HIGH|RANGE_72H_MID|BROAD_QUIET|LB30|H720,external,4,0,,0.0,,
5,DRIVE_UP__RV_HIGH|RANGE_72H_MID|BROAD_QUIET|LB30|H720,external,5,0,,0.0,,
5,DRIVE_UP__RV_HIGH|RANGE_72H_MID|BROAD_QUIET|LB30|H720,external,6,0,,0.0,,
5,DRIVE_UP__RV_HIGH|RANGE_72H_MID|BROAD_QUIET|LB30|H720,external,7,0,,0.0,,
5,DRIVE_UP__RV_HIGH|RANGE_72H_MID|BROAD_QUIET|LB30|H720,external,8,0,,0.0,,
5,DRIVE_UP__RV_HIGH|RANGE_72H_MID|BROAD_QUIET|LB30|H720,external,9,0,,0.0,,
5,DRIVE_UP__RV_HIGH|RANGE_72H_MID|BROAD_QUIET|LB30|H720,external,10,0,,0.0,,
5,DRIVE_UP__RV_HIGH|RANGE_72H_MID|BROAD_QUIET|LB30|H720,external,11,1,0.0,-15.883895037874348,-15.883895037874348,0.0
5,DRIVE_UP__RV_HIGH|RANGE_72H_MID|BROAD_QUIET|LB30|H720,external,12,0,,0.0,,
5,DRIVE_UP__RV_HIGH|RANGE_72H_MID|BROAD_QUIET|LB30|H720,external,13,0,,0.0,,
5,DRIVE_UP__RV_HIGH|RANGE_72H_MID|BROAD_QUIET|LB30|H720,external,14,0,,0.0,,
5,DRIVE_UP__RV_HIGH|RANGE_72H_MID|BROAD_QUIET|LB30|H720,external,15,0,,0.0,,
5,DRIVE_UP__RV_HIGH|RANGE_72H_MID|BROAD_QUIET|LB30|H720,external,16,0,,0.0,,
5,DRIVE_UP__RV_HIGH|RANGE_72H_MID|BROAD_QUIET|LB30|H720,external,17,0,,0.0,,
5,DRIVE_UP__RV_HIGH|RANGE_72H_MID|BROAD_QUIET|LB30|H720,external,18,0,,0.0,,
5,DRIVE_UP__RV_HIGH|RANGE_72H_MID|BROAD_QUIET|LB30|H720,external,19,0,,0.0,,
5,DRIVE_UP__RV_HIGH|RANGE_72H_MID|BROAD_QUIET|LB30|H720,external,20,0,,0.0,,
5,DRIVE_UP__RV_HIGH|RANGE_72H_MID|BROAD_QUIET|LB30|H720,external,21,0,,0.0,,
5,DRIVE_UP__RV_HIGH|RANGE_72H_MID|BROAD_QUIET|LB30|H720,external,22,0,,0.0,,
5,DRIVE_UP__RV_HIGH|RANGE_72H_MID|BROAD_QUIET|LB30|H720,external,23,0,,0.0,,
5,DRIVE_UP__RV_HIGH|RANGE_72H_MID|BROAD_QUIET|LB30|H720,reference_validation,0,6,0.8333333333333334,50.385409674657815,8.397568279109636,5.80900570196067
5,DRIVE_UP__RV_HIGH|RANGE_72H_MID|BROAD_QUIET|LB30|H720,reference_validation,1,16,0.75,82.36990559143871,5.148119099464919,3.171556548347582
5,DRIVE_UP__RV_HIGH|RANGE_72H_MID|BROAD_QUIET|LB30|H720,reference_validation,2,7,0.42857142857142855,-3.806549377965897,-0.5437927682808424,0.885687805935869
5,DRIVE_UP__RV_HIGH|RANGE_72H_MID|BROAD_QUIET|LB30|H720,reference_validation,3,9,0.3333333333333333,-70.01497207998621,-7.779441342220689,0.18225694218744107
5,DRIVE_UP__RV_HIGH|RANGE_72H_MID|BROAD_QUIET|LB30|H720,reference_validation,4,5,0.4,-1.4097148219032416,-0.2819429643806483,0.9300040811502273
5,DRIVE_UP__RV_HIGH|RANGE_72H_MID|BROAD_QUIET|LB30|H720,reference_validation,5,13,0.38461538461538464,-40.683856197176866,-3.1295273997828357,0.5544721547407899
5,DRIVE_UP__RV_HIGH|RANGE_72H_MID|BROAD_QUIET|LB30|H720,reference_validation,6,9,0.6666666666666666,12.104149888983724,1.3449055432204138,1.2711282056745936
5,DRIVE_UP__RV_HIGH|RANGE_72H_MID|BROAD_QUIET|LB30|H720,reference_validation,7,8,0.25,-25.005107429969243,-3.1256384287461554,0.5583669772566823
5,DRIVE_UP__RV_HIGH|RANGE_72H_MID|BROAD_QUIET|LB30|H720,reference_validation,8,10,0.4,-24.673487919062218,-2.467348791906222,0.6233675185587629
5,DRIVE_UP__RV_HIGH|RANGE_72H_MID|BROAD_QUIET|LB30|H720,reference_validation,9,10,0.7,29.60137074432316,2.960137074432316,4.223094351241334
5,DRIVE_UP__RV_HIGH|RANGE_72H_MID|BROAD_QUIET|LB30|H720,reference_validation,10,2,0.5,-5.334653979912741,-2.6673269899563703,0.6385810494017754
5,DRIVE_UP__RV_HIGH|RANGE_72H_MID|BROAD_QUIET|LB30|H720,reference_validation,11,7,0.2857142857142857,-50.541058608854435,-7.220151229836348,0.24903123795421864
5,DRIVE_UP__RV_HIGH|RANGE_72H_MID|BROAD_QUIET|LB30|H720,reference_validation,12,9,0.7777777777777778,13.174029801971235,1.463781089107915,1.6660551046085084
5,DRIVE_UP__RV_HIGH|RANGE_72H_MID|BROAD_QUIET|LB30|H720,reference_validation,13,7,0.7142857142857143,8.623486017481204,1.2319265739258862,3.3713462130551473
5,DRIVE_UP__RV_HIGH|RANGE_72H_MID|BROAD_QUIET|LB30|H720,reference_validation,14,8,0.25,-44.51356266855158,-5.564195333568947,0.13982788994545006
5,DRIVE_UP__RV_HIGH|RANGE_72H_MID|BROAD_QUIET|LB30|H720,reference_validation,15,6,0.5,-21.13331156350551,-3.5222185939175854,0.7029124186569644
5,DRIVE_UP__RV_HIGH|RANGE_72H_MID|BROAD_QUIET|LB30|H720,reference_validation,16,6,0.8333333333333334,70.34002692702515,11.723337821170858,12.947562789898045
5,DRIVE_UP__RV_HIGH|RANGE_72H_MID|BROAD_QUIET|LB30|H720,reference_validation,17,14,0.5714285714285714,67.67005886200931,4.833575633000665,2.913961597482153
5,DRIVE_UP__RV_HIGH|RANGE_72H_MID|BROAD_QUIET|LB30|H720,reference_validation,18,11,0.6363636363636364,58.316886787941854,5.301535162540168,2.1975687431594935
5,DRIVE_UP__RV_HIGH|RANGE_72H_MID|BROAD_QUIET|LB30|H720,reference_validation,19,10,0.3,-84.27172712178458,-8.427172712178457,0.2780198048738087
5,DRIVE_UP__RV_HIGH|RANGE_72H_MID|BROAD_QUIET|LB30|H720,reference_validation,20,6,0.3333333333333333,-87.03971822837448,-14.506619704729081,0.23249598481677183
5,DRIVE_UP__RV_HIGH|RANGE_72H_MID|BROAD_QUIET|LB30|H720,reference_validation,21,12,0.5,-9.86936865423019,-0.8224473878525158,0.8329993947286135
5,DRIVE_UP__RV_HIGH|RANGE_72H_MID|BROAD_QUIET|LB30|H720,reference_validation,22,11,0.45454545454545453,7.012154408155711,0.63746858255961,1.143886210390706
5,DRIVE_UP__RV_HIGH|RANGE_72H_MID|BROAD_QUIET|LB30|H720,reference_validation,23,15,0.6666666666666666,105.43680405253706,7.029120270169137,6.29330416671943
