partition,winner_n,pre_p50,pre_p75,pre_p90,pre_p95,pre_max,cons_p50,cons_p75,cons_p90,cons_p95,cons_max
external,37,0.11707033338631997,0.19884955752212133,0.33301977604743543,0.36642508436974536,0.4299676165803116,0.11707033338631997,0.19884955752212133,0.33301977604743543,0.36642508436974536,0.4299676165803116
development,59,0.19523036988967754,0.2942825768260723,0.43874444444444566,0.6285212187947011,1.1385876208467571,0.19523036988967754,0.2986726854658745,0.43874444444444566,0.6285212187947011,1.1385876208467571
reference_validation,24,0.1954543008582891,0.324556740742733,0.5224773994551354,0.6190275503599395,0.8663173442115607,0.1954543008582891,0.324556740742733,0.5224773994551354,0.6190275503599395,0.8663173442115607
august,1,0.16343996180473255,0.16343996180473255,0.16343996180473255,0.16343996180473255,0.16343996180473255,0.16343996180473255,0.16343996180473255,0.16343996180473255,0.16343996180473255,0.16343996180473255
