coverage,observation_end,all_n,all_event_rate,all_win_rate,all_mean_r,all_median_r,all_pf_r,all_cum_r,all_max_dd_r,all_max_loss_streak,all_median_hold_min,all_stop_rate,all_structural_exit_rate,positive_years,rolling_positive_share,rolling_worst_mean_r,bootstrap_prob_mean_gt_0,bootstrap_p05_mean_r,bootstrap_median_pf,gates_passed,gates_total,verdict
0.9977238671497126,2026-09-21 00:00:00+00:00,302,0.6258278145695364,0.5728476821192053,0.12744925209527638,0.2192817200442566,1.3358952842659029,38.489674132773466,6.513851283375694,6,165.0,0.36423841059602646,0.6357615894039735,7,0.7385159010600707,-0.2782384453266067,0.9862,0.030713599106465084,1.3335193295408057,22,26,SOL_FINAL_UNIVERSE_NOT_ROBUST_AS_DEFINED
