feature,context,comparison,development_left_n,development_right_n,development_left_D,development_right_D,development_delta_D,validation_2025_left_n,validation_2025_right_n,validation_2025_left_D,validation_2025_right_D,validation_2025_delta_D,validation_2026_left_n,validation_2026_right_n,validation_2026_left_D,validation_2026_right_D,validation_2026_delta_D,classification
btcd_chg_24h,OI_HIGH,DOM_HIGH_vs_LOW,7996,7727,0.054402201100550274,0.008412061602174226,0.04599013949837605,3561,3217,0.1597865768042685,0.09636307118433324,0.06342350561993526,1437,2159,0.11621433542101606,0.09541454377026398,0.020799791650752075,WEAK_OR_UNSTABLE
btcd_chg_24h,OI_LOW,DOM_HIGH_vs_LOW,7983,7877,-0.0632594262808468,-0.09013583851720197,0.026876412236355174,3797,3505,-0.16802739004477213,-0.1800285306704708,0.01200114062569868,1675,2413,-0.14805970149253728,-0.16245337753833405,0.014393676045796777,WEAK_OR_UNSTABLE
usdtd_chg_24h,OI_HIGH,DOM_HIGH_vs_LOW,7885,7964,0.07114774889029801,0.03164239075841291,0.039505358131885104,4154,3367,0.11579200770341841,0.13572913572913575,-0.019937128025717343,2283,1868,0.1064388961892247,0.09528907922912205,0.011149816960102643,WEAK_OR_UNSTABLE
usdtd_chg_24h,OI_LOW,DOM_HIGH_vs_LOW,8006,7931,-0.0748188858356233,-0.06480897743033665,-0.01000990840528665,4541,3623,-0.186743008147985,-0.11482197074247857,-0.07192103740550643,2562,2124,-0.17408274785323968,-0.1332391713747646,-0.040843576478475085,WEAK_OR_UNSTABLE
