candidate,trades_n,tp_n,tp_rate,sl_n,sl_rate,time_exit_n,time_exit_rate,win_rate,mean_r,median_r,pf_r,cum_r,max_dd_r,max_loss_streak,median_time_to_exit_min,positive_event_tp_rate,negative_event_tp_rate,buy_side_n,buy_side_mean_r,buy_side_pf_r,sell_side_n,sell_side_mean_r,sell_side_pf_r,score3_n,score3_mean_r,score3_pf_r,score4_n,score4_mean_r,score4_pf_r,gate_n_ge_180,gate_mean_r_gt_0,gate_pf_ge_1_15,gate_cum_r_gt_0,gate_positive_years_ge_4_of_5,gate_buy_mean_r_gt_0,gate_sell_mean_r_gt_0,gate_score3_mean_r_gt_0,gate_score4_mean_r_gt_0
SCORE3_100R__SCORE4_150R,218,71,0.3256880733944954,80,0.3669724770642202,67,0.3073394495412844,0.5871559633027523,0.09360344965778306,0.2970631924213174,1.248192412457703,20.405552025396705,8.104967228423826,6,152.5,0.46923076923076923,0.11363636363636363,110,0.10207929343817299,1.2794067744815116,108,0.08497064580738592,1.2183454981180504,184,0.10120373922416641,1.2899790652573504,34,0.052472470827943624,1.099114667119449,True,True,True,True,True,True,True,True,True
