rule,partition,trades,baseline_wr,baseline_pf,baseline_exp,baseline_total,runner_wr,runner_pf,runner_exp,runner_total,delta_exp,delta_total,acceptance_rate,prebreak_stop_count,structure_exit_count,time_exit_count,e20_reach_rate,exit_above_e20_rate_given_accept,median_peak_ext_r_given_accept,median_exit_ext_r_given_accept,median_capture_ratio_given_accept,median_giveback_r_given_accept,median_hold_minutes
BLIND_F85,august,3,1.0,inf,1.9257548932942294,5.7772646798826885,0.6666666666666666,9.860220560898,1.6403537582531957,4.921061274759587,-0.2854011350410337,-0.8562034051231011,1.0,0,3,0,0.6666666666666666,0.3333333333333333,0.584145334434347,0.03229369959862915,0.19156837046744546,0.7669694467382353,170.0
BLIND_F85,development,72,0.6388888888888888,0.9816566946168945,-0.036945607708331045,-2.6600837549998353,0.4583333333333333,1.3214604800928675,0.680972125422681,49.02999303043303,0.717917733131012,51.690076785432865,0.6527777777777778,22,44,6,0.5555555555555556,0.425531914893617,0.7981829980532104,0.04671750372513177,0.07705053852526277,0.7520550760378171,107.5
BLIND_F85,external,46,0.7608695652173914,3.4021051962950364,1.9374804745957968,89.12410183140665,0.6304347826086957,2.240143234608801,1.0203466897961142,46.93594773062125,-0.9171337847996825,-42.1881541007854,0.8478260869565217,1,37,8,0.6304347826086957,0.1282051282051282,0.42121212121212454,-0.005689969901768471,0.0,0.3624598398117582,120.0
BLIND_F85,reference_validation,31,0.6774193548387096,1.0812435271331384,0.10366753273126564,3.213693514669235,0.41935483870967744,0.7708447462424614,-0.3940342277264681,-12.215061059520512,-0.49770176045773373,-15.428754574189746,0.6774193548387096,9,20,2,0.5806451612903226,0.2857142857142857,0.7298070050035805,-0.05109929934766352,0.0,0.8154861161458714,70.0
EARLY_RECLAIM,august,3,1.0,inf,1.4372739379019694,4.311821813705908,0.6666666666666666,5.675201295662055,1.15202791349555,3.45608374048665,-0.28524602440641944,-0.8557380732192583,1.0,0,3,0,0.6666666666666666,0.3333333333333333,0.584145334434347,0.03229369959862915,0.19156837046744546,0.7669694467382353,140.0
EARLY_RECLAIM,development,54,0.6666666666666666,1.0750174472319254,0.13783716210616578,7.443206753732952,0.4074074074074074,1.2904433341727557,0.6141776305162452,33.16559204787724,0.4763404684100794,25.72238529414429,0.7222222222222222,12,37,5,0.5925925925925926,0.358974358974359,0.6645276292335097,0.02299465240641322,0.014726027397257781,0.6710144927536232,110.0
EARLY_RECLAIM,external,43,0.7674418604651163,2.894985684744858,1.6198646988588175,69.65418205092915,0.6046511627906976,2.127465196353997,0.8568531745005298,36.84468650352278,-0.7630115243582877,-32.80949554740637,0.8604651162790697,1,35,7,0.627906976744186,0.13513513513513514,0.371289550581112,-0.0011210762331791862,0.0,0.36238749407863785,110.0
EARLY_RECLAIM,reference_validation,21,0.7142857142857143,0.9784184386759252,-0.027926352234141333,-0.586453396916968,0.38095238095238093,0.5312155858608996,-0.9239400731439333,-19.4027415360226,-0.896013720909792,-18.81628813910563,0.7142857142857143,5,14,2,0.5714285714285714,0.13333333333333333,0.5483633688856114,-0.08199404761904545,0.0,0.5047346514047897,65.0
SAME_BAR_REJECTION,august,1,1.0,inf,2.6529477668266304,2.6529477668266304,1.0,inf,2.1363909434986676,2.1363909434986676,-0.5165568233279627,-0.5165568233279627,1.0,0,1,0,0.0,0.0,0.1685753212799659,0.03229369959862915,0.19156837046744546,0.13628162168133676,165.0
SAME_BAR_REJECTION,development,30,0.6666666666666666,1.169454844550486,0.305477199960904,9.16431599882712,0.43333333333333335,1.5834859760924105,1.1711671417013112,35.13501425103934,0.8656899417404071,25.970698252212216,0.7,7,19,4,0.5666666666666667,0.47619047619047616,0.7981829980532104,0.19865803977952848,0.16527113237639166,0.5261047463175135,110.0
SAME_BAR_REJECTION,external,27,0.7407407407407407,2.1760904251256123,1.34187409616372,36.230600596420445,0.5925925925925926,1.7011184552974852,0.6205831326243362,16.755744580857076,-0.7212909635393839,-19.47485601556337,0.8148148148148148,1,22,4,0.6296296296296297,0.09090909090909091,0.42212267692026245,-0.0034055230674738288,0.0,0.3701342166614741,115.0
SAME_BAR_REJECTION,reference_validation,11,0.9090909090909091,6.228115566751987,1.4915967936781387,16.407564730459526,0.45454545454545453,0.1857881046130892,-1.1019586464586215,-12.121545111044837,-2.59355544013676,-28.529109841504365,0.9090909090909091,1,10,0,0.6363636363636364,0.0,0.5284557547910065,-0.14943602561419167,0.0,0.6601103837753306,60.0
BLIND_F85,POOLED_MAJOR,149,0.6845637583892618,1.4045451695057822,0.6018638361817183,89.67771159107603,0.5033557046979866,1.3436997363846928,0.562086440949891,83.75087970153376,-0.03977739523182733,-5.926831889542271,0.7181208053691275,32,101,16,0.5838926174496645,0.2897196261682243,0.527536231884058,0.021192899641051227,0.017355103806223734,0.463312499999995,110.0
EARLY_RECLAIM,POOLED_MAJOR,118,0.711864406779661,1.4689589749126355,0.6483977576927553,76.51093540774512,0.4745762711864407,1.2688197654354632,0.428877432333707,50.607537015377424,-0.2195203253590483,-25.9033983923677,0.7711864406779662,18,86,14,0.6016949152542372,0.23076923076923078,0.49937499999999774,-0.0011210762331791862,0.0,0.4506153976742241,105.0
SAME_BAR_REJECTION,POOLED_MAJOR,68,0.7352941176470589,1.7020977463284006,0.9088600194956924,61.802481325707085,0.5,1.401702141799667,0.584841378247817,39.76921372085156,-0.3240186412478754,-22.033267604855524,0.7794117647058824,9,51,8,0.6029411764705882,0.22641509433962265,0.4997272727272701,-0.0011210762331791862,0.0,0.46070220647447024,110.0
