character_rule,lookback_min,hold_min,y2022_trades,y2022_wr,y2022_net,y2022_exp,y2022_pf,y2022_dd,y2022_ls,y2022_H1_exp,y2022_H1_pf,y2022_H2_exp,y2022_H2_pf,y2022_evaluable_anchors,y2022_positive_anchors,y2022_supportive,y2022_strict,y2023_trades,y2023_wr,y2023_net,y2023_exp,y2023_pf,y2023_dd,y2023_ls,y2023_H1_exp,y2023_H1_pf,y2023_H2_exp,y2023_H2_pf,y2023_evaluable_anchors,y2023_positive_anchors,y2023_supportive,y2023_strict,min_year_exp,min_year_pf,max_year_dd,cross_year_stable,strict_both
ALL,60,120,1040,0.42403846153846153,-574.6282240561206,-0.5525271385155006,0.7802362990684661,738.1219741166069,26,-0.6846101161562661,0.7391153282085801,-0.6220750753604021,0.7435693046849068,4,0,False,False,1037,0.39633558341369335,-166.76091524976363,-0.1608109115233979,0.8593046639295622,277.6377281210256,28,-0.15657292288679844,0.8770286606562321,-0.16635167323785197,0.8369646084353617,4,1,False,False,-0.5525271385155006,0.7802362990684661,738.1219741166069,False,False
ALL,60,240,1040,0.4480769230769231,-803.3206719972666,-0.7724237230742947,0.7776026640303403,1022.3134765547081,31,-1.4190415357537707,0.6214625531173005,-0.41715069067015986,0.870867782892543,4,0,False,False,1037,0.437801350048216,154.1406703462727,0.14864095501087052,1.0981619943812513,248.21719526606256,20,0.4157316371965372,1.2392612497566329,-0.09294660997863503,0.9275528091681904,4,4,False,False,-0.7724237230742947,0.7776026640303403,1022.3134765547081,False,False
ALL,60,360,1040,0.46826923076923077,-1104.9556577053595,-1.0624573631782304,0.7493246155572268,1389.9506090483028,34,-2.2569140667618037,0.5458966345584294,0.0023750556856986346,1.0006679340637863,4,0,False,False,1037,0.42815814850530376,184.68929845608764,0.17809961278311248,1.1070802051132154,277.77581577611,28,0.46095729136106645,1.2464411452933257,-0.05770992944136519,0.9595834883083255,4,4,False,False,-1.0624573631782304,0.7493246155572268,1389.9506090483028,False,False
ALL,60,480,1040,0.4625,-803.4637667717857,-0.77256131420364,0.827500671784124,1166.480465239219,22,-1.9845910878353505,0.6284481603259444,0.2935050172294223,1.0799772703436483,4,0,False,False,1037,0.43105110896817744,23.916345312199866,0.023063013801542784,1.0121482381153883,381.5799796380717,44,0.1758665195099789,1.0778877751913785,-0.09013698947946648,0.9406651961016369,4,1,False,False,-0.77256131420364,0.827500671784124,1166.480465239219,False,False
ALL,120,120,1040,0.42403846153846153,-574.6282240561206,-0.5525271385155006,0.7802362990684661,738.1219741166069,26,-0.6846101161562661,0.7391153282085801,-0.6220750753604021,0.7435693046849068,4,0,False,False,1038,0.3969171483622351,-155.73871967007466,-0.1500373021869698,0.8685029444966895,269.23198290321614,28,-0.13663586450985823,0.8924783146334065,-0.1645960211406427,0.838407215931078,4,1,False,False,-0.5525271385155006,0.7802362990684661,738.1219741166069,False,False
ALL,120,240,1040,0.4480769230769231,-803.3206719972666,-0.7724237230742947,0.7776026640303403,1022.3134765547081,31,-1.4190415357537707,0.6214625531173005,-0.41715069067015986,0.870867782892543,4,0,False,False,1038,0.43834296724470134,159.38237300416958,0.15354756551461424,1.1016462994205956,248.21719526606262,20,0.4207165783077902,1.2426012459862885,-0.08859453608960804,0.9307099839749229,4,4,False,False,-0.7724237230742947,0.7776026640303403,1022.3134765547081,False,False
ALL,120,360,1040,0.46826923076923077,-1104.9556577053595,-1.0624573631782304,0.7493246155572268,1389.9506090483028,34,-2.2569140667618037,0.5458966345584294,0.0023750556856986346,1.0006679340637863,4,0,False,False,1038,0.4296724470134875,181.41695054793064,0.17477548222343992,1.1053971573017611,277.531909913918,28,0.4440719849178335,1.2378756649393472,-0.04814802651507051,0.966119797599892,4,4,False,False,-1.0624573631782304,0.7493246155572268,1389.9506090483028,False,False
ALL,120,480,1040,0.4625,-803.4637667717857,-0.77256131420364,0.827500671784124,1166.480465239219,22,-1.9845910878353505,0.6284481603259444,0.2935050172294223,1.0799772703436483,4,0,False,False,1038,0.4325626204238921,26.446607280779062,0.025478427052773662,1.013455616523482,378.07326797239915,44,0.17362901229327324,1.0770464325783549,-0.08338031960341141,0.944886502292058,4,1,False,False,-0.77256131420364,0.827500671784124,1166.480465239219,False,False
ALL,180,120,1039,0.42348411934552455,-579.1293750785605,-0.5573911213460641,0.7785148562890623,738.1219741166069,26,-0.6846101161562661,0.7391153282085801,-0.6318709187596374,0.7400283570298061,4,0,False,False,1040,0.3971153846153846,-156.94912412870667,-0.15091261935452566,0.8676970783441147,271.1667532193344,28,-0.1349672565214938,0.8935851476284336,-0.1680002024771381,0.8353499505408453,4,1,False,False,-0.5573911213460641,0.7785148562890623,738.1219741166069,False,False
ALL,180,240,1039,0.4475457170356112,-807.3614140438052,-0.7770562214088597,0.776483994614979,1022.3134765547081,31,-1.4190415357537707,0.6214625531173005,-0.42567438615239467,0.8684806781234995,4,0,False,False,1040,0.43846153846153846,162.35555866872366,0.15611111410454198,1.1033512313872689,248.21719526606256,20,0.43128558041922715,1.249178640570293,-0.09400326968031102,0.9266587782433978,4,4,False,False,-0.7770562214088597,0.776483994614979,1022.3134765547081,False,False
