hour_wib,component_rank,character_rule,component_size,component_cells,dev_component_wr_min,dev_component_wr_mean,dev_component_exp_floor,dev_component_exp_mean,test_viable_cells,test_stable_cells,test_viable_fraction,test_positive_net_cells,test_positive_exp_cells,test_median_wr,test_median_exp,test_median_pf,test_max_dd,verdict
5,1,DRIVE_DOWN__STR_B80_100,4,LB180/H120;LB180/H240;LB240/H120;LB360/H120,0.4823529411764706,0.5878501400560223,0.3775953981449481,2.197850179385473,3,3,0.75,4,4,0.6049913941480206,2.9337273622568483,3.10035399308226,120.81906337461027,STABLE_PLATEAU_FROZEN
