seed,bootstrap_n,trade_n,prob_mean_gt_0,mean_r_p05,mean_r_p50,mean_r_p95,pf_p05,pf_p50,pf_p95
42,10000,279,0.9973,0.06916614087338967,0.16994182994187002,0.2734210618234229,1.1709335285822637,1.4688405101056587,1.8505051630643328
