candidate_id,partition,execution_utc,baseline_pnl,s9b_pnl_same_candidate,baseline_exit_ts,s9b_exit_ts_same_candidate,s9b_exit_reason,cut_earlier,converted_to_nonloss,loss_reduction
external|10:00|2020-01-02T10:00:00+00:00|2020-01-02T10:20:00+00:00,external,10:00,-3.613887071321364,-0.4577344982872763,2020-01-02 13:35:00+00:00,2020-01-02 10:35:00+00:00,EARLY_STRUCTURAL_FAILURE,True,False,3.156152573034088
external|09:00|2020-01-13T09:00:00+00:00|2020-01-13T11:10:00+00:00,external,09:00,-4.063864376098669,-0.16502532504829548,2020-01-13 14:30:00+00:00,2020-01-13 11:20:00+00:00,EARLY_STRUCTURAL_FAILURE,True,False,3.898839051050374
external|16:00|2020-01-16T16:00:00+00:00|2020-01-16T21:10:00+00:00,external,16:00,-3.416121434974872,-3.051451840821717,2020-01-16 22:00:00+00:00,2020-01-16 21:20:00+00:00,EARLY_STRUCTURAL_FAILURE,True,False,0.36466959415315525
external|16:00|2020-01-22T16:00:00+00:00|2020-01-22T17:20:00+00:00,external,16:00,-0.3107196000237563,-0.4892803999761882,2020-01-22 22:00:00+00:00,2020-01-22 17:30:00+00:00,EARLY_STRUCTURAL_FAILURE,True,False,-0.1785607999524319
external|09:00|2020-02-17T09:00:00+00:00|2020-02-17T09:25:00+00:00,external,09:00,-16.092209654293466,1.3524295045404648,2020-02-17 11:25:00+00:00,2020-02-17 09:35:00+00:00,EARLY_STRUCTURAL_FAILURE,True,True,17.44463915883393
external|05:00|2020-03-09T05:00:00+00:00|2020-03-09T06:35:00+00:00,external,05:00,-2.856071751509081,0.22318238471126273,2020-03-09 11:00:00+00:00,2020-03-09 06:45:00+00:00,EARLY_STRUCTURAL_FAILURE,True,True,3.079254136220344
external|10:00|2020-03-20T10:00:00+00:00|2020-03-20T11:00:00+00:00,external,10:00,-38.18555916567061,1.7127590444605105,2020-03-20 13:25:00+00:00,2020-03-20 11:10:00+00:00,EARLY_STRUCTURAL_FAILURE,True,True,39.89831821013112
external|05:00|2020-04-24T05:00:00+00:00|2020-04-24T08:15:00+00:00,external,05:00,-0.7384880865466844,-1.7473153248820812,2020-04-24 11:00:00+00:00,2020-04-24 08:40:00+00:00,EARLY_STRUCTURAL_FAILURE,True,False,-1.008827238335397
external|09:00|2020-06-08T09:00:00+00:00|2020-06-08T09:30:00+00:00,external,09:00,-4.641841235404276,-0.7735276359281836,2020-06-08 14:05:00+00:00,2020-06-08 10:10:00+00:00,EARLY_STRUCTURAL_FAILURE,True,False,3.8683135994760924
external|05:00|2020-06-10T05:00:00+00:00|2020-06-10T06:00:00+00:00,external,05:00,-2.6394011902571175,-1.371429740065921,2020-06-10 07:25:00+00:00,2020-06-10 06:10:00+00:00,EARLY_STRUCTURAL_FAILURE,True,False,1.2679714501911965
external|09:00|2020-06-30T09:00:00+00:00|2020-06-30T09:55:00+00:00,external,09:00,-5.397578266038527,-0.4440315265730629,2020-06-30 12:35:00+00:00,2020-06-30 10:20:00+00:00,EARLY_STRUCTURAL_FAILURE,True,False,4.953546739465464
external|05:00|2020-07-03T05:00:00+00:00|2020-07-03T08:20:00+00:00,external,05:00,-4.159398496240629,-0.4,2020-07-03 09:45:00+00:00,2020-07-03 08:30:00+00:00,EARLY_STRUCTURAL_FAILURE,True,False,3.7593984962406295
external|16:00|2020-07-10T16:00:00+00:00|2020-07-10T16:15:00+00:00,external,16:00,-2.398834013492101,-1.0870991921378854,2020-07-10 22:00:00+00:00,2020-07-10 16:25:00+00:00,EARLY_STRUCTURAL_FAILURE,True,False,1.3117348213542157
external|09:00|2020-07-20T09:00:00+00:00|2020-07-20T09:15:00+00:00,external,09:00,-1.952681381415899,-0.718900889785756,2020-07-20 10:30:00+00:00,2020-07-20 09:30:00+00:00,EARLY_STRUCTURAL_FAILURE,True,False,1.2337804916301431
external|16:00|2020-07-28T16:00:00+00:00|2020-07-28T16:10:00+00:00,external,16:00,-9.049383526323163,-3.2675011329363786,2020-07-28 16:45:00+00:00,2020-07-28 16:25:00+00:00,EARLY_STRUCTURAL_FAILURE,True,False,5.781882393386785
