family,lookback_min,state_bin,hold_min,year,N,WR,net,exp,PF,DD,LS
TREND,30,MID,120,2023,193,40.932642487046635,-48.401282521820086,-0.2507838472633165,0.8183689205483178,81.24618332933726,8
TREND,30,MID,120,2024,141,45.39007092198582,-77.84133241009948,-0.5520661873056701,0.67984810043633,83.14071017176137,8
TREND,30,MID,240,2022,121,44.62809917355372,-111.8548924969907,-0.9244205991486835,0.7239429997755656,112.32495621187401,8
TREND,30,MID,240,2023,193,46.1139896373057,20.734631637489436,0.10743332454657739,1.0677601928232907,73.26795223878295,8
TREND,30,MID,240,2024,141,47.5177304964539,-151.25286198754915,-1.0727153332450294,0.6037724604007365,157.38132753601712,6
TREND,30,MID,360,2022,121,42.14876033057851,-163.0145096172535,-1.3472273522087066,0.6709831610070099,169.00857793312233,6
TREND,30,MID,360,2023,193,47.66839378238342,58.13804131306553,0.301233374679096,1.1715293025802769,67.48756785521867,7
TREND,30,MID,360,2024,141,48.226950354609926,-63.60585907346822,-0.4511053834997746,0.8174506823990835,97.42068814060727,7
TREND,30,MID,720,2022,121,42.14876033057851,-325.5962748235032,-2.690878304326473,0.5945493367453195,335.21289015145874,9
TREND,30,MID,720,2023,193,44.04145077720207,160.13979016508998,0.8297398454149739,1.3390054759224879,70.92361938387234,7
TREND,30,MID,720,2024,141,51.06382978723404,33.58634011022284,0.23820099368952372,1.0727417841586935,121.38430059592696,7
TREND,30,MID,960,2022,121,45.45454545454545,-233.45556535402795,-1.9293848376365947,0.7248468091883886,250.64158472809066,6
TREND,30,MID,960,2023,193,45.07772020725388,144.03217557613223,0.7462807024670064,1.2855474509188547,83.14924336961978,7
TREND,30,MID,960,2024,141,48.93617021276596,108.07326339260618,0.7664770453376325,1.2357343762392732,91.02440451989463,5
TREND,30,HIGH,60,2022,122,37.704918032786885,-109.4101969314925,-0.896804892881086,0.6491856417511109,150.85934312835693,6
TREND,30,HIGH,60,2023,81,33.33333333333333,-68.7001239944208,-0.8481496789434667,0.4421633120910848,80.58031004901103,14
TREND,30,HIGH,60,2024,108,31.48148148148148,-77.007027565376,-0.7130280330127408,0.5852302652072993,78.62351580514805,12
TREND,30,HIGH,120,2022,122,40.16393442622951,-156.84069098202005,-1.285579434278853,0.616880588209008,183.6220852903915,8
TREND,30,HIGH,120,2023,81,41.9753086419753,-37.89662942685048,-0.46785962255370966,0.7187311094698801,53.382931607571194,6
