coverage,pooled_buy_n,accepted_buy_n,accepted_buy_event_rate,accepted_buy_mean_r,accepted_buy_pf,accepted_buy_event_lift,neighborhood_supportive_n,loo_mean_positive_rate,loo_event_ge50_rate,oos_random_subset_exceedance_fraction,bootstrap_p_mean_gt0,bootstrap_p_event_ge_base,pooled_sell_mean_r,pooled_sell_pf,check_exact_pooled_buy_stability,check_temporal_consistency,check_leave_one_out_stability,check_threshold_neighborhood_sensitivity,check_out_of_construction_retrospective,check_bootstrap_stability,check_sell_side_auto_accept_stability,check_full_architecture_uplift,verdict
0.9976976650486368,29,9,0.6666666666666666,0.5071281342154362,2.1410383019847314,0.3563218390804597,5,1.0,1.0,0.1020979020979021,0.85415,0.9915,0.5712041891189891,2.5422513106212703,True,True,True,False,True,True,True,True,SCORE4_DIRECTIONAL_CHARACTER_RETROSPECTIVELY_FRAGILE
