zone,entry_frac,distance,distance_r,partition,date_utc,signal_ts,fill_bar_start,entry_px,H,L,range,stop_px,E20_DOWN,session_end,activated,activation_bar_start,ratchets,final_ceiling,exit_bar_start,exit_ts,exit_px,exit_reason,net_pnl_usd,win
F05,0.05,D40,0.4,development,2023-09-22,2023-09-22 13:45:00+00:00,2023-09-22 16:45:00+00:00,26568.885,26737.7,26560.0,177.70000000000073,26639.965,26524.46,2023-09-22 20:00:00+00:00,True,2023-09-22 17:40:00+00:00,0,26524.46,2023-09-22 17:45:00+00:00,2023-09-22 17:45:00+00:00,26543.1,PROFIT_CEILING_GAP_OPEN,0.08524806366545545,True
F05,0.05,D50,0.5,development,2023-09-22,2023-09-22 13:45:00+00:00,2023-09-22 16:45:00+00:00,26568.885,26737.7,26560.0,177.70000000000073,26657.735,26524.46,2023-09-22 20:00:00+00:00,True,2023-09-22 17:40:00+00:00,0,26524.46,2023-09-22 17:45:00+00:00,2023-09-22 17:45:00+00:00,26543.1,PROFIT_CEILING_GAP_OPEN,0.08524806366545545,True
F10,0.1,D30,0.3,development,2023-09-22,2023-09-22 13:45:00+00:00,2023-09-22 14:00:00+00:00,26577.77,26737.7,26560.0,177.70000000000073,26631.08,26524.46,2023-09-22 20:00:00+00:00,False,,0,,2023-09-22 14:05:00+00:00,2023-09-22 14:05:00+00:00,26631.08,PRE_ACT_HARD_STOP_TOUCH,-1.4029058118872224,False
F10,0.1,D40,0.4,development,2023-09-22,2023-09-22 13:45:00+00:00,2023-09-22 14:00:00+00:00,26577.77,26737.7,26560.0,177.70000000000073,26648.850000000002,26524.46,2023-09-22 20:00:00+00:00,False,,0,,2023-09-22 14:05:00+00:00,2023-09-22 14:05:00+00:00,26648.850000000002,PRE_ACT_HARD_STOP_TOUCH,-1.7372077491828892,False
F10,0.1,D50,0.5,development,2023-09-22,2023-09-22 13:45:00+00:00,2023-09-22 14:00:00+00:00,26577.77,26737.7,26560.0,177.70000000000073,26666.620000000003,26524.46,2023-09-22 20:00:00+00:00,False,,0,,2023-09-22 14:05:00+00:00,2023-09-22 14:05:00+00:00,26666.620000000003,PRE_ACT_HARD_STOP_TOUCH,-2.071509686478667,False
F15,0.15,D30,0.3,development,2023-09-22,2023-09-22 13:45:00+00:00,2023-09-22 14:00:00+00:00,26586.655,26737.7,26560.0,177.70000000000073,26639.965,26524.46,2023-09-22 20:00:00+00:00,False,,0,,2023-09-22 14:05:00+00:00,2023-09-22 14:05:00+00:00,26639.965,PRE_ACT_HARD_STOP_TOUCH,-1.4025706505764064,False
F15,0.15,D40,0.4,development,2023-09-22,2023-09-22 13:45:00+00:00,2023-09-22 14:00:00+00:00,26586.655,26737.7,26560.0,177.70000000000073,26657.735,26524.46,2023-09-22 20:00:00+00:00,False,,0,,2023-09-22 14:05:00+00:00,2023-09-22 14:05:00+00:00,26657.735,PRE_ACT_HARD_STOP_TOUCH,-1.7367608674351716,False
F15,0.15,D50,0.5,development,2023-09-22,2023-09-22 13:45:00+00:00,2023-09-22 14:00:00+00:00,26586.655,26737.7,26560.0,177.70000000000073,26675.504999999997,26524.46,2023-09-22 20:00:00+00:00,False,,0,,2023-09-22 14:05:00+00:00,2023-09-22 14:05:00+00:00,26675.504999999997,PRE_ACT_HARD_STOP_TOUCH,-2.0709510842939367,False
F15,0.15,D30,0.3,development,2023-11-13,2023-11-13 14:50:00+00:00,2023-11-13 17:40:00+00:00,36722.585,37065.9,36662.0,403.90000000000146,36843.755,36581.22,2023-11-13 20:00:00+00:00,False,,0,,2023-11-13 19:30:00+00:00,2023-11-13 19:30:00+00:00,36843.755,PRE_ACT_HARD_STOP_TOUCH,-2.049802158535385,False
F15,0.15,D40,0.4,development,2023-11-13,2023-11-13 14:50:00+00:00,2023-11-13 17:40:00+00:00,36722.585,37065.9,36662.0,403.90000000000146,36884.145,36581.22,2023-11-13 20:00:00+00:00,False,,0,,2023-11-13 20:00:00+00:00,2023-11-13 20:00:00+00:00,36877.6,TIME_EXIT_SESSION_END,-2.510622114429028,False
F15,0.15,D50,0.5,development,2023-11-13,2023-11-13 14:50:00+00:00,2023-11-13 17:40:00+00:00,36722.585,37065.9,36662.0,403.90000000000146,36924.535,36581.22,2023-11-13 20:00:00+00:00,False,,0,,2023-11-13 20:00:00+00:00,2023-11-13 20:00:00+00:00,36877.6,TIME_EXIT_SESSION_END,-2.510622114429028,False
F05,0.05,D30,0.3,development,2023-11-23,2023-11-23 14:35:00+00:00,2023-11-23 15:10:00+00:00,37161.51,37650.0,37135.8,514.1999999999971,37315.770000000004,37032.96000000001,2023-11-23 20:00:00+00:00,True,2023-11-23 15:25:00+00:00,0,37032.96000000001,2023-11-23 15:30:00+00:00,2023-11-23 15:30:00+00:00,37063.7,PROFIT_CEILING_GAP_OPEN,0.9160121857266338,True
F05,0.05,D40,0.4,development,2023-11-23,2023-11-23 14:35:00+00:00,2023-11-23 15:10:00+00:00,37161.51,37650.0,37135.8,514.1999999999971,37367.19,37032.96000000001,2023-11-23 20:00:00+00:00,True,2023-11-23 15:25:00+00:00,0,37032.96000000001,2023-11-23 15:30:00+00:00,2023-11-23 15:30:00+00:00,37063.7,PROFIT_CEILING_GAP_OPEN,0.9160121857266338,True
F05,0.05,D50,0.5,development,2023-11-23,2023-11-23 14:35:00+00:00,2023-11-23 15:10:00+00:00,37161.51,37650.0,37135.8,514.1999999999971,37418.61,37032.96000000001,2023-11-23 20:00:00+00:00,True,2023-11-23 15:25:00+00:00,0,37032.96000000001,2023-11-23 15:30:00+00:00,2023-11-23 15:30:00+00:00,37063.7,PROFIT_CEILING_GAP_OPEN,0.9160121857266338,True
F10,0.1,D30,0.3,development,2023-11-23,2023-11-23 14:35:00+00:00,2023-11-23 15:10:00+00:00,37187.22,37650.0,37135.8,514.1999999999971,37341.48,37032.96000000001,2023-11-23 20:00:00+00:00,True,2023-11-23 15:25:00+00:00,0,37032.96000000001,2023-11-23 15:30:00+00:00,2023-11-23 15:30:00+00:00,37063.7,PROFIT_CEILING_GAP_OPEN,1.260785613982474,True
F10,0.1,D40,0.4,development,2023-11-23,2023-11-23 14:35:00+00:00,2023-11-23 15:10:00+00:00,37187.22,37650.0,37135.8,514.1999999999971,37392.9,37032.96000000001,2023-11-23 20:00:00+00:00,True,2023-11-23 15:25:00+00:00,0,37032.96000000001,2023-11-23 15:30:00+00:00,2023-11-23 15:30:00+00:00,37063.7,PROFIT_CEILING_GAP_OPEN,1.260785613982474,True
F10,0.1,D50,0.5,development,2023-11-23,2023-11-23 14:35:00+00:00,2023-11-23 15:10:00+00:00,37187.22,37650.0,37135.8,514.1999999999971,37444.32,37032.96000000001,2023-11-23 20:00:00+00:00,True,2023-11-23 15:25:00+00:00,0,37032.96000000001,2023-11-23 15:30:00+00:00,2023-11-23 15:30:00+00:00,37063.7,PROFIT_CEILING_GAP_OPEN,1.260785613982474,True
F15,0.15,D30,0.3,development,2023-11-23,2023-11-23 14:35:00+00:00,2023-11-23 15:00:00+00:00,37212.93,37650.0,37135.8,514.1999999999971,37367.19,37032.96000000001,2023-11-23 20:00:00+00:00,True,2023-11-23 15:25:00+00:00,0,37032.96000000001,2023-11-23 15:30:00+00:00,2023-11-23 15:30:00+00:00,37063.7,PROFIT_CEILING_GAP_OPEN,1.605082641974243,True
F15,0.15,D40,0.4,development,2023-11-23,2023-11-23 14:35:00+00:00,2023-11-23 15:00:00+00:00,37212.93,37650.0,37135.8,514.1999999999971,37418.61,37032.96000000001,2023-11-23 20:00:00+00:00,True,2023-11-23 15:25:00+00:00,0,37032.96000000001,2023-11-23 15:30:00+00:00,2023-11-23 15:30:00+00:00,37063.7,PROFIT_CEILING_GAP_OPEN,1.605082641974243,True
F15,0.15,D50,0.5,development,2023-11-23,2023-11-23 14:35:00+00:00,2023-11-23 15:00:00+00:00,37212.93,37650.0,37135.8,514.1999999999971,37470.03,37032.96000000001,2023-11-23 20:00:00+00:00,True,2023-11-23 15:25:00+00:00,0,37032.96000000001,2023-11-23 15:30:00+00:00,2023-11-23 15:30:00+00:00,37063.7,PROFIT_CEILING_GAP_OPEN,1.605082641974243,True
F05,0.05,D30,0.3,development,2023-11-27,2023-11-27 13:55:00+00:00,2023-11-27 14:50:00+00:00,36791.715,37457.0,36756.7,700.3000000000029,37001.805,36616.64,2023-11-27 20:00:00+00:00,False,,0,,2023-11-27 15:15:00+00:00,2023-11-27 15:15:00+00:00,37001.805,PRE_ACT_HARD_STOP_TOUCH,-3.2551264870365633,False
F05,0.05,D40,0.4,development,2023-11-27,2023-11-27 13:55:00+00:00,2023-11-27 14:50:00+00:00,36791.715,37457.0,36756.7,700.3000000000029,37071.835,36616.64,2023-11-27 20:00:00+00:00,False,,0,,2023-11-27 16:45:00+00:00,2023-11-27 16:45:00+00:00,37071.835,PRE_ACT_HARD_STOP_TOUCH,-4.2068353160487515,False
F05,0.05,D50,0.5,development,2023-11-27,2023-11-27 13:55:00+00:00,2023-11-27 14:50:00+00:00,36791.715,37457.0,36756.7,700.3000000000029,37141.865,36616.64,2023-11-27 20:00:00+00:00,False,,0,,2023-11-27 17:10:00+00:00,2023-11-27 17:10:00+00:00,37141.865,PRE_ACT_HARD_STOP_TOUCH,-5.158544145060939,False
F10,0.1,D30,0.3,development,2023-11-27,2023-11-27 13:55:00+00:00,2023-11-27 14:40:00+00:00,36826.729999999996,37457.0,36756.7,700.3000000000029,37036.82,36616.64,2023-11-27 20:00:00+00:00,False,,0,,2023-11-27 15:15:00+00:00,2023-11-27 15:15:00+00:00,37036.82,PRE_ACT_HARD_STOP_TOUCH,-3.2524118215220716,False
F10,0.1,D40,0.4,development,2023-11-27,2023-11-27 13:55:00+00:00,2023-11-27 14:40:00+00:00,36826.729999999996,37457.0,36756.7,700.3000000000029,37106.85,36616.64,2023-11-27 20:00:00+00:00,False,,0,,2023-11-27 16:45:00+00:00,2023-11-27 16:45:00+00:00,37106.85,PRE_ACT_HARD_STOP_TOUCH,-4.203215762029355,False
F10,0.1,D50,0.5,development,2023-11-27,2023-11-27 13:55:00+00:00,2023-11-27 14:40:00+00:00,36826.729999999996,37457.0,36756.7,700.3000000000029,37176.88,36616.64,2023-11-27 20:00:00+00:00,False,,0,,2023-11-27 20:00:00+00:00,2023-11-27 20:00:00+00:00,36868.5,TIME_EXIT_SESSION_END,-0.9671152448235573,False
F15,0.15,D30,0.3,development,2023-11-27,2023-11-27 13:55:00+00:00,2023-11-27 14:40:00+00:00,36861.744999999995,37457.0,36756.7,700.3000000000029,37071.835,36616.64,2023-11-27 20:00:00+00:00,False,,0,,2023-11-27 16:45:00+00:00,2023-11-27 16:45:00+00:00,37071.835,PRE_ACT_HARD_STOP_TOUCH,-3.2497023133332577,False
F15,0.15,D40,0.4,development,2023-11-27,2023-11-27 13:55:00+00:00,2023-11-27 14:40:00+00:00,36861.744999999995,37457.0,36756.7,700.3000000000029,37141.865,36616.64,2023-11-27 20:00:00+00:00,False,,0,,2023-11-27 17:10:00+00:00,2023-11-27 17:10:00+00:00,37141.865,PRE_ACT_HARD_STOP_TOUCH,-4.199603084444381,False
F15,0.15,D50,0.5,development,2023-11-27,2023-11-27 13:55:00+00:00,2023-11-27 14:40:00+00:00,36861.744999999995,37457.0,36756.7,700.3000000000029,37211.895,36616.64,2023-11-27 20:00:00+00:00,False,,0,,2023-11-27 20:00:00+00:00,2023-11-27 20:00:00+00:00,36868.5,TIME_EXIT_SESSION_END,-0.49162615605973203,False
F05,0.05,D30,0.3,development,2024-01-05,2024-01-05 14:45:00+00:00,2024-01-05 15:45:00+00:00,43502.67,44332.4,43459.0,873.4000000000015,43764.69,43284.32,2024-01-05 20:00:00+00:00,True,2024-01-05 16:45:00+00:00,0,43284.32,2024-01-05 16:50:00+00:00,2024-01-05 16:50:00+00:00,43284.32,PROFIT_CEILING_HIT,2.1096160764385146,True
F05,0.05,D40,0.4,development,2024-01-05,2024-01-05 14:45:00+00:00,2024-01-05 15:45:00+00:00,43502.67,44332.4,43459.0,873.4000000000015,43852.03,43284.32,2024-01-05 20:00:00+00:00,True,2024-01-05 16:45:00+00:00,0,43284.32,2024-01-05 16:50:00+00:00,2024-01-05 16:50:00+00:00,43284.32,PROFIT_CEILING_HIT,2.1096160764385146,True
F05,0.05,D50,0.5,development,2024-01-05,2024-01-05 14:45:00+00:00,2024-01-05 15:45:00+00:00,43502.67,44332.4,43459.0,873.4000000000015,43939.369999999995,43284.32,2024-01-05 20:00:00+00:00,True,2024-01-05 16:45:00+00:00,0,43284.32,2024-01-05 16:50:00+00:00,2024-01-05 16:50:00+00:00,43284.32,PROFIT_CEILING_HIT,2.1096160764385146,True
F10,0.1,D30,0.3,development,2024-01-05,2024-01-05 14:45:00+00:00,2024-01-05 15:40:00+00:00,43546.34,44332.4,43459.0,873.4000000000015,43808.36,43284.32,2024-01-05 20:00:00+00:00,True,2024-01-05 16:45:00+00:00,0,43284.32,2024-01-05 16:50:00+00:00,2024-01-05 16:50:00+00:00,43284.32,PROFIT_CEILING_HIT,2.608519200465465,True
F10,0.1,D40,0.4,development,2024-01-05,2024-01-05 14:45:00+00:00,2024-01-05 15:40:00+00:00,43546.34,44332.4,43459.0,873.4000000000015,43895.7,43284.32,2024-01-05 20:00:00+00:00,True,2024-01-05 16:45:00+00:00,0,43284.32,2024-01-05 16:50:00+00:00,2024-01-05 16:50:00+00:00,43284.32,PROFIT_CEILING_HIT,2.608519200465465,True
F10,0.1,D50,0.5,development,2024-01-05,2024-01-05 14:45:00+00:00,2024-01-05 15:40:00+00:00,43546.34,44332.4,43459.0,873.4000000000015,43983.03999999999,43284.32,2024-01-05 20:00:00+00:00,True,2024-01-05 16:45:00+00:00,0,43284.32,2024-01-05 16:50:00+00:00,2024-01-05 16:50:00+00:00,43284.32,PROFIT_CEILING_HIT,2.608519200465465,True
F15,0.15,D30,0.3,development,2024-01-05,2024-01-05 14:45:00+00:00,2024-01-05 15:20:00+00:00,43590.01,44332.4,43459.0,873.4000000000015,43852.03,43284.32,2024-01-05 20:00:00+00:00,True,2024-01-05 16:45:00+00:00,0,43284.32,2024-01-05 16:50:00+00:00,2024-01-05 16:50:00+00:00,43284.32,PROFIT_CEILING_HIT,3.1064226872166816,True
F15,0.15,D40,0.4,development,2024-01-05,2024-01-05 14:45:00+00:00,2024-01-05 15:20:00+00:00,43590.01,44332.4,43459.0,873.4000000000015,43939.37,43284.32,2024-01-05 20:00:00+00:00,True,2024-01-05 16:45:00+00:00,0,43284.32,2024-01-05 16:50:00+00:00,2024-01-05 16:50:00+00:00,43284.32,PROFIT_CEILING_HIT,3.1064226872166816,True
F15,0.15,D50,0.5,development,2024-01-05,2024-01-05 14:45:00+00:00,2024-01-05 15:20:00+00:00,43590.01,44332.4,43459.0,873.4000000000015,44026.71000000001,43284.32,2024-01-05 20:00:00+00:00,True,2024-01-05 16:45:00+00:00,0,43284.32,2024-01-05 16:50:00+00:00,2024-01-05 16:50:00+00:00,43284.32,PROFIT_CEILING_HIT,3.1064226872166816,True
F15,0.15,D30,0.3,development,2024-01-16,2024-01-16 13:55:00+00:00,2024-01-16 14:20:00+00:00,42788.235,43181.7,42718.8,462.8999999999942,42927.104999999996,42626.22,2024-01-16 20:00:00+00:00,False,,0,,2024-01-16 14:30:00+00:00,2024-01-16 14:30:00+00:00,42927.104999999996,PRE_ACT_HARD_STOP_TOUCH,-2.022759153304565,False
F15,0.15,D40,0.4,development,2024-01-16,2024-01-16 13:55:00+00:00,2024-01-16 14:20:00+00:00,42788.235,43181.7,42718.8,462.8999999999942,42973.395,42626.22,2024-01-16 20:00:00+00:00,True,2024-01-16 14:35:00+00:00,0,42626.22,2024-01-16 14:50:00+00:00,2024-01-16 14:50:00+00:00,42626.22,PROFIT_CEILING_HIT,1.4932190121887516,True
F15,0.15,D50,0.5,development,2024-01-16,2024-01-16 13:55:00+00:00,2024-01-16 14:20:00+00:00,42788.235,43181.7,42718.8,462.8999999999942,43019.685,42626.22,2024-01-16 20:00:00+00:00,True,2024-01-16 14:35:00+00:00,0,42626.22,2024-01-16 14:50:00+00:00,2024-01-16 14:50:00+00:00,42626.22,PROFIT_CEILING_HIT,1.4932190121887516,True
F05,0.05,D30,0.3,development,2024-01-25,2024-01-25 13:50:00+00:00,2024-01-25 15:35:00+00:00,39806.189999999995,40300.0,39780.2,519.8000000000029,39962.13,39676.24,2024-01-25 20:00:00+00:00,True,2024-01-25 15:45:00+00:00,0,39676.24,2024-01-25 15:50:00+00:00,2024-01-25 15:50:00+00:00,39676.24,PROFIT_CEILING_HIT,1.2322838231943027,True
F05,0.05,D40,0.4,development,2024-01-25,2024-01-25 13:50:00+00:00,2024-01-25 15:35:00+00:00,39806.189999999995,40300.0,39780.2,519.8000000000029,40014.10999999999,39676.24,2024-01-25 20:00:00+00:00,True,2024-01-25 15:45:00+00:00,0,39676.24,2024-01-25 15:50:00+00:00,2024-01-25 15:50:00+00:00,39676.24,PROFIT_CEILING_HIT,1.2322838231943027,True
F05,0.05,D50,0.5,development,2024-01-25,2024-01-25 13:50:00+00:00,2024-01-25 15:35:00+00:00,39806.189999999995,40300.0,39780.2,519.8000000000029,40066.09,39676.24,2024-01-25 20:00:00+00:00,True,2024-01-25 15:45:00+00:00,0,39676.24,2024-01-25 15:50:00+00:00,2024-01-25 15:50:00+00:00,39676.24,PROFIT_CEILING_HIT,1.2322838231943027,True
F10,0.1,D30,0.3,development,2024-01-25,2024-01-25 13:50:00+00:00,2024-01-25 15:35:00+00:00,39832.18,40300.0,39780.2,519.8000000000029,39988.12,39676.24,2024-01-25 20:00:00+00:00,True,2024-01-25 15:45:00+00:00,0,39676.24,2024-01-25 15:50:00+00:00,2024-01-25 15:50:00+00:00,39676.24,PROFIT_CEILING_HIT,1.5574625340617048,True
F10,0.1,D40,0.4,development,2024-01-25,2024-01-25 13:50:00+00:00,2024-01-25 15:35:00+00:00,39832.18,40300.0,39780.2,519.8000000000029,40040.1,39676.24,2024-01-25 20:00:00+00:00,True,2024-01-25 15:45:00+00:00,0,39676.24,2024-01-25 15:50:00+00:00,2024-01-25 15:50:00+00:00,39676.24,PROFIT_CEILING_HIT,1.5574625340617048,True
F10,0.1,D50,0.5,development,2024-01-25,2024-01-25 13:50:00+00:00,2024-01-25 15:35:00+00:00,39832.18,40300.0,39780.2,519.8000000000029,40092.08,39676.24,2024-01-25 20:00:00+00:00,True,2024-01-25 15:45:00+00:00,0,39676.24,2024-01-25 15:50:00+00:00,2024-01-25 15:50:00+00:00,39676.24,PROFIT_CEILING_HIT,1.5574625340617048,True
F15,0.15,D30,0.3,development,2024-01-25,2024-01-25 13:50:00+00:00,2024-01-25 15:35:00+00:00,39858.17,40300.0,39780.2,519.8000000000029,40014.11,39676.24,2024-01-25 20:00:00+00:00,True,2024-01-25 15:45:00+00:00,0,39676.24,2024-01-25 15:50:00+00:00,2024-01-25 15:50:00+00:00,39676.24,PROFIT_CEILING_HIT,1.882217171535983,True
F15,0.15,D40,0.4,development,2024-01-25,2024-01-25 13:50:00+00:00,2024-01-25 15:35:00+00:00,39858.17,40300.0,39780.2,519.8000000000029,40066.09,39676.24,2024-01-25 20:00:00+00:00,True,2024-01-25 15:45:00+00:00,0,39676.24,2024-01-25 15:50:00+00:00,2024-01-25 15:50:00+00:00,39676.24,PROFIT_CEILING_HIT,1.882217171535983,True
F15,0.15,D50,0.5,development,2024-01-25,2024-01-25 13:50:00+00:00,2024-01-25 15:35:00+00:00,39858.17,40300.0,39780.2,519.8000000000029,40118.07,39676.24,2024-01-25 20:00:00+00:00,True,2024-01-25 15:45:00+00:00,0,39676.24,2024-01-25 15:50:00+00:00,2024-01-25 15:50:00+00:00,39676.24,PROFIT_CEILING_HIT,1.882217171535983,True
F15,0.15,D30,0.3,development,2024-01-29,2024-01-29 13:35:00+00:00,2024-01-29 14:00:00+00:00,41998.270000000004,42368.7,41932.9,435.79999999999563,42129.01,41845.740000000005,2024-01-29 20:00:00+00:00,True,2024-01-29 14:30:00+00:00,0,41845.740000000005,2024-01-29 14:35:00+00:00,2024-01-29 14:35:00+00:00,41884.3,PROFIT_CEILING_GAP_OPEN,0.9568416032374575,True
F15,0.15,D40,0.4,development,2024-01-29,2024-01-29 13:35:00+00:00,2024-01-29 14:00:00+00:00,41998.270000000004,42368.7,41932.9,435.79999999999563,42172.590000000004,41845.740000000005,2024-01-29 20:00:00+00:00,True,2024-01-29 14:30:00+00:00,0,41845.740000000005,2024-01-29 14:35:00+00:00,2024-01-29 14:35:00+00:00,41884.3,PROFIT_CEILING_GAP_OPEN,0.9568416032374575,True
F15,0.15,D50,0.5,development,2024-01-29,2024-01-29 13:35:00+00:00,2024-01-29 14:00:00+00:00,41998.270000000004,42368.7,41932.9,435.79999999999563,42216.17,41845.740000000005,2024-01-29 20:00:00+00:00,True,2024-01-29 14:30:00+00:00,0,41845.740000000005,2024-01-29 14:35:00+00:00,2024-01-29 14:35:00+00:00,41884.3,PROFIT_CEILING_GAP_OPEN,0.9568416032374575,True
F05,0.05,D30,0.3,development,2024-02-19,2024-02-19 14:10:00+00:00,2024-02-19 14:40:00+00:00,52109.719999999994,52509.1,52088.7,420.40000000000146,52235.84,52004.619999999995,2024-02-19 20:00:00+00:00,False,,0,,2024-02-19 15:15:00+00:00,2024-02-19 15:15:00+00:00,52235.84,PRE_ACT_HARD_STOP_TOUCH,-1.610138914582548,False
F05,0.05,D40,0.4,development,2024-02-19,2024-02-19 14:10:00+00:00,2024-02-19 14:40:00+00:00,52109.719999999994,52509.1,52088.7,420.40000000000146,52277.88,52004.619999999995,2024-02-19 20:00:00+00:00,False,,0,,2024-02-19 15:15:00+00:00,2024-02-19 15:15:00+00:00,52277.88,PRE_ACT_HARD_STOP_TOUCH,-2.0135185527768047,False
F05,0.05,D50,0.5,development,2024-02-19,2024-02-19 14:10:00+00:00,2024-02-19 14:40:00+00:00,52109.719999999994,52509.1,52088.7,420.40000000000146,52319.92,52004.619999999995,2024-02-19 20:00:00+00:00,False,,0,,2024-02-19 15:20:00+00:00,2024-02-19 15:20:00+00:00,52319.92,PRE_ACT_HARD_STOP_TOUCH,-2.4168981909709504,False
F10,0.1,D30,0.3,development,2024-02-19,2024-02-19 14:10:00+00:00,2024-02-19 14:40:00+00:00,52130.74,52509.1,52088.7,420.40000000000146,52256.86,52004.619999999995,2024-02-19 20:00:00+00:00,False,,0,,2024-02-19 15:15:00+00:00,2024-02-19 15:15:00+00:00,52256.86,PRE_ACT_HARD_STOP_TOUCH,-1.6096509660135534,False
F10,0.1,D40,0.4,development,2024-02-19,2024-02-19 14:10:00+00:00,2024-02-19 14:40:00+00:00,52130.74,52509.1,52088.7,420.40000000000146,52298.9,52004.619999999995,2024-02-19 20:00:00+00:00,False,,0,,2024-02-19 15:15:00+00:00,2024-02-19 15:15:00+00:00,52298.9,PRE_ACT_HARD_STOP_TOUCH,-2.012867954684738,False
F10,0.1,D50,0.5,development,2024-02-19,2024-02-19 14:10:00+00:00,2024-02-19 14:40:00+00:00,52130.74,52509.1,52088.7,420.40000000000146,52340.94,52004.619999999995,2024-02-19 20:00:00+00:00,False,,0,,2024-02-19 15:20:00+00:00,2024-02-19 15:20:00+00:00,52340.94,PRE_ACT_HARD_STOP_TOUCH,-2.4160849433559224,False
F15,0.15,D30,0.3,development,2024-02-19,2024-02-19 14:10:00+00:00,2024-02-19 14:40:00+00:00,52151.759999999995,52509.1,52088.7,420.40000000000146,52277.88,52004.619999999995,2024-02-19 20:00:00+00:00,False,,0,,2024-02-19 15:15:00+00:00,2024-02-19 15:15:00+00:00,52277.88,PRE_ACT_HARD_STOP_TOUCH,-1.609163410784253,False
F15,0.15,D40,0.4,development,2024-02-19,2024-02-19 14:10:00+00:00,2024-02-19 14:40:00+00:00,52151.759999999995,52509.1,52088.7,420.40000000000146,52319.92,52004.619999999995,2024-02-19 20:00:00+00:00,False,,0,,2024-02-19 15:20:00+00:00,2024-02-19 15:20:00+00:00,52319.92,PRE_ACT_HARD_STOP_TOUCH,-2.0122178810457076,False
F15,0.15,D50,0.5,development,2024-02-19,2024-02-19 14:10:00+00:00,2024-02-19 14:40:00+00:00,52151.759999999995,52509.1,52088.7,420.40000000000146,52361.95999999999,52004.619999999995,2024-02-19 20:00:00+00:00,False,,0,,2024-02-19 15:20:00+00:00,2024-02-19 15:20:00+00:00,52361.95999999999,PRE_ACT_HARD_STOP_TOUCH,-2.4152723513070513,False
F05,0.05,D30,0.3,development,2024-03-18,2024-03-18 13:50:00+00:00,2024-03-18 14:20:00+00:00,67417.335,68685.3,67350.6,1334.699999999997,67817.74500000001,67083.66,2024-03-18 20:00:00+00:00,True,2024-03-18 14:30:00+00:00,0,67083.66,2024-03-18 14:35:00+00:00,2024-03-18 14:35:00+00:00,67083.66,PROFIT_CEILING_HIT,2.0746973460164635,True
F05,0.05,D40,0.4,development,2024-03-18,2024-03-18 13:50:00+00:00,2024-03-18 14:20:00+00:00,67417.335,68685.3,67350.6,1334.699999999997,67951.21500000001,67083.66,2024-03-18 20:00:00+00:00,True,2024-03-18 14:30:00+00:00,0,67083.66,2024-03-18 14:35:00+00:00,2024-03-18 14:35:00+00:00,67083.66,PROFIT_CEILING_HIT,2.0746973460164635,True
F05,0.05,D50,0.5,development,2024-03-18,2024-03-18 13:50:00+00:00,2024-03-18 14:20:00+00:00,67417.335,68685.3,67350.6,1334.699999999997,68084.685,67083.66,2024-03-18 20:00:00+00:00,True,2024-03-18 14:30:00+00:00,0,67083.66,2024-03-18 14:35:00+00:00,2024-03-18 14:35:00+00:00,67083.66,PROFIT_CEILING_HIT,2.0746973460164635,True
F10,0.1,D30,0.3,development,2024-03-18,2024-03-18 13:50:00+00:00,2024-03-18 14:15:00+00:00,67484.07,68685.3,67350.6,1334.699999999997,67884.48000000001,67083.66,2024-03-18 20:00:00+00:00,True,2024-03-18 14:30:00+00:00,0,67083.66,2024-03-18 14:35:00+00:00,2024-03-18 14:35:00+00:00,67083.66,PROFIT_CEILING_HIT,2.566700141233347,True
F10,0.1,D40,0.4,development,2024-03-18,2024-03-18 13:50:00+00:00,2024-03-18 14:15:00+00:00,67484.07,68685.3,67350.6,1334.699999999997,68017.95000000001,67083.66,2024-03-18 20:00:00+00:00,True,2024-03-18 14:30:00+00:00,0,67083.66,2024-03-18 14:35:00+00:00,2024-03-18 14:35:00+00:00,67083.66,PROFIT_CEILING_HIT,2.566700141233347,True
F10,0.1,D50,0.5,development,2024-03-18,2024-03-18 13:50:00+00:00,2024-03-18 14:15:00+00:00,67484.07,68685.3,67350.6,1334.699999999997,68151.42000000001,67083.66,2024-03-18 20:00:00+00:00,True,2024-03-18 14:30:00+00:00,0,67083.66,2024-03-18 14:35:00+00:00,2024-03-18 14:35:00+00:00,67083.66,PROFIT_CEILING_HIT,2.566700141233347,True
F15,0.15,D30,0.3,development,2024-03-18,2024-03-18 13:50:00+00:00,2024-03-18 14:15:00+00:00,67550.80500000001,68685.3,67350.6,1334.699999999997,67951.21500000001,67083.66,2024-03-18 20:00:00+00:00,True,2024-03-18 14:30:00+00:00,0,67083.66,2024-03-18 14:35:00+00:00,2024-03-18 14:35:00+00:00,67083.66,PROFIT_CEILING_HIT,3.0577308146069297,True
F15,0.15,D40,0.4,development,2024-03-18,2024-03-18 13:50:00+00:00,2024-03-18 14:15:00+00:00,67550.80500000001,68685.3,67350.6,1334.699999999997,68084.68500000001,67083.66,2024-03-18 20:00:00+00:00,True,2024-03-18 14:30:00+00:00,0,67083.66,2024-03-18 14:35:00+00:00,2024-03-18 14:35:00+00:00,67083.66,PROFIT_CEILING_HIT,3.0577308146069297,True
