bootstrap_n,seed,p_mean_r_gt_0,p_event_rate_ge_unfiltered_buy,mean_r_p05,mean_r_p50,mean_r_p95,event_rate_p05,event_rate_p50,event_rate_p95
20000,42017,0.85415,0.9915,-0.19260579917039508,0.5071281342154361,1.2512830235123809,0.4444444444444444,0.6666666666666666,0.8888888888888888
