region_id,character_rule,cells,lookbacks,holds,strict_temporal_cells,median_expectancy,median_pf,median_max_dd,qualifies
1,EFF_MID__RANGE_HIGH,1,60,240,0,0.8445350487932973,1.3272523383864505,75.17181204717572,False
2,DRIVE_DOWN__STR_B80_100,1,60,240,0,0.8557086707111338,1.3223462421315877,123.71322757128455,False
3,DRIVE_DOWN__STR_B80_100,1,360,240,0,1.489995600988045,1.6270098078074675,130.0929194497558,False
4,DRIVE_DOWN__STR_B80_100,1,180,240,0,1.5878985738627378,1.66718327083007,134.3691275925719,False
