clock_utc,clock_wib,trades,win_rate,net_pnl,expectancy,pf,max_dd,evaluable,supportive
23:00,06:00,68,0.6323529411764706,118.33210181246884,1.740177967830424,1.7807028556924496,56.26949645433167,True,True
23:15,06:15,77,0.5714285714285714,123.98740897585206,1.6102260905954813,1.7287835690227682,42.417174597284465,True,True
23:30,06:30,83,0.6626506024096386,265.7100870050981,3.201326349459013,2.6803085221111824,27.417833109422848,True,True
23:45,06:45,78,0.5384615384615384,132.63594513805924,1.7004608351033237,1.5944162688172787,86.15999951624642,True,True
