milestone,milestone_ext,partition,date_utc,signal_ts,entry_start,entry_px,H,L,range,F65,milestone_px,session_end,activated,activation_bar_start,partial_gross_usd,runner_gross_usd,runner_exit_ts,runner_exit_px,runner_reason,whole_exit_ts,whole_exit_px,whole_reason,net_pnl_usd,win,final_exit_ts,ratchets,trough_extension_r,runner_exit_extension_r,capture_ratio,giveback_r
E15,0.15,development,2022-01-17,2022-01-17 15:15:00+00:00,2022-01-17 15:30:00+00:00,42490.1445,42887.63,42420.0,467.6299999999974,42723.9595,42349.8555,2022-01-17 20:00:00+00:00,True,2022-01-17 16:05:00+00:00,0.8254208219979359,0.7134272042779398,2022-01-17 16:10:00+00:00,42368.89,RUNNER_OPEN_GAP_AT_OR_ABOVE_CEILING,,,,1.1388480262758756,True,2022-01-17 16:10:00+00:00,0,1.2702350148621844,0.10929581079058416,0.08604377104377202,1.1609392040716002
E20,0.2,development,2022-01-17,2022-01-17 15:15:00+00:00,2022-01-17 15:30:00+00:00,42490.1445,42887.63,42420.0,467.6299999999974,42723.9595,42326.474,2022-01-17 20:00:00+00:00,True,2022-01-17 16:05:00+00:00,0.9629909589975634,0.7134272042779398,2022-01-17 16:10:00+00:00,42368.89,RUNNER_OPEN_GAP_AT_OR_ABOVE_CEILING,,,,1.2764181632755034,True,2022-01-17 16:10:00+00:00,0,1.2702350148621844,0.10929581079058416,0.08604377104377202,1.1609392040716002
E05,0.05,development,2022-03-14,2022-03-14 13:35:00+00:00,2022-03-14 14:50:00+00:00,38728.61,39287.4,38630.0,657.4000000000015,39057.31,38597.13,2022-03-14 20:00:00+00:00,False,,0.0,0.0,,,,2022-03-14 15:00:00+00:00,39101.0,PRE_MILESTONE_CLOSE_INVALIDATION_F65,-5.207686100792146,False,2022-03-14 15:00:00+00:00,0,,,,
E10,0.1,development,2022-03-14,2022-03-14 13:35:00+00:00,2022-03-14 14:50:00+00:00,38728.61,39287.4,38630.0,657.4000000000015,39057.31,38564.26,2022-03-14 20:00:00+00:00,False,,0.0,0.0,,,,2022-03-14 15:00:00+00:00,39101.0,PRE_MILESTONE_CLOSE_INVALIDATION_F65,-5.207686100792146,False,2022-03-14 15:00:00+00:00,0,,,,
E15,0.15,development,2022-03-14,2022-03-14 13:35:00+00:00,2022-03-14 14:50:00+00:00,38728.61,39287.4,38630.0,657.4000000000015,39057.31,38531.39,2022-03-14 20:00:00+00:00,False,,0.0,0.0,,,,2022-03-14 15:00:00+00:00,39101.0,PRE_MILESTONE_CLOSE_INVALIDATION_F65,-5.207686100792146,False,2022-03-14 15:00:00+00:00,0,,,,
E20,0.2,development,2022-03-14,2022-03-14 13:35:00+00:00,2022-03-14 14:50:00+00:00,38728.61,39287.4,38630.0,657.4000000000015,39057.31,38498.52,2022-03-14 20:00:00+00:00,False,,0.0,0.0,,,,2022-03-14 15:00:00+00:00,39101.0,PRE_MILESTONE_CLOSE_INVALIDATION_F65,-5.207686100792146,False,2022-03-14 15:00:00+00:00,0,,,,
E05,0.05,development,2022-03-24,2022-03-24 13:35:00+00:00,2022-03-24 13:50:00+00:00,42793.854999999996,43206.7,42721.0,485.6999999999971,43036.705,42696.715,2022-03-24 20:00:00+00:00,False,,0.0,0.0,,,,2022-03-24 14:05:00+00:00,43063.3,PRE_MILESTONE_CLOSE_INVALIDATION_F65,-3.548173960957794,False,2022-03-24 14:05:00+00:00,0,,,,
E10,0.1,development,2022-03-24,2022-03-24 13:35:00+00:00,2022-03-24 13:50:00+00:00,42793.854999999996,43206.7,42721.0,485.6999999999971,43036.705,42672.43,2022-03-24 20:00:00+00:00,False,,0.0,0.0,,,,2022-03-24 14:05:00+00:00,43063.3,PRE_MILESTONE_CLOSE_INVALIDATION_F65,-3.548173960957794,False,2022-03-24 14:05:00+00:00,0,,,,
E15,0.15,development,2022-03-24,2022-03-24 13:35:00+00:00,2022-03-24 13:50:00+00:00,42793.854999999996,43206.7,42721.0,485.6999999999971,43036.705,42648.145000000004,2022-03-24 20:00:00+00:00,False,,0.0,0.0,,,,2022-03-24 14:05:00+00:00,43063.3,PRE_MILESTONE_CLOSE_INVALIDATION_F65,-3.548173960957794,False,2022-03-24 14:05:00+00:00,0,,,,
E20,0.2,development,2022-03-24,2022-03-24 13:35:00+00:00,2022-03-24 13:50:00+00:00,42793.854999999996,43206.7,42721.0,485.6999999999971,43036.705,42623.86,2022-03-24 20:00:00+00:00,False,,0.0,0.0,,,,2022-03-24 14:05:00+00:00,43063.3,PRE_MILESTONE_CLOSE_INVALIDATION_F65,-3.548173960957794,False,2022-03-24 14:05:00+00:00,0,,,,
E05,0.05,development,2022-04-15,2022-04-15 14:00:00+00:00,2022-04-15 14:10:00+00:00,40064.76,40400.0,40005.6,394.40000000000146,40261.96,39985.88,2022-04-15 20:00:00+00:00,True,2022-04-15 14:25:00+00:00,0.49220312314365955,0.49220312314365955,2022-04-15 14:30:00+00:00,39985.88,RUNNER_PROFIT_CEILING_HIT,,,,0.5844062462873191,True,2022-04-15 14:30:00+00:00,0,0.39655172413793327,0.050000000000002764,0.1260869565217454,0.3465517241379305
E10,0.1,development,2022-04-15,2022-04-15 14:00:00+00:00,2022-04-15 14:10:00+00:00,40064.76,40400.0,40005.6,394.40000000000146,40261.96,39966.159999999996,2022-04-15 20:00:00+00:00,True,2022-04-15 14:25:00+00:00,0.6152539039295744,0.5557252807704635,2022-04-15 14:30:00+00:00,39975.7,RUNNER_OPEN_GAP_AT_OR_ABOVE_CEILING,,,,0.7709791847000379,True,2022-04-15 14:30:00+00:00,0,0.39655172413793327,0.07581135902637258,0.19117647058824283,0.3207403651115607
E15,0.15,development,2022-04-15,2022-04-15 14:00:00+00:00,2022-04-15 14:10:00+00:00,40064.76,40400.0,40005.6,394.40000000000146,40261.96,39946.439999999995,2022-04-15 20:00:00+00:00,True,2022-04-15 14:25:00+00:00,0.7383046847154893,0.5557252807704635,2022-04-15 14:30:00+00:00,39975.7,RUNNER_OPEN_GAP_AT_OR_ABOVE_CEILING,,,,0.8940299654859526,True,2022-04-15 14:30:00+00:00,0,0.39655172413793327,0.07581135902637258,0.19117647058824283,0.3207403651115607
E20,0.2,development,2022-04-15,2022-04-15 14:00:00+00:00,2022-04-15 14:10:00+00:00,40064.76,40400.0,40005.6,394.40000000000146,40261.96,39926.72,2022-04-15 20:00:00+00:00,True,2022-04-15 14:25:00+00:00,0.8613554655013587,0.5557252807704635,2022-04-15 14:30:00+00:00,39975.7,RUNNER_OPEN_GAP_AT_OR_ABOVE_CEILING,,,,1.017080746271822,True,2022-04-15 14:30:00+00:00,0,0.39655172413793327,0.07581135902637258,0.19117647058824283,0.3207403651115607
E05,0.05,development,2022-05-03,2022-05-03 13:35:00+00:00,2022-05-03 13:40:00+00:00,38311.455,38659.7,38250.0,409.6999999999971,38516.305,38229.515,2022-05-03 20:00:00+00:00,True,2022-05-03 13:45:00+00:00,0.5346964765499139,0.5346964765499139,2022-05-03 13:50:00+00:00,38229.515,RUNNER_PROFIT_CEILING_HIT,,,,0.6693929530998278,True,2022-05-03 13:50:00+00:00,0,1.830363680742023,0.05000000000000178,0.027316975596746958,1.7803636807420211
E10,0.1,development,2022-05-03,2022-05-03 13:35:00+00:00,2022-05-03 13:40:00+00:00,38311.455,38659.7,38250.0,409.6999999999971,38516.305,38209.03,2022-05-03 20:00:00+00:00,True,2022-05-03 13:45:00+00:00,0.6683705956873923,0.6683705956873923,2022-05-03 13:50:00+00:00,38209.03,RUNNER_PROFIT_CEILING_HIT,,,,0.9367411913747846,True,2022-05-03 13:50:00+00:00,0,1.830363680742023,0.10000000000000356,0.054633951193493915,1.7303636807420193
E15,0.15,development,2022-05-03,2022-05-03 13:35:00+00:00,2022-05-03 13:40:00+00:00,38311.455,38659.7,38250.0,409.6999999999971,38516.305,38188.545,2022-05-03 20:00:00+00:00,True,2022-05-03 13:45:00+00:00,0.8020447148248708,0.7175073355997688,2022-05-03 13:50:00+00:00,38201.5,RUNNER_OPEN_GAP_AT_OR_ABOVE_CEILING,,,,1.1195520504246397,True,2022-05-03 13:50:00+00:00,0,1.830363680742023,0.11837930192824102,0.0646752900386717,1.7119843788137818
E20,0.2,development,2022-05-03,2022-05-03 13:35:00+00:00,2022-05-03 13:40:00+00:00,38311.455,38659.7,38250.0,409.6999999999971,38516.305,38168.06,2022-05-03 20:00:00+00:00,True,2022-05-03 13:45:00+00:00,0.9357188339623492,0.7175073355997688,2022-05-03 13:50:00+00:00,38201.5,RUNNER_OPEN_GAP_AT_OR_ABOVE_CEILING,,,,1.2532261695621179,True,2022-05-03 13:50:00+00:00,0,1.830363680742023,0.11837930192824102,0.0646752900386717,1.7119843788137818
E05,0.05,development,2022-05-16,2022-05-16 13:55:00+00:00,2022-05-16 14:00:00+00:00,29547.905,30288.0,29417.3,870.7000000000007,29983.255,29373.765,2022-05-16 20:00:00+00:00,True,2022-05-16 15:35:00+00:00,1.4733701086422153,0.4789256632576791,2022-05-16 15:40:00+00:00,29491.3,RUNNER_OPEN_GAP_AT_OR_ABOVE_CEILING,,,,1.5522957718998942,True,2022-05-16 15:40:00+00:00,0,0.41920294016308685,-0.08498908923854363,0.0,0.5041920294016304
E10,0.1,development,2022-05-16,2022-05-16 13:55:00+00:00,2022-05-16 14:00:00+00:00,29547.905,30288.0,29417.3,870.7000000000007,29983.255,29330.23,2022-05-16 20:00:00+00:00,True,2022-05-16 15:35:00+00:00,1.8417126358027691,0.4789256632576791,2022-05-16 15:40:00+00:00,29491.3,RUNNER_OPEN_GAP_AT_OR_ABOVE_CEILING,,,,1.9206382990604483,True,2022-05-16 15:40:00+00:00,0,0.41920294016308685,-0.08498908923854363,0.0,0.5041920294016304
E15,0.15,development,2022-05-16,2022-05-16 13:55:00+00:00,2022-05-16 14:00:00+00:00,29547.905,30288.0,29417.3,870.7000000000007,29983.255,29286.695,2022-05-16 20:00:00+00:00,True,2022-05-16 16:40:00+00:00,2.210055162963323,2.210055162963323,2022-05-16 16:45:00+00:00,29286.695,RUNNER_PROFIT_CEILING_HIT,,,,4.0201103259266455,True,2022-05-16 16:45:00+00:00,0,0.41920294016308685,0.14999999999999938,0.357821917808218,0.26920294016308743
E20,0.2,development,2022-05-16,2022-05-16 13:55:00+00:00,2022-05-16 14:00:00+00:00,29547.905,30288.0,29417.3,870.7000000000007,29983.255,29243.16,2022-05-16 20:00:00+00:00,True,2022-05-16 16:40:00+00:00,2.578397690123877,2.578397690123877,2022-05-16 16:45:00+00:00,29243.16,RUNNER_PROFIT_CEILING_HIT,,,,4.756795380247754,True,2022-05-16 16:45:00+00:00,0,0.41920294016308685,0.19999999999999915,0.4770958904109573,0.2192029401630877
E05,0.05,development,2022-06-10,2022-06-10 13:35:00+00:00,2022-06-10 13:45:00+00:00,29418.010000000002,30177.4,29284.0,893.4000000000015,29864.71,29239.33,2022-06-10 20:00:00+00:00,True,2022-06-10 14:00:00+00:00,1.5184575707194359,0.5694640799972707,2022-06-10 14:05:00+00:00,29351.0,RUNNER_OPEN_GAP_AT_OR_ABOVE_CEILING,,,,1.6879216507167065,True,2022-06-10 14:05:00+00:00,0,0.5361540183568382,-0.07499440340273102,0.0,0.6111484217595692
E10,0.1,development,2022-06-10,2022-06-10 13:35:00+00:00,2022-06-10 13:45:00+00:00,29418.010000000002,30177.4,29284.0,893.4000000000015,29864.71,29194.66,2022-06-10 20:00:00+00:00,True,2022-06-10 16:25:00+00:00,1.8980719633993104,3.0645342767916706,2022-06-10 16:55:00+00:00,29057.4,RUNNER_PROFIT_CEILING_HIT,,,,4.562606240190981,True,2022-06-10 16:55:00+00:00,1,0.5361540183568382,0.2536377882247573,0.47306889352818066,0.2825162301320809
E15,0.15,development,2022-06-10,2022-06-10 13:35:00+00:00,2022-06-10 13:45:00+00:00,29418.010000000002,30177.4,29284.0,893.4000000000015,29864.71,29149.989999999998,2022-06-10 20:00:00+00:00,True,2022-06-10 16:25:00+00:00,2.2776863560791845,2.2776863560791845,2022-06-10 16:30:00+00:00,29149.989999999998,RUNNER_PROFIT_CEILING_HIT,,,,4.155372712158369,True,2022-06-10 16:30:00+00:00,0,0.5361540183568382,0.15000000000000205,0.27977035490605856,0.38615401835683616
E20,0.2,development,2022-06-10,2022-06-10 13:35:00+00:00,2022-06-10 13:45:00+00:00,29418.010000000002,30177.4,29284.0,893.4000000000015,29864.71,29105.32,2022-06-10 20:00:00+00:00,True,2022-06-10 16:25:00+00:00,2.6573007487590283,2.6573007487590283,2022-06-10 16:30:00+00:00,29105.32,RUNNER_PROFIT_CEILING_HIT,,,,4.914601497518056,True,2022-06-10 16:30:00+00:00,0,0.5361540183568382,0.2,0.3730271398747396,0.33615401835683817
E05,0.05,development,2022-06-13,2022-06-13 13:45:00+00:00,2022-06-13 13:50:00+00:00,23579.06,24934.3,23339.9,1594.3999999999978,24376.26,23260.18,2022-06-13 20:00:00+00:00,True,2022-06-13 14:25:00+00:00,3.380965992707099,1.6111753394749702,2022-06-13 14:30:00+00:00,23427.1,RUNNER_OPEN_GAP_AT_OR_ABOVE_CEILING,,,,4.592141332182068,True,2022-06-13 14:30:00+00:00,0,0.48933768188660426,-0.05469141996989288,0.0,0.5440291018564971
E10,0.1,development,2022-06-13,2022-06-13 13:45:00+00:00,2022-06-13 13:50:00+00:00,23579.06,24934.3,23339.9,1594.3999999999978,24376.26,23180.460000000003,2022-06-13 20:00:00+00:00,True,2022-06-13 14:40:00+00:00,4.226207490883845,4.226207490883845,2022-06-13 14:45:00+00:00,23180.460000000003,RUNNER_PROFIT_CEILING_HIT,,,,8.05241498176769,True,2022-06-13 14:45:00+00:00,0,0.48933768188660426,0.09999999999999931,0.20435785695975203,0.38933768188660495
E15,0.15,development,2022-06-13,2022-06-13 13:45:00+00:00,2022-06-13 13:50:00+00:00,23579.06,24934.3,23339.9,1594.3999999999978,24376.26,23100.74,2022-06-13 20:00:00+00:00,True,2022-06-13 14:40:00+00:00,5.071448989060629,5.071448989060629,2022-06-13 14:45:00+00:00,23100.74,RUNNER_PROFIT_CEILING_HIT,,,,9.742897978121258,True,2022-06-13 14:45:00+00:00,0,0.48933768188660426,0.1500000000000001,0.30653678543963037,0.3393376818866042
E20,0.2,development,2022-06-13,2022-06-13 13:45:00+00:00,2022-06-13 13:50:00+00:00,23579.06,24934.3,23339.9,1594.3999999999978,24376.26,23021.02,2022-06-13 20:00:00+00:00,True,2022-06-13 14:40:00+00:00,5.916690487237413,5.632752111407346,2022-06-13 14:45:00+00:00,23047.8,RUNNER_OPEN_GAP_AT_OR_ABOVE_CEILING,,,,11.14944259864476,True,2022-06-13 14:45:00+00:00,0,0.48933768188660426,0.18320371299548582,0.37439118174827213,0.30613396889111844
E05,0.05,development,2022-07-05,2022-07-05 13:35:00+00:00,2022-07-05 13:40:00+00:00,19436.38,20209.2,19300.0,909.2000000000007,19890.98,19254.54,2022-07-05 20:00:00+00:00,False,,0.0,0.0,,,,2022-07-05 18:40:00+00:00,19918.5,PRE_MILESTONE_CLOSE_INVALIDATION_F65,-12.802515283195714,False,2022-07-05 18:40:00+00:00,0,,,,
E10,0.1,development,2022-07-05,2022-07-05 13:35:00+00:00,2022-07-05 13:40:00+00:00,19436.38,20209.2,19300.0,909.2000000000007,19890.98,19209.08,2022-07-05 20:00:00+00:00,False,,0.0,0.0,,,,2022-07-05 18:40:00+00:00,19918.5,PRE_MILESTONE_CLOSE_INVALIDATION_F65,-12.802515283195714,False,2022-07-05 18:40:00+00:00,0,,,,
E15,0.15,development,2022-07-05,2022-07-05 13:35:00+00:00,2022-07-05 13:40:00+00:00,19436.38,20209.2,19300.0,909.2000000000007,19890.98,19163.62,2022-07-05 20:00:00+00:00,False,,0.0,0.0,,,,2022-07-05 18:40:00+00:00,19918.5,PRE_MILESTONE_CLOSE_INVALIDATION_F65,-12.802515283195714,False,2022-07-05 18:40:00+00:00,0,,,,
E20,0.2,development,2022-07-05,2022-07-05 13:35:00+00:00,2022-07-05 13:40:00+00:00,19436.38,20209.2,19300.0,909.2000000000007,19890.98,19118.16,2022-07-05 20:00:00+00:00,False,,0.0,0.0,,,,2022-07-05 18:40:00+00:00,19918.5,PRE_MILESTONE_CLOSE_INVALIDATION_F65,-12.802515283195714,False,2022-07-05 18:40:00+00:00,0,,,,
E05,0.05,development,2022-07-15,2022-07-15 16:05:00+00:00,2022-07-15 16:10:00+00:00,20768.105,21090.0,20711.3,378.7000000000007,20957.454999999998,20692.364999999998,2022-07-15 20:00:00+00:00,True,2022-07-15 16:20:00+00:00,0.9117346045775675,0.9117346045775675,2022-07-15 16:25:00+00:00,20692.364999999998,RUNNER_PROFIT_CEILING_HIT,,,,1.4234692091551349,True,2022-07-15 16:25:00+00:00,0,0.23580670715605784,0.05000000000000336,0.2120380739081911,0.18580670715605446
E10,0.1,development,2022-07-15,2022-07-15 16:05:00+00:00,2022-07-15 16:10:00+00:00,20768.105,21090.0,20711.3,378.7000000000007,20957.454999999998,20673.43,2022-07-15 20:00:00+00:00,True,2022-07-15 16:20:00+00:00,1.1396682557219264,1.0822484766905651,2022-07-15 16:25:00+00:00,20678.2,RUNNER_OPEN_GAP_AT_OR_ABOVE_CEILING,,,,1.8219167324124919,True,2022-07-15 16:25:00+00:00,0,0.23580670715605784,0.08740427779244384,0.37066069428890047,0.148402429363614
E15,0.15,development,2022-07-15,2022-07-15 16:05:00+00:00,2022-07-15 16:10:00+00:00,20768.105,21090.0,20711.3,378.7000000000007,20957.454999999998,20654.495,2022-07-15 20:00:00+00:00,True,2022-07-15 16:20:00+00:00,1.3676019068663292,1.0822484766905651,2022-07-15 16:25:00+00:00,20678.2,RUNNER_OPEN_GAP_AT_OR_ABOVE_CEILING,,,,2.0498503835568944,True,2022-07-15 16:25:00+00:00,0,0.23580670715605784,0.08740427779244384,0.37066069428890047,0.148402429363614
E20,0.2,development,2022-07-15,2022-07-15 16:05:00+00:00,2022-07-15 16:10:00+00:00,20768.105,21090.0,20711.3,378.7000000000007,20957.454999999998,20635.559999999998,2022-07-15 20:00:00+00:00,True,2022-07-15 16:25:00+00:00,1.595535558010732,0.8451059930600084,2022-07-15 16:30:00+00:00,20697.9,RUNNER_OPEN_GAP_AT_OR_ABOVE_CEILING,,,,2.0406415510707405,True,2022-07-15 16:30:00+00:00,0,0.23580670715605784,0.03538420913651384,0.15005599104141015,0.20042249801954398
E05,0.05,development,2022-07-25,2022-07-25 13:40:00+00:00,2022-07-25 13:45:00+00:00,21841.190000000002,22095.0,21796.4,298.59999999999854,21990.49,21781.47,2022-07-25 20:00:00+00:00,True,2022-07-25 14:15:00+00:00,0.6835708127625046,0.40050473440322615,2022-07-25 14:20:00+00:00,21806.2,RUNNER_OPEN_GAP_AT_OR_ABOVE_CEILING,,,,0.6840755471657308,True,2022-07-25 14:20:00+00:00,0,0.8436034829203037,-0.032819825853982985,0.0,0.8764233087742868
E10,0.1,development,2022-07-25,2022-07-25 13:40:00+00:00,2022-07-25 13:45:00+00:00,21841.190000000002,22095.0,21796.4,298.59999999999854,21990.49,21766.54,2022-07-25 20:00:00+00:00,True,2022-07-25 14:15:00+00:00,0.8544635159531309,0.40050473440322615,2022-07-25 14:20:00+00:00,21806.2,RUNNER_OPEN_GAP_AT_OR_ABOVE_CEILING,,,,0.854968250356357,True,2022-07-25 14:20:00+00:00,0,0.8436034829203037,-0.032819825853982985,0.0,0.8764233087742868
E15,0.15,development,2022-07-25,2022-07-25 13:40:00+00:00,2022-07-25 13:45:00+00:00,21841.190000000002,22095.0,21796.4,298.59999999999854,21990.49,21751.61,2022-07-25 20:00:00+00:00,True,2022-07-25 14:25:00+00:00,1.025356219143757,0.9293220744840633,2022-07-25 14:30:00+00:00,21760.0,RUNNER_OPEN_GAP_AT_OR_ABOVE_CEILING,,,,1.5546782936278203,True,2022-07-25 14:30:00+00:00,0,0.8436034829203037,0.12190221031480789,0.14450178642318875,0.7217012726054959
E20,0.2,development,2022-07-25,2022-07-25 13:40:00+00:00,2022-07-25 13:45:00+00:00,21841.190000000002,22095.0,21796.4,298.59999999999854,21990.49,21736.68,2022-07-25 20:00:00+00:00,True,2022-07-25 14:25:00+00:00,1.196248922334383,0.9293220744840633,2022-07-25 14:30:00+00:00,21760.0,RUNNER_OPEN_GAP_AT_OR_ABOVE_CEILING,,,,1.7255709968184463,True,2022-07-25 14:30:00+00:00,0,0.8436034829203037,0.12190221031480789,0.14450178642318875,0.7217012726054959
E05,0.05,development,2022-09-01,2022-09-01 14:20:00+00:00,2022-09-01 14:35:00+00:00,19855.85,20115.1,19810.1,305.0,20008.35,19794.85,2022-09-01 20:00:00+00:00,True,2022-09-01 14:45:00+00:00,0.7680356167074188,1.1073562703182829,2022-09-01 15:30:00+00:00,19767.9,RUNNER_PROFIT_CEILING_HIT,,,,1.475391887025702,True,2022-09-01 15:30:00+00:00,1,0.836393442622946,0.13836065573769538,0.16542532340257676,0.6980327868852506
E10,0.1,development,2022-09-01,2022-09-01 14:20:00+00:00,2022-09-01 14:35:00+00:00,19855.85,20115.1,19810.1,305.0,20008.35,19779.6,2022-09-01 20:00:00+00:00,True,2022-09-01 14:45:00+00:00,0.9600445208842735,1.1073562703182829,2022-09-01 15:30:00+00:00,19767.9,RUNNER_PROFIT_CEILING_HIT,,,,1.6674007912025566,True,2022-09-01 15:30:00+00:00,1,0.836393442622946,0.13836065573769538,0.16542532340257676,0.6980327868852506
E15,0.15,development,2022-09-01,2022-09-01 14:20:00+00:00,2022-09-01 14:35:00+00:00,19855.85,20115.1,19810.1,305.0,20008.35,19764.35,2022-09-01 20:00:00+00:00,True,2022-09-01 14:45:00+00:00,1.152053425061128,1.152053425061128,2022-09-01 14:50:00+00:00,19764.35,RUNNER_PROFIT_CEILING_HIT,,,,1.9041068501222562,True,2022-09-01 14:50:00+00:00,0,0.836393442622946,0.15,0.17934143473147887,0.686393442622946
E20,0.2,development,2022-09-01,2022-09-01 14:20:00+00:00,2022-09-01 14:35:00+00:00,19855.85,20115.1,19810.1,305.0,20008.35,19749.1,2022-09-01 20:00:00+00:00,True,2022-09-01 14:45:00+00:00,1.3440623292379827,1.32139898317117,2022-09-01 14:50:00+00:00,19750.9,RUNNER_OPEN_GAP_AT_OR_ABOVE_CEILING,,,,2.265461312409153,True,2022-09-01 14:50:00+00:00,0,0.836393442622946,0.19409836065572816,0.23206585652684214,0.6422950819672179
