candidate,half,n,mean_r,cum_r,pf_r
SCORE3_100R__SCORE4_150R,H1,22,-0.04643633133500182,-1.02159928937004,0.8790152000890575
SCORE3_100R__SCORE4_150R,H2,38,0.027111726480852482,1.0302456062723944,1.067142537929858
