partition,side,start_ts,end_ts,duration_h,week,entry,tp,sl,outcome,first_exit_ts,first_hours,variant
reference_validation,SHORT,2025-02-08 12:15:00+00:00,2025-02-08 13:15:00+00:00,1.0,2025-W06,96029.6,94925.2596,96845.8516,OFF,2025-02-08 13:15:00+00:00,1.0,S1_STACK
reference_validation,SHORT,2025-02-08 15:30:00+00:00,2025-02-08 17:00:00+00:00,1.5,2025-W06,95876.1,94773.52485000002,96691.04685,OFF,2025-02-08 17:00:00+00:00,1.5,S1_STACK
reference_validation,SHORT,2025-02-09 15:00:00+00:00,2025-02-09 15:45:00+00:00,0.75,2025-W06,96080.1,94975.17885000001,96896.78085,OFF,2025-02-09 15:45:00+00:00,0.75,S1_STACK
reference_validation,SHORT,2025-02-09 16:30:00+00:00,2025-02-09 16:45:00+00:00,0.25,2025-W06,96402.7,95294.06895,97222.12294999999,OFF,2025-02-09 16:45:00+00:00,0.25,S1_STACK
reference_validation,SHORT,2025-02-09 18:00:00+00:00,2025-02-09 20:30:00+00:00,2.5,2025-W06,96130.0,95024.505,96947.105,OFF,2025-02-09 20:30:00+00:00,2.5,S1_STACK
reference_validation,SHORT,2025-02-09 21:15:00+00:00,2025-02-09 22:45:00+00:00,1.5,2025-W06,96200.0,95093.7,97017.7,TP,2025-02-09 21:30:00+00:00,0.5,S1_STACK
reference_validation,SHORT,2025-02-09 23:00:00+00:00,2025-02-09 23:15:00+00:00,0.25,2025-W06,95779.8,94678.33230000001,96593.9283,OFF,2025-02-09 23:15:00+00:00,0.25,S1_STACK
reference_validation,SHORT,2025-02-10 02:30:00+00:00,2025-02-10 03:30:00+00:00,1.0,2025-W07,95546.9,94448.11065,96359.04864999998,SL,2025-02-10 03:15:00+00:00,1.0,S1_STACK
reference_validation,SHORT,2025-02-12 05:00:00+00:00,2025-02-12 05:30:00+00:00,0.5,2025-W07,95518.9,94420.43265,96330.81064999998,OFF,2025-02-12 05:30:00+00:00,0.5,S1_STACK
reference_validation,SHORT,2025-02-12 05:45:00+00:00,2025-02-12 06:00:00+00:00,0.25,2025-W07,95725.2,94624.3602,96538.8642,OFF,2025-02-12 06:00:00+00:00,0.25,S1_STACK
reference_validation,SHORT,2025-02-12 14:30:00+00:00,2025-02-12 16:00:00+00:00,1.5,2025-W07,94640.4,93552.0354,95444.84339999998,SL,2025-02-12 14:30:00+00:00,0.25,S1_STACK
reference_validation,SHORT,2025-02-12 16:15:00+00:00,2025-02-12 16:45:00+00:00,0.5,2025-W07,95329.6,94233.30960000001,96139.9016,OFF,2025-02-12 16:45:00+00:00,0.5,S1_STACK
reference_validation,SHORT,2025-02-13 09:00:00+00:00,2025-02-13 14:00:00+00:00,5.0,2025-W07,95888.1,94785.38685000001,96703.14885,OFF,2025-02-13 14:00:00+00:00,5.0,S1_STACK
reference_validation,SHORT,2025-02-13 14:15:00+00:00,2025-02-13 15:45:00+00:00,1.5,2025-W07,95818.4,94716.4884,96632.85639999999,OFF,2025-02-13 15:45:00+00:00,1.5,S1_STACK
reference_validation,SHORT,2025-02-13 17:00:00+00:00,2025-02-13 17:45:00+00:00,0.75,2025-W07,95321.0,94224.8085,96131.2285,OFF,2025-02-13 17:45:00+00:00,0.75,S1_STACK
reference_validation,SHORT,2025-02-13 18:00:00+00:00,2025-02-13 19:00:00+00:00,1.0,2025-W07,95659.0,94558.92150000001,96472.10149999999,OFF,2025-02-13 19:00:00+00:00,1.0,S1_STACK
reference_validation,SHORT,2025-02-13 19:45:00+00:00,2025-02-13 20:00:00+00:00,0.25,2025-W07,95664.1,94563.96285000001,96477.24485,OFF,2025-02-13 20:00:00+00:00,0.25,S1_STACK
reference_validation,SHORT,2025-02-17 04:00:00+00:00,2025-02-17 06:15:00+00:00,2.25,2025-W08,96171.4,95065.4289,96988.85689999998,OFF,2025-02-17 06:15:00+00:00,2.25,S1_STACK
reference_validation,SHORT,2025-02-17 08:15:00+00:00,2025-02-17 09:15:00+00:00,1.0,2025-W08,96153.7,95047.93245000001,96971.00644999999,OFF,2025-02-17 09:15:00+00:00,1.0,S1_STACK
reference_validation,SHORT,2025-02-17 10:00:00+00:00,2025-02-17 10:15:00+00:00,0.25,2025-W08,96110.4,95005.1304,96927.3384,OFF,2025-02-17 10:15:00+00:00,0.25,S1_STACK
reference_validation,SHORT,2025-02-17 11:30:00+00:00,2025-02-17 12:15:00+00:00,0.75,2025-W08,96122.5,95017.09125,96939.54125,OFF,2025-02-17 12:15:00+00:00,0.75,S1_STACK
reference_validation,SHORT,2025-02-17 16:15:00+00:00,2025-02-17 20:30:00+00:00,4.25,2025-W08,95573.3,94474.20705000001,96385.67305,OFF,2025-02-17 20:30:00+00:00,4.25,S1_STACK
reference_validation,SHORT,2025-02-18 00:30:00+00:00,2025-02-18 01:15:00+00:00,0.75,2025-W08,95559.9,94460.96115,96372.15914999999,OFF,2025-02-18 01:15:00+00:00,0.75,S1_STACK
reference_validation,SHORT,2025-02-18 06:00:00+00:00,2025-02-18 10:00:00+00:00,4.0,2025-W08,95576.9,94477.76565,96389.30364999999,OFF,2025-02-18 10:00:00+00:00,4.0,S1_STACK
reference_validation,SHORT,2025-02-18 17:00:00+00:00,2025-02-18 21:15:00+00:00,4.25,2025-W08,94595.0,93507.1575,95399.0575,TP,2025-02-18 19:00:00+00:00,2.25,S1_STACK
reference_validation,SHORT,2025-02-24 16:00:00+00:00,2025-02-25 04:15:00+00:00,12.25,2025-W09,94295.9,93211.49715,95097.41514999999,SL,2025-02-24 17:15:00+00:00,1.5,S1_STACK
reference_validation,SHORT,2025-02-25 06:15:00+00:00,2025-02-25 12:30:00+00:00,6.25,2025-W09,91713.9,90659.19015,92493.46814999999,TP,2025-02-25 07:00:00+00:00,1.0,S1_STACK
reference_validation,SHORT,2025-02-25 12:45:00+00:00,2025-02-25 13:00:00+00:00,0.25,2025-W09,88944.3,87921.44055000001,89700.32655,OFF,2025-02-25 13:00:00+00:00,0.25,S1_STACK
reference_validation,SHORT,2025-02-25 15:00:00+00:00,2025-02-25 20:00:00+00:00,5.0,2025-W09,87132.0,86129.982,87872.622,TP,2025-02-25 15:30:00+00:00,0.75,S1_STACK
reference_validation,SHORT,2025-02-26 01:45:00+00:00,2025-02-26 02:00:00+00:00,0.25,2025-W09,88324.8,87309.06480000001,89075.56079999999,OFF,2025-02-26 02:00:00+00:00,0.25,S1_STACK
reference_validation,SHORT,2025-02-26 16:00:00+00:00,2025-02-27 00:30:00+00:00,8.5,2025-W09,87536.5,86529.83025,88280.56025,TP,2025-02-26 16:15:00+00:00,0.5,S1_STACK
reference_validation,SHORT,2025-02-27 20:00:00+00:00,2025-02-27 22:00:00+00:00,2.0,2025-W09,84084.0,83117.034,84798.71399999999,TP,2025-02-27 20:00:00+00:00,0.25,S1_STACK
reference_validation,SHORT,2025-02-27 22:15:00+00:00,2025-02-27 22:45:00+00:00,0.5,2025-W09,84164.9,83197.00365,84880.30165,OFF,2025-02-27 22:45:00+00:00,0.5,S1_STACK
reference_validation,SHORT,2025-02-28 01:45:00+00:00,2025-02-28 09:30:00+00:00,7.75,2025-W09,82486.1,81537.50985000002,83187.23185,TP,2025-02-28 02:00:00+00:00,0.5,S1_STACK
reference_validation,SHORT,2025-03-04 13:15:00+00:00,2025-03-04 14:45:00+00:00,1.5,2025-W10,83224.1,82267.02285000001,83931.50485,TP,2025-03-04 13:30:00+00:00,0.5,S1_STACK
reference_validation,SHORT,2025-03-04 15:00:00+00:00,2025-03-04 17:00:00+00:00,2.0,2025-W10,83157.1,82200.79335,83863.93535,TP,2025-03-04 15:15:00+00:00,0.5,S1_STACK
reference_validation,SHORT,2025-03-08 04:00:00+00:00,2025-03-08 04:45:00+00:00,0.75,2025-W10,85880.0,84892.38,86609.98,OFF,2025-03-08 04:45:00+00:00,0.75,S1_STACK
reference_validation,SHORT,2025-03-08 05:30:00+00:00,2025-03-08 05:45:00+00:00,0.25,2025-W10,86184.0,85192.884,86916.564,OFF,2025-03-08 05:45:00+00:00,0.25,S1_STACK
reference_validation,SHORT,2025-03-08 09:00:00+00:00,2025-03-08 09:15:00+00:00,0.25,2025-W10,86027.5,85038.18375000001,86758.73375,OFF,2025-03-08 09:15:00+00:00,0.25,S1_STACK
reference_validation,SHORT,2025-03-08 09:45:00+00:00,2025-03-08 12:30:00+00:00,2.75,2025-W10,86044.1,85054.59285000002,86775.47485,OFF,2025-03-08 12:30:00+00:00,2.75,S1_STACK
reference_validation,SHORT,2025-03-08 17:15:00+00:00,2025-03-08 19:30:00+00:00,2.25,2025-W10,85739.9,84753.89115,86468.68914999999,OFF,2025-03-08 19:30:00+00:00,2.25,S1_STACK
reference_validation,SHORT,2025-03-09 05:00:00+00:00,2025-03-09 07:30:00+00:00,2.5,2025-W10,86015.6,85026.42060000001,86746.7326,OFF,2025-03-09 07:30:00+00:00,2.5,S1_STACK
reference_validation,SHORT,2025-03-09 07:45:00+00:00,2025-03-09 20:15:00+00:00,12.5,2025-W10,85978.2,84989.4507,86709.0147,TP,2025-03-09 10:30:00+00:00,3.0,S1_STACK
reference_validation,SHORT,2025-03-09 22:00:00+00:00,2025-03-10 01:45:00+00:00,3.75,2025-W10,81820.6,80879.6631,82516.0751,TP,2025-03-09 22:30:00+00:00,0.75,S1_STACK
reference_validation,SHORT,2025-03-10 08:15:00+00:00,2025-03-10 09:30:00+00:00,1.25,2025-W11,82106.8,81162.5718,82804.7078,TP,2025-03-10 08:45:00+00:00,0.75,S1_STACK
reference_validation,SHORT,2025-03-10 10:15:00+00:00,2025-03-10 10:30:00+00:00,0.25,2025-W11,82184.9,81239.77365,82883.47164999999,OFF,2025-03-10 10:30:00+00:00,0.25,S1_STACK
reference_validation,SHORT,2025-03-10 15:00:00+00:00,2025-03-10 21:00:00+00:00,6.0,2025-W11,79813.7,78895.84245,80492.11644999999,SL,2025-03-10 15:30:00+00:00,0.75,S1_STACK
reference_validation,SHORT,2025-03-11 00:30:00+00:00,2025-03-11 01:45:00+00:00,1.25,2025-W11,77266.9,76378.33065,77923.66864999999,SL,2025-03-11 01:30:00+00:00,1.25,S1_STACK
reference_validation,SHORT,2025-03-12 18:00:00+00:00,2025-03-12 18:30:00+00:00,0.5,2025-W11,81811.7,80870.86545,82507.09945,SL,2025-03-12 18:15:00+00:00,0.5,S1_STACK
reference_validation,SHORT,2025-03-18 10:45:00+00:00,2025-03-18 19:00:00+00:00,8.25,2025-W12,82794.0,81841.869,83497.749,TP,2025-03-18 13:30:00+00:00,3.0,S1_STACK
reference_validation,LONG,2025-03-24 00:00:00+00:00,2025-03-24 13:00:00+00:00,13.0,2025-W13,86044.1,87033.60715000001,85312.72515000001,TP,2025-03-24 06:00:00+00:00,6.25,S1_STACK
reference_validation,LONG,2025-03-24 14:15:00+00:00,2025-03-24 19:45:00+00:00,5.5,2025-W13,88307.8,89323.33970000001,87557.18370000001,OFF,2025-03-24 19:45:00+00:00,5.5,S1_STACK
reference_validation,LONG,2025-03-24 20:00:00+00:00,2025-03-24 20:45:00+00:00,0.75,2025-W13,88162.3,89176.16645,87412.92045,OFF,2025-03-24 20:45:00+00:00,0.75,S1_STACK
reference_validation,LONG,2025-03-25 16:00:00+00:00,2025-03-25 18:45:00+00:00,2.75,2025-W13,87723.0,88731.81450000001,86977.3545,OFF,2025-03-25 18:45:00+00:00,2.75,S1_STACK
reference_validation,LONG,2025-03-25 19:00:00+00:00,2025-03-25 20:00:00+00:00,1.0,2025-W13,87771.5,88780.87225,87025.44225000001,OFF,2025-03-25 20:00:00+00:00,1.0,S1_STACK
reference_validation,LONG,2025-03-25 20:15:00+00:00,2025-03-25 21:00:00+00:00,0.75,2025-W13,88342.4,89358.3376,87591.4896,OFF,2025-03-25 21:00:00+00:00,0.75,S1_STACK
reference_validation,LONG,2025-03-25 21:15:00+00:00,2025-03-25 21:30:00+00:00,0.25,2025-W13,88081.6,89094.5384,87332.9064,OFF,2025-03-25 21:30:00+00:00,0.25,S1_STACK
reference_validation,LONG,2025-03-26 02:00:00+00:00,2025-03-26 02:15:00+00:00,0.25,2025-W13,87794.1,88803.73215000001,87047.85015000001,OFF,2025-03-26 02:15:00+00:00,0.25,S1_STACK
reference_validation,LONG,2025-03-26 06:45:00+00:00,2025-03-26 08:15:00+00:00,1.5,2025-W13,87724.9,88733.73635,86979.23835,OFF,2025-03-26 08:15:00+00:00,1.5,S1_STACK
reference_validation,LONG,2025-03-26 08:45:00+00:00,2025-03-26 12:00:00+00:00,3.25,2025-W13,88008.1,89020.19315,87260.03115000001,OFF,2025-03-26 12:00:00+00:00,3.25,S1_STACK
reference_validation,LONG,2025-03-27 05:15:00+00:00,2025-03-27 05:45:00+00:00,0.5,2025-W13,87439.9,88445.45885,86696.66085,OFF,2025-03-27 05:45:00+00:00,0.5,S1_STACK
reference_validation,LONG,2025-03-27 06:15:00+00:00,2025-03-27 06:30:00+00:00,0.25,2025-W13,87424.4,88429.7806,86681.2926,OFF,2025-03-27 06:30:00+00:00,0.25,S1_STACK
reference_validation,LONG,2025-03-27 10:15:00+00:00,2025-03-27 10:45:00+00:00,0.5,2025-W13,87430.3,88435.74845000001,86687.14245000001,OFF,2025-03-27 10:45:00+00:00,0.5,S1_STACK
reference_validation,SHORT,2025-03-30 20:15:00+00:00,2025-03-30 21:15:00+00:00,1.0,2025-W13,82538.7,81589.50495,83240.27894999999,OFF,2025-03-30 21:15:00+00:00,1.0,S1_STACK
reference_validation,SHORT,2025-03-30 21:30:00+00:00,2025-03-30 22:45:00+00:00,1.25,2025-W13,82548.6,81599.29110000002,83250.2631,TP,2025-03-30 22:00:00+00:00,0.75,S1_STACK
reference_validation,SHORT,2025-03-30 23:00:00+00:00,2025-03-31 05:15:00+00:00,6.25,2025-W13,82392.1,81444.59085000001,83092.43285,TP,2025-03-31 00:30:00+00:00,1.75,S1_STACK
reference_validation,SHORT,2025-03-31 09:30:00+00:00,2025-03-31 10:45:00+00:00,1.25,2025-W14,81471.9,80534.97314999999,82164.41114999999,OFF,2025-03-31 10:45:00+00:00,1.25,S1_STACK
reference_validation,SHORT,2025-04-05 12:15:00+00:00,2025-04-05 18:15:00+00:00,6.0,2025-W14,83481.2,82521.1662,84190.79019999999,TP,2025-04-05 13:45:00+00:00,1.75,S1_STACK
reference_validation,SHORT,2025-04-06 12:00:00+00:00,2025-04-07 01:15:00+00:00,13.25,2025-W14,82810.1,81857.78385,83513.98585,TP,2025-04-06 17:00:00+00:00,5.25,S1_STACK
reference_validation,SHORT,2025-04-07 03:45:00+00:00,2025-04-07 09:45:00+00:00,6.0,2025-W15,77383.8,76493.88630000001,78041.5623,TP,2025-04-07 06:15:00+00:00,2.75,S1_STACK
reference_validation,SHORT,2025-04-08 16:30:00+00:00,2025-04-09 04:45:00+00:00,12.25,2025-W15,78087.5,77189.49375000001,78751.24375,TP,2025-04-08 17:00:00+00:00,0.75,S1_STACK
reference_validation,SHORT,2025-04-09 11:30:00+00:00,2025-04-09 13:45:00+00:00,2.25,2025-W15,76528.9,75648.81765,77179.39564999999,SL,2025-04-09 13:30:00+00:00,2.25,S1_STACK
reference_validation,LONG,2025-04-14 09:15:00+00:00,2025-04-14 09:30:00+00:00,0.25,2025-W16,84825.5,85800.99325,84104.48325,OFF,2025-04-14 09:30:00+00:00,0.25,S1_STACK
reference_validation,LONG,2025-04-14 11:15:00+00:00,2025-04-14 13:45:00+00:00,2.5,2025-W16,84763.8,85738.5837,84043.3077,OFF,2025-04-14 13:45:00+00:00,2.5,S1_STACK
reference_validation,LONG,2025-04-14 14:30:00+00:00,2025-04-14 15:15:00+00:00,0.75,2025-W16,85045.7,86023.72555,84322.81155,OFF,2025-04-14 15:15:00+00:00,0.75,S1_STACK
reference_validation,LONG,2025-04-14 18:45:00+00:00,2025-04-14 20:30:00+00:00,1.75,2025-W16,84853.8,85829.6187,84132.5427,OFF,2025-04-14 20:30:00+00:00,1.75,S1_STACK
reference_validation,LONG,2025-04-14 21:00:00+00:00,2025-04-14 21:45:00+00:00,0.75,2025-W16,84806.7,85781.97705,84085.84305,OFF,2025-04-14 21:45:00+00:00,0.75,S1_STACK
reference_validation,LONG,2025-04-14 22:00:00+00:00,2025-04-14 22:15:00+00:00,0.25,2025-W16,84666.3,85639.96245,83946.63645,OFF,2025-04-14 22:15:00+00:00,0.25,S1_STACK
reference_validation,LONG,2025-04-15 01:45:00+00:00,2025-04-15 10:45:00+00:00,9.0,2025-W16,84973.6,85950.7964,84251.32440000001,TP,2025-04-15 09:45:00+00:00,8.25,S1_STACK
reference_validation,LONG,2025-04-15 13:45:00+00:00,2025-04-15 14:00:00+00:00,0.25,2025-W16,86012.1,87001.23915000001,85280.99715000001,OFF,2025-04-15 14:00:00+00:00,0.25,S1_STACK
reference_validation,LONG,2025-04-15 14:15:00+00:00,2025-04-15 14:30:00+00:00,0.25,2025-W16,85715.6,86701.32940000002,84987.01740000001,SL,2025-04-15 14:15:00+00:00,0.25,S1_STACK
reference_validation,LONG,2025-04-18 01:30:00+00:00,2025-04-18 01:45:00+00:00,0.25,2025-W16,85100.0,86078.65000000001,84376.65000000001,OFF,2025-04-18 01:45:00+00:00,0.25,S1_STACK
reference_validation,LONG,2025-04-18 02:30:00+00:00,2025-04-18 02:45:00+00:00,0.25,2025-W16,84923.9,85900.52485,84202.04685,OFF,2025-04-18 02:45:00+00:00,0.25,S1_STACK
reference_validation,LONG,2025-04-19 04:15:00+00:00,2025-04-19 11:30:00+00:00,7.25,2025-W16,84930.1,85906.79615000001,84208.19415000001,OFF,2025-04-19 11:30:00+00:00,7.25,S1_STACK
reference_validation,LONG,2025-04-19 11:45:00+00:00,2025-04-19 15:45:00+00:00,4.0,2025-W16,85171.8,86151.27570000001,84447.83970000001,OFF,2025-04-19 15:45:00+00:00,4.0,S1_STACK
reference_validation,LONG,2025-04-19 21:15:00+00:00,2025-04-19 23:15:00+00:00,2.0,2025-W16,85277.1,86257.78665000001,84552.24465000001,OFF,2025-04-19 23:15:00+00:00,2.0,S1_STACK
reference_validation,LONG,2025-04-20 02:00:00+00:00,2025-04-20 02:30:00+00:00,0.5,2025-W16,85267.7,86248.27855,84542.92455,OFF,2025-04-20 02:30:00+00:00,0.5,S1_STACK
reference_validation,LONG,2025-04-20 02:45:00+00:00,2025-04-20 03:15:00+00:00,0.5,2025-W16,85232.2,86212.37030000001,84507.7263,OFF,2025-04-20 03:15:00+00:00,0.5,S1_STACK
reference_validation,LONG,2025-04-21 00:00:00+00:00,2025-04-21 09:30:00+00:00,9.5,2025-W17,85138.9,86117.99735,84415.21935,TP,2025-04-21 00:15:00+00:00,0.5,S1_STACK
reference_validation,LONG,2025-04-21 10:00:00+00:00,2025-04-21 10:15:00+00:00,0.25,2025-W17,87473.3,88479.24295000001,86729.77695000001,OFF,2025-04-21 10:15:00+00:00,0.25,S1_STACK
reference_validation,LONG,2025-04-21 14:30:00+00:00,2025-04-21 17:00:00+00:00,2.5,2025-W17,88312.1,89327.68915,87561.44715,SL,2025-04-21 16:30:00+00:00,2.25,S1_STACK
reference_validation,LONG,2025-04-22 02:00:00+00:00,2025-04-22 06:30:00+00:00,4.5,2025-W17,88350.1,89366.12615000001,87599.12415,OFF,2025-04-22 06:30:00+00:00,4.5,S1_STACK
reference_validation,LONG,2025-04-22 07:00:00+00:00,2025-04-22 07:15:00+00:00,0.25,2025-W17,88196.0,89210.254,87446.334,OFF,2025-04-22 07:15:00+00:00,0.25,S1_STACK
reference_validation,LONG,2025-04-22 07:30:00+00:00,2025-04-22 21:00:00+00:00,13.5,2025-W17,88245.2,89260.01980000001,87495.1158,TP,2025-04-22 13:00:00+00:00,5.75,S1_STACK
reference_validation,LONG,2025-04-22 21:15:00+00:00,2025-04-23 03:15:00+00:00,6.0,2025-W17,91165.9,92214.30785,90390.98985,TP,2025-04-22 21:45:00+00:00,0.75,S1_STACK
reference_validation,LONG,2025-04-23 05:00:00+00:00,2025-04-23 10:15:00+00:00,5.25,2025-W17,93606.2,94682.6713,92810.5473,OFF,2025-04-23 10:15:00+00:00,5.25,S1_STACK
reference_validation,LONG,2025-04-23 17:30:00+00:00,2025-04-23 19:15:00+00:00,1.75,2025-W17,93719.5,94797.27425,92922.88425,OFF,2025-04-23 19:15:00+00:00,1.75,S1_STACK
reference_validation,LONG,2025-04-23 19:45:00+00:00,2025-04-23 21:45:00+00:00,2.0,2025-W17,93353.2,94426.76180000001,92559.6978,OFF,2025-04-23 21:45:00+00:00,2.0,S1_STACK
reference_validation,LONG,2025-04-24 00:00:00+00:00,2025-04-24 00:15:00+00:00,0.25,2025-W17,93632.2,94708.9703,92836.3263,OFF,2025-04-24 00:15:00+00:00,0.25,S1_STACK
reference_validation,LONG,2025-04-24 00:45:00+00:00,2025-04-24 01:00:00+00:00,0.25,2025-W17,93582.4,94658.5976,92786.94959999999,OFF,2025-04-24 01:00:00+00:00,0.25,S1_STACK
reference_validation,LONG,2025-04-24 19:00:00+00:00,2025-04-24 21:30:00+00:00,2.5,2025-W17,93326.8,94400.05820000001,92533.5222,OFF,2025-04-24 21:30:00+00:00,2.5,S1_STACK
reference_validation,LONG,2025-04-24 22:00:00+00:00,2025-04-25 02:15:00+00:00,4.25,2025-W17,93305.1,94378.10865000001,92512.00665000001,TP,2025-04-25 01:00:00+00:00,3.25,S1_STACK
reference_validation,LONG,2025-04-25 07:15:00+00:00,2025-04-25 17:45:00+00:00,10.5,2025-W17,93550.6,94626.43190000001,92755.41990000001,TP,2025-04-25 11:45:00+00:00,4.75,S1_STACK
reference_validation,LONG,2025-04-25 18:45:00+00:00,2025-04-25 19:00:00+00:00,0.25,2025-W17,95126.4,96220.3536,94317.8256,OFF,2025-04-25 19:00:00+00:00,0.25,S1_STACK
reference_validation,LONG,2025-04-26 02:00:00+00:00,2025-04-26 02:15:00+00:00,0.25,2025-W17,94962.3,96054.36645000002,94155.12045,OFF,2025-04-26 02:15:00+00:00,0.25,S1_STACK
reference_validation,LONG,2025-04-26 02:30:00+00:00,2025-04-26 03:30:00+00:00,1.0,2025-W17,94823.9,95914.37485000001,94017.89685,OFF,2025-04-26 03:30:00+00:00,1.0,S1_STACK
reference_validation,LONG,2025-04-28 09:00:00+00:00,2025-04-28 13:45:00+00:00,4.75,2025-W18,94661.9,95750.51185,93857.27385,OFF,2025-04-28 13:45:00+00:00,4.75,S1_STACK
reference_validation,LONG,2025-04-28 23:00:00+00:00,2025-04-29 02:45:00+00:00,3.75,2025-W18,94775.6,95865.51940000002,93970.00740000002,OFF,2025-04-29 02:45:00+00:00,3.75,S1_STACK
reference_validation,LONG,2025-04-29 07:45:00+00:00,2025-04-29 13:00:00+00:00,5.25,2025-W18,94756.6,95846.30090000002,93951.1689,OFF,2025-04-29 13:00:00+00:00,5.25,S1_STACK
reference_validation,LONG,2025-04-29 16:30:00+00:00,2025-04-29 17:00:00+00:00,0.5,2025-W18,95088.4,96181.9166,94280.1486,OFF,2025-04-29 17:00:00+00:00,0.5,S1_STACK
reference_validation,LONG,2025-04-29 17:15:00+00:00,2025-04-29 20:30:00+00:00,3.25,2025-W18,94990.0,96082.38500000001,94182.585,OFF,2025-04-29 20:30:00+00:00,3.25,S1_STACK
reference_validation,LONG,2025-04-30 10:30:00+00:00,2025-04-30 12:45:00+00:00,2.25,2025-W18,94879.0,95970.1085,94072.5285,OFF,2025-04-30 12:45:00+00:00,2.25,S1_STACK
reference_validation,LONG,2025-05-01 04:00:00+00:00,2025-05-01 14:00:00+00:00,10.0,2025-W18,94737.6,95827.08240000001,93932.3304,TP,2025-05-01 10:15:00+00:00,6.5,S1_STACK
reference_validation,LONG,2025-05-01 14:15:00+00:00,2025-05-01 17:45:00+00:00,3.5,2025-W18,96174.0,97280.001,95356.52100000001,TP,2025-05-01 15:00:00+00:00,1.0,S1_STACK
reference_validation,LONG,2025-05-01 18:00:00+00:00,2025-05-01 18:15:00+00:00,0.25,2025-W18,96746.5,97859.08475000001,95924.15475,OFF,2025-05-01 18:15:00+00:00,0.25,S1_STACK
reference_validation,LONG,2025-05-01 18:45:00+00:00,2025-05-01 19:00:00+00:00,0.25,2025-W18,96713.6,97825.80640000002,95891.5344,OFF,2025-05-01 19:00:00+00:00,0.25,S1_STACK
reference_validation,LONG,2025-05-02 01:00:00+00:00,2025-05-02 05:30:00+00:00,4.5,2025-W18,96973.9,98089.09985,96149.62185,OFF,2025-05-02 05:30:00+00:00,4.5,S1_STACK
reference_validation,LONG,2025-05-02 10:45:00+00:00,2025-05-02 14:00:00+00:00,3.25,2025-W18,96845.1,97958.81865000002,96021.91665000001,OFF,2025-05-02 14:00:00+00:00,3.25,S1_STACK
reference_validation,LONG,2025-05-02 14:15:00+00:00,2025-05-02 17:15:00+00:00,3.0,2025-W18,96784.9,97897.92635,95962.22835,OFF,2025-05-02 17:15:00+00:00,3.0,S1_STACK
reference_validation,LONG,2025-05-02 17:30:00+00:00,2025-05-02 19:00:00+00:00,1.5,2025-W18,97245.8,98364.12670000001,96419.21070000001,OFF,2025-05-02 19:00:00+00:00,1.5,S1_STACK
reference_validation,LONG,2025-05-07 08:00:00+00:00,2025-05-07 13:15:00+00:00,5.25,2025-W19,96940.0,98054.81000000001,96116.01000000001,OFF,2025-05-07 13:15:00+00:00,5.25,S1_STACK
reference_validation,LONG,2025-05-07 14:15:00+00:00,2025-05-07 15:00:00+00:00,0.75,2025-W19,97143.0,98260.14450000001,96317.28450000001,OFF,2025-05-07 15:00:00+00:00,0.75,S1_STACK
reference_validation,LONG,2025-05-07 15:30:00+00:00,2025-05-07 16:00:00+00:00,0.5,2025-W19,96972.6,98087.78490000001,96148.33290000001,OFF,2025-05-07 16:00:00+00:00,0.5,S1_STACK
reference_validation,LONG,2025-05-08 01:00:00+00:00,2025-05-08 12:00:00+00:00,11.0,2025-W19,97725.0,98848.83750000001,96894.33750000001,TP,2025-05-08 03:30:00+00:00,2.75,S1_STACK
reference_validation,LONG,2025-05-08 15:30:00+00:00,2025-05-09 02:30:00+00:00,11.0,2025-W19,100597.4,101754.2701,99742.3221,TP,2025-05-08 20:00:00+00:00,4.75,S1_STACK
reference_validation,LONG,2025-05-09 06:15:00+00:00,2025-05-09 08:45:00+00:00,2.5,2025-W19,102897.8,104081.12470000001,102023.16870000001,TP,2025-05-09 07:45:00+00:00,1.75,S1_STACK
reference_validation,LONG,2025-05-09 14:00:00+00:00,2025-05-09 14:30:00+00:00,0.5,2025-W19,103587.9,104779.16085,102707.40285,SL,2025-05-09 14:15:00+00:00,0.5,S1_STACK
reference_validation,LONG,2025-05-09 15:00:00+00:00,2025-05-09 15:30:00+00:00,0.5,2025-W19,103111.0,104296.7765,102234.5565,OFF,2025-05-09 15:30:00+00:00,0.5,S1_STACK
reference_validation,LONG,2025-05-09 18:45:00+00:00,2025-05-09 19:30:00+00:00,0.75,2025-W19,103267.3,104454.87395000001,102389.52795,OFF,2025-05-09 19:30:00+00:00,0.75,S1_STACK
reference_validation,LONG,2025-05-09 19:45:00+00:00,2025-05-09 21:15:00+00:00,1.5,2025-W19,103043.7,104228.70255,102167.82855,OFF,2025-05-09 21:15:00+00:00,1.5,S1_STACK
reference_validation,LONG,2025-05-10 06:00:00+00:00,2025-05-10 11:00:00+00:00,5.0,2025-W19,103319.9,104508.07885,102441.68085,OFF,2025-05-10 11:00:00+00:00,5.0,S1_STACK
reference_validation,LONG,2025-05-10 23:30:00+00:00,2025-05-11 03:00:00+00:00,3.5,2025-W19,104772.2,105977.0803,103881.6363,SL,2025-05-11 01:45:00+00:00,2.5,S1_STACK
reference_validation,LONG,2025-05-11 09:45:00+00:00,2025-05-11 14:00:00+00:00,4.25,2025-W19,104233.9,105432.58985,103347.91185,OFF,2025-05-11 14:00:00+00:00,4.25,S1_STACK
