partition,side,start_ts,end_ts,duration_h,week,entry,tp,sl,outcome,first_exit_ts,first_hours,variant
development,SHORT,2022-01-03 16:45:00+00:00,2022-01-03 23:15:00+00:00,6.5,2022-W01,46430.08,45896.13408,46824.73568,TP,2022-01-03 20:15:00+00:00,3.75,S1_STACK
development,SHORT,2022-01-04 03:00:00+00:00,2022-01-04 03:45:00+00:00,0.75,2022-W01,46111.81,45581.524185,46503.760384999994,OFF,2022-01-04 03:45:00+00:00,0.75,S1_STACK
development,SHORT,2022-01-04 04:15:00+00:00,2022-01-04 04:30:00+00:00,0.25,2022-W01,46251.54,45719.64729,46644.67809,OFF,2022-01-04 04:30:00+00:00,0.25,S1_STACK
development,SHORT,2022-01-04 04:45:00+00:00,2022-01-04 05:30:00+00:00,0.75,2022-W01,46152.74,45621.98349,46545.03829,OFF,2022-01-04 05:30:00+00:00,0.75,S1_STACK
development,SHORT,2022-01-04 05:45:00+00:00,2022-01-04 06:30:00+00:00,0.75,2022-W01,46094.59,45564.502215,46486.39401499999,OFF,2022-01-04 06:30:00+00:00,0.75,S1_STACK
development,SHORT,2022-01-04 22:00:00+00:00,2022-01-05 00:45:00+00:00,2.75,2022-W01,46230.59,45698.938215,46623.55001499999,OFF,2022-01-05 00:45:00+00:00,2.75,S1_STACK
development,SHORT,2022-01-05 20:00:00+00:00,2022-01-06 07:30:00+00:00,11.5,2022-W01,44671.93,44158.202805,45051.641404999995,TP,2022-01-05 20:00:00+00:00,0.25,S1_STACK
development,SHORT,2022-01-06 07:45:00+00:00,2022-01-06 08:00:00+00:00,0.25,2022-W01,43049.99,42554.915115,43415.914914999994,OFF,2022-01-06 08:00:00+00:00,0.25,S1_STACK
development,SHORT,2022-01-06 09:30:00+00:00,2022-01-06 13:00:00+00:00,3.5,2022-W01,42743.34,42251.79159,43106.65839,OFF,2022-01-06 13:00:00+00:00,3.5,S1_STACK
development,SHORT,2022-01-06 16:30:00+00:00,2022-01-06 17:00:00+00:00,0.5,2022-W01,42854.61,42361.781985,43218.874185,OFF,2022-01-06 17:00:00+00:00,0.5,S1_STACK
development,SHORT,2022-01-07 03:15:00+00:00,2022-01-07 08:30:00+00:00,5.25,2022-W01,42769.09,42277.245465,43132.627264999996,TP,2022-01-07 03:15:00+00:00,0.25,S1_STACK
development,SHORT,2022-01-07 14:00:00+00:00,2022-01-07 17:00:00+00:00,3.0,2022-W01,41474.25,40997.296125,41826.781125,SL,2022-01-07 14:15:00+00:00,0.5,S1_STACK
development,SHORT,2022-01-07 17:45:00+00:00,2022-01-07 18:00:00+00:00,0.25,2022-W01,41873.41,41391.865785,42229.333985000005,OFF,2022-01-07 18:00:00+00:00,0.25,S1_STACK
development,SHORT,2022-01-07 20:15:00+00:00,2022-01-07 20:45:00+00:00,0.5,2022-W01,41707.39,41227.755015,42061.902814999994,OFF,2022-01-07 20:45:00+00:00,0.5,S1_STACK
development,SHORT,2022-01-07 22:45:00+00:00,2022-01-08 00:30:00+00:00,1.75,2022-W01,41555.72,41077.82922,41908.94362,OFF,2022-01-08 00:30:00+00:00,1.75,S1_STACK
development,SHORT,2022-01-08 17:00:00+00:00,2022-01-08 21:30:00+00:00,4.5,2022-W01,41342.06,40866.62631,41693.467509999995,TP,2022-01-08 17:45:00+00:00,1.0,S1_STACK
development,SHORT,2022-01-10 11:00:00+00:00,2022-01-10 16:30:00+00:00,5.5,2022-W02,41765.0,41284.7025,42120.002499999995,TP,2022-01-10 12:30:00+00:00,1.75,S1_STACK
development,SHORT,2022-01-17 01:15:00+00:00,2022-01-17 06:30:00+00:00,5.25,2022-W03,42849.67,42356.898795,43213.89219499999,TP,2022-01-17 05:00:00+00:00,4.0,S1_STACK
development,SHORT,2022-01-17 07:00:00+00:00,2022-01-17 07:15:00+00:00,0.25,2022-W03,42730.98,42239.573730000004,43094.19333,OFF,2022-01-17 07:15:00+00:00,0.25,S1_STACK
development,SHORT,2022-01-17 12:00:00+00:00,2022-01-17 14:45:00+00:00,2.75,2022-W03,42656.61,42166.058985,43019.191184999996,OFF,2022-01-17 14:45:00+00:00,2.75,S1_STACK
development,SHORT,2022-01-17 15:00:00+00:00,2022-01-17 22:45:00+00:00,7.75,2022-W03,42645.25,42154.829625,43007.734625,TP,2022-01-17 16:00:00+00:00,1.25,S1_STACK
development,SHORT,2022-01-18 04:15:00+00:00,2022-01-18 06:15:00+00:00,2.0,2022-W03,42025.91,41542.612035000006,42383.130235000004,OFF,2022-01-18 06:15:00+00:00,2.0,S1_STACK
development,SHORT,2022-01-18 08:15:00+00:00,2022-01-18 10:45:00+00:00,2.5,2022-W03,41843.18,41361.98343,42198.84703,OFF,2022-01-18 10:45:00+00:00,2.5,S1_STACK
development,SHORT,2022-01-18 11:00:00+00:00,2022-01-18 15:30:00+00:00,4.5,2022-W03,41909.99,41428.025115,42266.224915,TP,2022-01-18 13:15:00+00:00,2.5,S1_STACK
development,SHORT,2022-01-18 16:00:00+00:00,2022-01-18 16:45:00+00:00,0.75,2022-W03,41574.09,41095.987965,41927.469764999994,OFF,2022-01-18 16:45:00+00:00,0.75,S1_STACK
development,SHORT,2022-01-18 17:15:00+00:00,2022-01-18 19:00:00+00:00,1.75,2022-W03,41603.49,41125.049865,41957.119665,OFF,2022-01-18 19:00:00+00:00,1.75,S1_STACK
development,SHORT,2022-01-19 08:00:00+00:00,2022-01-19 10:00:00+00:00,2.0,2022-W03,41271.21,40796.591085,41622.015284999994,SL,2022-01-19 09:45:00+00:00,2.0,S1_STACK
development,SHORT,2022-01-19 10:15:00+00:00,2022-01-19 11:15:00+00:00,1.0,2022-W03,41441.91,40965.328035000006,41794.166235000004,SL,2022-01-19 11:00:00+00:00,1.0,S1_STACK
development,SHORT,2022-01-19 22:00:00+00:00,2022-01-19 22:45:00+00:00,0.75,2022-W03,41704.26,41224.66101,42058.74621,OFF,2022-01-19 22:45:00+00:00,0.75,S1_STACK
development,SHORT,2022-01-20 00:00:00+00:00,2022-01-20 01:00:00+00:00,1.0,2022-W03,41656.9,41177.84565,42010.98365,OFF,2022-01-20 01:00:00+00:00,1.0,S1_STACK
development,SHORT,2022-01-20 01:15:00+00:00,2022-01-20 02:15:00+00:00,1.0,2022-W03,41787.9,41307.33915,42143.09715,OFF,2022-01-20 02:15:00+00:00,1.0,S1_STACK
development,SHORT,2022-01-21 00:00:00+00:00,2022-01-21 08:00:00+00:00,8.0,2022-W03,40662.06,40194.44631,41007.687509999996,SL,2022-01-21 00:30:00+00:00,0.75,S1_STACK
development,SHORT,2022-01-21 11:45:00+00:00,2022-01-21 15:45:00+00:00,4.0,2022-W03,38853.73,38406.912105,39183.986705,TP,2022-01-21 12:30:00+00:00,1.0,S1_STACK
development,SHORT,2022-01-21 18:30:00+00:00,2022-01-22 10:45:00+00:00,16.25,2022-W03,38167.4,37728.4749,38491.8229,TP,2022-01-21 20:00:00+00:00,1.75,S1_STACK
development,SHORT,2022-01-22 11:00:00+00:00,2022-01-22 12:15:00+00:00,1.25,2022-W03,35460.75,35052.951375000004,35762.166375,TP,2022-01-22 11:30:00+00:00,0.75,S1_STACK
development,SHORT,2022-01-22 12:30:00+00:00,2022-01-22 12:45:00+00:00,0.25,2022-W03,35365.92,34959.21192,35666.53032,SL,2022-01-22 12:30:00+00:00,0.25,S1_STACK
development,SHORT,2022-01-22 15:30:00+00:00,2022-01-22 20:15:00+00:00,4.75,2022-W03,35012.84,34610.19234,35310.44914,SL,2022-01-22 16:00:00+00:00,0.75,S1_STACK
development,SHORT,2022-01-23 03:15:00+00:00,2022-01-23 04:15:00+00:00,1.0,2022-W03,34871.79,34470.764415000005,35168.200215,SL,2022-01-23 04:00:00+00:00,1.0,S1_STACK
development,SHORT,2022-01-23 05:15:00+00:00,2022-01-23 06:00:00+00:00,0.75,2022-W03,34978.62,34576.36587,35275.93827,SL,2022-01-23 05:45:00+00:00,0.75,S1_STACK
development,SHORT,2022-01-23 20:00:00+00:00,2022-01-23 20:15:00+00:00,0.25,2022-W03,34763.65,34363.868025,35059.141025,SL,2022-01-23 20:00:00+00:00,0.25,S1_STACK
development,SHORT,2022-01-23 20:30:00+00:00,2022-01-23 21:00:00+00:00,0.5,2022-W03,35071.05,34667.732925000004,35369.153925,OFF,2022-01-23 21:00:00+00:00,0.5,S1_STACK
development,SHORT,2022-01-24 07:00:00+00:00,2022-01-24 15:30:00+00:00,8.5,2022-W04,35259.21,34853.729085,35558.913284999995,TP,2022-01-24 07:45:00+00:00,1.0,S1_STACK
development,SHORT,2022-02-03 01:00:00+00:00,2022-02-03 05:30:00+00:00,4.5,2022-W05,36870.57,36446.558445,37183.969845,OFF,2022-02-03 05:30:00+00:00,4.5,S1_STACK
development,SHORT,2022-02-03 10:00:00+00:00,2022-02-03 14:45:00+00:00,4.75,2022-W05,36593.92,36173.08992,36904.96832,OFF,2022-02-03 14:45:00+00:00,4.75,S1_STACK
development,SHORT,2022-02-03 15:00:00+00:00,2022-02-03 15:15:00+00:00,0.25,2022-W05,36491.31,36071.659934999996,36801.486135,OFF,2022-02-03 15:15:00+00:00,0.25,S1_STACK
development,SHORT,2022-02-03 19:30:00+00:00,2022-02-03 21:15:00+00:00,1.75,2022-W05,36620.01,36198.879885,36931.280085,OFF,2022-02-03 21:15:00+00:00,1.75,S1_STACK
development,LONG,2022-02-04 20:00:00+00:00,2022-02-05 07:15:00+00:00,11.25,2022-W05,40703.33,41171.418295,40357.351695000005,SL,2022-02-04 22:00:00+00:00,2.25,S1_STACK
development,LONG,2022-02-05 10:45:00+00:00,2022-02-05 11:30:00+00:00,0.75,2022-W05,41488.62,41965.73913,41135.96673000001,OFF,2022-02-05 11:30:00+00:00,0.75,S1_STACK
development,LONG,2022-02-05 15:15:00+00:00,2022-02-05 16:45:00+00:00,1.5,2022-W05,41581.23,42059.414145,41227.78954500001,OFF,2022-02-05 16:45:00+00:00,1.5,S1_STACK
development,LONG,2022-02-05 19:00:00+00:00,2022-02-05 20:15:00+00:00,1.25,2022-W05,41659.8,42138.88770000001,41305.6917,OFF,2022-02-05 20:15:00+00:00,1.25,S1_STACK
development,LONG,2022-02-05 21:15:00+00:00,2022-02-05 23:30:00+00:00,2.25,2022-W05,41700.29,42179.843335000005,41345.837535000006,OFF,2022-02-05 23:30:00+00:00,2.25,S1_STACK
development,LONG,2022-02-06 10:00:00+00:00,2022-02-06 11:15:00+00:00,1.25,2022-W05,41631.0,42109.7565,41277.1365,OFF,2022-02-06 11:15:00+00:00,1.25,S1_STACK
development,LONG,2022-02-06 13:30:00+00:00,2022-02-06 14:45:00+00:00,1.25,2022-W05,41670.04,42149.245460000006,41315.84466,TP,2022-02-06 14:30:00+00:00,1.25,S1_STACK
development,LONG,2022-02-06 17:30:00+00:00,2022-02-06 18:00:00+00:00,0.5,2022-W05,41685.61,42164.994515000006,41331.282315000004,OFF,2022-02-06 18:00:00+00:00,0.5,S1_STACK
development,LONG,2022-02-06 20:00:00+00:00,2022-02-06 20:15:00+00:00,0.25,2022-W05,41692.8,42172.2672,41338.4112,OFF,2022-02-06 20:15:00+00:00,0.25,S1_STACK
development,LONG,2022-02-06 22:00:00+00:00,2022-02-06 23:00:00+00:00,1.0,2022-W05,41632.61,42111.385015,41278.732815,OFF,2022-02-06 23:00:00+00:00,1.0,S1_STACK
development,LONG,2022-02-06 23:15:00+00:00,2022-02-07 08:30:00+00:00,9.25,2022-W05,41695.47,42174.967905000005,41341.058505,TP,2022-02-06 23:15:00+00:00,0.25,S1_STACK
development,LONG,2022-02-07 12:45:00+00:00,2022-02-07 21:30:00+00:00,8.75,2022-W06,42674.11,43164.862265,42311.380065000005,TP,2022-02-07 14:30:00+00:00,2.0,S1_STACK
development,LONG,2022-02-07 22:00:00+00:00,2022-02-07 22:45:00+00:00,0.75,2022-W06,44071.3,44578.11995000001,43696.69395000001,OFF,2022-02-07 22:45:00+00:00,0.75,S1_STACK
development,LONG,2022-02-08 02:45:00+00:00,2022-02-08 03:00:00+00:00,0.25,2022-W06,44010.0,44516.115000000005,43635.915,OFF,2022-02-08 03:00:00+00:00,0.25,S1_STACK
development,LONG,2022-02-08 03:30:00+00:00,2022-02-08 08:15:00+00:00,4.75,2022-W06,43944.99,44450.357385,43571.457585,TP,2022-02-08 05:45:00+00:00,2.5,S1_STACK
development,LONG,2022-02-09 13:00:00+00:00,2022-02-09 15:45:00+00:00,2.75,2022-W06,44120.43,44627.814945000006,43745.406345,OFF,2022-02-09 15:45:00+00:00,2.75,S1_STACK
development,LONG,2022-02-09 16:00:00+00:00,2022-02-09 16:15:00+00:00,0.25,2022-W06,43855.18,44359.51457000001,43482.410970000004,OFF,2022-02-09 16:15:00+00:00,0.25,S1_STACK
development,LONG,2022-02-09 17:45:00+00:00,2022-02-09 18:15:00+00:00,0.5,2022-W06,44142.84,44650.48266,43767.62586,OFF,2022-02-09 18:15:00+00:00,0.5,S1_STACK
development,LONG,2022-02-09 18:45:00+00:00,2022-02-09 23:30:00+00:00,4.75,2022-W06,44095.2,44602.2948,43720.3908,TP,2022-02-09 19:15:00+00:00,0.75,S1_STACK
development,LONG,2022-02-10 12:00:00+00:00,2022-02-10 13:45:00+00:00,1.75,2022-W06,44815.73,45331.110895000005,44434.79629500001,SL,2022-02-10 13:30:00+00:00,1.75,S1_STACK
development,LONG,2022-02-10 16:15:00+00:00,2022-02-10 19:15:00+00:00,3.0,2022-W06,44973.35,45490.543525,44591.076525000004,TP,2022-02-10 16:45:00+00:00,0.75,S1_STACK
development,LONG,2022-02-15 08:00:00+00:00,2022-02-15 16:00:00+00:00,8.0,2022-W07,43665.8,44167.9567,43294.6407,TP,2022-02-15 08:30:00+00:00,0.75,S1_STACK
development,LONG,2022-02-15 16:15:00+00:00,2022-02-15 16:30:00+00:00,0.25,2022-W07,44206.8,44715.17820000001,43831.0422,OFF,2022-02-15 16:30:00+00:00,0.25,S1_STACK
development,LONG,2022-02-15 22:15:00+00:00,2022-02-16 01:15:00+00:00,3.0,2022-W07,44101.0,44608.1615,43726.141500000005,TP,2022-02-15 23:30:00+00:00,1.5,S1_STACK
development,SHORT,2022-02-19 22:00:00+00:00,2022-02-19 22:45:00+00:00,0.75,2022-W07,39903.2,39444.3132,40242.377199999995,OFF,2022-02-19 22:45:00+00:00,0.75,S1_STACK
development,SHORT,2022-02-19 23:00:00+00:00,2022-02-19 23:15:00+00:00,0.25,2022-W07,39991.6,39531.6966,40331.5286,OFF,2022-02-19 23:15:00+00:00,0.25,S1_STACK
development,SHORT,2022-02-20 01:00:00+00:00,2022-02-20 02:00:00+00:00,1.0,2022-W07,39908.9,39449.94765,40248.12565,OFF,2022-02-20 02:00:00+00:00,1.0,S1_STACK
development,SHORT,2022-02-20 02:30:00+00:00,2022-02-20 15:45:00+00:00,13.25,2022-W07,39950.9,39491.46465,40290.48265,TP,2022-02-20 04:30:00+00:00,2.25,S1_STACK
development,SHORT,2022-02-20 21:15:00+00:00,2022-02-20 22:30:00+00:00,1.25,2022-W07,38170.4,37731.44040000001,38494.8484,OFF,2022-02-20 22:30:00+00:00,1.25,S1_STACK
development,SHORT,2022-02-21 13:15:00+00:00,2022-02-21 14:30:00+00:00,1.25,2022-W08,37645.5,37212.57675,37965.48675,SL,2022-02-21 14:15:00+00:00,1.25,S1_STACK
development,SHORT,2022-02-21 18:45:00+00:00,2022-02-22 07:00:00+00:00,12.25,2022-W08,37759.0,37324.7715,38079.951499999996,SL,2022-02-21 18:45:00+00:00,0.25,S1_STACK
development,SHORT,2022-02-22 07:15:00+00:00,2022-02-22 08:15:00+00:00,1.0,2022-W08,36792.0,36368.892,37104.731999999996,OFF,2022-02-22 08:15:00+00:00,1.0,S1_STACK
development,SHORT,2022-02-23 21:00:00+00:00,2022-02-24 08:00:00+00:00,11.0,2022-W08,37662.3,37229.18355,37982.42955,TP,2022-02-23 22:00:00+00:00,1.25,S1_STACK
development,LONG,2022-03-02 00:00:00+00:00,2022-03-02 01:30:00+00:00,1.5,2022-W09,44393.6,44904.1264,44016.2544,SL,2022-03-02 00:30:00+00:00,0.75,S1_STACK
development,LONG,2022-03-02 02:15:00+00:00,2022-03-02 02:30:00+00:00,0.25,2022-W09,44065.2,44571.9498,43690.6458,OFF,2022-03-02 02:30:00+00:00,0.25,S1_STACK
development,LONG,2022-03-02 03:30:00+00:00,2022-03-02 05:30:00+00:00,2.0,2022-W09,44138.5,44646.09275,43763.32275,OFF,2022-03-02 05:30:00+00:00,2.0,S1_STACK
development,LONG,2022-03-02 05:45:00+00:00,2022-03-02 06:15:00+00:00,0.5,2022-W09,44240.6,44749.3669,43864.5549,OFF,2022-03-02 06:15:00+00:00,0.5,S1_STACK
development,LONG,2022-03-02 11:15:00+00:00,2022-03-02 12:30:00+00:00,1.25,2022-W09,44172.0,44679.978,43796.538,OFF,2022-03-02 12:30:00+00:00,1.25,S1_STACK
development,LONG,2022-03-02 15:30:00+00:00,2022-03-02 18:00:00+00:00,2.5,2022-W09,44378.2,44888.5493,44000.9853,SL,2022-03-02 16:00:00+00:00,0.75,S1_STACK
development,SHORT,2022-03-07 21:00:00+00:00,2022-03-07 22:30:00+00:00,1.5,2022-W10,37560.5,37128.55425,37879.76425,SL,2022-03-07 21:00:00+00:00,0.25,S1_STACK
development,SHORT,2022-03-11 04:00:00+00:00,2022-03-11 06:00:00+00:00,2.0,2022-W10,38703.1,38258.01435,39032.076349999996,OFF,2022-03-11 06:00:00+00:00,2.0,S1_STACK
development,SHORT,2022-03-11 20:00:00+00:00,2022-03-11 21:30:00+00:00,1.5,2022-W10,38776.0,38330.076,39105.596,TP,2022-03-11 20:45:00+00:00,1.0,S1_STACK
development,SHORT,2022-03-13 00:00:00+00:00,2022-03-13 01:15:00+00:00,1.25,2022-W10,38792.7,38346.58395,39122.43794999999,OFF,2022-03-13 01:15:00+00:00,1.25,S1_STACK
development,SHORT,2022-03-13 01:45:00+00:00,2022-03-13 02:15:00+00:00,0.5,2022-W10,39030.0,38581.155,39361.755,OFF,2022-03-13 02:15:00+00:00,0.5,S1_STACK
development,SHORT,2022-03-13 12:00:00+00:00,2022-03-13 14:30:00+00:00,2.5,2022-W10,38727.3,38281.936050000004,39056.48205,OFF,2022-03-13 14:30:00+00:00,2.5,S1_STACK
development,SHORT,2022-03-13 15:00:00+00:00,2022-03-13 15:15:00+00:00,0.25,2022-W10,38817.3,38370.90105000001,39147.24705,OFF,2022-03-13 15:15:00+00:00,0.25,S1_STACK
development,SHORT,2022-03-13 20:15:00+00:00,2022-03-14 03:45:00+00:00,7.5,2022-W10,38670.9,38226.18465,38999.60265,TP,2022-03-13 22:45:00+00:00,2.75,S1_STACK
development,LONG,2022-03-18 18:00:00+00:00,2022-03-18 22:45:00+00:00,4.75,2022-W11,41634.6,42113.3979,41280.7059,TP,2022-03-18 20:00:00+00:00,2.25,S1_STACK
development,LONG,2022-03-18 23:15:00+00:00,2022-03-19 00:00:00+00:00,0.75,2022-W11,41796.4,42277.058600000004,41441.130600000004,OFF,2022-03-19 00:00:00+00:00,0.75,S1_STACK
development,LONG,2022-03-19 00:15:00+00:00,2022-03-19 01:30:00+00:00,1.25,2022-W11,41779.9,42260.368850000006,41424.77085,OFF,2022-03-19 01:30:00+00:00,1.25,S1_STACK
development,LONG,2022-03-19 05:45:00+00:00,2022-03-19 06:00:00+00:00,0.25,2022-W11,41781.4,42261.8861,41426.25810000001,OFF,2022-03-19 06:00:00+00:00,0.25,S1_STACK
development,LONG,2022-03-19 11:45:00+00:00,2022-03-19 14:00:00+00:00,2.25,2022-W11,41754.8,42234.980200000005,41399.88420000001,OFF,2022-03-19 14:00:00+00:00,2.25,S1_STACK
development,LONG,2022-03-19 14:30:00+00:00,2022-03-19 17:30:00+00:00,3.0,2022-W11,41732.0,42211.918000000005,41377.278,OFF,2022-03-19 17:30:00+00:00,3.0,S1_STACK
development,LONG,2022-03-19 17:45:00+00:00,2022-03-19 22:15:00+00:00,4.5,2022-W11,41841.9,42323.08185,41486.243850000006,TP,2022-03-19 20:30:00+00:00,3.0,S1_STACK
development,LONG,2022-03-20 00:15:00+00:00,2022-03-20 00:45:00+00:00,0.5,2022-W11,42249.1,42734.96465,41889.98265,OFF,2022-03-20 00:45:00+00:00,0.5,S1_STACK
development,LONG,2022-03-20 07:15:00+00:00,2022-03-20 07:30:00+00:00,0.25,2022-W11,41911.1,42393.07765,41554.85565,OFF,2022-03-20 07:30:00+00:00,0.25,S1_STACK
development,LONG,2022-03-22 12:00:00+00:00,2022-03-22 15:00:00+00:00,3.0,2022-W12,42976.9,43471.13435000001,42611.59635000001,OFF,2022-03-22 15:00:00+00:00,3.0,S1_STACK
development,LONG,2022-03-22 21:45:00+00:00,2022-03-22 22:15:00+00:00,0.5,2022-W12,42792.0,43284.108,42428.268000000004,OFF,2022-03-22 22:15:00+00:00,0.5,S1_STACK
development,LONG,2022-03-22 22:30:00+00:00,2022-03-22 22:45:00+00:00,0.25,2022-W12,42593.2,43083.0218,42231.1578,OFF,2022-03-22 22:45:00+00:00,0.25,S1_STACK
development,LONG,2022-03-23 22:00:00+00:00,2022-03-24 04:00:00+00:00,6.0,2022-W12,42358.3,42845.420450000005,41998.25445000001,TP,2022-03-23 23:45:00+00:00,2.0,S1_STACK
development,LONG,2022-03-24 04:15:00+00:00,2022-03-24 05:15:00+00:00,1.0,2022-W12,42772.4,43264.282600000006,42408.8346,OFF,2022-03-24 05:15:00+00:00,1.0,S1_STACK
development,LONG,2022-03-24 06:00:00+00:00,2022-03-24 10:15:00+00:00,4.25,2022-W12,42986.6,43480.9459,42621.2139,TP,2022-03-24 06:15:00+00:00,0.5,S1_STACK
development,LONG,2022-03-24 15:00:00+00:00,2022-03-24 21:00:00+00:00,6.0,2022-W12,43562.0,44062.963,43191.723000000005,TP,2022-03-24 16:00:00+00:00,1.25,S1_STACK
development,LONG,2022-03-24 22:45:00+00:00,2022-03-24 23:00:00+00:00,0.25,2022-W12,44023.7,44529.97255,43649.49855,OFF,2022-03-24 23:00:00+00:00,0.25,S1_STACK
development,LONG,2022-03-24 23:45:00+00:00,2022-03-25 00:15:00+00:00,0.5,2022-W12,43951.2,44456.6388,43577.614799999996,OFF,2022-03-25 00:15:00+00:00,0.5,S1_STACK
development,LONG,2022-03-25 01:15:00+00:00,2022-03-25 02:45:00+00:00,1.5,2022-W12,43997.4,44503.37010000001,43623.4221,OFF,2022-03-25 02:45:00+00:00,1.5,S1_STACK
development,LONG,2022-03-25 05:00:00+00:00,2022-03-25 07:45:00+00:00,2.75,2022-W12,44082.7,44589.65105,43707.99705,OFF,2022-03-25 07:45:00+00:00,2.75,S1_STACK
development,LONG,2022-03-25 10:15:00+00:00,2022-03-25 15:30:00+00:00,5.25,2022-W12,44090.4,44597.439600000005,43715.6316,TP,2022-03-25 11:30:00+00:00,1.5,S1_STACK
development,LONG,2022-03-25 21:00:00+00:00,2022-03-25 22:30:00+00:00,1.5,2022-W12,44525.1,45037.13865,44146.63665,OFF,2022-03-25 22:30:00+00:00,1.5,S1_STACK
development,LONG,2022-03-26 08:00:00+00:00,2022-03-26 09:15:00+00:00,1.25,2022-W12,44482.8,44994.35220000001,44104.696200000006,OFF,2022-03-26 09:15:00+00:00,1.25,S1_STACK
development,LONG,2022-03-26 09:30:00+00:00,2022-03-26 09:45:00+00:00,0.25,2022-W12,44454.4,44965.62560000001,44076.5376,OFF,2022-03-26 09:45:00+00:00,0.25,S1_STACK
development,LONG,2022-03-26 10:00:00+00:00,2022-03-26 10:15:00+00:00,0.25,2022-W12,44455.2,44966.4348,44077.330799999996,OFF,2022-03-26 10:15:00+00:00,0.25,S1_STACK
development,LONG,2022-03-26 22:00:00+00:00,2022-03-26 22:45:00+00:00,0.75,2022-W12,44417.3,44928.09895000001,44039.75295,OFF,2022-03-26 22:45:00+00:00,0.75,S1_STACK
development,LONG,2022-03-27 00:00:00+00:00,2022-03-27 04:30:00+00:00,4.5,2022-W12,44489.3,45000.92695000001,44111.14095000001,OFF,2022-03-27 04:30:00+00:00,4.5,S1_STACK
development,LONG,2022-03-27 05:15:00+00:00,2022-03-27 05:30:00+00:00,0.25,2022-W12,44634.1,45147.39215,44254.71015,OFF,2022-03-27 05:30:00+00:00,0.25,S1_STACK
development,LONG,2022-03-27 08:00:00+00:00,2022-03-27 08:30:00+00:00,0.5,2022-W12,44719.9,45234.178850000004,44339.78085,OFF,2022-03-27 08:30:00+00:00,0.5,S1_STACK
development,LONG,2022-03-27 14:30:00+00:00,2022-03-27 15:15:00+00:00,0.75,2022-W12,44690.8,45204.74420000001,44310.9282,OFF,2022-03-27 15:15:00+00:00,0.75,S1_STACK
development,LONG,2022-03-27 15:30:00+00:00,2022-03-27 20:15:00+00:00,4.75,2022-W12,44800.0,45315.200000000004,44419.200000000004,OFF,2022-03-27 20:15:00+00:00,4.75,S1_STACK
development,LONG,2022-03-27 20:45:00+00:00,2022-03-28 06:15:00+00:00,9.5,2022-W12,46174.9,46705.91135,45782.41335,TP,2022-03-27 21:30:00+00:00,1.0,S1_STACK
development,LONG,2022-03-28 07:15:00+00:00,2022-03-28 07:30:00+00:00,0.25,2022-W13,47057.5,47598.661250000005,46657.51125,OFF,2022-03-28 07:30:00+00:00,0.25,S1_STACK
development,LONG,2022-03-28 10:00:00+00:00,2022-03-28 16:30:00+00:00,6.5,2022-W13,47135.2,47677.2548,46734.5508,TP,2022-03-28 13:45:00+00:00,4.0,S1_STACK
development,LONG,2022-03-28 16:45:00+00:00,2022-03-28 17:15:00+00:00,0.5,2022-W13,47468.6,48014.488900000004,47065.1169,OFF,2022-03-28 17:15:00+00:00,0.5,S1_STACK
development,LONG,2022-03-28 17:45:00+00:00,2022-03-28 21:45:00+00:00,4.0,2022-W13,47540.0,48086.71000000001,47135.91,TP,2022-03-28 18:45:00+00:00,1.25,S1_STACK
development,LONG,2022-03-29 05:00:00+00:00,2022-03-29 07:15:00+00:00,2.25,2022-W13,47579.2,48126.3608,47174.7768,OFF,2022-03-29 07:15:00+00:00,2.25,S1_STACK
development,LONG,2022-03-29 07:30:00+00:00,2022-03-29 07:45:00+00:00,0.25,2022-W13,47489.5,48035.629250000005,47085.839250000005,OFF,2022-03-29 07:45:00+00:00,0.25,S1_STACK
development,LONG,2022-03-29 09:30:00+00:00,2022-03-29 10:15:00+00:00,0.75,2022-W13,47611.3,48158.82995000001,47206.603950000004,OFF,2022-03-29 10:15:00+00:00,0.75,S1_STACK
development,LONG,2022-03-29 11:00:00+00:00,2022-03-29 14:15:00+00:00,3.25,2022-W13,47596.4,48143.7586,47191.8306,OFF,2022-03-29 14:15:00+00:00,3.25,S1_STACK
development,LONG,2022-03-29 14:30:00+00:00,2022-03-29 15:45:00+00:00,1.25,2022-W13,47774.4,48323.80560000001,47368.3176,OFF,2022-03-29 15:45:00+00:00,1.25,S1_STACK
development,LONG,2022-03-31 13:00:00+00:00,2022-03-31 13:30:00+00:00,0.5,2022-W13,47383.4,47928.309100000006,46980.6411,OFF,2022-03-31 13:30:00+00:00,0.5,S1_STACK
development,LONG,2022-04-05 03:00:00+00:00,2022-04-05 06:45:00+00:00,3.75,2022-W14,46610.1,47146.11615,46213.914150000004,OFF,2022-04-05 06:45:00+00:00,3.75,S1_STACK
development,LONG,2022-04-05 12:00:00+00:00,2022-04-05 13:15:00+00:00,1.25,2022-W14,46673.3,47210.04295,46276.57695,OFF,2022-04-05 13:15:00+00:00,1.25,S1_STACK
development,SHORT,2022-04-08 13:15:00+00:00,2022-04-08 14:30:00+00:00,1.25,2022-W14,42992.0,42497.592000000004,43357.432,SL,2022-04-08 14:00:00+00:00,1.0,S1_STACK
