family,lookback_min,state_bin,hold_min,N,WR,net,exp,PF,DD,LS,formal_pass,pooled_gate,era_gate,wr55_years,min_forward_exp,min_year_exp,min_year_wr,N_2022,WR_2022,net_2022,exp_2022,PF_2022,DD_2022,LS_2022,N_2023,WR_2023,net_2023,exp_2023,PF_2023,DD_2023,LS_2023,N_2024,WR_2024,net_2024,exp_2024,PF_2024,DD_2024,LS_2024
RANGE_POS,240,LOW,960,404,51.23762376237624,-138.51562665359486,-0.3428604620138487,0.919169591391775,295.65475743649404,10,False,False,False,0,-0.379881808181904,-0.379881808181904,47.5177304964539,122,54.91803278688525,-35.6278982862344,-0.29203195316585573,0.9442020170699235,131.9083917242348,7,141,47.5177304964539,-53.563334953648464,-0.379881808181904,0.8771527449280083,152.27333804555118,7,141,51.77304964539007,-49.32439341371202,-0.3498183930050498,0.9228252167482648,241.8900200156713,10
TREND,15,MID,240,419,41.05011933174224,-309.3674692846219,-0.7383471820635368,0.7110091222315733,312.5973416854366,9,False,False,False,0,-0.3828735729251504,-1.6839769532778077,35.53719008264463,121,35.53719008264463,-203.76121134661474,-1.6839769532778077,0.5178292403248297,205.00477836787817,9,168,44.642857142857146,-55.832693457737605,-0.3323374610579619,0.8258928688724152,135.36640677722065,8,130,41.53846153846154,-49.77356448026955,-0.3828735729251504,0.8478979530192092,90.29782481334823,6
TREND,120,LOW,720,344,48.837209302325576,-309.78206621127464,-0.9005292622420774,0.8028781320660521,404.0663066453586,7,False,False,False,1,-0.38518466580323585,-2.8623283472751124,40.98360655737705,122,40.98360655737705,-349.20405836756373,-2.8623283472751124,0.5619322286659867,389.60107538150123,6,98,46.93877551020408,87.18489071589035,0.8896417419988811,1.4251856677756254,49.93466667879846,4,124,58.06451612903226,-47.76289855960125,-0.38518466580323585,0.9161065476727468,186.94287194734906,7
RV,30,LOW,960,510,45.09803921568628,-238.73446522729486,-0.46810679456332327,0.874804846099685,307.2288356154846,8,False,False,False,0,-0.38577761425979246,-2.392856259912268,40.16393442622951,122,40.16393442622951,-291.9284637092967,-2.392856259912268,0.5856600312339044,307.2288356154846,8,232,46.98275862068966,113.37530630652942,0.488686665114351,1.186998274065823,144.827527200882,6,156,46.15384615384615,-60.18130782452762,-0.38577761425979246,0.8990323276236509,153.88283080415454,6
RANGE_POS,360,MID,360,344,43.02325581395349,-244.4037486663688,-0.7104760135650257,0.7880892100412276,291.8656169342008,10,False,False,False,0,-0.39146409849230906,-1.420503764517271,39.83739837398374,121,41.32231404958678,-171.88095550658977,-1.420503764517271,0.6821708868827234,206.8162113845113,7,123,39.83739837398374,-48.15008411455401,-0.39146409849230906,0.8410958705183385,121.53514845954841,10,100,49.0,-24.372709045225022,-0.24372709045225022,0.9212571983523454,84.10125645298143,5
TREND,360,HIGH,360,325,44.61538461538462,-127.16269372522495,-0.391269826846846,0.9016039136092524,155.72902617688896,10,False,False,False,0,-0.39213599024895257,-0.5629333811002137,43.44262295081967,122,43.44262295081967,-68.67787249422608,-0.5629333811002137,0.8912896638362295,123.52221142852844,7,85,47.05882352941176,-33.33155917116097,-0.39213599024895257,0.8694560437174752,114.15688264780789,4,118,44.06779661016949,-25.153262059837935,-0.21316323779523674,0.9379354562900653,155.72902617688905,10
DRIVE,15,MID,120,360,40.55555555555556,-233.13531695294225,-0.6475981026470617,0.6731668689335529,246.87626263385422,9,False,False,False,0,-0.39691948110277103,-1.4389512071833919,35.53719008264463,121,35.53719008264463,-174.11309606919042,-1.4389512071833919,0.49108680841788943,184.0255954070445,8,112,41.07142857142857,-44.45498188351036,-0.39691948110277103,0.7416610284859413,87.78832709438836,7,127,44.881889763779526,-14.567239000241486,-0.11470266929324005,0.9268377580719095,49.17620158394209,9
RV,120,MID,120,308,39.285714285714285,-263.89907382639234,-0.8568151747610141,0.6404674622601684,300.3306814602052,11,False,False,False,0,-0.4030442871750651,-1.6572424428280852,32.231404958677686,121,32.231404958677686,-200.5263355821983,-1.6572424428280852,0.446778488368101,206.75945325806276,11,63,38.095238095238095,-13.395246634485972,-0.21262296245215828,0.8889299323772084,45.346113004352944,8,124,46.774193548387096,-49.97749160970807,-0.4030442871750651,0.8008341829516463,84.21624566659311,8
EFFICIENCY,30,LOW,360,389,47.55784061696658,-227.7506265360165,-0.5854771890386029,0.807902168135168,231.18070606492384,6,False,False,False,0,-0.4051282558323177,-1.4712573827221824,45.08196721311475,122,45.08196721311475,-179.49340069210626,-1.4712573827221824,0.6756161109398227,187.0845144983697,5,144,47.91666666666667,1.573549623464821,0.010927427940727923,1.005081007793249,54.191487288197,5,123,49.59349593495935,-49.83077546737508,-0.4051282558323177,0.8455186764071273,81.41117550594845,6
DRIVE,60,MID,720,327,43.425076452599384,-288.7804765932783,-0.883120723526845,0.8020783440455935,404.2804664301102,10,False,False,False,0,-0.4062813965902791,-2.1419174414829896,38.73873873873874,121,40.49586776859504,-259.17201041944173,-2.1419174414829896,0.668170050371449,314.2800773460098,10,111,38.73873873873874,-45.09723502152098,-0.4062813965902791,0.8724870607095405,130.87109618955517,7,95,52.63157894736842,15.48876884768442,0.16303967208088863,1.0477520748921798,120.63164837998747,6
RV,120,LOW,240,552,45.108695652173914,-225.61084920817444,-0.4087153065365479,0.8112545482378493,243.91329397549416,11,False,False,False,0,-0.4102362886185329,-0.5943833041654373,41.80327868852459,122,41.80327868852459,-72.51476310818335,-0.5943833041654373,0.7822399044128038,88.11914194712678,6,267,45.69288389513109,-109.53308906114829,-0.4102362886185329,0.7905806079204502,184.75289638195912,11,163,46.62576687116564,-43.56299703884278,-0.26725765054504774,0.8716027187959243,156.2345458670629,6
TREND,15,MID,360,419,40.572792362768496,-189.05825944217509,-0.4512130296949286,0.8352694885328897,246.6762563468244,9,False,False,False,0,-0.4124550381901545,-0.9982210885059875,38.01652892561984,121,38.01652892561984,-120.78475170922448,-0.9982210885059875,0.7211281019320103,141.12907657876727,9,168,43.452380952380956,-69.29244641594596,-0.4124550381901545,0.8064702783775216,172.348955358546,7,130,39.23076923076923,1.018938682995369,0.007837989869195146,1.002858032920349,137.7916322861743,7
DRIVE,240,MID,720,360,41.11111111111111,-505.5011358697103,-1.4041698218603065,0.7208047928699595,565.5667768636914,10,False,False,False,0,-0.41660949713150214,-3.971348249461183,36.36363636363637,121,36.36363636363637,-480.53313818480314,-3.971348249461183,0.4910071263801567,482.40824826423676,7,131,40.458015267175576,20.025828005295104,0.15286891607095499,1.0463764107791917,54.07443102985103,8,108,47.22222222222222,-44.99382569020223,-0.41660949713150214,0.8964870115382303,117.57680054316563,8
EFFICIENCY,60,MID,960,406,48.52216748768473,-327.6690395837905,-0.8070665999600751,0.83387716724823,422.9835148420361,7,False,False,False,0,-0.42047226445980684,-2.7048425898295316,47.107438016528924,121,47.107438016528924,-327.2859533693733,-2.7048425898295316,0.6573249423191486,422.9835148420361,7,147,48.29931972789115,57.64208628103607,0.3921230359254155,1.1309372976149246,69.2085974893352,6,138,50.0,-58.02517249545335,-0.42047226445980684,0.8994595218116713,175.6416774794085,7
RANGE_POS,15,MID,240,335,44.47761194029851,-154.8734851685278,-0.4623089109508292,0.8288252222103704,177.42265413699425,8,False,False,False,0,-0.4229765715538471,-0.8970929670918415,39.66942148760331,121,39.66942148760331,-108.54824901811283,-0.8970929670918415,0.7483619913344304,177.42265413699425,8,103,49.51456310679612,0.6251632920620591,0.0060695465248743604,1.0029032252515537,68.11393937288508,4,111,45.04504504504504,-46.95039944247703,-0.4229765715538471,0.8180692411881959,72.35979160183271,6
RV,240,HIGH,120,191,40.31413612565445,-183.7693231379485,-0.9621430530782644,0.7163807220161452,259.86004398278976,7,False,False,False,0,-0.4241707627181466,-1.4714574325036849,31.25,122,36.885245901639344,-179.51780676544956,-1.4714574325036849,0.6300476168545848,224.83704363117386,7,16,31.25,-6.786732203490345,-0.4241707627181466,0.8061099379634754,27.12655013184522,5,53,50.943396226415096,2.5352158309914268,0.047834260962102394,1.0198536821699835,34.62000209340154,6
DRIVE,120,MID,960,370,43.24324324324324,-340.1570248430795,-0.9193433103867014,0.8143464698064586,451.0987524577971,7,False,False,False,0,-0.4308686940204491,-2.1833060287708004,38.34586466165413,121,42.97520661157025,-264.18002948126684,-2.1833060287708004,0.6847120287163732,294.38092167799084,7,133,38.34586466165413,-57.30553630471973,-0.4308686940204491,0.8756690355695511,164.85048515099066,7,116,49.137931034482754,-18.671459057093,-0.1609608539404569,0.9649955325573802,178.23565982055638,6
RV,360,LOW,240,621,44.605475040257645,-286.5398813027082,-0.46141687810419996,0.7903330241823187,290.6497471758676,10,False,False,False,0,-0.4323851201866038,-0.8084454657652951,40.16393442622951,122,40.16393442622951,-98.630346823366,-0.8084454657652951,0.6823183584933756,103.2247768849723,6,298,43.95973154362416,-128.85076581560793,-0.4323851201866038,0.7859585578776932,187.30668958101023,10,201,48.258706467661696,-59.05876866373427,-0.293824719720071,0.8699672900996379,137.919276287736,6
RANGE_POS,240,HIGH,240,339,44.24778761061947,-129.25570134890762,-0.3812852547165417,0.8782085869227328,178.859488274426,7,False,False,False,0,-0.43549931869235214,-0.9255326543403054,41.228070175438596,122,41.80327868852459,-112.91498382951725,-0.9255326543403054,0.7874477549785551,178.859488274426,6,103,50.48543689320388,33.30620481153775,0.3233612117625024,1.1647517675415682,65.67288923634567,6,114,41.228070175438596,-49.64692233092814,-0.43549931869235214,0.8485882833598081,152.7934462884814,7
TREND,60,MID,360,427,43.559718969555036,-182.9586942185085,-0.4284746937201604,0.8314626171179316,255.3762275178237,8,False,False,False,0,-0.4431105994100297,-0.571768802619027,42.7027027027027,121,44.62809917355372,-69.18402511690226,-0.571768802619027,0.8523157063251584,159.20887280962359,6,185,42.7027027027027,-60.15828657299266,-0.3251799274215819,0.8291250645456123,124.10719093575307,7,121,43.80165289256198,-53.6163825286136,-0.4431105994100297,0.7977108055907868,82.86439367908761,8
RANGE_POS,360,LOW,120,406,47.783251231527096,-226.34146209255567,-0.5574912859422554,0.717991719419249,260.6291129734955,9,False,False,False,0,-0.44473143502395157,-0.9237521821557698,43.884892086330936,122,45.08196721311475,-112.69776622300392,-0.9237521821557698,0.6421257787090224,121.84708655793044,7,139,43.884892086330936,-61.81766946832927,-0.44473143502395157,0.6826253921763034,64.47150512554344,8,145,53.79310344827586,-51.826026401222514,-0.35742087173256903,0.8230702194354542,92.34736390404609,9
EFFICIENCY,240,LOW,960,361,41.82825484764543,-582.7727745400977,-1.6143290153465308,0.7104253147885025,659.3792957689891,9,False,False,False,0,-0.4460963039504306,-4.303793079155112,36.885245901639344,122,36.885245901639344,-525.0627556569236,-4.303793079155112,0.5001622416644379,527.084513188028,9,132,42.42424242424242,-9.977714360478053,-0.07558874515513676,0.9788052531659786,76.68089957111833,7,107,46.728971962616825,-47.732304522696076,-0.4460963039504306,0.9028415150625385,133.18610381196544,8
TREND,30,MID,360,455,46.37362637362637,-168.48232737765613,-0.37029082940144203,0.8575599793746329,169.00857793312233,7,False,False,False,0,-0.4511053834997746,-1.3472273522087066,42.14876033057851,121,42.14876033057851,-163.0145096172535,-1.3472273522087066,0.6709831610070099,169.00857793312233,6,193,47.66839378238342,58.13804131306553,0.301233374679096,1.1715293025802769,67.48756785521867,7,141,48.226950354609926,-63.60585907346822,-0.4511053834997746,0.8174506823990835,97.42068814060727,7
RANGE_POS,60,MID,960,347,48.70317002881844,-22.9682805623885,-0.06619101026624928,0.9848108525964735,254.98483522539573,9,False,False,False,0,-0.4539335595184374,-0.515017766063281,39.682539682539684,121,53.71900826446281,-62.317149693656994,-0.515017766063281,0.921823212818631,254.98483522539573,5,126,39.682539682539684,-57.195628499323114,-0.4539335595184374,0.8492440393304014,97.20508908815745,9,100,54.0,96.54449763059156,0.9654449763059156,1.2876537376695405,78.28079254092802,5
EFFICIENCY,15,LOW,120,360,40.833333333333336,-252.1931028473304,-0.7005363967981401,0.6518065371197248,265.93404852824244,9,False,False,False,0,-0.4566845398763518,-1.350626955970017,36.885245901639344,122,36.885245901639344,-164.77648862834207,-1.350626955970017,0.515283938669404,178.48641286248395,8,111,40.54054054054054,-50.69198392627505,-0.4566845398763518,0.7054162562513905,92.95392876879873,7,127,44.881889763779526,-36.72463029271328,-0.2891703172654589,0.826987507041333,55.084863901171325,9
RV,360,LOW,360,621,43.15619967793881,-275.80077552819995,-0.4441236320904991,0.8277007317099501,325.656706721521,9,False,False,False,0,-0.4575983257754574,-1.009195935114461,39.34426229508197,122,39.34426229508197,-123.12190408396425,-1.009195935114461,0.6628350822377275,150.84998547179904,7,298,41.946308724832214,-136.3643010810863,-0.4575983257754574,0.8080587331753413,234.69630607617142,9,201,47.2636815920398,-16.31457036314937,-0.08116701673208643,0.9689300430627187,122.09621930562626,5
RANGE_POS,240,LOW,720,404,49.257425742574256,-262.49255307109047,-0.6497340422551744,0.8426166970727084,384.04662801454754,9,False,False,False,1,-0.46950995658616446,-1.6174739894372656,44.26229508196721,122,44.26229508196721,-197.3318267113464,-1.6174739894372656,0.699570730568046,257.34006700738934,8,141,46.808510638297875,1.0401775189051214,0.007377145524149797,1.0026288866336275,122.9700529809974,9,141,56.02836879432624,-66.20090387864919,-0.46950995658616446,0.8924174794733619,225.74262899464625,5
RANGE_POS,120,LOW,120,388,45.876288659793815,-290.60273271376263,-0.7489761152416563,0.6436194157534869,315.67690303264004,8,False,False,False,1,-0.47235432092483337,-1.7891683843549746,38.52459016393443,122,38.52459016393443,-218.2785428913069,-1.7891683843549746,0.4133425271591631,218.2785428913069,8,131,39.69465648854962,-61.87841604115317,-0.47235432092483337,0.6757002202799047,88.2030681053081,8,135,58.51851851851851,-10.44577378130257,-0.07737610208372274,0.95863884166548,61.57539384168811,6
EFFICIENCY,360,MID,960,370,47.56756756756757,-41.8215222835218,-0.11303114130681569,0.9739150561479625,209.19756242956043,8,False,False,False,0,-0.4727948255167832,-0.8706262456374672,41.02564102564102,121,51.2396694214876,-105.34577572213352,-0.8706262456374672,0.854727640325137,177.38791009179323,5,117,41.02564102564102,-55.31699458546363,-0.4727948255167832,0.8483427448871665,183.95123601354993,8,132,50.0,118.84124802407531,0.9003124850308736,1.2314917182563438,102.38171064379156,5
DRIVE,60,LOW,120,403,42.67990074441687,-345.96942712502755,-0.8584849308313339,0.5939126595193925,360.0383714237903,10,False,False,False,0,-0.4728750622354943,-1.9455383924099137,31.967213114754102,122,31.967213114754102,-237.35568387400946,-1.9455383924099137,0.38052419181412483,244.59256535797365,10,140,41.42857142857143,-66.2025087129692,-0.4728750622354943,0.6525604936920827,75.36170466246756,7,141,53.191489361702125,-42.41123453804896,-0.3007888974329713,0.8475833209844195,70.28308185303109,6
EFFICIENCY,60,MID,120,407,41.52334152334152,-176.59117624913603,-0.43388495392908116,0.7694894889953535,191.54105854520643,13,False,False,False,0,-0.48136594842643493,-0.7456913732759375,35.53719008264463,121,35.53719008264463,-90.22865616638843,-0.7456913732759375,0.6757137661169671,103.95436164653647,8,147,42.857142857142854,-19.452653251473155,-0.13233097449981737,0.9110908759819031,66.78736552138541,13,139,45.32374100719424,-66.90986683127446,-0.48136594842643493,0.7513171881957359,81.83307288495938,9
RANGE_POS,60,HIGH,360,370,42.972972972972975,-72.22701306768703,-0.19520814342618115,0.9428614159643005,160.10998245678292,10,False,False,False,0,-0.4858228484014071,-0.9246311245422257,37.704918032786885,122,37.704918032786885,-112.80499719415154,-0.9246311245422257,0.8129370011144884,160.10998245678292,8,112,50.89285714285714,106.64989150905586,0.9522311741879987,1.4587584223084038,47.40910281822284,4,136,41.17647058823529,-66.07190738259136,-0.4858228484014071,0.8458281311973395,152.64013586135502,10
RANGE_POS,15,LOW,720,383,42.03655352480418,-559.556116737738,-1.4609820280358694,0.6933840727373005,746.9876297343465,8,False,False,False,1,-0.49346642118423734,-4.017682418096496,35.24590163934426,122,35.24590163934426,-490.15725500777245,-4.017682418096496,0.44114905229127555,493.7923483756205,8,134,35.82089552238806,-66.1245004386878,-0.49346642118423734,0.8242967440901896,138.48005450100544,8,127,55.118110236220474,-3.2743612912776996,-0.025782372372265352,0.9942707750095978,217.47230141768398,6
DRIVE,15,HIGH,720,338,46.74556213017752,143.24887539691971,0.4238132408192891,1.0966275599722486,141.4215687288101,8,False,False,False,0,-0.495053064449631,-0.495053064449631,40.5940594059406,122,50.81967213114754,21.55884969818308,0.17671188277199248,1.0289951547722445,118.70768549099989,6,115,47.82608695652174,171.6903852081493,1.4929598713752115,1.4780344507842558,63.81180661957784,5,101,40.5940594059406,-50.00035950941273,-0.495053064449631,0.8683483224233662,125.05369997111481,7
EFFICIENCY,360,MID,120,371,43.39622641509434,-263.78982300082475,-0.7110237816733821,0.6397630351618633,287.24053180207335,11,False,False,False,0,-0.4965277845652984,-1.4477742670500653,38.01652892561984,121,38.01652892561984,-175.1806863130579,-1.4477742670500653,0.4615503688033205,200.2669343019224,6,117,46.15384615384615,-22.570941340582138,-0.19291402855198408,0.8633841159975905,78.95795593324841,6,133,45.86466165413533,-66.03819534718468,-0.4965277845652984,0.726787637815522,72.69267855426045,6
DRIVE,240,LOW,120,387,45.99483204134367,-232.04903793024704,-0.5996099171324213,0.7150447965006411,263.65954396256154,9,False,False,False,0,-0.4988887091627117,-1.0548500453506802,41.80327868852459,122,41.80327868852459,-128.69170553278298,-1.0548500453506802,0.609411741726025,138.11921346192028,6,131,42.74809160305343,-36.50624536966067,-0.27867362877603563,0.817113927884623,72.23966714483063,7,134,52.98507462686567,-66.85108702780337,-0.4988887091627117,0.7656333297379547,96.4997568418276,9
EFFICIENCY,120,HIGH,120,358,42.45810055865922,-225.39050094643736,-0.6295824048783166,0.7301398041607223,258.4375026000014,7,False,False,False,0,-0.5019504476103506,-1.1042953253645829,39.34426229508197,122,39.34426229508197,-134.7240296944791,-1.1042953253645829,0.661865891020878,166.68493684178316,6,112,41.964285714285715,-28.42461574827479,-0.25379121203816773,0.8360000218287524,50.033170824147476,7,124,45.96774193548387,-62.24185550368347,-0.5019504476103506,0.7637499494227834,103.86260256661586,7
DRIVE,120,LOW,360,397,46.59949622166247,-367.6240198626058,-0.9260050878151279,0.7299635247028357,379.2008116944072,7,False,False,False,0,-0.5052131344319789,-2.2807175538393407,41.80327868852459,122,41.80327868852459,-278.2475415683996,-2.2807175538393407,0.5387721864946384,297.0220390896386,7,137,43.06569343065693,-69.2141994171811,-0.5052131344319789,0.7870246077663569,150.47185296132645,7,138,54.347826086956516,-20.162278877025052,-0.14610347012336994,0.9534491732759045,82.61436403291242,5
TREND,30,HIGH,120,311,39.228295819935695,-249.62150598380504,-0.8026414983402091,0.6808948303912079,281.56245426754754,9,False,False,False,0,-0.5081869034716158,-1.285579434278853,36.11111111111111,122,40.16393442622951,-156.84069098202005,-1.285579434278853,0.616880588209008,183.6220852903915,8,81,41.9753086419753,-37.89662942685048,-0.46785962255370966,0.7187311094698801,53.382931607571194,6,108,36.11111111111111,-54.884185574934506,-0.5081869034716158,0.769531736616404,83.38636159114151,9
RANGE_POS,120,LOW,240,388,46.649484536082475,-405.39476100740194,-1.0448318582665,0.6594077723193104,409.3266765725291,11,False,False,False,0,-0.5083106918906581,-2.267505513282214,42.62295081967213,122,42.62295081967213,-276.6356726204301,-2.267505513282214,0.48932527671114756,277.78263227390283,9,131,45.038167938931295,-60.137144981732945,-0.4590621754330759,0.7726598026784676,124.30738851607269,11,135,51.85185185185185,-68.62194340523885,-0.5083106918906581,0.8213124476733362,126.36593583356623,6
RV,60,LOW,240,512,44.921875,-267.15146394113293,-0.5217802030100253,0.7730261065429965,271.8178191218936,11,False,False,False,0,-0.5164878206988355,-1.3978543305814175,40.98360655737705,122,40.98360655737705,-170.53822833093292,-1.3978543305814175,0.5605793062604563,173.64913457659972,6,248,47.17741935483871,-23.271965070965436,-0.09383856883453805,0.9498842698124017,118.30670789037397,11,142,44.36619718309859,-73.34127053923464,-0.5164878206988355,0.7740228598640869,117.97844101485202,6
EFFICIENCY,360,MID,360,371,44.20485175202156,-132.64899938089576,-0.3575444727247864,0.8825625759224615,266.2937692803134,9,False,False,False,0,-0.5185937905810599,-1.2815757584535958,37.60683760683761,121,42.14876033057851,-155.0706667728851,-1.2815757584535958,0.7058466107206408,183.03224998591256,8,117,37.60683760683761,-60.675473497984015,-0.5185937905810599,0.7743735408767367,143.14355727475728,9,133,51.8796992481203,83.09714088997333,0.6247905330073182,1.2492169309078986,99.66931806307201,6
RV,30,MID,120,332,42.46987951807229,-253.1236113745254,-0.7624205161883295,0.6656782685128918,276.5565051144589,8,False,False,False,0,-0.5198646017633644,-1.2890004618285682,39.66942148760331,121,39.66942148760331,-155.96905588125676,-1.2890004618285682,0.5456738490445865,163.72386207385622,8,88,39.77272727272727,-45.74808495517606,-0.5198646017633644,0.7447101191498804,84.34336579814374,7,123,47.15447154471545,-51.40647053809255,-0.41793878486254105,0.7809019674784616,88.03336328310522,5
EFFICIENCY,60,HIGH,120,341,38.12316715542522,-318.3289561109441,-0.9335160003253492,0.6112897137801326,395.5012608128842,12,False,False,False,0,-0.5200911235018281,-1.8120813021384052,31.147540983606557,122,31.147540983606557,-221.07391886088544,-1.8120813021384052,0.4841836762102116,250.2709276583577,11,95,36.84210526315789,-49.40865673267367,-0.5200911235018281,0.634110192497521,53.417453840265296,9,124,45.96774193548387,-47.846380517385015,-0.38585790739826625,0.8125941579597741,109.40603432494645,12
RV,120,HIGH,720,236,52.54237288135594,-20.384883851401565,-0.08637662648898968,0.9855498597460466,263.6747915737001,6,False,False,False,0,-0.5230265273961394,-0.5230265273961394,45.714285714285715,122,53.278688524590166,-54.86655602196532,-0.44972586903250267,0.939665148262911,263.6747915737001,6,35,45.714285714285715,-18.30592845886488,-0.5230265273961394,0.865481491828758,41.68519075197482,5,79,54.43037974683544,52.78760062942855,0.6681974763218804,1.1445235701936358,82.47569681034655,5
DRIVE,360,MID,360,331,46.52567975830816,-326.1727958463369,-0.9854163016505646,0.7132436547666919,355.96444702014725,8,False,False,False,0,-0.5267029825645612,-2.2347110898042533,42.14876033057851,121,42.14876033057851,-270.40004186631467,-2.2347110898042533,0.5328938528462958,292.35931221707375,8,121,47.107438016528924,-8.896188531776307,-0.07352221927087857,0.9703211698760881,95.9989780446259,8,89,51.68539325842697,-46.87656544824595,-0.5267029825645612,0.8188864097655693,90.91107152489272,7
EFFICIENCY,360,LOW,360,334,46.706586826347305,-367.22336703436673,-1.099471158785529,0.689615664034796,397.0150182081772,8,False,False,False,0,-0.5267029825645612,-2.5704768254986803,41.80327868852459,122,41.80327868852459,-313.598172710839,-2.5704768254986803,0.4958890335459389,335.55744306159806,8,123,47.96747967479675,-6.748628875281767,-0.054866901425055015,0.9776697343854179,96.77785606993926,7,89,51.68539325842697,-46.87656544824595,-0.5267029825645612,0.8188864097655693,90.91107152489272,7
RANGE_POS,60,MID,120,347,42.65129682997118,-239.41893906673033,-0.6899681241116148,0.672343272524665,273.963692734328,7,False,False,False,0,-0.5305822944657966,-1.1793278447483255,39.66942148760331,121,39.66942148760331,-142.69866921454738,-1.1793278447483255,0.5699468842723057,165.24543639283445,6,126,43.65079365079365,-66.85336910269038,-0.5305822944657966,0.695011353779028,108.25262308983841,6,100,45.0,-29.866900749492594,-0.2986690074949259,0.8337815191863356,52.67670322883025,7
EFFICIENCY,60,MID,720,406,47.53694581280788,-267.8469585519583,-0.6597215727880746,0.8516821644708926,406.74532980442416,8,False,False,False,0,-0.5360882671195399,-2.726013472367142,42.97520661157025,121,42.97520661157025,-329.84763015642415,-2.726013472367142,0.613125281138243,406.74532980442416,8,147,49.65986394557823,135.98085246696226,0.9250398127004236,1.3375945312216115,60.72710698573119,6,138,49.275362318840585,-73.98018086249651,-0.5360882671195399,0.8656151035095545,159.25909108478288,7
RANGE_POS,360,LOW,240,406,50.73891625615764,-247.15337083260513,-0.6087521449078944,0.7728790174235315,267.2462533201025,6,False,False,False,0,-0.5372069945033935,-0.9132845742660144,47.482014388489205,122,51.63934426229508,-111.42071806045375,-0.9132845742660144,0.7424753149913019,122.43460614691865,6,139,47.482014388489205,-57.83763856915934,-0.41609811920258516,0.7834615654285773,99.81747392751329,6,145,53.103448275862064,-77.89501420299206,-0.5372069945033935,0.7994670774690794,120.90795240740982,5
DRIVE,60,HIGH,240,366,43.44262295081967,-163.0423672043156,-0.44547094864567105,0.853407713918675,244.87525626490054,13,False,False,False,0,-0.5400057067086415,-1.4380239541315625,38.52459016393443,122,38.52459016393443,-175.43892240405063,-1.4380239541315625,0.664847156098096,244.87525626490054,13,114,47.368421052631575,82.59729707185848,0.7245376936127936,1.3727383570609741,58.73163121755796,8,130,44.61538461538462,-70.20074187212339,-0.5400057067086415,0.8088013019439344,135.98942098402773,6
EFFICIENCY,15,HIGH,360,353,46.742209631728045,-235.44768861720587,-0.6669906193121979,0.8046782604213558,309.28331621250175,12,False,False,False,0,-0.5401607088057485,-1.0731437475620493,42.3728813559322,122,45.90163934426229,-130.92353720257003,-1.0731437475620493,0.775101012785424,188.62569258134815,10,118,42.3728813559322,-43.485991319586226,-0.368525350165985,0.8369075027916696,114.3621440096083,12,113,52.21238938053098,-61.03816009504958,-0.5401607088057485,0.8288605662472365,105.24627281035357,6
TREND,60,MID,240,427,44.730679156908664,-228.77790676266298,-0.5357796411303583,0.7757854559535458,287.41135103169603,9,False,False,False,0,-0.5408279447123786,-0.6187267890646628,44.32432432432433,121,44.62809917355372,-74.8659414768242,-0.6187267890646628,0.8206476300886367,126.2692209946585,8,185,44.32432432432433,-88.47178397564096,-0.478225859327789,0.7435976957546866,135.24558216500412,9,121,45.45454545454545,-65.44018131019781,-0.5408279447123786,0.746236123577458,90.24158868747176,7
EFFICIENCY,15,MID,720,382,45.811518324607334,-304.3007249378582,-0.7965987563818278,0.8320529868085386,422.9841378288596,6,False,False,False,0,-0.5450556294788481,-2.4891157941349547,44.62809917355372,121,44.62809917355372,-301.1830110903295,-2.4891157941349547,0.6533155807648366,312.7308829017267,6,136,45.588235294117645,65.01423983732725,0.478045881156818,1.1458746170085805,96.57002688328244,6,125,47.199999999999996,-68.13195368485601,-0.5450556294788481,0.8630367258814203,210.08224199537625,5
DRIVE,240,LOW,720,387,50.3875968992248,-191.8644252084262,-0.49577370854890496,0.878306585811063,335.70870458986553,7,False,False,False,1,-0.548169447949025,-1.6670243114874232,45.08196721311475,122,45.08196721311475,-203.37696600146563,-1.6670243114874232,0.6989976041016501,308.25597122256715,7,131,48.854961832061065,84.96724681820878,0.6486049375435785,1.2824045680819025,84.90475122631233,6,134,56.71641791044776,-73.45470602516934,-0.548169447949025,0.8775928333322992,229.30452290393333,5
TREND,30,MID,120,455,40.43956043956044,-252.97235173345993,-0.5559831906229888,0.6856970300075849,264.0638645346313,9,False,False,False,0,-0.5520661873056701,-1.0473531967069452,33.88429752066116,121,33.88429752066116,-126.72973680154037,-1.0473531967069452,0.5707682385745322,132.52187184104955,9,193,40.932642487046635,-48.401282521820086,-0.2507838472633165,0.8183689205483178,81.24618332933726,8,141,45.39007092198582,-77.84133241009948,-0.5520661873056701,0.67984810043633,83.14071017176137,8
TREND,360,MID,360,423,43.73522458628842,-351.3730451241636,-0.8306691374093702,0.7215816811142343,393.85305904041496,12,False,False,False,0,-0.5531678980434366,-1.671682499906093,40.88397790055249,121,41.32231404958678,-202.27358248863726,-1.671682499906093,0.6010217560851074,235.14877790746135,7,181,40.88397790055249,-82.1661469722705,-0.45395661310646684,0.8076603007820888,158.2373294043217,12,121,50.413223140495866,-66.93331566325583,-0.5531678980434366,0.7958484592674606,90.70295623481711,5
