excluded_year,n,event_rate,win_rate,mean_r,median_r,pf_r,cum_r,max_dd_r,max_loss_streak,median_hold_min,stop_rate,structural_exit_rate,pass_mean_gt_0,pass_pf_ge_1_10
2020,294,0.6190476190476191,0.5680272108843537,0.11435762415443321,0.18457356196565577,1.2986201716649257,33.621141501403365,6.513851283375695,6,157.5,0.3673469387755102,0.6326530612244898,True,True
2021,251,0.6454183266932271,0.5816733067729084,0.14858508201574638,0.24074074074074042,1.4057540800679613,37.29485558595234,6.513851283375694,6,160.0,0.350597609561753,0.649402390438247,True,True
2022,261,0.632183908045977,0.578544061302682,0.12945186949909349,0.24074074074074042,1.3403439366918153,33.7869379392634,6.136682825978465,6,155.0,0.367816091954023,0.632183908045977,True,True
2023,255,0.6313725490196078,0.5725490196078431,0.13578385552255143,0.18727490996399304,1.362529526336717,34.62488315825061,6.513851283375694,6,165.0,0.3568627450980392,0.6431372549019608,True,True
2024,247,0.611336032388664,0.562753036437247,0.10899916126997651,0.23474178403755763,1.2820924674875043,26.9227928336842,7.70946859697122,6,155.0,0.3684210526315789,0.631578947368421,True,True
2025,245,0.6285714285714286,0.5795918367346938,0.13836812369767118,0.2578397212543557,1.36530327506162,33.90019030592944,6.513851283375694,6,175.0,0.363265306122449,0.636734693877551,True,True
2026,259,0.6138996138996139,0.5675675675675675,0.11886966591566561,0.18187221396731848,1.3078575039638631,30.787243472157392,6.513851283375694,6,165.0,0.3745173745173745,0.6254826254826255,True,True
