lookback_min,max_hold_min,direction,character_rule,trades,tp_first_rate,net_win_rate,net_pnl,expectancy,pf,max_dd,max_loss_streak,timeout_rate,avg_minutes,exp_2bps,pf_2bps,net_2bps,y2022_n,y2022_tp_rate,y2022_net_wr,y2022_net,y2022_exp,y2022_pf,y2023_n,y2023_tp_rate,y2023_net_wr,y2023_net,y2023_exp,y2023_pf,y2024_n,y2024_tp_rate,y2024_net_wr,y2024_net,y2024_exp,y2024_pf,min_annual_tp_rate,a1020_n,a1020_tp_rate,a1020_good,a1035_n,a1035_tp_rate,a1035_good,a1050_n,a1050_tp_rate,a1050_good,a1065_n,a1065_tp_rate,a1065_good,good_anchors,eligible,high_wr_target_hit
60,90,LONG,DRIVE_DOWN__STR_B60_80,291,0.3917525773195876,0.39862542955326463,-175.64158196209638,-0.6035793194573759,0.32766759849287946,175.64158196209638,9,0.010309278350515464,15.56701030927835,-0.8035793194573759,0.2114374637955976,-233.8415819620964,102,0.38235294117647056,0.38235294117647056,-65.25,-0.6397058823529411,0.30952380952380953,100,0.4,0.42,-55.64158196209638,-0.5564158196209639,0.3510593940556776,89,0.39325842696629215,0.39325842696629215,-54.75,-0.6151685393258427,0.32407407407407407,0.38235294117647056,70,0.37142857142857144,False,63,0.3492063492063492,False,88,0.4318181818181818,False,70,0.4,False,0,False,False
