signal_ts,entry_ts,friday_wib,period,direction,avg_ticket,ticket_z7d,taker_imbalance,close_pos,pnl,win,reason
2024-11-01 13:30:00+00:00,2024-11-01 13:45:00+00:00,2024-11-01,discovery,LONG,6974.767788510329,2.3145610241758665,0.1957542283572371,0.6318994043679798,5.75,1,TP
2024-11-01 13:45:00+00:00,2024-11-01 14:00:00+00:00,2024-11-01,discovery,LONG,6779.28840001158,2.1174645216587877,0.06129274958209363,0.9541792547834739,-7.249999999999999,0,SL
2024-11-01 14:15:00+00:00,2024-11-01 14:30:00+00:00,2024-11-01,discovery,LONG,7233.009613124171,2.5379632824832155,0.1257398701437975,0.7683734939759211,-7.249999999999999,0,SL
2024-11-01 15:45:00+00:00,2024-11-01 16:00:00+00:00,2024-11-01,discovery,SHORT,7087.485038389039,2.3743609168747115,-0.04118471005067681,0.37337662337662336,-7.249999999999999,0,SL
2024-11-08 16:30:00+00:00,2024-11-08 16:45:00+00:00,2024-11-08,discovery,SHORT,6568.749144644403,2.476961470500228,-0.10101012980418511,0.19334349593497127,-7.249999999999999,0,SL
2024-11-21 19:00:00+00:00,2024-11-21 19:15:00+00:00,2024-11-22,discovery,LONG,7113.476118934271,2.266631613296944,0.2832089221298668,0.9051124197002216,-7.249999999999999,0,SL
2024-11-22 08:30:00+00:00,2024-11-22 08:45:00+00:00,2024-11-22,discovery,SHORT,8101.632709859155,3.124605226105606,-0.1486880236400433,0.06110318592486147,5.75,1,TP
2024-11-22 13:15:00+00:00,2024-11-22 13:30:00+00:00,2024-11-22,discovery,SHORT,7110.562650508263,2.1136333639300324,-0.15985635421382627,0.06184618921713843,-7.249999999999999,0,SL
2024-11-28 23:15:00+00:00,2024-11-28 23:30:00+00:00,2024-11-29,discovery,LONG,7296.258191102786,2.195417277476436,0.1689271538352406,0.7297972785337664,-7.249999999999999,0,SL
2024-11-29 06:00:00+00:00,2024-11-29 06:15:00+00:00,2024-11-29,discovery,SHORT,7533.454506922049,2.425160774490705,-0.3060941435482655,0.12072167683735925,-7.249999999999999,0,SL
2024-11-29 07:45:00+00:00,2024-11-29 08:00:00+00:00,2024-11-29,discovery,SHORT,7134.2004674825175,2.0233981676068105,-0.2525597963995989,0.0985781990521465,-7.249999999999999,0,SL
2024-11-29 08:00:00+00:00,2024-11-29 08:15:00+00:00,2024-11-29,discovery,LONG,7267.769941159534,2.1558506813834013,0.3657943840915112,0.5275008041170893,5.75,1,TP
2024-11-29 10:00:00+00:00,2024-11-29 10:15:00+00:00,2024-11-29,discovery,LONG,8044.208622298856,2.978559973710325,0.28205196328690696,0.7526809651474548,5.75,1,TP
2024-11-29 11:30:00+00:00,2024-11-29 11:45:00+00:00,2024-11-29,discovery,LONG,7458.267745292032,2.341357929690163,0.11516614332645814,0.7743830787309416,5.75,1,TP
2024-11-29 15:15:00+00:00,2024-11-29 15:30:00+00:00,2024-11-29,discovery,SHORT,7598.744199266766,2.4390846037621223,-0.17953639681650801,0.018227305218007476,-7.249999999999999,0,SL
2024-11-29 15:30:00+00:00,2024-11-29 15:45:00+00:00,2024-11-29,discovery,LONG,7511.555084831125,2.3377002555875377,0.0021113557675607186,0.8272668183295591,-7.249999999999999,0,SL
2024-12-06 09:15:00+00:00,2024-12-06 09:30:00+00:00,2024-12-06,discovery,SHORT,8747.928865944024,2.9438589106367754,-0.3510474743302221,0.07881944444443434,-7.249999999999999,0,SL
2024-12-12 19:15:00+00:00,2024-12-12 19:30:00+00:00,2024-12-13,discovery,SHORT,7343.482295614293,2.5349586769668684,-0.19165909201244502,0.10608101108464563,-7.249999999999999,0,SL
2024-12-13 06:30:00+00:00,2024-12-13 06:45:00+00:00,2024-12-13,discovery,SHORT,7392.864543492619,2.6256030540820334,-0.1892978826008873,0.49759036144577434,-7.249999999999999,0,SL
2024-12-20 07:45:00+00:00,2024-12-20 08:00:00+00:00,2024-12-20,discovery,SHORT,8459.610773789746,3.9741174265826196,-0.4332533464256161,0.4104689203926099,5.75,1,TP
2024-12-20 13:30:00+00:00,2024-12-20 13:45:00+00:00,2024-12-20,discovery,LONG,6843.5752393264165,2.207238704549325,0.11574629699387406,0.907694857205993,5.75,1,TP
2024-12-20 16:45:00+00:00,2024-12-20 17:00:00+00:00,2024-12-20,discovery,SHORT,7193.906891225854,2.5728838097289066,-0.20205659049293,0.35969133753733906,5.75,1,TP
2024-12-27 00:00:00+00:00,2024-12-27 00:15:00+00:00,2024-12-27,discovery,SHORT,6557.049879737727,2.321955019501015,-0.026769022112361096,0.3406553835073542,-7.249999999999999,0,SL
2024-12-27 07:30:00+00:00,2024-12-27 07:45:00+00:00,2024-12-27,discovery,SHORT,6909.038289608421,2.700381339160583,-0.06689656389698628,0.2706791116832972,-7.249999999999999,0,SL
2024-12-27 09:00:00+00:00,2024-12-27 09:15:00+00:00,2024-12-27,discovery,LONG,6482.378413862716,2.2421315205175185,0.20085791131520647,0.8426634933774807,-7.249999999999999,0,SL
2024-12-27 10:15:00+00:00,2024-12-27 10:30:00+00:00,2024-12-27,discovery,SHORT,7563.904645689246,3.4266713337809196,-0.37781019081779266,0.18009216589861216,5.75,1,TP
2025-01-03 16:15:00+00:00,2025-01-03 16:30:00+00:00,2025-01-03,discovery,LONG,6412.205889833017,2.1032630138398636,0.16061345451548892,0.5439899451553849,-7.249999999999999,0,SL
2025-01-10 10:45:00+00:00,2025-01-10 11:00:00+00:00,2025-01-10,discovery,LONG,6783.065845114038,2.0524083427781665,0.31600178647088106,0.7889593238246275,-7.249999999999999,0,SL
2025-01-10 13:30:00+00:00,2025-01-10 13:45:00+00:00,2025-01-10,discovery,SHORT,6971.422206593235,2.225885302218509,-0.023858434204453216,0.39354153593667235,5.75,1,TP
2025-01-16 19:30:00+00:00,2025-01-16 19:45:00+00:00,2025-01-17,discovery,LONG,6865.864389719156,2.1341476053229638,0.1735494779385527,0.9071949947862219,5.75,1,TP
2025-01-16 19:45:00+00:00,2025-01-16 20:00:00+00:00,2025-01-17,discovery,LONG,7262.090777180282,2.5011366985838195,0.20557469617684254,0.9017637865594986,5.75,1,TP
2025-01-16 21:15:00+00:00,2025-01-16 21:30:00+00:00,2025-01-17,discovery,SHORT,7489.415361830977,2.706482388429722,-0.1976276800057737,0.3475609756097418,-7.249999999999999,0,SL
2025-01-16 22:15:00+00:00,2025-01-16 22:30:00+00:00,2025-01-17,discovery,SHORT,7162.902686365732,2.3721838659514303,-0.19797838796372447,0.11984594472132958,-7.249999999999999,0,SL
2025-01-17 01:30:00+00:00,2025-01-17 01:45:00+00:00,2025-01-17,discovery,LONG,7373.211132239314,2.5450791946168474,0.2966127527061846,0.9672142005563652,-7.249999999999999,0,SL
2025-01-17 02:45:00+00:00,2025-01-17 03:00:00+00:00,2025-01-17,discovery,SHORT,6996.531985760278,2.1628451673394937,-0.1199270933018205,0.4115532416015882,-7.249999999999999,0,SL
2025-01-17 08:15:00+00:00,2025-01-17 08:30:00+00:00,2025-01-17,discovery,LONG,7070.167387694208,2.216077727098928,0.2031917406420578,0.9600929872143018,-7.249999999999999,0,SL
2025-01-17 08:45:00+00:00,2025-01-17 09:00:00+00:00,2025-01-17,discovery,LONG,6981.408441662812,2.115489097896931,0.047898976327518605,0.8139443791617673,-7.249999999999999,0,SL
2025-01-17 13:15:00+00:00,2025-01-17 13:30:00+00:00,2025-01-17,discovery,SHORT,7257.4756692127385,2.3485730513925502,-0.06422156046445604,0.1289940828402539,-7.249999999999999,0,SL
2025-01-17 15:00:00+00:00,2025-01-17 15:15:00+00:00,2025-01-17,discovery,LONG,6966.725307449794,2.0641809189777622,0.16095238123188316,0.8138003136434858,5.75,1,TP
2025-01-23 20:15:00+00:00,2025-01-23 20:30:00+00:00,2025-01-24,discovery,LONG,6924.072057148089,2.230917264151296,0.06309433861608849,0.7566729871645311,-7.249999999999999,0,SL
2025-01-30 17:30:00+00:00,2025-01-30 17:45:00+00:00,2025-01-31,discovery,SHORT,6278.094363292527,2.5085931198207643,-0.18814624719105888,0.3878992628992649,-7.249999999999999,0,SL
2025-01-30 20:30:00+00:00,2025-01-30 20:45:00+00:00,2025-01-31,discovery,SHORT,5925.293597333437,2.0944696738781703,-0.026061567015019937,0.018140873264106357,-7.249999999999999,0,SL
2025-01-30 23:45:00+00:00,2025-01-31 00:00:00+00:00,2025-01-31,discovery,SHORT,6346.6377675413605,2.5967767489165006,-0.14523592119311712,0.15934426229505333,-7.249999999999999,0,SL
2025-01-31 07:30:00+00:00,2025-01-31 07:45:00+00:00,2025-01-31,discovery,SHORT,7672.392590564143,4.088336215878279,-0.30814654843612366,0.08061749571181992,-7.249999999999999,0,SL
2025-01-31 15:30:00+00:00,2025-01-31 15:45:00+00:00,2025-01-31,discovery,LONG,6077.125514603918,2.1492221491475623,0.07503134678578416,0.717790606140112,-7.249999999999999,0,SL
2025-02-07 04:30:00+00:00,2025-02-07 04:45:00+00:00,2025-02-07,discovery,SHORT,6325.311514115488,2.3087734231502863,-0.3403467644844196,0.18585607940445206,-7.249999999999999,0,SL
2025-02-07 11:45:00+00:00,2025-02-07 12:00:00+00:00,2025-02-07,discovery,LONG,7207.734238168132,3.3641358330845286,0.05855927814802331,0.8744911804613371,5.75,1,TP
2025-02-07 12:00:00+00:00,2025-02-07 12:15:00+00:00,2025-02-07,discovery,SHORT,6083.589016148562,2.034167048764498,-0.0919098432410701,0.04374795951679624,-7.249999999999999,0,SL
2025-02-07 13:30:00+00:00,2025-02-07 13:45:00+00:00,2025-02-07,discovery,LONG,6238.003194515202,2.1978226149349425,0.08330209897095586,0.8431851851851874,5.75,1,TP
2025-02-07 13:45:00+00:00,2025-02-07 14:00:00+00:00,2025-02-07,discovery,LONG,6584.511264706655,2.585241881714188,0.07940098165364273,0.9598201334493599,5.75,1,TP
2025-02-07 15:00:00+00:00,2025-02-07 15:15:00+00:00,2025-02-07,discovery,SHORT,6441.821007422659,2.379377186070436,-0.06133110786817819,0.11180550786347247,5.75,1,TP
2025-02-07 15:15:00+00:00,2025-02-07 15:30:00+00:00,2025-02-07,discovery,LONG,6376.624845811221,2.294825573327534,0.025697227845260073,0.8965139442231134,-7.249999999999999,0,SL
2025-02-07 15:45:00+00:00,2025-02-07 16:00:00+00:00,2025-02-07,discovery,SHORT,6598.618085394541,2.5420600019709814,-0.01580100154220343,0.2429898989899084,5.75,1,TP
2025-02-07 16:45:00+00:00,2025-02-07 17:00:00+00:00,2025-02-07,discovery,SHORT,6243.0901015801865,2.155880422127781,-0.08944398692742905,0.41747092303887456,5.75,1,TP
2025-02-14 16:45:00+00:00,2025-02-14 17:00:00+00:00,2025-02-14,discovery,LONG,7515.90221300303,3.160557910652407,0.2915624937017165,0.9216407862848914,-7.249999999999999,0,SL
2025-02-20 18:00:00+00:00,2025-02-20 18:15:00+00:00,2025-02-21,discovery,LONG,6550.623943666483,2.121359494999831,0.0058926140316992726,0.6835443037974683,-7.249999999999999,0,SL
2025-02-21 06:00:00+00:00,2025-02-21 06:15:00+00:00,2025-02-21,discovery,LONG,6667.533147943855,2.1857981143729663,0.16715116526265916,0.508145849495756,-7.249999999999999,0,SL
2025-02-21 07:30:00+00:00,2025-02-21 07:45:00+00:00,2025-02-21,discovery,SHORT,6518.39564006412,2.007840275924502,-0.1096834829071176,0.16878306878303798,-7.249999999999999,0,SL
2025-02-21 13:00:00+00:00,2025-02-21 13:15:00+00:00,2025-02-21,discovery,LONG,6971.487769373,2.4131454004895105,0.18314596455925392,0.8528460543337631,-7.249999999999999,0,SL
2025-02-21 15:15:00+00:00,2025-02-21 15:30:00+00:00,2025-02-21,discovery,SHORT,7505.058880680295,2.9460560414925436,-0.10923056388815922,0.3461718567080287,5.75,1,TP
2025-02-21 15:30:00+00:00,2025-02-21 15:45:00+00:00,2025-02-21,discovery,SHORT,7144.8747461262965,2.558009406785122,-0.05919230052592406,0.39411142114885467,5.75,1,TP
2025-02-21 15:45:00+00:00,2025-02-21 16:00:00+00:00,2025-02-21,discovery,LONG,7737.248359047867,3.1431793395686327,0.05122256126347491,0.7536425314203108,-7.249999999999999,0,SL
2025-02-21 16:15:00+00:00,2025-02-21 16:30:00+00:00,2025-02-21,discovery,SHORT,7143.672749575048,2.5107112338398445,-0.15616418052432224,0.07365613459170006,5.75,1,TP
2025-03-06 21:00:00+00:00,2025-03-06 21:15:00+00:00,2025-03-07,discovery,LONG,6370.055555919492,2.491937211367232,0.2965214135435783,0.7994275649493666,5.75,1,TP
2025-03-06 21:45:00+00:00,2025-03-06 22:00:00+00:00,2025-03-07,discovery,LONG,6491.380542004355,2.595820034140149,0.4346827035659804,0.8354963570127494,5.75,1,TP
2025-03-06 23:45:00+00:00,2025-03-07 00:00:00+00:00,2025-03-07,discovery,SHORT,6084.126724111055,2.1323770536253326,-0.23154865449506612,0.08303491495077345,-7.249999999999999,0,SL
2025-03-07 09:15:00+00:00,2025-03-07 09:30:00+00:00,2025-03-07,discovery,LONG,6038.483821411764,2.0542044792485656,0.33177473636883925,0.9892090897549828,5.75,1,TP
2025-03-07 12:00:00+00:00,2025-03-07 12:15:00+00:00,2025-03-07,discovery,LONG,6038.433907121297,2.041814360771521,0.3414689933746964,0.8588478310764278,5.75,1,TP
2025-03-13 18:00:00+00:00,2025-03-13 18:15:00+00:00,2025-03-14,discovery,LONG,6365.409963976675,2.3518480887013875,0.15993202027726006,0.9236465781409562,-7.249999999999999,0,SL
2025-03-14 02:45:00+00:00,2025-03-14 03:00:00+00:00,2025-03-14,discovery,LONG,6089.91095694799,2.0749250610231247,0.2922941786716078,0.8917106867127118,-7.249999999999999,0,SL
2025-03-14 07:30:00+00:00,2025-03-14 07:45:00+00:00,2025-03-14,discovery,LONG,7389.963281529602,3.607374627196016,0.08052870273463442,0.8673492605233153,5.75,1,TP
2025-03-14 07:45:00+00:00,2025-03-14 08:00:00+00:00,2025-03-14,discovery,SHORT,6274.244811802633,2.259571426646759,-0.12142072516748059,0.0,-7.249999999999999,0,SL
2025-03-14 10:15:00+00:00,2025-03-14 10:30:00+00:00,2025-03-14,discovery,LONG,8016.604991301795,4.257968010926043,0.3474578730536866,0.8490172721858349,5.75,1,TP
2025-03-20 20:15:00+00:00,2025-03-20 20:30:00+00:00,2025-03-21,discovery,LONG,7215.575832827158,2.5890098900185743,0.33297443437612984,0.8383838383838383,-7.249999999999999,0,SL
2025-03-20 22:15:00+00:00,2025-03-20 22:30:00+00:00,2025-03-21,discovery,SHORT,6922.105546295712,2.248323193210748,-0.1793532518030302,0.0919656392117111,-7.249999999999999,0,SL
2025-03-21 12:45:00+00:00,2025-03-21 13:00:00+00:00,2025-03-21,discovery,SHORT,7098.924816301094,2.4272126211495975,-0.19076698872274367,0.17530402245091045,-7.249999999999999,0,SL
2025-03-21 16:00:00+00:00,2025-03-21 16:15:00+00:00,2025-03-21,discovery,LONG,6845.37622074758,2.187653376621773,0.0585102993657427,0.9392789373813984,-7.249999999999999,0,SL
2025-03-21 16:15:00+00:00,2025-03-21 16:30:00+00:00,2025-03-21,discovery,LONG,6757.492221589291,2.0857525871075002,0.1814303705942335,0.7427709328639586,-7.249999999999999,0,SL
2025-03-28 02:45:00+00:00,2025-03-28 03:00:00+00:00,2025-03-28,discovery,SHORT,7644.526127473866,2.145661274669906,-0.09450492194338367,0.2037914691943128,5.75,1,TP
2025-03-28 07:30:00+00:00,2025-03-28 07:45:00+00:00,2025-03-28,discovery,SHORT,8121.4894419692455,2.543510543422466,-0.19250638417103616,0.10547523109741426,-7.249999999999999,0,SL
2025-04-03 23:45:00+00:00,2025-04-04 00:00:00+00:00,2025-04-04,discovery,LONG,9042.002119804894,4.39036791540997,0.5392280958985736,0.7456331877729258,-7.249999999999999,0,SL
2025-04-04 01:45:00+00:00,2025-04-04 02:00:00+00:00,2025-04-04,discovery,SHORT,6701.772965005819,2.0129908472117464,-0.4315389853121171,0.27630601634066076,-7.249999999999999,0,SL
2025-04-04 07:45:00+00:00,2025-04-04 08:00:00+00:00,2025-04-04,discovery,LONG,6752.88361225381,2.165927320945205,0.135242684708742,0.9397049390634935,-7.249999999999999,0,SL
2025-04-04 08:45:00+00:00,2025-04-04 09:00:00+00:00,2025-04-04,discovery,SHORT,6911.5780292499885,2.31890832747554,-0.14224752811460095,0.2382848392036397,5.75,1,TP
2025-04-04 10:15:00+00:00,2025-04-04 10:30:00+00:00,2025-04-04,discovery,SHORT,6746.625376396042,2.1375926692445772,-0.03571076799822781,0.16460706700135114,5.75,1,TP
2025-04-04 15:00:00+00:00,2025-04-04 15:15:00+00:00,2025-04-04,discovery,LONG,6599.486786045274,2.002942451205192,0.1329018692159012,0.906924147529576,5.75,1,TP
2025-04-11 08:00:00+00:00,2025-04-11 08:15:00+00:00,2025-04-11,discovery,LONG,7182.870794350604,2.8665714923141707,0.14249399986435662,0.6062373225152169,5.75,1,TP
2025-04-11 11:15:00+00:00,2025-04-11 11:30:00+00:00,2025-04-11,discovery,SHORT,6763.420212560613,2.4235515485345083,-0.2768920962098653,0.21146534074287685,-7.249999999999999,0,SL
2025-04-17 18:00:00+00:00,2025-04-17 18:15:00+00:00,2025-04-18,discovery,LONG,7566.270626853701,3.3136278832975408,0.4329028618172577,0.8234836702955105,-7.249999999999999,0,SL
2025-04-18 07:15:00+00:00,2025-04-18 07:30:00+00:00,2025-04-18,discovery,SHORT,7134.429058567853,2.756624896381125,-0.2874418863907908,0.44275067750676955,-7.249999999999999,0,SL
2025-04-18 15:15:00+00:00,2025-04-18 15:30:00+00:00,2025-04-18,discovery,SHORT,6926.0859930833285,2.5722950231417454,-0.5450487080490576,0.12011331444757557,-7.249999999999999,0,SL
2025-04-24 23:15:00+00:00,2025-04-24 23:30:00+00:00,2025-04-25,discovery,LONG,16892.069160728883,9.067105335513762,0.47647382184949283,0.7940613026819904,-7.249999999999999,0,SL
2025-04-24 23:30:00+00:00,2025-04-24 23:45:00+00:00,2025-04-25,discovery,LONG,8435.552992470683,2.4360720243755556,0.21900493421600076,0.643857331571987,-7.249999999999999,0,SL
2025-05-02 13:00:00+00:00,2025-05-02 13:15:00+00:00,2025-05-02,discovery,SHORT,9191.037538983814,3.0696428943931577,-0.3032301747740077,0.010299261562384086,-7.249999999999999,0,SL
2025-05-02 15:15:00+00:00,2025-05-02 15:30:00+00:00,2025-05-02,discovery,SHORT,9244.021352862279,3.049702800238398,-0.2379419762764824,0.14410688722759932,-7.249999999999999,0,SL
2025-05-08 17:15:00+00:00,2025-05-08 17:30:00+00:00,2025-05-09,discovery,LONG,8517.14253295723,2.0495551328879147,0.2646598284785171,0.5892380365578098,5.75,1,TP
2025-05-08 19:15:00+00:00,2025-05-08 19:30:00+00:00,2025-05-09,discovery,LONG,8879.575520403996,2.3327028424527247,0.038908852641444724,0.5269333333333489,5.75,1,TP
2025-05-15 22:00:00+00:00,2025-05-15 22:15:00+00:00,2025-05-16,discovery,LONG,8420.529935039813,2.8293702430833827,0.12861138634748825,0.9487903937842123,-7.249999999999999,0,SL
2025-05-16 08:00:00+00:00,2025-05-16 08:15:00+00:00,2025-05-16,discovery,SHORT,8817.674150970744,3.1619565881110594,-0.006884745749090149,0.022845275181743237,-7.249999999999999,0,SL
2025-05-30 12:00:00+00:00,2025-05-30 12:15:00+00:00,2025-05-30,discovery,SHORT,8419.671146215731,2.400546466624121,-0.004790998184289519,0.23302598491199195,5.75,1,TP
2025-06-05 18:00:00+00:00,2025-06-05 18:15:00+00:00,2025-06-06,discovery,SHORT,7324.492549913469,2.0840968151886865,-0.33481909556291367,0.17027138724343135,5.75,1,TP
2025-06-05 21:15:00+00:00,2025-06-05 21:30:00+00:00,2025-06-06,discovery,LONG,7534.997907597025,2.2540390842318376,0.24882828930951617,0.7823556440496139,5.75,1,TP
2025-06-06 05:15:00+00:00,2025-06-06 05:30:00+00:00,2025-06-06,discovery,SHORT,7351.195051061797,2.061429165245447,-0.17590834875463102,0.26845637583892307,-7.249999999999999,0,SL
2025-06-06 05:45:00+00:00,2025-06-06 06:00:00+00:00,2025-06-06,discovery,LONG,8090.53888411238,2.7626935352818407,0.06675834673960668,0.9255685733976398,-7.249999999999999,0,SL
2025-06-06 06:00:00+00:00,2025-06-06 06:15:00+00:00,2025-06-06,discovery,LONG,8019.289946418594,2.6746117446574416,0.2380700954866073,0.8685888550041737,-7.249999999999999,0,SL
2025-06-06 08:30:00+00:00,2025-06-06 08:45:00+00:00,2025-06-06,discovery,LONG,7585.030873994567,2.204085460718856,0.17481077005792756,0.988913525498891,-7.249999999999999,0,SL
2025-06-06 09:30:00+00:00,2025-06-06 09:45:00+00:00,2025-06-06,discovery,LONG,7383.455337900159,2.001568682879353,0.14118216769976177,0.7674050632911157,5.75,1,TP
2025-06-06 14:30:00+00:00,2025-06-06 14:45:00+00:00,2025-06-06,discovery,LONG,7747.039867238952,2.3152962157011254,0.1137784318849766,0.9561930175672423,-7.249999999999999,0,SL
2025-06-06 15:15:00+00:00,2025-06-06 15:30:00+00:00,2025-06-06,discovery,SHORT,7763.028251034199,2.3059473881848915,-0.09623411823197725,0.131750543387397,-7.249999999999999,0,SL
2025-06-12 20:30:00+00:00,2025-06-12 20:45:00+00:00,2025-06-13,discovery,SHORT,9745.510752596987,3.577612563221224,-0.3670510226577224,0.12526077097504876,5.75,1,TP
2025-06-13 00:00:00+00:00,2025-06-13 00:15:00+00:00,2025-06-13,discovery,SHORT,8435.797093247586,2.444311468079614,-0.18637055769707855,0.19241711664634975,5.75,1,TP
2025-06-13 08:00:00+00:00,2025-06-13 08:15:00+00:00,2025-06-13,discovery,LONG,8306.488648339915,2.3732094938949024,0.2573421544741745,0.8212478920742132,-7.249999999999999,0,SL
2025-06-20 04:30:00+00:00,2025-06-20 04:45:00+00:00,2025-06-20,discovery,SHORT,9793.144512636582,3.7111746727813513,-0.08711996463215199,0.2575539568345184,-7.249999999999999,0,SL
2025-06-20 07:15:00+00:00,2025-06-20 07:30:00+00:00,2025-06-20,discovery,LONG,8016.894328932456,2.234530579566524,0.37339741664789505,0.8664327002477336,-7.249999999999999,0,SL
2025-06-20 07:45:00+00:00,2025-06-20 08:00:00+00:00,2025-06-20,discovery,LONG,8205.366852567064,2.3660096055804796,0.16967768247653403,0.9945587887390515,-7.249999999999999,0,SL
2025-06-20 08:00:00+00:00,2025-06-20 08:15:00+00:00,2025-06-20,discovery,LONG,7810.141718096394,2.0423849914724674,0.1477668415214679,0.9911205073995834,-7.249999999999999,0,SL
2025-06-20 08:30:00+00:00,2025-06-20 08:45:00+00:00,2025-06-20,discovery,SHORT,8310.771032966142,2.4347573764816297,-0.24136218552776678,0.007907742998357349,-7.249999999999999,0,SL
2025-06-20 14:15:00+00:00,2025-06-20 14:30:00+00:00,2025-06-20,discovery,SHORT,9023.623237406884,2.914507697739601,-0.16458636563710805,0.35427491733584937,5.75,1,TP
2025-06-20 14:30:00+00:00,2025-06-20 14:45:00+00:00,2025-06-20,discovery,SHORT,7997.803288587574,2.106385297231641,-0.04321084992897006,0.13114517061885228,5.75,1,TP
2025-06-27 08:30:00+00:00,2025-06-27 08:45:00+00:00,2025-06-27,discovery,LONG,8691.935533796559,2.599016583518535,0.09746135281073065,0.8087671232876233,-7.249999999999999,0,SL
2025-06-27 09:30:00+00:00,2025-06-27 09:45:00+00:00,2025-06-27,discovery,LONG,8989.493568218197,2.8632273617493977,0.27962793489825555,0.8623103850641953,-7.249999999999999,0,SL
2025-07-04 08:00:00+00:00,2025-07-04 08:15:00+00:00,2025-07-04,discovery,SHORT,9727.359589576432,2.8142505971763025,-0.30165144217330175,0.005892751915144473,-7.249999999999999,0,SL
2025-07-04 08:15:00+00:00,2025-07-04 08:30:00+00:00,2025-07-04,discovery,LONG,9063.29434418391,2.314506412942337,0.15108694205237527,0.9173424828446678,-7.249999999999999,0,SL
2025-07-04 09:15:00+00:00,2025-07-04 09:30:00+00:00,2025-07-04,discovery,LONG,10004.30239775532,2.9839374103216745,0.25232837992118395,0.8946451893774602,-7.249999999999999,0,SL
2025-07-04 09:30:00+00:00,2025-07-04 09:45:00+00:00,2025-07-04,discovery,LONG,9013.663738637699,2.2488485944927383,0.14659113085124886,0.828136882129344,-7.249999999999999,0,SL
2025-07-04 13:45:00+00:00,2025-07-04 14:00:00+00:00,2025-07-04,discovery,SHORT,9881.77986169504,2.8846967985125707,-0.2880901972524442,0.017865429234331993,-7.249999999999999,0,SL
2025-07-04 14:00:00+00:00,2025-07-04 14:15:00+00:00,2025-07-04,discovery,SHORT,8754.404694140905,2.0554889382447685,-0.17891801990186873,0.34296028880867024,-7.249999999999999,0,SL
2025-07-04 16:00:00+00:00,2025-07-04 16:15:00+00:00,2025-07-04,discovery,SHORT,9162.12914753866,2.3356313744906623,-0.11275089513905545,0.032302405498261785,-7.249999999999999,0,SL
2025-07-10 19:15:00+00:00,2025-07-10 19:30:00+00:00,2025-07-11,discovery,SHORT,9729.268683781556,2.65956351124947,-0.3208367535760991,0.00029904306217485227,-7.249999999999999,0,SL
2025-07-10 21:00:00+00:00,2025-07-10 21:15:00+00:00,2025-07-11,discovery,LONG,9359.842403598916,2.3476655688501893,0.2553403053798271,0.8405232396326122,5.75,1,TP
2025-07-10 22:30:00+00:00,2025-07-10 22:45:00+00:00,2025-07-11,discovery,LONG,8945.403325321802,2.025546723219583,0.19110115886104628,0.912702561421867,-7.249999999999999,0,SL
2025-07-11 02:30:00+00:00,2025-07-11 02:45:00+00:00,2025-07-11,discovery,LONG,9139.657308303118,2.1374421226014886,0.15851405846265876,0.7666666666666754,5.75,1,TP
2025-07-11 05:45:00+00:00,2025-07-11 06:00:00+00:00,2025-07-11,discovery,SHORT,9497.810999831949,2.3643355163996507,-0.02507839654192956,0.13472514268548913,-7.249999999999999,0,SL
2025-07-11 06:45:00+00:00,2025-07-11 07:00:00+00:00,2025-07-11,discovery,SHORT,9184.250604299492,2.123349206861419,-0.15463644755913208,0.14481510214636778,-7.249999999999999,0,SL
2025-07-17 21:00:00+00:00,2025-07-17 21:15:00+00:00,2025-07-18,discovery,LONG,9058.24692101949,2.5819298761615515,0.266518907621758,0.9306499864019576,-7.249999999999999,0,SL
2025-07-17 21:15:00+00:00,2025-07-17 21:30:00+00:00,2025-07-18,discovery,LONG,8380.16714384047,2.0457691155635005,0.14667494929166702,0.939995330375912,-7.249999999999999,0,SL
2025-07-18 13:00:00+00:00,2025-07-18 13:15:00+00:00,2025-07-18,discovery,SHORT,8380.490839792548,2.281097635669865,-0.2847235280199343,0.0,5.75,1,TP
2025-07-24 19:00:00+00:00,2025-07-24 19:15:00+00:00,2025-07-25,discovery,LONG,8460.092308429857,2.084766127294908,0.20579765325854948,0.9351503759398582,-7.249999999999999,0,SL
2025-07-25 00:30:00+00:00,2025-07-25 00:45:00+00:00,2025-07-25,discovery,SHORT,8527.756575267666,2.160665841756932,-0.2147575379466451,0.39863130881096115,5.75,1,TP
2025-07-25 02:45:00+00:00,2025-07-25 03:00:00+00:00,2025-07-25,discovery,SHORT,8739.525646351858,2.261056682528083,-0.1271656062817237,0.0,5.75,1,TP
2025-07-25 08:30:00+00:00,2025-07-25 08:45:00+00:00,2025-07-25,discovery,SHORT,8695.99170791414,2.13638942042047,-0.29464359325449374,0.0011449133137014986,-7.249999999999999,0,SL
2025-07-25 13:15:00+00:00,2025-07-25 13:30:00+00:00,2025-07-25,discovery,LONG,13086.564774177696,5.206066424658733,0.3584275467328488,0.9561101549054096,-7.249999999999999,0,SL
2025-08-07 18:45:00+00:00,2025-08-07 19:00:00+00:00,2025-08-08,discovery,LONG,11563.206233600118,5.522992339938274,0.588617188289057,0.9050886220697633,-7.249999999999999,0,SL
2025-08-07 19:30:00+00:00,2025-08-07 19:45:00+00:00,2025-08-08,discovery,LONG,8186.770425541865,2.702111135769043,0.3075767934783349,1.0,-7.249999999999999,0,SL
