quarter,n,wr,mean,pf,positive_mean,pf_gt1
2022Q1,60,0.48333333333333334,0.0009189179190116736,1.2297934502184136,True,True
2022Q2,136,0.6470588235294118,0.0020364581718597527,1.872951697894774,True,True
2022Q3,130,0.6153846153846154,0.001375054615517953,1.5460822177260722,True,True
2022Q4,128,0.5390625,-0.0014890632450235853,0.5715283526455497,False,False
2023Q1,117,0.5299145299145299,0.001057624232530699,1.4206833593199846,True,True
2023Q2,119,0.5630252100840336,-0.0003792074092097063,0.8444286190687005,False,False
2023Q3,126,0.5952380952380952,0.00040280320366007126,1.3218495670845594,True,True
2023Q4,132,0.6439393939393939,0.0015645683795582606,2.4856521785145964,True,True
2024Q1,129,0.5891472868217055,0.0014089858532329639,1.7483950396024388,True,True
2024Q2,121,0.5289256198347108,-0.0001200050702130406,0.9604286457776047,False,False
2024Q3,136,0.5882352941176471,0.0012228670910924228,1.6769185461620268,True,True
2024Q4,114,0.4824561403508772,8.924783237012265e-05,1.0277212352325442,True,True
