partition,event_ts,event_complete_ts,event_hour_utc,event_hour_wib,prior3_high,prior3_low,event_open,event_high,event_low,event_close,regime_effective_ts,regime,entry_ts,entry_open,close1h,close3h,long_positive_1h,long_positive_3h,signed_ret_1h,signed_ret_3h
external,2021-08-11 19:00:00+00:00,2021-08-11 20:00:00+00:00,19,02:00,46600.0,46211.0,46301.55,46490.92,46204.0,46448.42,2021-08-11 20:00:00+00:00,BULL,2021-08-11 20:00:00+00:00,46448.43,46323.1,45765.03,False,False,-0.0026982612760001468,-0.01471309148662292
external,2021-08-15 08:00:00+00:00,2021-08-15 09:00:00+00:00,8,15:00,46886.0,45666.0,45788.25,45940.0,45600.0,45754.55,2021-08-15 08:00:00+00:00,SIDEWAYS,2021-08-15 09:00:00+00:00,45754.55,46033.61,45945.79,True,True,0.0060990655574144625,0.00417969360424264
external,2021-08-18 08:00:00+00:00,2021-08-18 09:00:00+00:00,8,15:00,45500.0,44903.37,44957.76,45292.47,44871.0,45264.89,2021-08-18 08:00:00+00:00,BEAR,2021-08-18 09:00:00+00:00,45264.88,45381.68,44784.19,True,False,0.002580366942318335,-0.01061949131423734
external,2021-08-19 04:00:00+00:00,2021-08-19 05:00:00+00:00,4,11:00,45243.81,44050.0,44058.61,44340.0,43938.38,44150.12,2021-08-19 04:00:00+00:00,BEAR,2021-08-19 05:00:00+00:00,44151.18,44404.65,44684.87,True,True,0.005740956413849085,0.012087785649217198
external,2021-08-26 04:00:00+00:00,2021-08-26 05:00:00+00:00,4,11:00,49353.3,47853.0,47945.44,48035.0,47611.0,47922.99,2021-08-26 04:00:00+00:00,BEAR,2021-08-26 05:00:00+00:00,47923.0,47070.13,46920.11,False,False,-0.017796673830937193,-0.020927112242555723
external,2021-08-27 04:00:00+00:00,2021-08-27 05:00:00+00:00,4,11:00,47688.88,46700.53,46845.71,47031.98,46597.44,46944.99,2021-08-27 04:00:00+00:00,BEAR,2021-08-27 05:00:00+00:00,46944.99,47130.57,47483.55,True,True,0.003953137491348846,0.01147215070234342
external,2021-08-29 04:00:00+00:00,2021-08-29 05:00:00+00:00,4,11:00,49697.94,48100.0,48242.88,48325.44,47741.31,48158.34,2021-08-29 04:00:00+00:00,SIDEWAYS,2021-08-29 05:00:00+00:00,48158.34,48319.9,48498.0,True,True,0.0033547667963640393,0.0070529839691320095
external,2021-08-30 04:00:00+00:00,2021-08-30 05:00:00+00:00,4,11:00,48728.83,47822.99,47989.04,48172.42,47764.0,47896.5,2021-08-30 04:00:00+00:00,SIDEWAYS,2021-08-30 05:00:00+00:00,47895.57,48023.61,47981.01,True,True,0.0026733161334127065,0.001783881056222958
external,2021-09-02 18:00:00+00:00,2021-09-02 19:00:00+00:00,18,01:00,49804.12,49300.0,49577.23,49630.81,49251.0,49438.0,2021-09-02 16:00:00+00:00,BULL,2021-09-02 19:00:00+00:00,49438.2,49403.35,49854.54,False,True,-0.0007049204865872127,0.008421423110064774
external,2021-09-03 18:00:00+00:00,2021-09-03 19:00:00+00:00,18,01:00,50861.5,50335.19,50456.35,50626.04,50243.75,50504.84,2021-09-03 16:00:00+00:00,BULL,2021-09-03 19:00:00+00:00,50504.84,50575.71,50284.2,True,False,0.0014032318486703055,-0.004368690208700787
external,2021-09-05 04:00:00+00:00,2021-09-05 05:00:00+00:00,4,11:00,50341.16,49670.0,49694.35,49931.74,49660.0,49863.5,2021-09-05 04:00:00+00:00,BULL,2021-09-05 05:00:00+00:00,49863.5,49725.6,49890.96,False,True,-0.002765549951367241,0.0005507034203375838
external,2021-09-08 08:00:00+00:00,2021-09-08 09:00:00+00:00,8,15:00,46714.1,45030.0,45111.16,46079.08,44431.0,45988.0,2021-09-08 08:00:00+00:00,BEAR,2021-09-08 09:00:00+00:00,45988.01,46268.0,46406.55,True,True,0.006088326065859295,0.009101067865297852
external,2021-09-10 08:00:00+00:00,2021-09-10 09:00:00+00:00,8,15:00,46781.49,45893.6,46169.1,46379.0,45622.0,46014.99,2021-09-10 08:00:00+00:00,BEAR,2021-09-10 09:00:00+00:00,46015.0,46238.2,46349.99,True,True,0.00485059219819628,0.007280017385635107
external,2021-09-12 19:00:00+00:00,2021-09-12 20:00:00+00:00,19,02:00,46149.65,45830.63,45916.56,45988.0,45777.88,45925.47,2021-09-12 20:00:00+00:00,BEAR,2021-09-12 20:00:00+00:00,45925.48,45115.83,45790.52,False,False,-0.01762964698463687,-0.0029386736948641135
external,2021-09-13 04:00:00+00:00,2021-09-13 05:00:00+00:00,4,11:00,46118.34,44558.0,44630.29,44792.33,44502.69,44739.51,2021-09-13 04:00:00+00:00,BEAR,2021-09-13 05:00:00+00:00,44738.67,44776.0,44492.14,True,False,0.0008344012014662727,-0.005510445437917566
external,2021-09-13 08:00:00+00:00,2021-09-13 09:00:00+00:00,8,15:00,45000.0,44200.0,44488.48,44580.0,44183.0,44413.36,2021-09-13 08:00:00+00:00,BEAR,2021-09-13 09:00:00+00:00,44413.36,44527.02,44864.14,True,True,0.0025591398624196238,0.010149648664275812
external,2021-09-14 18:00:00+00:00,2021-09-14 19:00:00+00:00,18,01:00,46950.0,46455.09,46731.0,46731.0,46330.0,46515.77,2021-09-14 16:00:00+00:00,BULL,2021-09-14 19:00:00+00:00,46515.76,46467.4,46624.01,False,True,-0.001039647637703922,0.0023271682543721806
external,2021-09-16 18:00:00+00:00,2021-09-16 19:00:00+00:00,18,01:00,48236.19,47372.61,47402.91,47662.0,47265.1,47660.34,2021-09-16 16:00:00+00:00,BULL,2021-09-16 19:00:00+00:00,47660.34,47439.15,47676.98,False,True,-0.004640965633060823,0.000349137249125997
external,2021-09-17 08:00:00+00:00,2021-09-17 09:00:00+00:00,8,15:00,48150.0,47657.72,47726.77,47988.0,47656.0,47913.98,2021-09-17 08:00:00+00:00,BULL,2021-09-17 09:00:00+00:00,47913.99,47723.46,47416.58,False,False,-0.003976500391639215,-0.010381310343805517
external,2021-09-18 19:00:00+00:00,2021-09-18 20:00:00+00:00,19,02:00,48521.65,48108.02,48297.83,48303.28,48057.0,48272.23,2021-09-18 20:00:00+00:00,BULL,2021-09-18 20:00:00+00:00,48272.24,47970.69,48051.63,False,False,-0.00624686155024079,-0.004570121461113019
external,2021-09-20 18:00:00+00:00,2021-09-20 19:00:00+00:00,18,01:00,44260.0,43400.0,44040.82,44117.6,43222.0,43416.21,2021-09-20 16:00:00+00:00,BEAR,2021-09-20 19:00:00+00:00,43416.21,43852.02,43536.47,True,True,0.010037955869478088,0.00276993316551577
external,2021-09-20 19:00:00+00:00,2021-09-20 20:00:00+00:00,19,02:00,44260.0,43222.0,43416.21,43966.09,42910.0,43852.02,2021-09-20 20:00:00+00:00,BEAR,2021-09-20 20:00:00+00:00,43852.01,43547.88,43347.99,False,False,-0.006935371947602964,-0.011493657873379193
external,2021-09-22 19:00:00+00:00,2021-09-22 20:00:00+00:00,19,02:00,43989.98,42902.07,43118.51,43540.0,42823.53,43375.74,2021-09-22 20:00:00+00:00,BEAR,2021-09-22 20:00:00+00:00,43373.59,43397.36,43482.95,True,True,0.000548029342279488,0.002521349973566789
external,2021-09-24 04:00:00+00:00,2021-09-24 05:00:00+00:00,4,11:00,44764.21,44200.0,44270.31,44375.49,44020.03,44255.0,2021-09-24 04:00:00+00:00,BULL,2021-09-24 05:00:00+00:00,44256.55,44196.79,44785.01,False,True,-0.0013503085983883611,0.011940831357166282
external,2021-09-25 08:00:00+00:00,2021-09-25 09:00:00+00:00,8,15:00,42825.46,42172.0,42350.1,42765.99,41630.26,42625.4,2021-09-25 08:00:00+00:00,BEAR,2021-09-25 09:00:00+00:00,42625.39,42632.44,42472.89,True,False,0.0001653943811423808,-0.0035776798757736206
external,2021-09-26 04:00:00+00:00,2021-09-26 05:00:00+00:00,4,11:00,42600.0,41885.82,42196.88,42243.47,41832.93,42198.98,2021-09-26 04:00:00+00:00,BEAR,2021-09-26 05:00:00+00:00,42201.24,42049.67,41214.97,False,False,-0.0035916006259532063,-0.023370640293981837
external,2021-09-28 08:00:00+00:00,2021-09-28 09:00:00+00:00,8,15:00,42705.49,41629.01,41763.93,42066.59,41505.01,41825.13,2021-09-28 08:00:00+00:00,BEAR,2021-09-28 09:00:00+00:00,41825.13,41876.58,42087.21,True,True,0.0012301216995620479,0.00626608931042183
external,2021-09-29 18:00:00+00:00,2021-09-29 19:00:00+00:00,18,01:00,42228.3,41200.0,41218.45,41480.0,41040.01,41300.0,2021-09-29 16:00:00+00:00,BEAR,2021-09-29 19:00:00+00:00,41300.01,41198.42,41219.01,False,False,-0.0024598056998049733,-0.0019612586050221648
external,2021-10-02 04:00:00+00:00,2021-10-02 05:00:00+00:00,4,11:00,48070.0,47429.21,47510.44,47678.76,47410.0,47564.68,2021-10-02 04:00:00+00:00,BULL,2021-10-02 05:00:00+00:00,47564.68,47718.47,47702.96,True,True,0.0032332815021567374,0.002907199207479172
external,2021-10-02 08:00:00+00:00,2021-10-02 09:00:00+00:00,8,15:00,47888.0,47496.75,47701.38,47757.69,47495.4,47710.0,2021-10-02 08:00:00+00:00,BULL,2021-10-02 09:00:00+00:00,47707.61,47689.24,47665.0,False,False,-0.00038505387295661997,-0.0008931489127206316
external,2021-10-04 04:00:00+00:00,2021-10-04 05:00:00+00:00,4,11:00,48182.9,47284.66,47457.3,47836.79,47214.58,47740.01,2021-10-04 04:00:00+00:00,BULL,2021-10-04 05:00:00+00:00,47743.76,47758.2,47836.39,True,True,0.00030244790104494435,0.0019401488278258938
external,2021-10-09 19:00:00+00:00,2021-10-09 20:00:00+00:00,19,02:00,55179.65,54672.94,54925.67,54986.0,54600.0,54680.44,2021-10-09 20:00:00+00:00,BULL,2021-10-09 20:00:00+00:00,54680.44,54690.34,54926.83,True,True,0.000181051944717181,0.004505998854434923
external,2021-10-13 08:00:00+00:00,2021-10-13 09:00:00+00:00,8,15:00,56224.26,54569.16,54638.97,55324.16,54466.66,54657.33,2021-10-13 08:00:00+00:00,BEAR,2021-10-13 09:00:00+00:00,54657.33,54893.45,55209.51,True,True,0.004320006118118114,0.010102579105126352
external,2021-10-14 19:00:00+00:00,2021-10-14 20:00:00+00:00,19,02:00,58131.3,56848.84,58071.71,58079.86,56800.0,57860.89,2021-10-14 20:00:00+00:00,BULL,2021-10-14 20:00:00+00:00,57860.89,57459.37,57620.99,False,False,-0.006939402418455698,-0.004146151225810746
external,2021-10-16 08:00:00+00:00,2021-10-16 09:00:00+00:00,8,15:00,62444.23,61602.23,61782.65,62138.37,61545.0,61620.0,2021-10-16 08:00:00+00:00,BULL,2021-10-16 09:00:00+00:00,61620.0,61532.66,61687.72,False,True,-0.0014173969490424154,0.0010989938331711357
external,2021-10-18 08:00:00+00:00,2021-10-18 09:00:00+00:00,8,15:00,62800.0,61806.31,61929.38,62529.14,61521.64,61862.58,2021-10-18 08:00:00+00:00,BULL,2021-10-18 09:00:00+00:00,61862.57,61295.23,60983.73,False,False,-0.009170973659839765,-0.014206328641050536
external,2021-10-23 19:00:00+00:00,2021-10-23 20:00:00+00:00,19,02:00,61673.0,61007.8,61361.07,61377.0,60955.02,61058.2,2021-10-23 20:00:00+00:00,BEAR,2021-10-23 20:00:00+00:00,61058.19,61167.09,61059.66,True,True,0.001783544517123703,2.407539430837602e-05
external,2021-10-27 19:00:00+00:00,2021-10-27 20:00:00+00:00,19,02:00,59208.6,58577.63,58776.0,59200.0,58233.0,59114.1,2021-10-27 20:00:00+00:00,BEAR,2021-10-27 20:00:00+00:00,59114.09,58916.12,58775.34,False,False,-0.003348947772011557,-0.0057304442984743575
external,2021-10-29 19:00:00+00:00,2021-10-29 20:00:00+00:00,19,02:00,63069.71,62020.0,62154.54,62690.0,61950.0,62590.98,2021-10-29 20:00:00+00:00,BULL,2021-10-29 20:00:00+00:00,62590.98,62413.89,62347.99,False,False,-0.0028293214134049727,-0.0038821887754434403
external,2021-10-30 08:00:00+00:00,2021-10-30 09:00:00+00:00,8,15:00,61948.59,61308.0,61638.83,61746.53,61068.92,61373.12,2021-10-30 08:00:00+00:00,BULL,2021-10-30 09:00:00+00:00,61373.12,61459.04,61661.97,True,True,0.0013999614163333618,0.004706457810846221
external,2021-11-01 04:00:00+00:00,2021-11-01 05:00:00+00:00,4,11:00,61794.6,59600.0,59931.23,60758.55,59400.0,60544.92,2021-11-01 04:00:00+00:00,BEAR,2021-11-01 05:00:00+00:00,60540.01,60663.11,62257.67,True,True,0.00203336603347104,0.028372311137708772
external,2021-11-01 19:00:00+00:00,2021-11-01 20:00:00+00:00,19,02:00,61619.78,60540.23,60608.03,61500.0,60376.0,61484.92,2021-11-01 20:00:00+00:00,BULL,2021-11-01 20:00:00+00:00,61484.92,60715.69,61125.02,False,False,-0.0125108725846923,-0.005853467809667778
external,2021-11-03 04:00:00+00:00,2021-11-03 05:00:00+00:00,4,11:00,63563.0,62800.0,63270.5,63270.5,62777.97,62820.63,2021-11-03 04:00:00+00:00,BULL,2021-11-03 05:00:00+00:00,62820.64,63087.12,63437.1,True,True,0.004241917942892748,0.00981301686834124
external,2021-11-04 19:00:00+00:00,2021-11-04 20:00:00+00:00,19,02:00,61443.19,60745.22,60785.29,61330.0,60703.0,61286.0,2021-11-04 20:00:00+00:00,BEAR,2021-11-04 20:00:00+00:00,61286.08,61350.5,61192.74,True,False,0.0010511359186293756,-0.0015230212146053468
external,2021-11-07 08:00:00+00:00,2021-11-07 09:00:00+00:00,8,15:00,62244.0,61729.31,61814.29,61898.23,61660.0,61752.49,2021-11-07 08:00:00+00:00,SIDEWAYS,2021-11-07 09:00:00+00:00,61752.49,62021.81,61957.18,True,True,0.004361281626052538,0.0033146841528171045
external,2021-11-10 04:00:00+00:00,2021-11-10 05:00:00+00:00,4,11:00,67381.82,66426.09,66577.76,66740.0,66326.0,66711.93,2021-11-10 04:00:00+00:00,BULL,2021-11-10 05:00:00+00:00,66711.94,66410.42,66504.39,False,False,-0.004519730650915044,-0.003111137226709415
external,2021-11-11 18:00:00+00:00,2021-11-11 19:00:00+00:00,18,01:00,65374.05,64731.23,64976.84,65060.0,64625.0,64797.19,2021-11-11 16:00:00+00:00,BEAR,2021-11-11 19:00:00+00:00,64797.19,65162.83,65077.88,True,True,0.005642837289703495,0.004331823648525468
external,2021-11-13 04:00:00+00:00,2021-11-13 05:00:00+00:00,4,11:00,64449.86,63610.75,63827.76,63970.01,63600.0,63754.33,2021-11-13 04:00:00+00:00,BEAR,2021-11-13 05:00:00+00:00,63754.34,63653.06,64079.99,False,True,-0.0015885977331111523,0.0051078875571450855
external,2021-11-13 19:00:00+00:00,2021-11-13 20:00:00+00:00,19,02:00,65073.24,63928.56,64179.37,64247.69,63842.37,63974.11,2021-11-13 20:00:00+00:00,BEAR,2021-11-13 20:00:00+00:00,63974.11,64396.99,64313.33,True,True,0.006610174021959736,0.0053024575097644355
external,2021-11-15 08:00:00+00:00,2021-11-15 09:00:00+00:00,8,15:00,65949.99,65550.0,65626.04,65899.99,65326.39,65793.17,2021-11-15 08:00:00+00:00,BULL,2021-11-15 09:00:00+00:00,65793.17,66032.29,65800.97,True,True,0.0036344198037576714,0.00011855333919918998
external,2021-11-16 04:00:00+00:00,2021-11-16 05:00:00+00:00,4,11:00,62694.0,60385.0,60943.68,61563.11,60300.0,61246.22,2021-11-16 04:00:00+00:00,BEAR,2021-11-16 05:00:00+00:00,61246.22,60979.58,60840.59,False,False,-0.004353574800208038,-0.006622939342215806
external,2021-11-16 19:00:00+00:00,2021-11-16 20:00:00+00:00,19,02:00,60954.67,59944.55,59944.55,60666.0,59800.0,60243.54,2021-11-16 20:00:00+00:00,BEAR,2021-11-16 20:00:00+00:00,60243.54,59757.66,60609.26,False,True,-0.008065263097088882,0.006070692392910582
external,2021-11-18 08:00:00+00:00,2021-11-18 09:00:00+00:00,8,15:00,60062.99,59533.54,59782.7,59880.0,59515.04,59701.59,2021-11-18 08:00:00+00:00,BEAR,2021-11-18 09:00:00+00:00,59701.59,59313.28,59255.0,False,False,-0.006504181881923032,-0.0074803702882954015
external,2021-11-19 19:00:00+00:00,2021-11-19 20:00:00+00:00,19,02:00,58333.0,57758.88,57893.64,58095.7,57694.28,58049.62,2021-11-19 20:00:00+00:00,BEAR,2021-11-19 20:00:00+00:00,58048.02,57785.2,57832.27,False,False,-0.0045276307443389285,-0.003716750373225497
external,2021-11-23 08:00:00+00:00,2021-11-23 09:00:00+00:00,8,15:00,56900.0,55849.03,56055.21,56462.71,55724.74,56309.66,2021-11-23 08:00:00+00:00,BEAR,2021-11-23 09:00:00+00:00,56312.01,56657.05,56177.84,True,False,0.00612728972025689,-0.002382617846530488
external,2021-11-25 19:00:00+00:00,2021-11-25 20:00:00+00:00,19,02:00,59449.62,58888.8,59147.45,59309.0,58710.0,58908.1,2021-11-25 20:00:00+00:00,BULL,2021-11-25 20:00:00+00:00,58908.09,58905.5,58900.0,False,False,-4.396679641105461e-05,-0.00013733258029580142
external,2021-11-26 18:00:00+00:00,2021-11-26 19:00:00+00:00,18,01:00,54673.74,54053.5,54246.01,54362.3,53935.37,54119.6,2021-11-26 16:00:00+00:00,BEAR,2021-11-26 19:00:00+00:00,54119.61,54355.8,54020.86,True,False,0.004364222136855833,-0.0018246620772026656
external,2021-11-28 18:00:00+00:00,2021-11-28 19:00:00+00:00,18,01:00,54479.36,53823.1,53941.42,54199.99,53245.0,54138.56,2021-11-28 16:00:00+00:00,BEAR,2021-11-28 19:00:00+00:00,54138.57,54644.88,56297.74,True,True,0.009352112551181069,0.03988228724918286
external,2021-12-01 19:00:00+00:00,2021-12-01 20:00:00+00:00,19,02:00,59100.0,57450.0,57522.89,57751.66,57055.55,57476.3,2021-12-01 20:00:00+00:00,BULL,2021-12-01 20:00:00+00:00,57476.3,56835.21,57093.51,False,False,-0.011153988687511274,-0.0066599624540898406
external,2021-12-03 18:00:00+00:00,2021-12-03 19:00:00+00:00,18,01:00,56390.0,54627.37,55030.07,55196.36,54389.58,54914.77,2021-12-03 16:00:00+00:00,BEAR,2021-12-03 19:00:00+00:00,54914.76,53884.35,53613.78,False,False,-0.01876380776315878,-0.023690898403270877
external,2021-12-07 19:00:00+00:00,2021-12-07 20:00:00+00:00,19,02:00,51857.68,50838.0,50926.0,51195.44,50652.19,50880.7,2021-12-07 20:00:00+00:00,BULL,2021-12-07 20:00:00+00:00,50880.69,50442.7,50239.32,False,False,-0.008608177286903995,-0.012605371507343976
external,2021-12-08 04:00:00+00:00,2021-12-08 05:00:00+00:00,4,11:00,50789.38,50105.0,50121.09,50421.0,50079.04,50244.29,2021-12-08 04:00:00+00:00,SIDEWAYS,2021-12-08 05:00:00+00:00,50244.69,50403.71,50489.99,True,True,0.0031649115558280982,0.004882107940162417
external,2021-12-08 18:00:00+00:00,2021-12-08 19:00:00+00:00,18,01:00,51210.6,50150.39,50270.99,50679.48,50044.0,50527.98,2021-12-08 16:00:00+00:00,SIDEWAYS,2021-12-08 19:00:00+00:00,50527.99,50416.92,50579.77,False,True,-0.0021981875788052996,0.001024778543535998
external,2021-12-13 08:00:00+00:00,2021-12-13 09:00:00+00:00,8,15:00,49329.45,48555.72,48731.02,49160.0,48078.2,48994.26,2021-12-13 08:00:00+00:00,SIDEWAYS,2021-12-13 09:00:00+00:00,48994.26,48844.66,48825.17,False,False,-0.003053418910704986,-0.0034512206123739064
external,2021-12-13 19:00:00+00:00,2021-12-13 20:00:00+00:00,19,02:00,47900.0,46572.01,47434.59,47440.4,45600.0,46699.36,2021-12-13 20:00:00+00:00,BEAR,2021-12-13 20:00:00+00:00,46699.36,46630.7,46865.73,False,True,-0.0014702556951530221,0.00356257558990114
external,2021-12-14 18:00:00+00:00,2021-12-14 19:00:00+00:00,18,01:00,47498.0,46530.0,46614.11,46933.48,46435.25,46639.9,2021-12-14 16:00:00+00:00,BEAR,2021-12-14 19:00:00+00:00,46639.89,46844.02,48280.22,True,True,0.004376725588332242,0.03517010867735748
external,2021-12-16 04:00:00+00:00,2021-12-16 05:00:00+00:00,4,11:00,49134.06,48710.0,48822.43,48893.79,48575.39,48746.61,2021-12-16 04:00:00+00:00,BULL,2021-12-16 05:00:00+00:00,48746.61,48520.01,48718.17,False,False,-0.004648528379717076,-0.0005834251858745088
external,2021-12-16 19:00:00+00:00,2021-12-16 20:00:00+00:00,19,02:00,48700.0,47855.0,47994.29,48126.32,47667.52,47874.0,2021-12-16 20:00:00+00:00,SIDEWAYS,2021-12-16 20:00:00+00:00,47874.0,47934.61,47815.48,True,False,0.0012660316664578897,-0.0012223754020971311
external,2021-12-18 08:00:00+00:00,2021-12-18 09:00:00+00:00,8,15:00,46847.6,46189.12,46327.75,46645.64,46169.17,46308.87,2021-12-18 08:00:00+00:00,BEAR,2021-12-18 09:00:00+00:00,46308.88,46813.94,47059.59,True,True,0.010906331571828298,0.01621092973960936
external,2021-12-18 19:00:00+00:00,2021-12-18 20:00:00+00:00,19,02:00,46977.65,46590.0,46720.28,46762.37,46310.0,46623.99,2021-12-18 20:00:00+00:00,BEAR,2021-12-18 20:00:00+00:00,46623.99,46835.56,46762.67,True,True,0.004537792668538154,0.0029744344059785544
external,2021-12-19 08:00:00+00:00,2021-12-19 09:00:00+00:00,8,15:00,48009.89,47422.24,47507.85,47628.5,47392.45,47462.68,2021-12-19 08:00:00+00:00,SIDEWAYS,2021-12-19 09:00:00+00:00,47463.03,47093.6,47141.22,False,False,-0.007783531729853799,-0.006780224524224332
external,2021-12-19 18:00:00+00:00,2021-12-19 19:00:00+00:00,18,01:00,47473.33,47014.0,47129.98,47176.02,46860.0,47104.73,2021-12-19 16:00:00+00:00,BEAR,2021-12-19 19:00:00+00:00,47104.73,46656.13,46714.99,False,False,-0.009523459745974683,-0.008273903703513552
external,2021-12-21 19:00:00+00:00,2021-12-21 20:00:00+00:00,19,02:00,48880.0,48370.0,48440.48,48662.75,48327.0,48606.89,2021-12-21 20:00:00+00:00,BULL,2021-12-21 20:00:00+00:00,48606.89,48593.76,49274.08,False,True,-0.00027012631336831294,0.013726243337107258
external,2021-12-22 19:00:00+00:00,2021-12-22 20:00:00+00:00,19,02:00,49250.0,48516.71,48573.83,48940.0,48500.15,48911.21,2021-12-22 20:00:00+00:00,BULL,2021-12-22 20:00:00+00:00,48911.21,48940.8,48950.83,True,True,0.0006049737882174444,0.0008100392527603528
external,2021-12-28 18:00:00+00:00,2021-12-28 19:00:00+00:00,18,01:00,49230.67,47636.59,48017.79,48023.08,47620.0,47793.64,2021-12-28 16:00:00+00:00,BEAR,2021-12-28 19:00:00+00:00,47793.64,47676.66,47535.71,False,False,-0.002447605999459257,-0.00539674316499017
external,2021-12-28 19:00:00+00:00,2021-12-28 20:00:00+00:00,19,02:00,48961.77,47620.0,47793.64,47799.05,47290.0,47676.66,2021-12-28 20:00:00+00:00,BEAR,2021-12-28 20:00:00+00:00,47676.66,47768.03,47658.27,True,False,0.0019164513621547918,-0.0003857233287736239
external,2021-12-29 18:00:00+00:00,2021-12-29 19:00:00+00:00,18,01:00,48040.0,47450.03,47550.0,47762.67,47340.3,47515.29,2021-12-29 16:00:00+00:00,BEAR,2021-12-29 19:00:00+00:00,47515.29,47123.01,47228.23,False,False,-0.008255868795076227,-0.006041423718554539
development,2022-01-06 04:00:00+00:00,2022-01-06 05:00:00+00:00,4,11:00,43766.0,42801.0,42821.05,43150.71,42566.73,43007.21,2022-01-06 04:00:00+00:00,BEAR,2022-01-06 05:00:00+00:00,43007.21,43038.12,43222.22,True,True,0.0007187166988977811,0.0049993942876089825
development,2022-01-07 04:00:00+00:00,2022-01-07 05:00:00+00:00,4,11:00,43026.37,41500.0,41789.97,41888.0,40900.0,41680.0,2022-01-07 04:00:00+00:00,BEAR,2022-01-07 05:00:00+00:00,41679.99,41835.97,41691.61,True,True,0.003742323354684274,0.00027879085383664126
development,2022-01-08 19:00:00+00:00,2022-01-08 20:00:00+00:00,19,02:00,41729.6,40560.0,40684.1,41115.91,40500.0,40837.51,2022-01-08 20:00:00+00:00,BEAR,2022-01-08 20:00:00+00:00,40837.5,40976.06,41912.88,True,True,0.003392959902050796,0.026333149678604117
development,2022-01-10 08:00:00+00:00,2022-01-10 09:00:00+00:00,8,15:00,42198.53,41801.63,42035.0,42098.52,41700.42,41803.54,2022-01-10 08:00:00+00:00,BEAR,2022-01-10 09:00:00+00:00,41802.95,41788.54,41564.26,False,False,-0.0003447125143081209,-0.005709884111049446
development,2022-01-13 19:00:00+00:00,2022-01-13 20:00:00+00:00,19,02:00,43500.0,42552.0,42699.53,42885.7,42511.49,42690.02,2022-01-13 20:00:00+00:00,SIDEWAYS,2022-01-13 20:00:00+00:00,42690.01,42760.66,42566.68,True,False,0.0016549539341874642,-0.00288896629445623
development,2022-01-15 04:00:00+00:00,2022-01-15 05:00:00+00:00,4,11:00,43139.0,42846.58,42918.27,42946.81,42676.19,42895.77,2022-01-15 04:00:00+00:00,BULL,2022-01-15 05:00:00+00:00,42895.77,42965.67,43073.99,True,True,0.001629531303436238,0.004154722015713874
development,2022-01-16 18:00:00+00:00,2022-01-16 19:00:00+00:00,18,01:00,43464.71,43027.68,43059.54,43117.0,42951.28,43042.16,2022-01-16 16:00:00+00:00,BULL,2022-01-16 19:00:00+00:00,43042.17,42817.01,42937.0,False,False,-0.005231148894212279,-0.0024434176994329038
development,2022-01-17 04:00:00+00:00,2022-01-17 05:00:00+00:00,4,11:00,42970.0,42606.0,42636.3,42783.48,42587.1,42606.26,2022-01-17 04:00:00+00:00,BEAR,2022-01-17 05:00:00+00:00,42606.25,42649.7,42639.51,True,True,0.0010198034325950012,0.0007806366436848844
development,2022-01-17 18:00:00+00:00,2022-01-17 19:00:00+00:00,18,01:00,42676.23,41931.0,42108.49,42181.14,41826.0,42162.86,2022-01-17 16:00:00+00:00,BEAR,2022-01-17 19:00:00+00:00,42162.85,42221.15,41710.21,True,False,0.001382733852194562,-0.010735517167364095
development,2022-01-18 04:00:00+00:00,2022-01-18 05:00:00+00:00,4,11:00,42413.0,41953.9,42027.18,42094.64,41855.0,42022.52,2022-01-18 04:00:00+00:00,BEAR,2022-01-18 05:00:00+00:00,42022.26,42084.88,42040.0,True,True,0.001490162594776967,0.00042215720906013665
development,2022-01-19 08:00:00+00:00,2022-01-19 09:00:00+00:00,8,15:00,41835.97,41133.73,41271.21,41399.88,41115.64,41362.88,2022-01-19 08:00:00+00:00,BEAR,2022-01-19 09:00:00+00:00,41362.87,41553.2,42023.15,True,True,0.004601469868991126,0.01596310894287556
development,2022-01-20 19:00:00+00:00,2022-01-20 20:00:00+00:00,19,02:00,43495.0,42811.0,42823.56,43298.0,42810.0,42909.99,2022-01-20 20:00:00+00:00,BULL,2022-01-20 20:00:00+00:00,42909.99,42715.35,41137.96,False,False,-0.004536006650199598,-0.04129644402154364
development,2022-01-21 18:00:00+00:00,2022-01-21 19:00:00+00:00,18,01:00,39045.0,38074.58,38367.99,38634.57,37805.0,38254.15,2022-01-21 16:00:00+00:00,BEAR,2022-01-21 19:00:00+00:00,38254.15,37967.04,36634.29,False,False,-0.0075053294871275655,-0.04234468678561676
development,2022-01-26 18:00:00+00:00,2022-01-26 19:00:00+00:00,18,01:00,38344.0,37785.0,38032.27,38299.82,37552.99,37950.7,2022-01-26 16:00:00+00:00,BULL,2022-01-26 19:00:00+00:00,37950.69,37548.79,36311.23,False,False,-0.010590057782875695,-0.043199741559376115
development,2022-01-27 18:00:00+00:00,2022-01-27 19:00:00+00:00,18,01:00,37020.0,36146.96,36266.37,36331.41,36002.26,36191.5,2022-01-27 16:00:00+00:00,BEAR,2022-01-27 19:00:00+00:00,36191.5,36194.34,36168.83,True,False,7.847146429407204e-05,-0.0006263901744884004
