lane,target_R,parent_n,parent_wr,parent_pf,parent_net,parent_wr_5bps,parent_pf_5bps,parent_net_5bps,recovery_n,recovery_wr,recovery_pf,recovery_exp,recovery_net,recovery_wr_5bps,recovery_pf_5bps,recovery_exp_5bps,recovery_net_5bps,attempt_rate,rescue_rate,rescue_rate_5bps,episode_wr,episode_wr_5bps,episode_net,episode_net_5bps,overlay_pf,overlay_net,overlay_pf_5bps,overlay_net_5bps,overlay_net_improvement,overlay_net_improvement_5bps,target_hit_rate,episode_wr_uplift,adequate_blocks,positive_blocks_raw,positive_blocks_5bps,eligible,b1_n,b1_net,b1_net_5bps,b2_n,b2_net,b2_net_5bps,b3_n,b3_net,b3_net_5bps,b4_n,b4_net,b4_net_5bps,b5_n,b5_net,b5_net_5bps,b6_n,b6_net,b6_net_5bps
T10_FULL,0.1,601,0.4059900166389351,1.2780237033255166,338.9106208822296,0.40266222961730447,1.1441769326833608,188.66062088222947,76,0.6710526315789473,1.1354725649950284,0.08566219758615745,6.510327016547967,0.5526315789473685,0.7746361305127694,-0.16433780241384255,-12.489672983452033,0.21288515406162464,0.39473684210526316,0.2894736842105263,0.4559068219633943,0.43926788685524126,345.42094789877757,176.17094789877748,1.2726170749178716,345.42094789877757,1.1291618062835371,176.17094789877746,6.510327016547967,-12.489672983452033,0.6710526315789473,0.049916805324459246,6,4,3,False,10,2.7470611927971618,0.24706119279716177,8,2.1929336023572277,0.19293360235722767,15,0.9725488305303287,-2.777451169469672,11,-6.020003835370824,-8.770003835370824,16,-1.1560225631593863,-5.156022563159387,16,7.773809789393461,3.773809789393459
T20_FULL,0.2,601,0.4059900166389351,1.2780237033255166,338.9106208822296,0.40266222961730447,1.1441769326833608,188.66062088222947,100,0.54,1.1482486853498517,0.14912043796535376,14.912043796535375,0.5,0.9103221479437037,-0.10087956203464625,-10.087956203464625,0.2801120448179272,0.46,0.38,0.4825291181364393,0.46589018302828616,353.822664678765,178.57266467876488,1.2681313556308105,353.8226646787649,1.1256645599407673,178.57266467876488,14.912043796535375,-10.087956203464625,0.54,0.0765391014975042,6,4,3,False,14,10.503469048926515,7.003469048926515,12,6.7043261925110444,3.704326192511045,20,-5.190743502918204,-10.190743502918206,13,-15.609987824287519,-18.85998782428752,21,4.816368001195393,-0.43363199880460845,20,13.688611881108148,8.688611881108145
