rule,conditions,n,continuation,invalidated,rate,lift,wilson_lower,atom1_feature,atom1_op,atom1_threshold,atom2_feature,atom2_op,atom2_threshold
bear_path_efficiency <= 0.920747597726 AND bos_to_return_min <= 66.25,2,38,19,19,0.5,0.16091954022988508,0.3484967553286069,bear_path_efficiency,<=,0.9207475977260157,bos_to_return_min,<=,66.25
raid_depth_pct <= 1.85221089813 AND bos_extension_range_units <= 0.416652965033,2,60,28,32,0.4666666666666667,0.12758620689655176,0.34627701540988,raid_depth_pct,<=,1.8522108981337493,bos_extension_range_units,<=,0.41665296503343563
raid_depth_pct <= 1.85221089813 AND bos_to_return_min <= 287.5,2,60,28,32,0.4666666666666667,0.12758620689655176,0.34627701540988,raid_depth_pct,<=,1.8522108981337493,bos_to_return_min,<=,287.5
bos_to_return_min <= 66.25 AND origin_distance_from_pre_return_low_fraction <= 0.585694359338,2,43,21,22,0.4883720930232558,0.14929163325314088,0.34617209277756006,bos_to_return_min,<=,66.25,origin_distance_from_pre_return_low_fraction,<=,0.5856943593382155
bos_to_return_min <= 886.25 AND origin_distance_from_pre_return_low_fraction <= 0.585694359338,2,85,38,47,0.4470588235294118,0.10797836375929687,0.3459348184416416,bos_to_return_min,<=,886.25,origin_distance_from_pre_return_low_fraction,<=,0.5856943593382155
bos_to_return_min <= 886.25 AND retrace_fraction_of_raid_leg <= 0.650541399572,2,85,38,47,0.4470588235294118,0.10797836375929687,0.3459348184416416,bos_to_return_min,<=,886.25,retrace_fraction_of_raid_leg,<=,0.6505413995715918
raid_depth_pct <= 1.03141133122 AND bars_reclaim_to_bos >= 4,2,65,30,35,0.46153846153846156,0.12245800176834665,0.34590137149936684,raid_depth_pct,<=,1.0314113312150264,bars_reclaim_to_bos,>=,4.0
zone_width_range_units >= 0.886989148003 AND origin_distance_from_pre_return_low_fraction <= 0.778158508159,2,65,30,35,0.46153846153846156,0.12245800176834665,0.34590137149936684,zone_width_range_units,>=,0.886989148002769,origin_distance_from_pre_return_low_fraction,<=,0.7781585081585067
bars_reclaim_to_bos >= 6 AND zone_width_range_units >= 0.886989148003,2,36,18,18,0.5,0.16091954022988508,0.34474067624730526,bars_reclaim_to_bos,>=,6.0,zone_width_range_units,>=,0.886989148002769
bos_extension_range_units <= 0.759062167442 AND bos_to_return_min <= 66.25,2,36,18,18,0.5,0.16091954022988508,0.34474067624730526,bos_extension_range_units,<=,0.7590621674423997,bos_to_return_min,<=,66.25
displacement_range_units <= 3.8629756871 AND bos_to_return_min <= 66.25,2,36,18,18,0.5,0.16091954022988508,0.34474067624730526,displacement_range_units,<=,3.862975687103594,bos_to_return_min,<=,66.25
bos_to_return_min <= 287.5 AND return_penetration_zone_width <= 0.1361962146,2,48,23,25,0.4791666666666667,0.14008620689655177,0.34471090015787464,bos_to_return_min,<=,287.5,return_penetration_zone_width,<=,0.13619621460041886
bars_reclaim_to_bos >= 4 AND origin_distance_from_pre_return_low_fraction <= 0.778158508159,2,106,46,60,0.4339622641509434,0.0948818043808285,0.3435555639981549,bars_reclaim_to_bos,>=,4.0,origin_distance_from_pre_return_low_fraction,<=,0.7781585081585067
bars_reclaim_to_bos >= 4 AND retrace_fraction_of_raid_leg <= 0.81611925029,2,106,46,60,0.4339622641509434,0.0948818043808285,0.3435555639981549,bars_reclaim_to_bos,>=,4.0,retrace_fraction_of_raid_leg,<=,0.8161192502897269
bars_reclaim_to_bos <= 8.75 AND retrace_fraction_of_raid_leg <= 0.650541399572,2,58,27,31,0.46551724137931033,0.12643678160919541,0.3433181535782671,bars_reclaim_to_bos,<=,8.75,retrace_fraction_of_raid_leg,<=,0.6505413995715918
bars_reclaim_to_bos >= 4 AND zone_width_range_units >= 0.886989148003,2,58,27,31,0.46551724137931033,0.12643678160919541,0.3433181535782671,bars_reclaim_to_bos,>=,4.0,zone_width_range_units,>=,0.886989148002769
bars_reclaim_to_bos >= 4 AND displacement_range_units <= 3.8629756871,2,96,42,54,0.4375,0.09841954022988508,0.34256663889153366,bars_reclaim_to_bos,>=,4.0,displacement_range_units,<=,3.862975687103594
displacement_range_units <= 2.38132645045 AND bos_extension_range_units <= 0.759062167442,2,41,20,21,0.4878048780487805,0.14872441827866556,0.34254187239935696,displacement_range_units,<=,2.3813264504544813,bos_extension_range_units,<=,0.7590621674423997
bos_to_return_min <= 886.25,1,130,55,75,0.4230769230769231,0.08399646330680816,0.34155499024701075,bos_to_return_min,<=,886.25,,,
reclaim_delay_h1_bars >= 0 AND bos_to_return_min <= 886.25,2,130,55,75,0.4230769230769231,0.08399646330680816,0.34155499024701075,reclaim_delay_h1_bars,>=,0.0,bos_to_return_min,<=,886.25
reclaim_delay_h1_bars <= 1 AND origin_distance_from_pre_return_low_fraction <= 0.778158508159,2,104,45,59,0.4326923076923077,0.09361184792219279,0.3415484367913816,reclaim_delay_h1_bars,<=,1.0,origin_distance_from_pre_return_low_fraction,<=,0.7781585081585067
reclaim_delay_h1_bars <= 1 AND retrace_fraction_of_raid_leg <= 0.81611925029,2,104,45,59,0.4326923076923077,0.09361184792219279,0.3415484367913816,reclaim_delay_h1_bars,<=,1.0,retrace_fraction_of_raid_leg,<=,0.8161192502897269
return_penetration_zone_width <= 0.1361962146 AND origin_distance_from_pre_return_low_fraction <= 0.585694359338,2,46,22,24,0.4782608695652174,0.1391804097951025,0.34124459875672114,return_penetration_zone_width,<=,0.13619621460041886,origin_distance_from_pre_return_low_fraction,<=,0.5856943593382155
bos_to_return_min <= 886.25 AND return_penetration_zone_width >= 0.0402289332684,2,94,41,53,0.43617021276595747,0.09708975299584255,0.3403800142018192,bos_to_return_min,<=,886.25,return_penetration_zone_width,>=,0.0402289332683779
raid_depth_pct >= 0.480412050409 AND bos_to_return_min <= 287.5,2,61,28,33,0.45901639344262296,0.11993593367250804,0.34012730888289117,raid_depth_pct,>=,0.48041205040850743,bos_to_return_min,<=,287.5
bos_to_return_min <= 287.5 AND return_penetration_zone_width >= 0.1361962146,2,39,19,20,0.48717948717948717,0.14809902740937225,0.3386492878313309,bos_to_return_min,<=,287.5,return_penetration_zone_width,>=,0.13619621460041886
bars_reclaim_to_bos >= 6 AND origin_distance_from_pre_return_low_fraction <= 0.778158508159,2,69,31,38,0.4492753623188406,0.11019490254872566,0.33768665943438886,bars_reclaim_to_bos,>=,6.0,origin_distance_from_pre_return_low_fraction,<=,0.7781585081585067
bear_path_efficiency <= 0.664143632755 AND retrace_fraction_of_raid_leg <= 0.81611925029,2,69,31,38,0.4492753623188406,0.11019490254872566,0.33768665943438886,bear_path_efficiency,<=,0.6641436327551316,retrace_fraction_of_raid_leg,<=,0.8161192502897269
bos_extension_range_units <= 0.416652965033,1,87,38,49,0.4367816091954023,0.0977011494252874,0.33742375517786577,bos_extension_range_units,<=,0.41665296503343563,,,
origin_distance_from_pre_return_low_fraction <= 0.585694359338,1,87,38,49,0.4367816091954023,0.0977011494252874,0.33742375517786577,origin_distance_from_pre_return_low_fraction,<=,0.5856943593382155,,,
retrace_fraction_of_raid_leg <= 0.650541399572,1,87,38,49,0.4367816091954023,0.0977011494252874,0.33742375517786577,retrace_fraction_of_raid_leg,<=,0.6505413995715918,,,
reclaim_delay_h1_bars >= 0 AND bos_extension_range_units <= 0.416652965033,2,87,38,49,0.4367816091954023,0.0977011494252874,0.33742375517786577,reclaim_delay_h1_bars,>=,0.0,bos_extension_range_units,<=,0.41665296503343563
reclaim_delay_h1_bars >= 0 AND origin_distance_from_pre_return_low_fraction <= 0.585694359338,2,87,38,49,0.4367816091954023,0.0977011494252874,0.33742375517786577,reclaim_delay_h1_bars,>=,0.0,origin_distance_from_pre_return_low_fraction,<=,0.5856943593382155
reclaim_delay_h1_bars >= 0 AND retrace_fraction_of_raid_leg <= 0.650541399572,2,87,38,49,0.4367816091954023,0.0977011494252874,0.33742375517786577,reclaim_delay_h1_bars,>=,0.0,retrace_fraction_of_raid_leg,<=,0.6505413995715918
retrace_fraction_of_raid_leg <= 0.650541399572 AND origin_distance_from_pre_return_low_fraction <= 0.778158508159,2,87,38,49,0.4367816091954023,0.0977011494252874,0.33742375517786577,retrace_fraction_of_raid_leg,<=,0.6505413995715918,origin_distance_from_pre_return_low_fraction,<=,0.7781585081585067
bear_path_efficiency <= 0.920747597726 AND zone_width_range_units >= 0.886989148003,2,59,27,32,0.4576271186440678,0.11854665887395288,0.33701102140242434,bear_path_efficiency,<=,0.9207475977260157,zone_width_range_units,>=,0.886989148002769
retrace_fraction_of_raid_leg <= 0.650541399572 AND origin_distance_from_pre_return_low_fraction <= 0.585694359338,2,82,36,46,0.43902439024390244,0.09994393047378752,0.3367336357846038,retrace_fraction_of_raid_leg,<=,0.6505413995715918,origin_distance_from_pre_return_low_fraction,<=,0.5856943593382155
bars_reclaim_to_bos >= 4 AND zone_width_range_units >= 0.666666666667,2,95,41,54,0.43157894736842106,0.09249848759830614,0.336556700478959,bars_reclaim_to_bos,>=,4.0,zone_width_range_units,>=,0.6666666666666631
displacement_range_units <= 3.8629756871 AND bos_extension_range_units <= 0.416652965033,2,77,34,43,0.44155844155844154,0.10247798178832662,0.3360515471044896,displacement_range_units,<=,3.862975687103594,bos_extension_range_units,<=,0.41665296503343563
bars_reclaim_to_bos >= 4 AND origin_distance_from_pre_return_low_fraction <= 0.585694359338,2,72,32,40,0.4444444444444444,0.1053639846743295,0.33538885104705246,bars_reclaim_to_bos,>=,4.0,origin_distance_from_pre_return_low_fraction,<=,0.5856943593382155
bars_reclaim_to_bos >= 4 AND retrace_fraction_of_raid_leg <= 0.650541399572,2,72,32,40,0.4444444444444444,0.1053639846743295,0.33538885104705246,bars_reclaim_to_bos,>=,4.0,retrace_fraction_of_raid_leg,<=,0.6505413995715918
bear_path_efficiency <= 0.664143632755 AND bos_to_return_min <= 886.25,2,67,30,37,0.44776119402985076,0.10868073425973585,0.3347620178479756,bear_path_efficiency,<=,0.6641436327551316,bos_to_return_min,<=,886.25
bear_path_efficiency <= 0.664143632755 AND origin_distance_from_pre_return_low_fraction <= 0.778158508159,2,67,30,37,0.44776119402985076,0.10868073425973585,0.3347620178479756,bear_path_efficiency,<=,0.6641436327551316,origin_distance_from_pre_return_low_fraction,<=,0.7781585081585067
bear_path_efficiency <= 0.920747597726 AND origin_distance_from_pre_return_low_fraction <= 0.778158508159,2,106,45,61,0.42452830188679247,0.08544784211667755,0.3346948483840659,bear_path_efficiency,<=,0.9207475977260157,origin_distance_from_pre_return_low_fraction,<=,0.7781585081585067
displacement_range_units <= 2.38132645045 AND zone_width_range_units <= 1.15860243734,2,37,18,19,0.4864864864864865,0.1474060267163716,0.3344615332721104,displacement_range_units,<=,2.3813264504544813,zone_width_range_units,<=,1.1586024373371737
bear_path_efficiency <= 0.920747597726 AND zone_width_range_units >= 0.666666666667,2,93,40,53,0.43010752688172044,0.09102706711160552,0.33423358533237524,bear_path_efficiency,<=,0.9207475977260157,zone_width_range_units,>=,0.6666666666666631
displacement_range_units <= 3.8629756871 AND zone_width_range_units >= 0.666666666667,2,93,40,53,0.43010752688172044,0.09102706711160552,0.33423358533237524,displacement_range_units,<=,3.862975687103594,zone_width_range_units,>=,0.6666666666666631
raid_depth_pct >= 0.480412050409 AND bos_to_return_min <= 886.25,2,93,40,53,0.43010752688172044,0.09102706711160552,0.33423358533237524,raid_depth_pct,>=,0.48041205040850743,bos_to_return_min,<=,886.25
bars_reclaim_to_bos >= 6 AND displacement_range_units <= 3.8629756871,2,62,28,34,0.45161290322580644,0.11253244345569152,0.3341951476826002,bars_reclaim_to_bos,>=,6.0,displacement_range_units,<=,3.862975687103594
displacement_range_units <= 3.8629756871 AND bear_path_efficiency <= 0.920747597726,2,96,41,55,0.4270833333333333,0.0880028735632184,0.3328192137965024,displacement_range_units,<=,3.862975687103594,bear_path_efficiency,<=,0.9207475977260157
bars_reclaim_to_bos >= 6 AND retrace_fraction_of_raid_leg <= 0.81611925029,2,70,31,39,0.44285714285714284,0.10377668308702792,0.33249341706100566,bars_reclaim_to_bos,>=,6.0,retrace_fraction_of_raid_leg,<=,0.8161192502897269
bear_path_efficiency <= 0.920747597726 AND retrace_fraction_of_raid_leg <= 0.81611925029,2,107,45,62,0.4205607476635514,0.08148028789343648,0.33137117288870527,bear_path_efficiency,<=,0.9207475977260157,retrace_fraction_of_raid_leg,<=,0.8161192502897269
bear_path_efficiency >= 0.423204608424 AND origin_distance_from_pre_return_low_fraction <= 0.585694359338,2,60,27,33,0.45,0.1109195402298851,0.3309345385376083,bear_path_efficiency,>=,0.4232046084240686,origin_distance_from_pre_return_low_fraction,<=,0.5856943593382155
retrace_fraction_of_raid_leg <= 0.81611925029 AND origin_distance_from_pre_return_low_fraction <= 0.585694359338,2,86,37,49,0.43023255813953487,0.09115209836941995,0.3307917119906583,retrace_fraction_of_raid_leg,<=,0.8161192502897269,origin_distance_from_pre_return_low_fraction,<=,0.5856943593382155
bars_reclaim_to_bos <= 8.75 AND bos_to_return_min <= 886.25,2,94,40,54,0.425531914893617,0.08645145512350211,0.3304421206916812,bars_reclaim_to_bos,<=,8.75,bos_to_return_min,<=,886.25
displacement_range_units >= 2.38132645045 AND retrace_fraction_of_raid_leg <= 0.414469347396,2,35,17,18,0.4857142857142857,0.1466338259441708,0.32993980391252736,displacement_range_units,>=,2.3813264504544813,retrace_fraction_of_raid_leg,<=,0.4144693473961759
bear_path_efficiency <= 0.664143632755 AND retrace_fraction_of_raid_leg <= 0.650541399572,2,50,23,27,0.46,0.1209195402298851,0.3296943460178264,bear_path_efficiency,<=,0.6641436327551316,retrace_fraction_of_raid_leg,<=,0.6505413995715918
reclaim_delay_h1_bars >= 0.5 AND bos_extension_range_units <= 0.416652965033,2,50,23,27,0.46,0.1209195402298851,0.3296943460178264,reclaim_delay_h1_bars,>=,0.5,bos_extension_range_units,<=,0.41665296503343563
reclaim_delay_h1_bars >= 1 AND bos_extension_range_units <= 0.416652965033,2,50,23,27,0.46,0.1209195402298851,0.3296943460178264,reclaim_delay_h1_bars,>=,1.0,bos_extension_range_units,<=,0.41665296503343563
return_penetration_zone_width <= 0.1361962146 AND retrace_fraction_of_raid_leg <= 0.650541399572,2,50,23,27,0.46,0.1209195402298851,0.3296943460178264,return_penetration_zone_width,<=,0.13619621460041886,retrace_fraction_of_raid_leg,<=,0.6505413995715918
reclaim_delay_h1_bars >= 0.5 AND bos_extension_range_units <= 0.759062167442,2,68,30,38,0.4411764705882353,0.10209601081812036,0.329460449863809,reclaim_delay_h1_bars,>=,0.5,bos_extension_range_units,<=,0.7590621674423997
reclaim_delay_h1_bars >= 1 AND bos_extension_range_units <= 0.759062167442,2,68,30,38,0.4411764705882353,0.10209601081812036,0.329460449863809,reclaim_delay_h1_bars,>=,1.0,bos_extension_range_units,<=,0.7590621674423997
bars_reclaim_to_bos >= 6 AND displacement_range_units <= 3.04340607516,2,40,19,21,0.475,0.13591954022988506,0.32935229550181694,bars_reclaim_to_bos,>=,6.0,displacement_range_units,<=,3.0434060751597873
reclaim_delay_h1_bars <= 0 AND bos_to_return_min <= 287.5,2,40,19,21,0.475,0.13591954022988506,0.32935229550181694,reclaim_delay_h1_bars,<=,0.0,bos_to_return_min,<=,287.5
reclaim_delay_h1_bars <= 0.5 AND bos_to_return_min <= 287.5,2,40,19,21,0.475,0.13591954022988506,0.32935229550181694,reclaim_delay_h1_bars,<=,0.5,bos_to_return_min,<=,287.5
bos_extension_range_units <= 0.759062167442 AND zone_width_range_units >= 0.666666666667,2,97,41,56,0.422680412371134,0.0835999526010191,0.3291646600667981,bos_extension_range_units,<=,0.7590621674423997,zone_width_range_units,>=,0.6666666666666631
bars_reclaim_to_bos >= 4 AND displacement_range_units <= 3.04340607516,2,63,28,35,0.4444444444444444,0.1053639846743295,0.3284690053363267,bars_reclaim_to_bos,>=,4.0,displacement_range_units,<=,3.0434060751597873
zone_width_range_units <= 1.15860243734 AND bos_to_return_min <= 287.5,2,63,28,35,0.4444444444444444,0.1053639846743295,0.3284690053363267,zone_width_range_units,<=,1.1586024373371737,bos_to_return_min,<=,287.5
bars_reclaim_to_bos >= 4 AND bos_extension_range_units <= 0.759062167442,2,100,42,58,0.42,0.08091954022988507,0.32798224918511304,bars_reclaim_to_bos,>=,4.0,bos_extension_range_units,<=,0.7590621674423997
bear_path_efficiency >= 0.423204608424 AND bos_to_return_min <= 886.25,2,92,39,53,0.42391304347826086,0.08483258370814595,0.3279782090086152,bear_path_efficiency,>=,0.4232046084240686,bos_to_return_min,<=,886.25
bos_extension_range_units <= 0.759062167442 AND zone_width_range_units >= 0.886989148003,2,58,26,32,0.4482758620689655,0.10919540229885061,0.32749651292941145,bos_extension_range_units,<=,0.7590621674423997,zone_width_range_units,>=,0.886989148002769
bars_reclaim_to_bos >= 6 AND bos_extension_range_units <= 0.759062167442,2,66,29,37,0.4393939393939394,0.10031347962382448,0.3262793012401283,bars_reclaim_to_bos,>=,6.0,bos_extension_range_units,<=,0.7590621674423997
bear_path_efficiency <= 0.664143632755 AND zone_width_range_units >= 0.666666666667,2,66,29,37,0.4393939393939394,0.10031347962382448,0.3262793012401283,bear_path_efficiency,<=,0.6641436327551316,zone_width_range_units,>=,0.6666666666666631
bos_extension_range_units <= 0.416652965033 AND return_penetration_zone_width >= 0.1361962146,2,43,20,23,0.46511627906976744,0.12603581929965252,0.3251082626391856,bos_extension_range_units,<=,0.41665296503343563,return_penetration_zone_width,>=,0.13619621460041886
raid_depth_pct <= 1.03141133122 AND zone_width_range_units >= 0.666666666667,2,61,27,34,0.4426229508196721,0.1035424910495572,0.32507608033920443,raid_depth_pct,<=,1.0314113312150264,zone_width_range_units,>=,0.6666666666666631
raid_depth_pct <= 1.03141133122 AND bars_reclaim_to_bos >= 6,2,38,18,20,0.47368421052631576,0.13460375075620085,0.32478778808941583,raid_depth_pct,<=,1.0314113312150264,bars_reclaim_to_bos,>=,6.0
displacement_range_units <= 3.04340607516 AND bos_extension_range_units <= 0.416652965033,2,51,23,28,0.45098039215686275,0.11189993238674784,0.3226730501113224,displacement_range_units,<=,3.0434060751597873,bos_extension_range_units,<=,0.41665296503343563
bars_reclaim_to_bos >= 6 AND zone_width_range_units >= 0.666666666667,2,59,26,33,0.4406779661016949,0.10159750633157999,0.3215001223396273,bars_reclaim_to_bos,>=,6.0,zone_width_range_units,>=,0.6666666666666631
bear_path_efficiency >= 0.423204608424 AND retrace_fraction_of_raid_leg <= 0.650541399572,2,59,26,33,0.4406779661016949,0.10159750633157999,0.3215001223396273,bear_path_efficiency,>=,0.4232046084240686,retrace_fraction_of_raid_leg,<=,0.6505413995715918
bear_path_efficiency <= 0.920747597726 AND retrace_fraction_of_raid_leg <= 0.650541399572,2,75,32,43,0.4266666666666667,0.08758620689655178,0.32100563365956936,bear_path_efficiency,<=,0.9207475977260157,retrace_fraction_of_raid_leg,<=,0.6505413995715918
bos_to_return_min <= 886.25 AND return_penetration_zone_width >= 0.1361962146,2,62,27,35,0.43548387096774194,0.09640341119762702,0.3194239439101423,bos_to_return_min,<=,886.25,return_penetration_zone_width,>=,0.13619621460041886
displacement_range_units <= 3.8629756871 AND zone_width_range_units >= 0.886989148003,2,57,25,32,0.43859649122807015,0.09951603145795523,0.31772495285894004,displacement_range_units,<=,3.862975687103594,zone_width_range_units,>=,0.886989148002769
raid_depth_pct >= 0.480412050409 AND bos_extension_range_units <= 0.416652965033,2,68,29,39,0.4264705882352941,0.08739012846517918,0.31597057562082875,raid_depth_pct,>=,0.48041205040850743,bos_extension_range_units,<=,0.41665296503343563
reclaim_delay_h1_bars >= 0.5 AND bos_to_return_min <= 886.25,2,68,29,39,0.4264705882352941,0.08739012846517918,0.31597057562082875,reclaim_delay_h1_bars,>=,0.5,bos_to_return_min,<=,886.25
reclaim_delay_h1_bars >= 1 AND bos_to_return_min <= 886.25,2,68,29,39,0.4264705882352941,0.08739012846517918,0.31597057562082875,reclaim_delay_h1_bars,>=,1.0,bos_to_return_min,<=,886.25
displacement_range_units <= 3.04340607516 AND zone_width_range_units >= 0.666666666667,2,60,26,34,0.43333333333333335,0.09425287356321843,0.3157220039440064,displacement_range_units,<=,3.0434060751597873,zone_width_range_units,>=,0.6666666666666631
return_penetration_zone_width >= 0.0402289332684 AND origin_distance_from_pre_return_low_fraction <= 0.585694359338,2,60,26,34,0.43333333333333335,0.09425287356321843,0.3157220039440064,return_penetration_zone_width,>=,0.0402289332683779,origin_distance_from_pre_return_low_fraction,<=,0.5856943593382155
return_penetration_zone_width >= 0.0402289332684 AND retrace_fraction_of_raid_leg <= 0.650541399572,2,60,26,34,0.43333333333333335,0.09425287356321843,0.3157220039440064,return_penetration_zone_width,>=,0.0402289332683779,retrace_fraction_of_raid_leg,<=,0.6505413995715918
reclaim_delay_h1_bars >= 0.5 AND displacement_range_units <= 3.8629756871,2,63,27,36,0.42857142857142855,0.08949096880131363,0.3139672637328724,reclaim_delay_h1_bars,>=,0.5,displacement_range_units,<=,3.862975687103594
reclaim_delay_h1_bars >= 1 AND displacement_range_units <= 3.8629756871,2,63,27,36,0.42857142857142855,0.08949096880131363,0.3139672637328724,reclaim_delay_h1_bars,>=,1.0,displacement_range_units,<=,3.862975687103594
reclaim_delay_h1_bars <= 1 AND bars_reclaim_to_bos >= 6,2,66,28,38,0.42424242424242425,0.08516196447230934,0.31242322955377905,reclaim_delay_h1_bars,<=,1.0,bars_reclaim_to_bos,>=,6.0
reclaim_delay_h1_bars >= 0.5 AND origin_distance_from_pre_return_low_fraction <= 0.778158508159,2,66,28,38,0.42424242424242425,0.08516196447230934,0.31242322955377905,reclaim_delay_h1_bars,>=,0.5,origin_distance_from_pre_return_low_fraction,<=,0.7781585081585067
reclaim_delay_h1_bars >= 0.5 AND retrace_fraction_of_raid_leg <= 0.81611925029,2,66,28,38,0.42424242424242425,0.08516196447230934,0.31242322955377905,reclaim_delay_h1_bars,>=,0.5,retrace_fraction_of_raid_leg,<=,0.8161192502897269
reclaim_delay_h1_bars >= 1 AND origin_distance_from_pre_return_low_fraction <= 0.778158508159,2,66,28,38,0.42424242424242425,0.08516196447230934,0.31242322955377905,reclaim_delay_h1_bars,>=,1.0,origin_distance_from_pre_return_low_fraction,<=,0.7781585081585067
reclaim_delay_h1_bars >= 1 AND retrace_fraction_of_raid_leg <= 0.81611925029,2,66,28,38,0.42424242424242425,0.08516196447230934,0.31242322955377905,reclaim_delay_h1_bars,>=,1.0,retrace_fraction_of_raid_leg,<=,0.8161192502897269
return_penetration_zone_width <= 0.301470588235 AND retrace_fraction_of_raid_leg <= 0.650541399572,2,66,28,38,0.42424242424242425,0.08516196447230934,0.31242322955377905,return_penetration_zone_width,<=,0.3014705882352923,retrace_fraction_of_raid_leg,<=,0.6505413995715918
bos_extension_range_units <= 0.416652965033 AND zone_width_range_units >= 0.886989148003,2,42,19,23,0.4523809523809524,0.11330049261083747,0.3122316381863853,bos_extension_range_units,<=,0.41665296503343563,zone_width_range_units,>=,0.886989148002769
raid_depth_pct <= 1.03141133122 AND bear_path_efficiency <= 0.664143632755,2,37,17,20,0.4594594594594595,0.12037899968934457,0.3103832782845773,raid_depth_pct,<=,1.0314113312150264,bear_path_efficiency,<=,0.6641436327551316
reclaim_delay_h1_bars >= 0.5 AND displacement_range_units <= 3.04340607516,2,37,17,20,0.4594594594594595,0.12037899968934457,0.3103832782845773,reclaim_delay_h1_bars,>=,0.5,displacement_range_units,<=,3.0434060751597873
reclaim_delay_h1_bars >= 1 AND displacement_range_units <= 3.04340607516,2,37,17,20,0.4594594594594595,0.12037899968934457,0.3103832782845773,reclaim_delay_h1_bars,>=,1.0,displacement_range_units,<=,3.0434060751597873
return_penetration_zone_width <= 0.301470588235 AND origin_distance_from_pre_return_low_fraction <= 0.585694359338,2,61,26,35,0.4262295081967213,0.08714904842660637,0.31015028557967433,return_penetration_zone_width,<=,0.3014705882352923,origin_distance_from_pre_return_low_fraction,<=,0.5856943593382155
raid_depth_pct <= 1.03141133122 AND zone_width_range_units >= 0.886989148003,2,40,18,22,0.45,0.1109195402298851,0.30705075280944705,raid_depth_pct,<=,1.0314113312150264,zone_width_range_units,>=,0.886989148002769
reclaim_delay_h1_bars <= 0 AND retrace_fraction_of_raid_leg <= 0.650541399572,2,40,18,22,0.45,0.1109195402298851,0.30705075280944705,reclaim_delay_h1_bars,<=,0.0,retrace_fraction_of_raid_leg,<=,0.6505413995715918
reclaim_delay_h1_bars <= 0.5 AND retrace_fraction_of_raid_leg <= 0.650541399572,2,40,18,22,0.45,0.1109195402298851,0.30705075280944705,reclaim_delay_h1_bars,<=,0.5,retrace_fraction_of_raid_leg,<=,0.6505413995715918
zone_width_range_units >= 0.886989148003 AND return_penetration_zone_width >= 0.1361962146,2,40,18,22,0.45,0.1109195402298851,0.30705075280944705,zone_width_range_units,>=,0.886989148002769,return_penetration_zone_width,>=,0.13619621460041886
raid_depth_pct >= 1.03141133122 AND bos_to_return_min <= 287.5,2,48,21,27,0.4375,0.09841954022988508,0.30701054640410924,raid_depth_pct,>=,1.0314113312150264,bos_to_return_min,<=,287.5
reclaim_delay_h1_bars >= 0.5 AND origin_distance_from_pre_return_low_fraction <= 0.585694359338,2,48,21,27,0.4375,0.09841954022988508,0.30701054640410924,reclaim_delay_h1_bars,>=,0.5,origin_distance_from_pre_return_low_fraction,<=,0.5856943593382155
reclaim_delay_h1_bars >= 1 AND origin_distance_from_pre_return_low_fraction <= 0.585694359338,2,48,21,27,0.4375,0.09841954022988508,0.30701054640410924,reclaim_delay_h1_bars,>=,1.0,origin_distance_from_pre_return_low_fraction,<=,0.5856943593382155
displacement_range_units <= 3.04340607516 AND bear_path_efficiency <= 0.920747597726,2,62,26,36,0.41935483870967744,0.08027437893956252,0.30477395467281665,displacement_range_units,<=,3.0434060751597873,bear_path_efficiency,<=,0.9207475977260157
displacement_range_units <= 3.8629756871 AND return_penetration_zone_width <= 0.1361962146,2,62,26,36,0.41935483870967744,0.08027437893956252,0.30477395467281665,displacement_range_units,<=,3.862975687103594,return_penetration_zone_width,<=,0.13619621460041886
reclaim_delay_h1_bars <= 0 AND bos_to_return_min <= 886.25,2,62,26,36,0.41935483870967744,0.08027437893956252,0.30477395467281665,reclaim_delay_h1_bars,<=,0.0,bos_to_return_min,<=,886.25
reclaim_delay_h1_bars <= 0.5 AND bos_to_return_min <= 886.25,2,62,26,36,0.41935483870967744,0.08027437893956252,0.30477395467281665,reclaim_delay_h1_bars,<=,0.5,bos_to_return_min,<=,886.25
bear_path_efficiency <= 0.423204608424 AND bos_extension_range_units <= 0.759062167442,2,35,16,19,0.45714285714285713,0.11806239737274221,0.30465773633760845,bear_path_efficiency,<=,0.4232046084240686,bos_extension_range_units,<=,0.7590621674423997
bear_path_efficiency <= 0.920747597726 AND return_penetration_zone_width >= 0.301470588235,2,35,16,19,0.45714285714285713,0.11806239737274221,0.30465773633760845,bear_path_efficiency,<=,0.9207475977260157,return_penetration_zone_width,>=,0.3014705882352923
bars_reclaim_to_bos <= 6 AND origin_distance_from_pre_return_low_fraction <= 0.585694359338,2,43,19,24,0.4418604651162791,0.10278000534616416,0.30433085623921335,bars_reclaim_to_bos,<=,6.0,origin_distance_from_pre_return_low_fraction,<=,0.5856943593382155
bars_reclaim_to_bos <= 6 AND retrace_fraction_of_raid_leg <= 0.650541399572,2,43,19,24,0.4418604651162791,0.10278000534616416,0.30433085623921335,bars_reclaim_to_bos,<=,6.0,retrace_fraction_of_raid_leg,<=,0.6505413995715918
raid_depth_pct <= 1.85221089813 AND retrace_fraction_of_raid_leg <= 0.650541399572,2,57,24,33,0.42105263157894735,0.08197217180883243,0.3018739975305185,raid_depth_pct,<=,1.8522108981337493,retrace_fraction_of_raid_leg,<=,0.6505413995715918
