role,partition,dev_block,execution_start,loss_class,visit_n,lane,H,L,R,parent_entry_ts,parent_exit_ts,parent_pnl,parent_pnl_5bps,recovery_entry_ts,recovery_entry_price,recovery_break_ts,recovery_exit_ts,recovery_exit_price,recovery_exit_reason,recovery_pnl,recovery_pnl_5bps,recovery_won,recovery_won_5bps,combined_episode_pnl,combined_episode_pnl_5bps,rescued,rescued_5bps
CENTRAL,development,0,2022-01-02 15:00:00+00:00,A20_PARENT_LOSS,2,REC_H2,176.75,174.66,2.0900000000000034,2022-01-02 16:10:00+00:00,2022-01-02 16:20:00+00:00,-0.622347949080615,-0.872347949080615,2022-01-02 16:30:00+00:00,176.75,2022-01-02 16:30:00+00:00,2022-01-02 16:50:00+00:00,177.586,TARGET,2.3649222065064146,2.1149222065064146,True,True,1.7425742574257996,1.2425742574257996,True,True
CENTRAL,development,0,2022-01-06 15:00:00+00:00,A20_PARENT_LOSS,2,REC_H2,151.09,146.22,4.8700000000000045,2022-01-06 17:05:00+00:00,2022-01-06 17:15:00+00:00,-1.0920643325170731,-1.3420643325170731,2022-01-06 22:20:00+00:00,151.09,2022-01-06 22:20:00+00:00,2022-01-06 22:30:00+00:00,150.92,FAILED_BREAK,-0.5625785955391538,-0.8125785955391538,False,False,-1.654642928056227,-2.154642928056227,False,False
CENTRAL,development,0,2022-01-12 15:00:00+00:00,A20_PARENT_LOSS,2,REC_H2,147.67,139.5,8.169999999999987,2022-01-12 15:15:00+00:00,2022-01-12 15:35:00+00:00,-1.4898083564705011,-1.7398083564705011,2022-01-12 15:45:00+00:00,147.67,2022-01-12 15:45:00+00:00,2022-01-12 15:55:00+00:00,147.4,FAILED_BREAK,-0.9142005823795651,-1.1642005823795651,False,False,-2.4040089388500663,-2.9040089388500663,False,False
CENTRAL,development,0,2022-01-19 15:00:00+00:00,A20_PARENT_LOSS,2,REC_H2,138.55,133.25,5.300000000000011,2022-01-19 15:00:00+00:00,2022-01-20 02:55:00+00:00,-8.44460483579934,-8.69460483579934,2022-01-20 13:30:00+00:00,138.55,2022-01-20 13:30:00+00:00,2022-01-20 14:30:00+00:00,140.67000000000002,TARGET,7.650667629014785,7.400667629014785,True,True,-0.7939372067845563,-1.2939372067845563,False,False
CENTRAL,development,0,2022-01-28 15:00:00+00:00,A20_PARENT_LOSS,2,REC_H2,90.92,87.1,3.8200000000000074,2022-01-28 15:50:00+00:00,2022-01-28 16:05:00+00:00,-1.979762428508558,-2.2297624285085584,2022-01-28 18:00:00+00:00,90.92,2022-01-28 18:05:00+00:00,2022-01-28 18:30:00+00:00,92.44800000000001,TARGET,8.40299164100311,8.15299164100311,True,True,6.423229212494553,5.923229212494552,True,True
CENTRAL,development,0,2022-02-01 15:00:00+00:00,A20_PARENT_LOSS,2,REC_H2,111.04,103.75,7.290000000000006,2022-02-01 16:30:00+00:00,2022-02-01 16:45:00+00:00,-0.7654899135446924,-1.0154899135446924,2022-02-01 17:50:00+00:00,111.04,2022-02-01 17:50:00+00:00,2022-02-01 18:10:00+00:00,110.98,FAILED_BREAK,-0.2701729106628359,-0.5201729106628359,False,False,-1.0356628242075283,-1.5356628242075283,False,False
CENTRAL,development,0,2022-02-07 15:00:00+00:00,A20_PARENT_LOSS,2,REC_H2,121.09,115.37,5.719999999999999,2022-02-07 15:35:00+00:00,2022-02-07 15:45:00+00:00,-0.8258320257659713,-1.0758320257659713,2022-02-07 16:15:00+00:00,121.09,2022-02-07 16:30:00+00:00,2022-02-07 16:40:00+00:00,120.06,FAILED_BREAK,-4.253034932694688,-4.503034932694688,False,False,-5.07886695846066,-5.57886695846066,False,False
CENTRAL,development,0,2022-02-08 15:00:00+00:00,A20_PARENT_LOSS,2,REC_H2,114.72,111.12,3.5999999999999943,2022-02-09 00:45:00+00:00,2022-02-09 01:05:00+00:00,-0.3486750348675183,-0.5986750348675183,2022-02-09 12:35:00+00:00,114.72,2022-02-09 12:35:00+00:00,2022-02-09 12:50:00+00:00,114.47,FAILED_BREAK,-1.0896094839609738,-1.3396094839609738,False,False,-1.438284518828492,-1.938284518828492,False,False
CENTRAL,development,0,2022-02-19 15:00:00+00:00,A20_PARENT_LOSS,2,REC_H2,91.22,88.51,2.7099999999999937,2022-02-19 16:05:00+00:00,2022-02-19 16:45:00+00:00,-0.05481254110945022,-0.3048125411094502,2022-02-19 23:40:00+00:00,91.22,2022-02-19 23:40:00+00:00,2022-02-19 23:50:00+00:00,91.07,FAILED_BREAK,-0.8221881166411427,-1.0721881166411427,False,False,-0.8770006577505929,-1.3770006577505929,False,False
CENTRAL,development,0,2022-02-20 15:00:00+00:00,A20_PARENT_LOSS,2,REC_H2,90.98,87.37,3.6099999999999994,2022-02-20 17:40:00+00:00,2022-02-20 18:00:00+00:00,-0.16487140030774228,-0.4148714003077423,2022-02-20 21:50:00+00:00,90.98,2022-02-20 21:55:00+00:00,2022-02-20 22:10:00+00:00,92.424,TARGET,7.935810068146809,7.685810068146809,True,True,7.770938667839067,7.270938667839067,True,True
