zone,session_date,year,ref_start,ref_end,exec_start,exec_end,ref_bars,exec_bars,status,H,L,R,k1_ts,leave_ts,h2_ts,terminal,entry_signal_ts,entry_ts,entry_px,has_k1,has_leave,upstream_h2,has_entry,h2_after_entry,trade_net_win,trade_net_return,trade_pnl_usd_500,trade_exit_type,trade_exit_ts,trade_rr,entry_structural_terminal
Z12,2023-03-28,2023,2023-03-28 12:00:00+00:00,2023-03-28 16:00:00+00:00,2023-03-28 16:00:00+00:00,2023-03-28 20:00:00+00:00,48,48,OK,312.3,308.67,3.6299999999999955,,,,BREAK_ABOVE_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z16,2023-03-28,2023,2023-03-28 16:00:00+00:00,2023-03-28 20:00:00+00:00,2023-03-28 20:00:00+00:00,2023-03-29 00:00:00+00:00,48,48,OK,315.85,309.72,6.1299999999999955,,,,NO_K1_BY_END,,,,False,False,False,False,False,False,,,,,,
Z20,2023-03-28,2023,2023-03-28 20:00:00+00:00,2023-03-29 00:00:00+00:00,2023-03-29 00:00:00+00:00,2023-03-29 04:00:00+00:00,48,48,OK,314.69,311.45,3.240000000000009,,,,BREAK_ABOVE_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z00,2023-03-29,2023,2023-03-29 00:00:00+00:00,2023-03-29 04:00:00+00:00,2023-03-29 04:00:00+00:00,2023-03-29 08:00:00+00:00,48,48,OK,315.24,312.54,2.6999999999999886,,,,BREAK_BELOW_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z04,2023-03-29,2023,2023-03-29 04:00:00+00:00,2023-03-29 08:00:00+00:00,2023-03-29 08:00:00+00:00,2023-03-29 12:00:00+00:00,48,48,OK,316.85,312.29,4.560000000000002,2023-03-29 08:00:00+00:00,2023-03-29 08:05:00+00:00,2023-03-29 08:10:00+00:00,H2,,,,True,True,True,False,False,False,,,,,,
Z08,2023-03-29,2023,2023-03-29 08:00:00+00:00,2023-03-29 12:00:00+00:00,2023-03-29 12:00:00+00:00,2023-03-29 16:00:00+00:00,48,48,OK,320.0,316.08,3.920000000000016,,,,LOW_VISIT_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z12,2023-03-29,2023,2023-03-29 12:00:00+00:00,2023-03-29 16:00:00+00:00,2023-03-29 16:00:00+00:00,2023-03-29 20:00:00+00:00,48,48,OK,317.8,313.97,3.829999999999984,,,,NO_K1_BY_END,,,,False,False,False,False,False,False,,,,,,
Z16,2023-03-29,2023,2023-03-29 16:00:00+00:00,2023-03-29 20:00:00+00:00,2023-03-29 20:00:00+00:00,2023-03-30 00:00:00+00:00,48,48,OK,316.47,314.8,1.670000000000016,,,,LOW_VISIT_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z20,2023-03-29,2023,2023-03-29 20:00:00+00:00,2023-03-30 00:00:00+00:00,2023-03-30 00:00:00+00:00,2023-03-30 04:00:00+00:00,48,48,OK,316.45,312.63,3.819999999999993,,,,BREAK_BELOW_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z00,2023-03-30,2023,2023-03-30 00:00:00+00:00,2023-03-30 04:00:00+00:00,2023-03-30 04:00:00+00:00,2023-03-30 08:00:00+00:00,48,48,OK,318.31,308.5,9.810000000000002,2023-03-30 07:50:00+00:00,2023-03-30 07:55:00+00:00,,NO_H2_BY_END,,,,True,True,False,False,False,False,,,,,,
Z04,2023-03-30,2023,2023-03-30 04:00:00+00:00,2023-03-30 08:00:00+00:00,2023-03-30 08:00:00+00:00,2023-03-30 12:00:00+00:00,48,48,OK,321.0,312.0,9.0,,,,NO_K1_BY_END,,,,False,False,False,False,False,False,,,,,,
Z08,2023-03-30,2023,2023-03-30 08:00:00+00:00,2023-03-30 12:00:00+00:00,2023-03-30 12:00:00+00:00,2023-03-30 16:00:00+00:00,48,48,OK,317.7,313.54,4.159999999999968,,,,NO_K1_BY_END,,,,False,False,False,False,False,False,,,,,,
Z12,2023-03-30,2023,2023-03-30 12:00:00+00:00,2023-03-30 16:00:00+00:00,2023-03-30 16:00:00+00:00,2023-03-30 20:00:00+00:00,48,48,OK,317.55,314.72,2.829999999999984,,,,BREAK_BELOW_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z16,2023-03-30,2023,2023-03-30 16:00:00+00:00,2023-03-30 20:00:00+00:00,2023-03-30 20:00:00+00:00,2023-03-31 00:00:00+00:00,48,48,OK,316.0,312.87,3.1299999999999955,,,,BREAK_ABOVE_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z20,2023-03-30,2023,2023-03-30 20:00:00+00:00,2023-03-31 00:00:00+00:00,2023-03-31 00:00:00+00:00,2023-03-31 04:00:00+00:00,48,48,OK,317.17,315.03,2.140000000000043,2023-03-31 00:25:00+00:00,2023-03-31 00:30:00+00:00,2023-03-31 01:00:00+00:00,H2,2023-03-31 00:50:00+00:00,2023-03-31 00:55:00+00:00,316.94,True,True,True,True,True,True,0.0012513093961002432,0.6256546980501216,TP,2023-03-31 01:10:00+00:00,1.3582554517134262,H2
Z00,2023-03-31,2023,2023-03-31 00:00:00+00:00,2023-03-31 04:00:00+00:00,2023-03-31 04:00:00+00:00,2023-03-31 08:00:00+00:00,48,48,OK,317.93,315.32,2.6100000000000136,,,,BREAK_BELOW_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z04,2023-03-31,2023,2023-03-31 04:00:00+00:00,2023-03-31 08:00:00+00:00,2023-03-31 08:00:00+00:00,2023-03-31 12:00:00+00:00,48,48,OK,316.64,312.5,4.139999999999986,,,,BREAK_ABOVE_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z08,2023-03-31,2023,2023-03-31 08:00:00+00:00,2023-03-31 12:00:00+00:00,2023-03-31 12:00:00+00:00,2023-03-31 16:00:00+00:00,48,48,OK,316.98,313.54,3.4399999999999977,2023-03-31 12:40:00+00:00,2023-03-31 12:45:00+00:00,2023-03-31 13:10:00+00:00,H2,2023-03-31 12:50:00+00:00,2023-03-31 12:55:00+00:00,316.46,True,True,True,True,True,True,0.0034042533021550483,1.7021266510775241,TP,2023-03-31 13:30:00+00:00,1.5038759689922943,H2
Z12,2023-03-31,2023,2023-03-31 12:00:00+00:00,2023-03-31 16:00:00+00:00,2023-03-31 16:00:00+00:00,2023-03-31 20:00:00+00:00,48,48,OK,319.8,314.83,4.970000000000027,,,,NO_K1_BY_END,,,,False,False,False,False,False,False,,,,,,
Z16,2023-03-31,2023,2023-03-31 16:00:00+00:00,2023-03-31 20:00:00+00:00,2023-03-31 20:00:00+00:00,2023-04-01 00:00:00+00:00,48,48,OK,317.72,315.96,1.7600000000000477,,,,LOW_VISIT_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z20,2023-03-31,2023,2023-03-31 20:00:00+00:00,2023-04-01 00:00:00+00:00,2023-04-01 00:00:00+00:00,2023-04-01 04:00:00+00:00,48,48,OK,317.38,314.79,2.589999999999975,2023-04-01 00:20:00+00:00,2023-04-01 00:25:00+00:00,2023-04-01 02:00:00+00:00,H2,2023-04-01 00:55:00+00:00,2023-04-01 01:00:00+00:00,316.45,True,True,True,True,True,True,0.003894217095907816,1.947108547953908,TP,2023-04-01 02:05:00+00:00,2.196911196911226,H2
Z00,2023-04-01,2023,2023-04-01 00:00:00+00:00,2023-04-01 04:00:00+00:00,2023-04-01 04:00:00+00:00,2023-04-01 08:00:00+00:00,48,48,OK,318.31,315.12,3.1899999999999977,,,,BREAK_BELOW_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z04,2023-04-01,2023,2023-04-01 04:00:00+00:00,2023-04-01 08:00:00+00:00,2023-04-01 08:00:00+00:00,2023-04-01 12:00:00+00:00,48,48,OK,316.37,313.64,2.730000000000018,,,,NO_K1_BY_END,,,,False,False,False,False,False,False,,,,,,
Z08,2023-04-01,2023,2023-04-01 08:00:00+00:00,2023-04-01 12:00:00+00:00,2023-04-01 12:00:00+00:00,2023-04-01 16:00:00+00:00,48,48,OK,314.94,314.0,0.9399999999999977,,,,BREAK_BELOW_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z12,2023-04-01,2023,2023-04-01 12:00:00+00:00,2023-04-01 16:00:00+00:00,2023-04-01 16:00:00+00:00,2023-04-01 20:00:00+00:00,48,48,OK,314.7,313.28,1.420000000000016,,,,BREAK_BELOW_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z16,2023-04-01,2023,2023-04-01 16:00:00+00:00,2023-04-01 20:00:00+00:00,2023-04-01 20:00:00+00:00,2023-04-02 00:00:00+00:00,48,48,OK,314.76,312.6,2.159999999999968,,,,BREAK_ABOVE_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z20,2023-04-01,2023,2023-04-01 20:00:00+00:00,2023-04-02 00:00:00+00:00,2023-04-02 00:00:00+00:00,2023-04-02 04:00:00+00:00,48,48,OK,315.53,313.95,1.579999999999984,,,,BREAK_BELOW_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z00,2023-04-02,2023,2023-04-02 00:00:00+00:00,2023-04-02 04:00:00+00:00,2023-04-02 04:00:00+00:00,2023-04-02 08:00:00+00:00,48,48,OK,315.57,313.63,1.9399999999999977,2023-04-02 04:00:00+00:00,2023-04-02 04:05:00+00:00,2023-04-02 04:35:00+00:00,H2,2023-04-02 04:10:00+00:00,2023-04-02 04:15:00+00:00,315.36,True,True,True,True,True,False,-0.0019756468797565417,-0.9878234398782708,SESSION_CLOSE,2023-04-02 07:55:00+00:00,1.36082474226801,H2
Z04,2023-04-02,2023,2023-04-02 04:00:00+00:00,2023-04-02 08:00:00+00:00,2023-04-02 08:00:00+00:00,2023-04-02 12:00:00+00:00,48,48,OK,315.97,315.0,0.9700000000000273,,,,LOW_VISIT_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z08,2023-04-02,2023,2023-04-02 08:00:00+00:00,2023-04-02 12:00:00+00:00,2023-04-02 12:00:00+00:00,2023-04-02 16:00:00+00:00,48,48,OK,315.34,314.2,1.1399999999999864,,,,LOW_VISIT_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z12,2023-04-02,2023,2023-04-02 12:00:00+00:00,2023-04-02 16:00:00+00:00,2023-04-02 16:00:00+00:00,2023-04-02 20:00:00+00:00,48,48,OK,314.78,311.66,3.1199999999999477,,,,BREAK_BELOW_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z16,2023-04-02,2023,2023-04-02 16:00:00+00:00,2023-04-02 20:00:00+00:00,2023-04-02 20:00:00+00:00,2023-04-03 00:00:00+00:00,48,48,OK,313.91,310.36,3.5500000000000114,,,,NO_K1_BY_END,,,,False,False,False,False,False,False,,,,,,
Z20,2023-04-02,2023,2023-04-02 20:00:00+00:00,2023-04-03 00:00:00+00:00,2023-04-03 00:00:00+00:00,2023-04-03 04:00:00+00:00,48,48,OK,313.77,311.0,2.769999999999982,2023-04-03 00:00:00+00:00,2023-04-03 00:05:00+00:00,2023-04-03 00:15:00+00:00,H2,2023-04-03 00:10:00+00:00,2023-04-03 00:15:00+00:00,313.68,True,True,True,True,True,False,-0.0041491966335119295,-2.074598316755965,SL,2023-04-03 00:35:00+00:00,1.1083032490974405,H2
Z00,2023-04-03,2023,2023-04-03 00:00:00+00:00,2023-04-03 04:00:00+00:00,2023-04-03 04:00:00+00:00,2023-04-03 08:00:00+00:00,48,48,OK,313.88,309.06,4.819999999999993,,,,LOW_VISIT_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z04,2023-04-03,2023,2023-04-03 04:00:00+00:00,2023-04-03 08:00:00+00:00,2023-04-03 08:00:00+00:00,2023-04-03 12:00:00+00:00,48,48,OK,311.0,308.6,2.3999999999999773,,,,BREAK_ABOVE_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z08,2023-04-03,2023,2023-04-03 08:00:00+00:00,2023-04-03 12:00:00+00:00,2023-04-03 12:00:00+00:00,2023-04-03 16:00:00+00:00,48,48,OK,313.71,310.84,2.8700000000000045,,,,LOW_VISIT_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z12,2023-04-03,2023,2023-04-03 12:00:00+00:00,2023-04-03 16:00:00+00:00,2023-04-03 16:00:00+00:00,2023-04-03 20:00:00+00:00,48,48,OK,312.76,308.62,4.139999999999986,,,,LOW_VISIT_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z16,2023-04-03,2023,2023-04-03 16:00:00+00:00,2023-04-03 20:00:00+00:00,2023-04-03 20:00:00+00:00,2023-04-04 00:00:00+00:00,48,48,OK,312.0,308.1,3.8999999999999773,,,,BREAK_BELOW_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z20,2023-04-03,2023,2023-04-03 20:00:00+00:00,2023-04-04 00:00:00+00:00,2023-04-04 00:00:00+00:00,2023-04-04 04:00:00+00:00,48,48,OK,311.26,297.43,13.829999999999984,,,,NO_K1_BY_END,,,,False,False,False,False,False,False,,,,,,
Z00,2023-04-04,2023,2023-04-04 00:00:00+00:00,2023-04-04 04:00:00+00:00,2023-04-04 04:00:00+00:00,2023-04-04 08:00:00+00:00,48,48,OK,310.18,307.81,2.3700000000000045,2023-04-04 06:35:00+00:00,2023-04-04 06:40:00+00:00,2023-04-04 06:45:00+00:00,H2,,,,True,True,True,False,False,False,,,,,,
Z04,2023-04-04,2023,2023-04-04 04:00:00+00:00,2023-04-04 08:00:00+00:00,2023-04-04 08:00:00+00:00,2023-04-04 12:00:00+00:00,48,48,OK,311.0,308.82,2.180000000000007,,,,BREAK_ABOVE_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z08,2023-04-04,2023,2023-04-04 08:00:00+00:00,2023-04-04 12:00:00+00:00,2023-04-04 12:00:00+00:00,2023-04-04 16:00:00+00:00,48,48,OK,311.77,309.5,2.269999999999982,2023-04-04 12:30:00+00:00,2023-04-04 12:35:00+00:00,2023-04-04 13:05:00+00:00,H2,2023-04-04 12:55:00+00:00,2023-04-04 13:00:00+00:00,311.3,True,True,True,True,True,True,0.002197398008351893,1.0986990041759466,TP,2023-04-04 13:05:00+00:00,1.690161527165906,H2
Z12,2023-04-04,2023,2023-04-04 12:00:00+00:00,2023-04-04 16:00:00+00:00,2023-04-04 16:00:00+00:00,2023-04-04 20:00:00+00:00,48,48,OK,313.21,310.31,2.8999999999999773,,,,NO_K1_BY_END,,,,False,False,False,False,False,False,,,,,,
Z16,2023-04-04,2023,2023-04-04 16:00:00+00:00,2023-04-04 20:00:00+00:00,2023-04-04 20:00:00+00:00,2023-04-05 00:00:00+00:00,48,48,OK,311.4,310.32,1.079999999999984,2023-04-04 20:00:00+00:00,2023-04-04 20:05:00+00:00,2023-04-04 20:05:00+00:00,H2,,,,True,True,True,False,False,False,,,,,,
Z20,2023-04-04,2023,2023-04-04 20:00:00+00:00,2023-04-05 00:00:00+00:00,2023-04-05 00:00:00+00:00,2023-04-05 04:00:00+00:00,48,48,OK,311.75,310.23,1.5199999999999818,,,,LOW_VISIT_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z00,2023-04-05,2023,2023-04-05 00:00:00+00:00,2023-04-05 04:00:00+00:00,2023-04-05 04:00:00+00:00,2023-04-05 08:00:00+00:00,48,48,OK,314.82,310.07,4.75,2023-04-05 05:20:00+00:00,2023-04-05 05:25:00+00:00,2023-04-05 05:25:00+00:00,H2,,,,True,True,True,False,False,False,,,,,,
Z04,2023-04-05,2023,2023-04-05 04:00:00+00:00,2023-04-05 08:00:00+00:00,2023-04-05 08:00:00+00:00,2023-04-05 12:00:00+00:00,48,48,OK,315.91,313.66,2.25,,,,NO_K1_BY_END,,,,False,False,False,False,False,False,,,,,,
Z08,2023-04-05,2023,2023-04-05 08:00:00+00:00,2023-04-05 12:00:00+00:00,2023-04-05 12:00:00+00:00,2023-04-05 16:00:00+00:00,48,48,OK,315.81,313.88,1.9300000000000068,,,,BREAK_ABOVE_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z12,2023-04-05,2023,2023-04-05 12:00:00+00:00,2023-04-05 16:00:00+00:00,2023-04-05 16:00:00+00:00,2023-04-05 20:00:00+00:00,48,48,OK,316.92,310.5,6.420000000000016,,,,NO_K1_BY_END,,,,False,False,False,False,False,False,,,,,,
Z16,2023-04-05,2023,2023-04-05 16:00:00+00:00,2023-04-05 20:00:00+00:00,2023-04-05 20:00:00+00:00,2023-04-06 00:00:00+00:00,48,48,OK,313.97,311.05,2.920000000000016,,,,BREAK_ABOVE_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z20,2023-04-05,2023,2023-04-05 20:00:00+00:00,2023-04-06 00:00:00+00:00,2023-04-06 00:00:00+00:00,2023-04-06 04:00:00+00:00,48,48,OK,314.75,313.43,1.3199999999999932,,,,LOW_VISIT_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z00,2023-04-06,2023,2023-04-06 00:00:00+00:00,2023-04-06 04:00:00+00:00,2023-04-06 04:00:00+00:00,2023-04-06 08:00:00+00:00,48,48,OK,315.33,311.12,4.2099999999999795,,,,NO_K1_BY_END,,,,False,False,False,False,False,False,,,,,,
Z04,2023-04-06,2023,2023-04-06 04:00:00+00:00,2023-04-06 08:00:00+00:00,2023-04-06 08:00:00+00:00,2023-04-06 12:00:00+00:00,48,48,OK,314.55,311.46,3.090000000000032,,,,LOW_VISIT_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z08,2023-04-06,2023,2023-04-06 08:00:00+00:00,2023-04-06 12:00:00+00:00,2023-04-06 12:00:00+00:00,2023-04-06 16:00:00+00:00,48,48,OK,312.75,310.0,2.75,2023-04-06 14:00:00+00:00,2023-04-06 14:05:00+00:00,2023-04-06 15:05:00+00:00,H2,2023-04-06 14:25:00+00:00,2023-04-06 14:30:00+00:00,312.26,True,True,True,True,True,True,0.0008698200217767695,0.43491001088838477,SESSION_CLOSE,2023-04-06 15:55:00+00:00,1.593939393939413,H2
Z12,2023-04-06,2023,2023-04-06 12:00:00+00:00,2023-04-06 16:00:00+00:00,2023-04-06 16:00:00+00:00,2023-04-06 20:00:00+00:00,48,48,OK,313.22,311.28,1.9400000000000546,2023-04-06 16:00:00+00:00,2023-04-06 16:05:00+00:00,2023-04-06 16:30:00+00:00,H2,,,,True,True,True,False,False,False,,,,,,
Z16,2023-04-06,2023,2023-04-06 16:00:00+00:00,2023-04-06 20:00:00+00:00,2023-04-06 20:00:00+00:00,2023-04-07 00:00:00+00:00,48,48,OK,313.56,312.04,1.5199999999999818,,,,LOW_VISIT_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z20,2023-04-06,2023,2023-04-06 20:00:00+00:00,2023-04-07 00:00:00+00:00,2023-04-07 00:00:00+00:00,2023-04-07 04:00:00+00:00,48,48,OK,312.93,311.73,1.1999999999999886,,,,BREAK_BELOW_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z00,2023-04-07,2023,2023-04-07 00:00:00+00:00,2023-04-07 04:00:00+00:00,2023-04-07 04:00:00+00:00,2023-04-07 08:00:00+00:00,48,48,OK,312.6,310.53,2.07000000000005,,,,BREAK_BELOW_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z04,2023-04-07,2023,2023-04-07 04:00:00+00:00,2023-04-07 08:00:00+00:00,2023-04-07 08:00:00+00:00,2023-04-07 12:00:00+00:00,48,48,OK,311.85,309.12,2.730000000000018,,,,NO_K1_BY_END,,,,False,False,False,False,False,False,,,,,,
Z08,2023-04-07,2023,2023-04-07 08:00:00+00:00,2023-04-07 12:00:00+00:00,2023-04-07 12:00:00+00:00,2023-04-07 16:00:00+00:00,48,48,OK,310.64,309.25,1.3899999999999864,2023-04-07 12:30:00+00:00,2023-04-07 12:50:00+00:00,2023-04-07 14:15:00+00:00,H2,2023-04-07 13:10:00+00:00,2023-04-07 13:15:00+00:00,310.3,True,True,True,True,True,False,-0.002843860779890349,-1.4219303899451745,SL,2023-04-07 13:20:00+00:00,1.8153477218225345,H2
Z12,2023-04-07,2023,2023-04-07 12:00:00+00:00,2023-04-07 16:00:00+00:00,2023-04-07 16:00:00+00:00,2023-04-07 20:00:00+00:00,48,48,OK,311.14,309.66,1.4799999999999613,,,,BREAK_ABOVE_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z16,2023-04-07,2023,2023-04-07 16:00:00+00:00,2023-04-07 20:00:00+00:00,2023-04-07 20:00:00+00:00,2023-04-08 00:00:00+00:00,48,48,OK,311.73,310.22,1.509999999999991,,,,LOW_VISIT_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z20,2023-04-07,2023,2023-04-07 20:00:00+00:00,2023-04-08 00:00:00+00:00,2023-04-08 00:00:00+00:00,2023-04-08 04:00:00+00:00,48,48,OK,311.35,309.91,1.4399999999999977,,,,LOW_VISIT_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z00,2023-04-08,2023,2023-04-08 00:00:00+00:00,2023-04-08 04:00:00+00:00,2023-04-08 04:00:00+00:00,2023-04-08 08:00:00+00:00,48,48,OK,311.95,309.89,2.0600000000000023,2023-04-08 05:20:00+00:00,2023-04-08 05:25:00+00:00,2023-04-08 05:45:00+00:00,H2,2023-04-08 05:30:00+00:00,2023-04-08 05:35:00+00:00,311.8,True,True,True,True,True,False,-0.0014358563181526272,-0.7179281590763136,SESSION_CLOSE,2023-04-08 07:55:00+00:00,1.242718446601907,H2
Z04,2023-04-08,2023,2023-04-08 04:00:00+00:00,2023-04-08 08:00:00+00:00,2023-04-08 08:00:00+00:00,2023-04-08 12:00:00+00:00,48,48,OK,312.34,311.25,1.089999999999975,,,,NO_K1_BY_END,,,,False,False,False,False,False,False,,,,,,
Z08,2023-04-08,2023,2023-04-08 08:00:00+00:00,2023-04-08 12:00:00+00:00,2023-04-08 12:00:00+00:00,2023-04-08 16:00:00+00:00,48,48,OK,312.31,311.39,0.9200000000000159,,,,LOW_VISIT_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z12,2023-04-08,2023,2023-04-08 12:00:00+00:00,2023-04-08 16:00:00+00:00,2023-04-08 16:00:00+00:00,2023-04-08 20:00:00+00:00,48,48,OK,312.15,311.38,0.7699999999999818,2023-04-08 16:00:00+00:00,2023-04-08 16:05:00+00:00,2023-04-08 16:15:00+00:00,H2,,,,True,True,True,False,False,False,,,,,,
Z16,2023-04-08,2023,2023-04-08 16:00:00+00:00,2023-04-08 20:00:00+00:00,2023-04-08 20:00:00+00:00,2023-04-09 00:00:00+00:00,48,48,OK,312.64,310.0,2.6399999999999864,,,,LOW_VISIT_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z20,2023-04-08,2023,2023-04-08 20:00:00+00:00,2023-04-09 00:00:00+00:00,2023-04-09 00:00:00+00:00,2023-04-09 04:00:00+00:00,48,48,OK,310.95,310.0,0.9499999999999886,2023-04-09 00:35:00+00:00,2023-04-09 00:40:00+00:00,2023-04-09 00:40:00+00:00,H2,,,,True,True,True,False,False,False,,,,,,
Z00,2023-04-09,2023,2023-04-09 00:00:00+00:00,2023-04-09 04:00:00+00:00,2023-04-09 04:00:00+00:00,2023-04-09 08:00:00+00:00,48,48,OK,312.0,310.26,1.740000000000009,,,,BREAK_BELOW_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z04,2023-04-09,2023,2023-04-09 04:00:00+00:00,2023-04-09 08:00:00+00:00,2023-04-09 08:00:00+00:00,2023-04-09 12:00:00+00:00,48,48,OK,311.3,309.4,1.900000000000034,,,,LOW_VISIT_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z08,2023-04-09,2023,2023-04-09 08:00:00+00:00,2023-04-09 12:00:00+00:00,2023-04-09 12:00:00+00:00,2023-04-09 16:00:00+00:00,48,48,OK,310.44,309.28,1.160000000000025,2023-04-09 12:15:00+00:00,2023-04-09 12:20:00+00:00,2023-04-09 12:20:00+00:00,H2,,,,True,True,True,False,False,False,,,,,,
Z12,2023-04-09,2023,2023-04-09 12:00:00+00:00,2023-04-09 16:00:00+00:00,2023-04-09 16:00:00+00:00,2023-04-09 20:00:00+00:00,48,48,OK,310.81,309.7,1.1100000000000136,2023-04-09 16:35:00+00:00,2023-04-09 16:45:00+00:00,2023-04-09 18:15:00+00:00,H2,2023-04-09 17:10:00+00:00,2023-04-09 17:15:00+00:00,310.43,True,True,True,True,True,False,-0.002572705601907087,-1.2863528009535434,SL,2023-04-09 17:30:00+00:00,2.1411411411410355,H2
Z16,2023-04-09,2023,2023-04-09 16:00:00+00:00,2023-04-09 20:00:00+00:00,2023-04-09 20:00:00+00:00,2023-04-10 00:00:00+00:00,48,48,OK,312.32,309.98,2.339999999999975,2023-04-09 21:30:00+00:00,2023-04-09 21:35:00+00:00,2023-04-09 21:40:00+00:00,H2,,,,True,True,True,False,False,False,,,,,,
Z20,2023-04-09,2023,2023-04-09 20:00:00+00:00,2023-04-10 00:00:00+00:00,2023-04-10 00:00:00+00:00,2023-04-10 04:00:00+00:00,48,48,OK,313.81,311.68,2.1299999999999955,,,,NO_K1_BY_END,,,,False,False,False,False,False,False,,,,,,
Z00,2023-04-10,2023,2023-04-10 00:00:00+00:00,2023-04-10 04:00:00+00:00,2023-04-10 04:00:00+00:00,2023-04-10 08:00:00+00:00,48,48,OK,312.9,311.77,1.1299999999999955,,,,BREAK_ABOVE_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z04,2023-04-10,2023,2023-04-10 04:00:00+00:00,2023-04-10 08:00:00+00:00,2023-04-10 08:00:00+00:00,2023-04-10 12:00:00+00:00,48,48,OK,313.2,312.32,0.8799999999999955,2023-04-10 08:10:00+00:00,2023-04-10 08:15:00+00:00,2023-04-10 08:25:00+00:00,H2,,,,True,True,True,False,False,False,,,,,,
Z08,2023-04-10,2023,2023-04-10 08:00:00+00:00,2023-04-10 12:00:00+00:00,2023-04-10 12:00:00+00:00,2023-04-10 16:00:00+00:00,48,48,OK,313.29,312.43,0.8600000000000136,,,,LOW_VISIT_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z12,2023-04-10,2023,2023-04-10 12:00:00+00:00,2023-04-10 16:00:00+00:00,2023-04-10 16:00:00+00:00,2023-04-10 20:00:00+00:00,48,48,OK,312.68,311.56,1.1200000000000045,,,,BREAK_ABOVE_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z16,2023-04-10,2023,2023-04-10 16:00:00+00:00,2023-04-10 20:00:00+00:00,2023-04-10 20:00:00+00:00,2023-04-11 00:00:00+00:00,48,48,OK,315.19,311.8,3.3899999999999864,,,,BREAK_ABOVE_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z20,2023-04-10,2023,2023-04-10 20:00:00+00:00,2023-04-11 00:00:00+00:00,2023-04-11 00:00:00+00:00,2023-04-11 04:00:00+00:00,48,48,OK,318.57,312.53,6.0400000000000205,2023-04-11 00:00:00+00:00,2023-04-11 00:05:00+00:00,2023-04-11 00:40:00+00:00,H2,2023-04-11 00:10:00+00:00,2023-04-11 00:15:00+00:00,318.09,True,True,True,True,True,True,0.005705507875129858,2.8527539375649287,TP,2023-04-11 01:40:00+00:00,1.2649006622516639,H2
Z00,2023-04-11,2023,2023-04-11 00:00:00+00:00,2023-04-11 04:00:00+00:00,2023-04-11 04:00:00+00:00,2023-04-11 08:00:00+00:00,48,48,OK,328.5,317.76,10.740000000000009,,,,BREAK_ABOVE_BEFORE_K1,,,,False,False,False,False,False,False,,,,,,
Z04,2023-04-11,2023,2023-04-11 04:00:00+00:00,2023-04-11 08:00:00+00:00,2023-04-11 08:00:00+00:00,2023-04-11 12:00:00+00:00,48,48,OK,333.75,325.9,7.850000000000023,,,,NO_K1_BY_END,,,,False,False,False,False,False,False,,,,,,
