round_trip_bps,n,median_friction_r,p75_friction_r,mean_net_r,median_net_r,pf_net_r,cum_net_r,max_dd_net_r,max_loss_streak_net
10,302,0.054121309368118695,0.08565309674534033,0.06111544820738272,0.17685013905086538,1.149037839219119,18.45686535862958,8.572538581105874,6
20,302,0.10824261873623739,0.17130619349068066,-0.005218355680510933,0.11727692804390774,0.9881852566048214,-1.5759434155143017,11.664178597376669,6
30,302,0.16236392810435607,0.25695929023602104,-0.07155215956840458,0.07430156002533883,0.8489958610836345,-21.608752189658183,28.367292107174762,6
