trades_n,completion_exit_n,completion_exit_rate,sl_hit_n,sl_hit_rate,win_rate,mean_r,median_r,pf_r,cum_r,max_dd_r,max_loss_streak,median_time_to_exit_min,positive_n,positive_mean_r,positive_survival_to_completion,negative_n,negative_mean_r,buy_side_n,buy_side_mean_r,buy_side_pf_r,sell_side_n,sell_side_mean_r,sell_side_pf_r,score3_n,score3_mean_r,score3_pf_r,score4_n,score4_mean_r,score4_pf_r,data_end,fixed150_mean_r,fixed150_pf,route_tp_mean_r,route_tp_pf,sample_trades_n_ge_20,gate_mean_r_gt_0,gate_pf_ge_1_05,gate_cum_r_gt_0,gate_buy_mean_r_gt_0_if_n_ge10,gate_sell_mean_r_gt_0_if_n_ge10,gate_score3_mean_r_gt_0_if_n_ge10,gate_score4_mean_r_gt_0_if_n_ge5,verdict
46,32,0.6956521739130435,14,0.30434782608695654,0.5869565217391305,0.1474489099266243,0.3042464408443801,1.4151632037610113,6.782649856624718,4.749649524516279,3,110.0,30,0.6079392283859053,0.9,16,-0.7159704371845275,23,0.05289848729007827,1.130771695860093,23,0.2419993325631704,1.7913450656832168,36,0.2905648818838289,2.0914984590823584,10,-0.3677685891193122,0.45546792043837614,2026-08-26 00:00:00+00:00,0.1074718742000756,1.3026022208594652,0.06733346043919763,1.1895868553396813,True,True,True,True,True,True,True,False,STRUCTURAL_COMPLETION_EXIT_2026_MONITOR_DID_NOT_REPLICATE
