partition,entry_tf,regime,activation_ts,signal_ts,signal_close_ts,entry_ts,entry_px,label,target_hit_ts,h1_weak_ts,activation_age_h,activation_bars_4h,h4_spread,h4_spread_chg3,h4_ema20_slope3,h4_ema50_slope3,h4_ext20,h4_atr_pct,h1_strong,h1_spread,h1_ema20_slope3,h1_ema50_slope3,h1_ext20,h1_ret3,h1_atr_pct,pb_low_band_pos,pb_close_ext20,reclaim_body_range,reclaim_clv,reclaim_ext20,reclaim_range_pct,ltf_spread,ltf_ema20_slope3,flow_15m,flow_30m,flow_60m,volume_expansion_60m,ret_60m
external,5m,R4_FRESH,2020-01-11 00:00:00+00:00,2020-01-11 14:35:00+00:00,2020-01-11 14:40:00+00:00,2020-01-11 14:40:00+00:00,8089.96,FAKEOUT,2020-01-11 16:30:00+00:00,2020-01-11 15:00:00+00:00,14.666666666666666,3.0,0.024342408510245325,0.0004620007373376707,0.004931357189752699,0.004935940202158551,0.008522125113015968,0.019608714810837587,0.0,0.007269450934670128,0.0001183757027156787,0.0009560025142484692,0.003051398249150324,0.004523516702263253,0.009016176735842579,0.8851146040180167,0.00012874474389666746,0.20910493827160717,0.31095679012350647,0.00045978021767315285,0.00160198369091604,0.0009163070502560708,0.0002072936476111125,-0.1358827721985449,-0.014643754667136818,0.032568850087807154,0.7182730934687439,0.0015995939111432822
external,5m,R4_FRESH,2020-01-14 04:00:00+00:00,2020-01-14 09:25:00+00:00,2020-01-14 09:30:00+00:00,2020-01-14 09:30:00+00:00,8549.99,FOLLOWTHROUGH,2020-01-14 14:15:00+00:00,2020-01-15 05:00:00+00:00,5.5,1.0,0.021214919570486573,0.0023857136158676427,0.009224114689960808,0.005945711244100344,0.04233092446338476,0.013143632868418067,1.0,0.013582287269576764,0.007644914563685312,0.004515506226928136,0.021938317958628436,0.0036029794684369065,0.009420806359641773,0.7673479811869276,0.0011114864040521115,0.7406073082861144,1.0,0.002494978614943153,0.0022725146198830748,0.001957286412093522,0.0004319587840444384,0.19383196244754808,0.2824415643705063,0.11641440933923856,1.31480402381755,0.0021097046413502962
external,5m,R4_FRESH,2020-01-17 12:00:00+00:00,2020-01-17 17:10:00+00:00,2020-01-17 17:15:00+00:00,2020-01-17 17:15:00+00:00,8910.0,FAKEOUT,,2020-01-18 05:00:00+00:00,5.25,1.0,0.0325474702329643,0.0007550235303266095,0.008140174594785833,0.007139630420088714,0.018125796244471335,0.01788256633855255,0.0,0.00781911113823839,0.000356510417818576,0.0011008746081963526,0.005067399330187962,0.0024274939933348616,0.010646777371235558,0.3298215582635472,0.0020587454441775644,0.5138211382113382,0.9756097560975225,0.002830428394441578,0.0020707070707071526,0.001334747142312681,0.00046707372800966246,0.09835305024835377,0.00526285259952347,0.07921947518804294,1.493799393582745,0.00496277915632759
external,5m,R4_FRESH,2020-01-27 16:00:00+00:00,2020-01-27 16:15:00+00:00,2020-01-27 16:20:00+00:00,2020-01-27 16:20:00+00:00,8803.42,FOLLOWTHROUGH,2020-01-27 19:00:00+00:00,,0.3333333333333333,0.0,0.0008516357594438067,0.004640093871695554,0.007334859632131284,0.0027436042455097572,0.026812178035462708,0.01020728919155848,1.0,0.011154630358507313,0.004007423125447311,0.0028695659322367393,0.013751409858584373,0.0038793325215662477,0.0061100394455367016,0.47120257956755174,0.0027427759103770084,0.34477667035806925,0.5935769656699831,0.0034398127882492827,0.0030770628759009006,0.0027676772203773657,0.0005880844596199654,0.11922932606215225,0.08230871487322246,0.039556567268885276,1.9853466808224265,0.0036365916358391814
external,5m,R4_FRESH,2020-02-05 16:00:00+00:00,2020-02-06 04:45:00+00:00,2020-02-06 04:50:00+00:00,2020-02-06 04:50:00+00:00,9646.52,FOLLOWTHROUGH,2020-02-06 12:05:00+00:00,2020-02-06 23:00:00+00:00,12.833333333333334,3.0,0.012687312362579296,0.003927308292011603,0.00894070189617585,0.004882775661185024,0.02485420068163997,0.01304517402181564,1.0,0.011878730817597192,0.0029552305399453607,0.0025909714990530203,0.010066360576336121,0.0076145181529150285,0.008938209105254785,0.8290170190596687,0.0003201193532502103,0.7996121525532031,0.8888170652875866,0.0014129016616484585,0.0016036971075400889,0.0007665885424199344,0.00031964294369926053,-0.3234605155013947,-0.2391677127833517,0.006318981201103868,0.7608004250162217,0.0026202416525917815
external,5m,R4_FRESH,2020-02-08 20:00:00+00:00,2020-02-08 21:00:00+00:00,2020-02-08 21:05:00+00:00,2020-02-08 21:05:00+00:00,9879.78,FOLLOWTHROUGH,2020-02-08 21:50:00+00:00,,1.0833333333333333,0.0,0.02000659207576135,0.00012668353486583114,0.004479154383092615,0.004170436708312606,0.015227482124762591,0.012040280400262482,1.0,0.005032471645443921,0.0011660912534660276,0.0010626649127152491,0.003603172713630854,-0.0007333569006959806,0.00494061430264252,0.8403105124262289,2.9686612492098916e-05,0.9878296146044435,1.0,0.0013656758662559207,0.0014969953814808687,0.00043602562750566547,0.00015916751543171837,0.32589151649425646,0.06498799928802715,0.004389338258974046,0.3772878178725006,0.001600770478507707
external,5m,R4_FRESH,2020-02-11 20:00:00+00:00,2020-02-12 00:35:00+00:00,2020-02-12 00:40:00+00:00,2020-02-12 00:40:00+00:00,10285.02,FOLLOWTHROUGH,2020-02-12 07:45:00+00:00,,4.666666666666667,1.0,0.01839081964945431,0.002978694818479205,0.009351588489495839,0.005744916172761458,0.025532003476866672,0.015874521077345202,1.0,0.008830029454772235,0.005120218725530343,0.0029915606252015714,0.014605786785181802,-0.0030962407524537383,0.00956232258179845,0.9115882809292618,-9.42821166651698e-05,0.7491311216430084,0.7491311216430084,0.002000634392120549,0.00307728805846941,0.0014842071235060105,0.0003605631733128081,-0.10871466577798491,0.05089371713004727,0.11545629777016896,1.9686161924896728,0.003259975750150579
external,5m,R4_FRESH,2020-02-19 16:00:00+00:00,2020-02-19 17:35:00+00:00,2020-02-19 17:40:00+00:00,2020-02-19 17:40:00+00:00,10221.98,FAKEOUT,,2020-02-19 22:00:00+00:00,1.6666666666666667,0.0,0.0008286635812710483,0.003362576320526697,0.005448057152006178,0.0020766980883851686,0.014295949413068828,0.01780001103478481,0.0,0.010133071781758358,0.0014758269153186453,0.001818844644534626,0.006866205501464123,0.004088456824809628,0.007982039077286953,0.423643778164168,0.0029269340667670593,0.10235131396959239,0.4702627939142509,0.003107089748039125,0.0035364899236939576,0.0026933910836450434,0.0014102323193081474,0.008147018165062995,0.05670847036484992,0.08711431165669753,1.9134903745633436,0.006173665850335741
external,5m,R4_FRESH,2020-03-06 12:00:00+00:00,2020-03-07 00:40:00+00:00,2020-03-07 00:45:00+00:00,2020-03-07 00:45:00+00:00,9140.8,FAKEOUT,2020-03-07 16:40:00+00:00,2020-03-07 05:00:00+00:00,12.75,3.0,0.0024099662378677866,0.0023303280891090765,0.0040946812819249055,0.0017643459604936985,0.017374227054998397,0.012671321094229167,0.0,0.00663728218687115,0.0012466292940334829,0.0012950630750863006,0.005125301151951245,0.003622691069775419,0.005234511622730607,0.8820425685404114,5.15944220462313e-05,0.6932465419039505,0.8702196908055119,0.0017045184306938327,0.002689039592771311,0.0009692201364423421,0.00020154534291007465,0.5018076982903013,0.34033580568239613,0.07072880961406626,0.8107369442687363,0.0007937759208895834
external,5m,R4_FRESH,2020-03-21 20:00:00+00:00,2020-03-21 19:55:00+00:00,2020-03-21 20:00:00+00:00,2020-03-21 20:00:00+00:00,6212.0,FOLLOWTHROUGH,2020-03-21 20:50:00+00:00,2020-03-21 22:00:00+00:00,0.0,0.0,0.0012833319468296734,0.0057763271718510355,0.009205217170784223,0.0034754763299549092,0.03133255613603653,0.058394560933199904,0.0,0.00839592725835747,-9.988777105918287e-05,0.0009741666192286519,0.007244783131318654,0.013696014725704364,0.024142942001792362,0.7255213770189453,0.0023764297924048538,0.0926315789473799,0.8415789473684095,0.002336089134872979,0.0030586011889909676,0.003773913834323589,0.0011264126164249526,0.0653037114614384,0.04768193610930372,0.10015488965833268,0.6633552354903877,0.0008071558149052027
