partition,entry_tf,regime,activation_ts,signal_ts,signal_close_ts,entry_ts,entry_px,label,target_hit_ts,h1_weak_ts,activation_age_h,activation_bars_4h,h4_spread,h4_spread_chg3,h4_ema20_slope3,h4_ema50_slope3,h4_ext20,h4_atr_pct,h1_strong,h1_spread,h1_ema20_slope3,h1_ema50_slope3,h1_ext20,h1_ret3,h1_atr_pct,pb_low_band_pos,pb_close_ext20,reclaim_body_range,reclaim_clv,reclaim_ext20,reclaim_range_pct,ltf_spread,ltf_ema20_slope3,flow_15m,flow_30m,flow_60m,volume_expansion_60m,ret_60m
external,5m,R4_FRESH,2020-03-23 20:00:00+00:00,2020-03-23 20:25:00+00:00,2020-03-23 20:30:00+00:00,2020-03-23 20:30:00+00:00,6333.28,FOLLOWTHROUGH,2020-03-23 21:20:00+00:00,,0.5,0.0,0.0025482846027191984,0.0026544809055317727,0.004405971782032662,0.0017585468058181305,0.03509860683675502,0.04508056405781718,1.0,0.004741631004438703,0.008531254985921145,0.0037134504114109826,0.02459778749219323,-0.016730782506103048,0.026399408443178906,0.9194782243904965,0.0031604435239968066,0.6603892027620709,0.8926553672316381,0.005857221965538258,0.005030751375719532,0.00307816590730584,0.0013049567258277335,-0.07335175704940707,0.03913964896705381,0.07213947671642243,1.0283569148215237,0.015144496254750672
external,5m,R4_FRESH,2020-03-27 04:00:00+00:00,2020-03-27 04:00:00+00:00,2020-03-27 04:05:00+00:00,2020-03-27 04:05:00+00:00,6812.77,FAKEOUT,,2020-03-27 06:00:00+00:00,0.08333333333333333,0.0,0.030246406544184937,0.0005750188789246102,0.008112270762534436,0.006759566367225645,0.03198860788327227,0.027944177286535428,1.0,0.008411702099650642,0.004519378423691554,0.0027214314209709246,0.012537041366138668,-0.0024944359974438113,0.009044482160030086,0.8016699000459154,0.0006066251502477906,0.9102254428341566,0.9102254428341566,0.0035483970336149073,0.0036460940263652146,0.0019411576715854923,0.0005784211407205844,0.21244024826396268,0.15867882778270684,0.11722153419607034,0.5941322206347602,0.002411577928250086
external,5m,R4_FRESH,2020-03-31 16:00:00+00:00,2020-03-31 21:05:00+00:00,2020-03-31 21:10:00+00:00,2020-03-31 21:10:00+00:00,6473.97,FAKEOUT,,2020-03-31 23:00:00+00:00,5.166666666666667,1.0,0.002099141203256476,0.003221180981618811,0.0054341826785354,0.002216475068764275,0.019703422901768897,0.026198506290785736,0.0,0.010510342023167805,0.0017644638903891775,0.0019805154160413615,0.0054131014477208795,0.002441332030462373,0.010530537597521554,0.9105010766331338,0.0008156755829169301,0.5998663994656193,0.7087508350033669,0.0019905612507259023,0.0023123369431740115,0.0011126329331491388,0.0003581729328012922,0.14308570489811248,0.025856029827351443,0.04629734761924233,0.4926800025278936,0.00015757884735712047
external,5m,R4_FRESH,2020-04-02 00:00:00+00:00,2020-04-02 04:00:00+00:00,2020-04-02 04:05:00+00:00,2020-04-02 04:05:00+00:00,6626.81,FOLLOWTHROUGH,2020-04-02 12:05:00+00:00,,4.083333333333333,1.0,0.0046442031354131524,0.0036936613761938963,0.006586084404511352,0.002838174064728818,0.03530438275821578,0.025551431648311047,1.0,0.0077489328872569815,0.009072172559364594,0.004277080138564836,0.02769886865915446,-0.0016769187034652022,0.015198760765031568,0.7301065114026584,0.001322026550452623,0.792617449664421,0.8043624161073862,0.004433479487615814,0.004497454712291209,0.0027306951574336004,0.0006119702936704298,0.206601845901782,0.17510098912016314,0.10098808856242715,0.6368138647898227,0.00434571718733423
external,5m,R4_FRESH,2020-04-06 08:00:00+00:00,2020-04-06 13:00:00+00:00,2020-04-06 13:05:00+00:00,2020-04-06 13:05:00+00:00,7140.68,FOLLOWTHROUGH,2020-04-06 18:50:00+00:00,,5.083333333333333,1.0,0.02211551355634709,0.002486099137261215,0.009622753300740593,0.006233497927396253,0.04160118247160995,0.020341361920224715,1.0,0.01300352814496616,0.007128339697224326,0.004232739720695336,0.024432589480741652,0.00449705409144574,0.011640014987186743,0.9112554383595065,0.0023743340841767277,0.5889473684210316,0.8415789473684095,0.003549971476868511,0.0026606955058052174,0.0029961349503856856,0.0008474398501845896,-0.057939726689307684,0.12794419302017337,0.059746606882248234,1.4117174028078263,0.002420073697139813
external,5m,R4_FRESH,2020-04-17 04:00:00+00:00,2020-04-17 10:05:00+00:00,2020-04-17 10:10:00+00:00,2020-04-17 10:10:00+00:00,7089.95,FAKEOUT,,2020-04-17 15:00:00+00:00,6.166666666666667,1.0,0.00229348315858327,0.0044179978692210865,0.00745511337009522,0.0030286222832260064,0.016842467387311183,0.02320263381193824,0.0,0.011817811679267477,0.001635515770614628,0.002080722174306877,0.009214007534967063,0.006417835543495842,0.010283066044048156,0.9278365294164895,0.0004457193799909473,0.5138306789606393,0.721709974853321,0.0011788120259381466,0.0016826801017787863,0.0018618917574146686,0.000449191274484207,0.0204997697329842,-0.04770619467808894,0.07440856613102148,1.218285817471192,0.004496935453249584
external,5m,R4_FRESH,2020-04-23 00:00:00+00:00,2020-04-22 23:55:00+00:00,2020-04-23 00:00:00+00:00,2020-04-23 00:00:00+00:00,7120.06,FOLLOWTHROUGH,2020-04-23 02:00:00+00:00,2020-04-23 07:00:00+00:00,0.0,0.0,0.0003601676305830528,0.003784861787787734,0.005886032581197307,0.002183458959016966,0.019342897343122716,0.016863421295406408,1.0,0.007035336759645571,0.003626111075955136,0.002205565804736471,0.012391588295350735,0.002332656201388339,0.007293277223586781,0.31817143976693324,0.000659881881453278,0.7141896435777322,0.8190988567586,0.0019456525595244803,0.0020884655466386366,0.0006980949198604898,0.00037388470918505253,0.20978437895708327,0.2910574559185765,0.11291120307533103,0.8184472571387429,0.0018883748156652835
external,5m,R4_FRESH,2020-04-29 08:00:00+00:00,2020-04-29 17:55:00+00:00,2020-04-29 18:00:00+00:00,2020-04-29 18:00:00+00:00,8715.13,FOLLOWTHROUGH,2020-04-29 20:50:00+00:00,2020-04-30 10:00:00+00:00,10.0,2.0,0.028550029906203707,0.004513407009482481,0.01507079338215438,0.009002660250463056,0.06691582632301493,0.014222698003230328,1.0,0.02488020758404503,0.01730276278536369,0.009368166440749425,0.06649122838791918,0.044443618862262335,0.016372757983611753,0.5101915596538513,0.0064844758842430555,0.020524965462797754,0.3522794552989822,0.005656497292546808,0.011628053741022814,0.01850107085688855,0.004258532377250447,-0.0707880808244061,0.004444377850811412,0.012662245390778521,8.101293791511445,0.014031001077428051
external,5m,R4_FRESH,2020-05-01 16:00:00+00:00,2020-05-01 22:45:00+00:00,2020-05-01 22:50:00+00:00,2020-05-01 22:50:00+00:00,8851.86,FAKEOUT,2020-05-02 15:15:00+00:00,2020-05-02 02:00:00+00:00,6.833333333333333,1.0,0.05352669214452521,0.00022848644115851247,0.01083100797675151,0.010846086012599659,0.0217684304636525,0.0408699797066676,0.0,0.010134193266981218,-0.00045494009988595864,0.0010921963656007198,0.007032166949334797,0.012712965050216685,0.0130046147411837,0.977402772718308,0.00343332870305863,0.6004592422502344,0.7835820895522146,0.0041717813675258356,0.001967901293143872,0.00330277328454651,0.0010412859370611007,-0.030297041829283923,-0.025656726581546826,0.005766996692309181,0.8604300453988919,0.0018130273142411557
external,5m,R4_FRESH,2020-05-06 16:00:00+00:00,2020-05-06 15:55:00+00:00,2020-05-06 16:00:00+00:00,2020-05-06 16:00:00+00:00,9277.99,FOLLOWTHROUGH,2020-05-06 23:05:00+00:00,2020-05-07 00:00:00+00:00,0.0,0.0,0.031142044056357433,0.001310553478771511,0.009696365723865143,0.0074330555286119095,0.03450041567722361,0.01986675685450957,1.0,0.01146534629424792,0.005528471317569087,0.003463381724693496,0.01849805984574615,0.0042908095060263385,0.0110758287701785,0.5869890987732655,0.0013499532860641126,0.5507868383404689,0.5512637100619863,0.0023734552710885366,0.0022601878208533687,0.002143073255204864,0.000603413194976609,-0.05476135498454807,-0.044405715104507554,-0.012188601393722536,1.279199251585131,0.00412668590216736
external,5m,R4_FRESH,2020-05-14 04:00:00+00:00,2020-05-14 04:45:00+00:00,2020-05-14 04:50:00+00:00,2020-05-14 04:50:00+00:00,9332.99,FOLLOWTHROUGH,2020-05-14 05:55:00+00:00,2020-05-15 03:00:00+00:00,0.8333333333333334,0.0,0.0004456762527027632,0.006247378350766059,0.009622760759958054,0.003506681621739895,0.03539818557874445,0.02126201416978524,1.0,0.015955529833388157,0.005395138959000245,0.003978407794506168,0.018448252208167582,0.005784943436467405,0.010260828896519,0.7498532434388095,0.000708025283268665,0.7539999999999054,0.9989999999999781,0.0013671470837193379,0.001071467986143776,0.0008654717494416863,0.00021192457801589212,-0.013701440500866583,-0.0720095875048886,-0.04339385616070921,0.6600321330335616,-0.0010157902398506558
external,5m,R4_FRESH,2020-05-17 08:00:00+00:00,2020-05-17 07:55:00+00:00,2020-05-17 08:00:00+00:00,2020-05-17 08:00:00+00:00,9536.22,FOLLOWTHROUGH,2020-05-17 12:10:00+00:00,,0.0,0.0,0.014060907305660291,5.1684753144431994e-05,0.0033216845374978063,0.0029604292719867947,0.014476916786521285,0.025885172237748475,1.0,0.0020336282350810354,0.0024088823266221185,0.0011247364372284144,0.008056912428871141,0.0034766943623674162,0.008930743575239538,0.34385963123101215,0.000835279626245929,0.3377581120944026,0.46607669616518776,0.0011946352409132697,0.0014219321499278014,0.0008353268654332081,0.0001852611666736927,0.18780580450892725,0.10757502827517344,0.03314117474533541,0.8263993218873675,-0.0007460622165592623
external,5m,R4_FRESH,2020-05-29 00:00:00+00:00,2020-05-29 02:00:00+00:00,2020-05-29 02:05:00+00:00,2020-05-29 02:05:00+00:00,9512.94,FAKEOUT,,2020-05-29 09:00:00+00:00,2.0833333333333335,0.0,0.0013062140578347266,0.007992831446195545,0.012457222071457824,0.004681634646397487,0.04210759847245738,0.01532354050696006,1.0,0.016581949237212127,0.004796480788673015,0.0038764047581659436,0.011892383047993857,0.00294648035855527,0.009684995797099973,0.23195857773915496,0.00061727694741305,0.10883761427949809,0.34523291249458066,0.0007961132643854286,0.0024146057895875874,0.0003858598590876385,0.0001715390190744457,0.0021525454437077434,0.02260051685666144,0.01917542859308863,1.2787956309143902,-0.0017608072430248534
external,5m,R4_FRESH,2020-06-02 00:00:00+00:00,2020-06-02 07:20:00+00:00,2020-06-02 07:25:00+00:00,2020-06-02 07:25:00+00:00,10126.0,FAKEOUT,,2020-06-02 15:00:00+00:00,7.416666666666667,1.0,0.017785877472128273,0.0053647798951106315,0.012893849540812699,0.006830882868952775,0.04892235580431393,0.019682088141107383,1.0,0.0174537541176392,0.007715960238406243,0.00503424602769715,0.02263285221061877,0.0001414442546432415,0.011750221884901305,0.3243206619205179,0.000474230031033257,0.9435850773429652,0.9990900818926098,0.0013542970921155955,0.001085325978003117,0.0008046454394089701,0.0002537798020013578,0.23912945986510734,0.17019811531113194,0.05414740274948055,0.5605628033976753,0.0003141420218299995
external,5m,R4_FRESH,2020-06-04 20:00:00+00:00,2020-06-04 19:55:00+00:00,2020-06-04 20:00:00+00:00,2020-06-04 20:00:00+00:00,9817.05,FAKEOUT,,2020-06-05 11:00:00+00:00,0.0,0.0,0.011699728595875506,0.0006590983436371677,0.0036084087968141607,0.002755591706327321,0.01601265238536547,0.020022214972128697,1.0,0.003925720334708834,0.0035162915418053818,0.0017803473429792943,0.011853011572926906,0.004905242426662015,0.00960121607545583,0.5957506397443297,0.0007700397452285322,0.7052877138414138,0.934681181959547,0.001531970149026725,0.0013099644903870164,0.0013531643352781386,0.00038428839877320016,-0.05169051063515892,0.016158299851357482,-0.024458083070417254,1.1257166598724244,0.005596972881724005
external,5m,R4_FRESH,2020-06-08 04:00:00+00:00,2020-06-08 04:45:00+00:00,2020-06-08 04:50:00+00:00,2020-06-08 04:50:00+00:00,9737.71,FAKEOUT,2020-06-08 09:25:00+00:00,2020-06-08 09:00:00+00:00,0.8333333333333334,0.0,0.005560755882185221,0.0008355242370803899,0.002622964264736457,0.0016767716836811229,0.005296808790602155,0.013299893277041293,1.0,0.0013775645796459686,0.0021046197109295195,0.0009466127063270523,0.00567524089616695,-0.003672402062447233,0.008022219649483233,0.10668291840373348,0.0002550304000224873,0.2479508196719929,0.5553278688523712,0.00034220920897216916,0.0005011445196046299,0.0003002833900636405,0.000152742338801525,-0.13938835489234305,0.05978580121010871,0.13657795012128005,0.6853334885995639,0.002947753084995508
external,5m,R4_FRESH,2020-06-10 00:00:00+00:00,2020-06-10 00:30:00+00:00,2020-06-10 00:35:00+00:00,2020-06-10 00:35:00+00:00,9782.81,FAKEOUT,2020-06-10 18:35:00+00:00,2020-06-10 09:00:00+00:00,0.5833333333333334,0.0,0.005283529127293192,9.624866550331582e-05,0.0012322021878836433,0.0011081847869805878,0.006632064906527457,0.013737101548179698,1.0,0.0021077183890445455,0.0019884077658533146,0.001002369612770343,0.004530679860001394,0.0031856255704201253,0.005822742209906709,0.8392664207333503,0.0009163687102828581,0.3335644937586315,0.5013869625519783,0.0012726160715232765,0.0014740141125096035,0.0009401781000651628,0.00023718802969540433,0.15617340710524208,0.05732668830240713,-0.018551977582644937,1.2753212212507703,0.00026379747715554736
external,5m,R4_FRESH,2020-06-10 20:00:00+00:00,2020-06-10 20:00:00+00:00,2020-06-10 20:05:00+00:00,2020-06-10 20:05:00+00:00,9887.0,FOLLOWTHROUGH,2020-06-11 01:40:00+00:00,2020-06-11 07:00:00+00:00,0.08333333333333333,0.0,0.005772344061575971,0.00041282640994954895,0.0018458359001408482,0.001375341205559429,0.012381383342699809,0.01221738898501245,1.0,0.002752053973926663,0.0019387450797397308,0.0010357728169877692,0.00885765402150023,0.009570132826313582,0.0064494193543897915,0.5799827508406995,0.0012197944618541911,0.7986476333583568,0.7988980716253294,0.004021990757020214,0.004038648847928161,0.003194042013355438,0.0010479814370514698,-0.016376079724859254,0.0010298634339219739,-0.012105537687518212,3.1953194828166587,0.004613085107355808
external,5m,R4_FRESH,2020-06-23 00:00:00+00:00,2020-06-23 12:05:00+00:00,2020-06-23 12:10:00+00:00,2020-06-23 12:10:00+00:00,9628.43,FOLLOWTHROUGH,2020-06-23 14:25:00+00:00,2020-06-23 21:00:00+00:00,12.166666666666666,3.0,0.00416069772249151,0.003456589628609528,0.006274184798304742,0.002821064031501163,0.016254965266706674,0.009531021911332092,0.0,0.008727730682363929,0.00036962622449600817,0.001239087192237596,0.003584227178566524,0.0024031887225872683,0.004523352574600036,0.5952365065867129,0.00026071395798608774,0.325,0.8430000000000291,0.0005402601919724851,0.0010385909229230518,0.00020123542582211037,0.0002710705890544356,-0.055268248296159776,0.11936849365194836,0.1524560080666173,1.055055933014298,0.0023558683295510363
external,5m,R4_FRESH,2020-07-07 00:00:00+00:00,2020-07-07 16:20:00+00:00,2020-07-07 16:25:00+00:00,2020-07-07 16:25:00+00:00,9273.65,FAKEOUT,2020-07-08 02:25:00+00:00,2020-07-07 17:00:00+00:00,16.416666666666668,4.0,0.0026744433785511725,0.0013658769102750138,0.002674378012161392,0.0013110307646435556,0.008229474627888169,0.010094889590177455,0.0,0.004607719097214336,5.434285372473172e-05,0.0006036028610585997,0.0012918591585017883,0.000636524189537413,0.003945171754517107,0.8541579597049472,0.0005768350783896405,0.27826086956483226,0.8999999999994464,0.0005843025523662041,0.00024801480324889596,0.0004276070090944713,0.00021100721072118503,0.07353477737497127,0.22136557909361326,0.14332766348350648,0.5976496584323181,0.0008266799626159838
external,5m,R4_FRESH,2020-07-13 04:00:00+00:00,2020-07-13 11:25:00+00:00,2020-07-13 11:30:00+00:00,2020-07-13 11:30:00+00:00,9293.61,FOLLOWTHROUGH,2020-07-13 12:05:00+00:00,2020-07-13 20:00:00+00:00,7.5,1.0,0.0013899433203502338,0.0004610702773797132,0.001024674076764283,0.0005586327486602653,0.0018245855807171062,0.007057134689430432,1.0,0.0012626272292460812,0.0006591674315466108,0.00039903212604147935,0.0022452441071676597,0.002051791002108727,0.0036785563953807524,0.8124482140852919,0.0003785077988978791,0.33433734939770343,0.6129518072290316,0.0005633671287066548,0.00071446863547264,0.0006209068311998178,0.0001996798421827126,-0.28290354086062797,-0.03759295129077563,-0.021173356989099956,1.40660513232005,0.0020712907883089215
external,5m,R4_FRESH,2020-07-21 12:00:00+00:00,2020-07-21 23:45:00+00:00,2020-07-21 23:50:00+00:00,2020-07-21 23:50:00+00:00,9380.39,FAKEOUT,2020-07-22 22:30:00+00:00,2020-07-22 07:00:00+00:00,11.833333333333334,2.0,0.002159723880592227,0.002637585383959291,0.004572924102418303,0.0019373122887669258,0.013955522974780277,0.006950797638775379,1.0,0.006974033596146692,0.001821951873187758,0.0015504840202559722,0.0055396028747411695,0.002513497621211336,0.004430212067294678,0.6701677251161693,0.00042148124416038887,0.5864661654136024,1.0,0.0006069438551324793,0.0004253554489738467,0.000412500331488949,0.00012607247323865434,0.2272958678643897,0.15043334801237968,-0.035207023706414715,0.4360001578416054,-3.304657434954894e-05
external,5m,R4_FRESH,2020-08-01 12:00:00+00:00,2020-08-01 19:00:00+00:00,2020-08-01 19:05:00+00:00,2020-08-01 19:05:00+00:00,11712.55,FOLLOWTHROUGH,2020-08-01 19:35:00+00:00,2020-08-02 05:00:00+00:00,7.083333333333333,1.0,0.043147050117603995,0.0016726478810584477,0.012793703954984961,0.010165823121218782,0.03514128973961131,0.017192546135703438,1.0,0.015539608725234548,0.0037853432973093473,0.003351505243028577,0.01026884221424975,0.00394000066998057,0.010927874743326476,0.8606886860074279,0.0012374237304046615,0.3966715139764017,0.5241557602197284,0.003013646382394447,0.005284075628279019,0.0010916262612103637,0.00047763362252083814,-0.12795316939215412,-0.12367010842112301,-0.14514475645112013,1.5957545574731553,-5.5492948127011665e-05
external,5m,R4_FRESH,2020-08-05 16:00:00+00:00,2020-08-05 20:25:00+00:00,2020-08-05 20:30:00+00:00,2020-08-05 20:30:00+00:00,11687.39,FOLLOWTHROUGH,2020-08-05 21:25:00+00:00,,4.5,1.0,0.019750642646608647,0.0017004541507772003,0.007465197284529874,0.0051916509807021435,0.026350660004111938,0.015603997399905681,1.0,0.009594302098232045,0.005373378534083776,0.0031848860689988635,0.014470569793914567,0.0014261021364039284,0.007445245562829242,0.9121823939510983,2.4355677166081828e-05,0.9927051671733137,0.99452887537993,0.0012900385298597508,0.0014074998780736255,0.0010120048313297936,0.00024466869833306626,0.19704088103893358,0.08791414162347462,-0.03846058326967075,0.8124841890440202,0.00029099648322183924
external,5m,R4_FRESH,2020-08-10 08:00:00+00:00,2020-08-10 16:00:00+00:00,2020-08-10 16:05:00+00:00,2020-08-10 16:05:00+00:00,11931.61,FAKEOUT,,2020-08-10 21:00:00+00:00,8.083333333333334,2.0,0.016410353156658453,0.0006457600608919013,0.004089086843389048,0.00359002148239087,0.01568256086775715,0.016938152872038283,1.0,0.006190478991935761,0.0018611392957071857,0.0014678797131353351,0.006036409209865518,0.004249043796800134,0.011875326286346499,0.6459072912517806,0.0015040904617591299,0.017787659811040708,0.5163979988882755,0.0014214157489036191,0.003015521807636827,0.0013580996221820812,0.0002754182766464019,-0.06887876510413184,-0.08577215674861695,-0.07189491332314489,1.748696745720162,0.002740568737346738
external,5m,R4_FRESH,2020-08-11 00:00:00+00:00,2020-08-11 00:25:00+00:00,2020-08-11 00:30:00+00:00,2020-08-11 00:30:00+00:00,11888.13,FAKEOUT,,2020-08-11 03:00:00+00:00,0.5,0.0,0.016427025593890445,9.885206161171223e-05,0.0037951712160263773,0.0034834209702398872,0.010737266479529616,0.016638682162192935,0.0,0.004663501482290817,-0.00021132661021937141,0.0005057045360514411,0.0028326529971710907,0.003371027214487343,0.011775466409408583,0.8540600276500651,0.0002476855960641449,0.8609318996416039,0.8609318996416039,0.0020509583316121443,0.002346880751540162,0.0007757110842121929,0.0002875803313648862,-0.22413258815731202,-0.08016837850474133,-0.03895796189355417,0.6492666150822453,0.001768751163929494
