coverage,construction_raw_n,construction_actionable_n,construction_selected_n,construction_baseline_rate,construction_selected_rate,holdout_raw_n,holdout_actionable_n,holdout_selected_n,holdout_baseline_rate,holdout_selected_rate,holdout_lift,wilson_lower,wilson_upper,gate_selected_2025_n_ge_50,gate_selected_2025_rate_ge_45pct,gate_lift_ge_15pp,gate_wilson_lower_ge_35pct,gate_buy_side_above_baseline,gate_sell_side_above_baseline,verdict
0.9976976650486368,5450,5400,288,0.2411111111111111,0.53125,1264,1247,80,0.24619085805934243,0.55,0.3038091419406576,0.4411931301173402,0.6542248962562025,True,True,True,True,True,True,VALIDATED_ACTIONABLE_STRUCTURAL_LIQUIDITY_DETECTOR
