character_rule,dev_lb,dev_hold,dev_n,dev_wr,dev_net,dev_exp,dev_pf,dev_dd,dev_ls,dev_H1_exp,dev_H1_pf,dev_H2_exp,dev_H2_pf,dev_positive_anchors,test_2023_opened
DRIVE_DOWN__STR_B80_100,120,120,69,0.6521739130434783,312.588048840992,4.530261577405681,3.2954079473241418,34.78014359474244,4,4.550036013376955,3.2128501072504374,4.504554810643023,3.4136542856227705,4,False
