signal_id,partition,date_utc,k,signal_ts,signal_bar_start,structural_outcome,previous_session_high,previous_session_low,zone_name,zone_fraction,zone_px,status,activated,activation_bar_start,activation_ts,confirmed,confirmation_bar_start,confirmation_ts,confirmation_close,prior_bar_high_at_confirm,pullback_low,pullback_low_fraction,filled,entry_ts,entry_px,stop_px,target_px,nominal_rr,exit_ts,exit_px,exit_reason,net_pnl_usd
development|2023-07-26|K2|2023-07-26 15:45:00+00:00,development,2023-07-26,2,2023-07-26 15:45:00+00:00,2023-07-26 15:40:00+00:00,TARGET_BREAK,29321.4,29145.2,Z75,0.75,29277.350000000002,TRADE,True,2023-07-26 16:20:00+00:00,2023-07-26 16:25:00+00:00,True,2023-07-26 16:30:00+00:00,2023-07-26 16:35:00+00:00,29307.6,29287.0,29256.5,0.6316685584562929,True,2023-07-26 16:35:00+00:00,29307.6,29256.5,29321.4,0.27005870841493745,2023-07-26 17:55:00+00:00,29256.5,SL_PULLBACK_LOW,-1.2717875226903481
development|2023-07-26|K2|2023-07-26 15:45:00+00:00,development,2023-07-26,2,2023-07-26 15:45:00+00:00,2023-07-26 15:40:00+00:00,TARGET_BREAK,29321.4,29145.2,Z80,0.8,29286.16,TRADE,True,2023-07-26 16:20:00+00:00,2023-07-26 16:25:00+00:00,True,2023-07-26 16:30:00+00:00,2023-07-26 16:35:00+00:00,29307.6,29287.0,29256.5,0.6316685584562929,True,2023-07-26 16:35:00+00:00,29307.6,29256.5,29321.4,0.27005870841493745,2023-07-26 17:55:00+00:00,29256.5,SL_PULLBACK_LOW,-1.2717875226903481
development|2023-07-26|K2|2023-07-26 15:45:00+00:00,development,2023-07-26,2,2023-07-26 15:45:00+00:00,2023-07-26 15:40:00+00:00,TARGET_BREAK,29321.4,29145.2,Z85,0.85,29294.97,TRADE,True,2023-07-26 16:20:00+00:00,2023-07-26 16:25:00+00:00,True,2023-07-26 16:30:00+00:00,2023-07-26 16:35:00+00:00,29307.6,29287.0,29256.5,0.6316685584562929,True,2023-07-26 16:35:00+00:00,29307.6,29256.5,29321.4,0.27005870841493745,2023-07-26 17:55:00+00:00,29256.5,SL_PULLBACK_LOW,-1.2717875226903481
development|2023-08-03|K1|2023-08-03 13:40:00+00:00,development,2023-08-03,1,2023-08-03 13:40:00+00:00,2023-08-03 13:35:00+00:00,TARGET_BREAK,29193.5,28955.4,Z75,0.75,29133.975,TRADE,True,2023-08-03 13:45:00+00:00,2023-08-03 13:50:00+00:00,True,2023-08-03 13:50:00+00:00,2023-08-03 13:55:00+00:00,29184.8,29177.5,29107.6,0.6392272154556826,True,2023-08-03 13:55:00+00:00,29184.8,29107.6,29193.5,0.11269430051814308,2023-08-03 13:55:00+00:00,29193.5,TP_PREV_HIGH,-0.2509498094898529
development|2023-08-03|K1|2023-08-03 13:40:00+00:00,development,2023-08-03,1,2023-08-03 13:40:00+00:00,2023-08-03 13:35:00+00:00,TARGET_BREAK,29193.5,28955.4,Z80,0.8,29145.88,TRADE,True,2023-08-03 13:45:00+00:00,2023-08-03 13:50:00+00:00,True,2023-08-03 13:50:00+00:00,2023-08-03 13:55:00+00:00,29184.8,29177.5,29107.6,0.6392272154556826,True,2023-08-03 13:55:00+00:00,29184.8,29107.6,29193.5,0.11269430051814308,2023-08-03 13:55:00+00:00,29193.5,TP_PREV_HIGH,-0.2509498094898529
development|2023-08-03|K1|2023-08-03 13:40:00+00:00,development,2023-08-03,1,2023-08-03 13:40:00+00:00,2023-08-03 13:35:00+00:00,TARGET_BREAK,29193.5,28955.4,Z85,0.85,29157.785,TRADE,True,2023-08-03 13:40:00+00:00,2023-08-03 13:45:00+00:00,True,2023-08-03 13:50:00+00:00,2023-08-03 13:55:00+00:00,29184.8,29177.5,29107.6,0.6392272154556826,True,2023-08-03 13:55:00+00:00,29184.8,29107.6,29193.5,0.11269430051814308,2023-08-03 13:55:00+00:00,29193.5,TP_PREV_HIGH,-0.2509498094898529
development|2023-08-03|K2|2023-08-03 14:00:00+00:00,development,2023-08-03,2,2023-08-03 14:00:00+00:00,2023-08-03 13:55:00+00:00,TARGET_BREAK,29193.5,28955.4,Z75,0.75,29133.975,TARGET_BROKE_BEFORE_CONFIRMATION,False,,,False,,,,,,,False,,,,29193.5,,,,TARGET_BROKE_BEFORE_CONFIRMATION,
development|2023-08-03|K2|2023-08-03 14:00:00+00:00,development,2023-08-03,2,2023-08-03 14:00:00+00:00,2023-08-03 13:55:00+00:00,TARGET_BREAK,29193.5,28955.4,Z80,0.8,29145.88,TARGET_BROKE_BEFORE_CONFIRMATION,False,,,False,,,,,,,False,,,,29193.5,,,,TARGET_BROKE_BEFORE_CONFIRMATION,
development|2023-08-03|K2|2023-08-03 14:00:00+00:00,development,2023-08-03,2,2023-08-03 14:00:00+00:00,2023-08-03 13:55:00+00:00,TARGET_BREAK,29193.5,28955.4,Z85,0.85,29157.785,TARGET_BROKE_BEFORE_CONFIRMATION,False,,,False,,,,,,,False,,,,29193.5,,,,TARGET_BROKE_BEFORE_CONFIRMATION,
development|2023-08-04|K1|2023-08-04 13:40:00+00:00,development,2023-08-04,1,2023-08-04 13:40:00+00:00,2023-08-04 13:35:00+00:00,TARGET_BREAK,29263.2,29116.0,Z75,0.75,29226.4,TARGET_BROKE_BEFORE_CONFIRMATION,False,,,False,,,,,,,False,,,,29263.2,,,,TARGET_BROKE_BEFORE_CONFIRMATION,
development|2023-08-04|K1|2023-08-04 13:40:00+00:00,development,2023-08-04,1,2023-08-04 13:40:00+00:00,2023-08-04 13:35:00+00:00,TARGET_BREAK,29263.2,29116.0,Z80,0.8,29233.760000000002,TARGET_BROKE_BEFORE_CONFIRMATION,False,,,False,,,,,,,False,,,,29263.2,,,,TARGET_BROKE_BEFORE_CONFIRMATION,
development|2023-08-04|K1|2023-08-04 13:40:00+00:00,development,2023-08-04,1,2023-08-04 13:40:00+00:00,2023-08-04 13:35:00+00:00,TARGET_BREAK,29263.2,29116.0,Z85,0.85,29241.12,TARGET_BROKE_BEFORE_CONFIRMATION,True,2023-08-04 13:40:00+00:00,2023-08-04 13:45:00+00:00,False,,,,,29240.7,0.8471467391304356,False,,,,29263.2,,,,TARGET_BROKE_BEFORE_CONFIRMATION,
development|2023-08-23|K1|2023-08-23 14:55:00+00:00,development,2023-08-23,1,2023-08-23 14:55:00+00:00,2023-08-23 14:50:00+00:00,TARGET_BREAK,26085.6,25800.0,Z75,0.75,26014.199999999997,TARGET_BROKE_BEFORE_CONFIRMATION,True,2023-08-23 15:00:00+00:00,2023-08-23 15:05:00+00:00,False,,,,,26010.8,0.7380952380952394,False,,,,26085.6,,,,TARGET_BROKE_BEFORE_CONFIRMATION,
development|2023-08-23|K1|2023-08-23 14:55:00+00:00,development,2023-08-23,1,2023-08-23 14:55:00+00:00,2023-08-23 14:50:00+00:00,TARGET_BREAK,26085.6,25800.0,Z80,0.8,26028.48,TARGET_BROKE_BEFORE_CONFIRMATION,True,2023-08-23 14:55:00+00:00,2023-08-23 15:00:00+00:00,False,,,,,26010.8,0.7380952380952394,False,,,,26085.6,,,,TARGET_BROKE_BEFORE_CONFIRMATION,
development|2023-08-23|K1|2023-08-23 14:55:00+00:00,development,2023-08-23,1,2023-08-23 14:55:00+00:00,2023-08-23 14:50:00+00:00,TARGET_BREAK,26085.6,25800.0,Z85,0.85,26042.76,TARGET_BROKE_BEFORE_CONFIRMATION,True,2023-08-23 14:55:00+00:00,2023-08-23 15:00:00+00:00,False,,,,,26010.8,0.7380952380952394,False,,,,26085.6,,,,TARGET_BROKE_BEFORE_CONFIRMATION,
development|2023-09-06|K1|2023-09-06 13:50:00+00:00,development,2023-09-06,1,2023-09-06 13:50:00+00:00,2023-09-06 13:45:00+00:00,OPPOSITE_BREAK,25766.6,25673.0,Z75,0.75,25743.199999999997,OPPOSITE_BROKE_BEFORE_CONFIRMATION,True,2023-09-06 13:50:00+00:00,2023-09-06 13:55:00+00:00,False,,,,,25686.6,0.14529914529913202,False,,,,25766.6,,,,OPPOSITE_BROKE_BEFORE_CONFIRMATION,
development|2023-09-06|K1|2023-09-06 13:50:00+00:00,development,2023-09-06,1,2023-09-06 13:50:00+00:00,2023-09-06 13:45:00+00:00,OPPOSITE_BREAK,25766.6,25673.0,Z80,0.8,25747.879999999997,OPPOSITE_BROKE_BEFORE_CONFIRMATION,True,2023-09-06 13:50:00+00:00,2023-09-06 13:55:00+00:00,False,,,,,25686.6,0.14529914529913202,False,,,,25766.6,,,,OPPOSITE_BROKE_BEFORE_CONFIRMATION,
development|2023-09-06|K1|2023-09-06 13:50:00+00:00,development,2023-09-06,1,2023-09-06 13:50:00+00:00,2023-09-06 13:45:00+00:00,OPPOSITE_BREAK,25766.6,25673.0,Z85,0.85,25752.559999999998,OPPOSITE_BROKE_BEFORE_CONFIRMATION,True,2023-09-06 13:50:00+00:00,2023-09-06 13:55:00+00:00,False,,,,,25686.6,0.14529914529913202,False,,,,25766.6,,,,OPPOSITE_BROKE_BEFORE_CONFIRMATION,
development|2023-09-07|K1|2023-09-07 13:45:00+00:00,development,2023-09-07,1,2023-09-07 13:45:00+00:00,2023-09-07 13:40:00+00:00,TARGET_BREAK,25751.0,25625.0,Z75,0.75,25719.5,TRADE,True,2023-09-07 13:45:00+00:00,2023-09-07 13:50:00+00:00,True,2023-09-07 14:40:00+00:00,2023-09-07 14:45:00+00:00,25729.6,25697.6,25602.3,-0.18015873015873593,True,2023-09-07 14:45:00+00:00,25729.5,25602.3,25751.0,0.16902515723270345,2023-09-07 14:50:00+00:00,25751.0,TP_PREV_HIGH,0.017808352280446527
development|2023-09-07|K1|2023-09-07 13:45:00+00:00,development,2023-09-07,1,2023-09-07 13:45:00+00:00,2023-09-07 13:40:00+00:00,TARGET_BREAK,25751.0,25625.0,Z80,0.8,25725.8,TRADE,True,2023-09-07 13:45:00+00:00,2023-09-07 13:50:00+00:00,True,2023-09-07 14:40:00+00:00,2023-09-07 14:45:00+00:00,25729.6,25697.6,25602.3,-0.18015873015873593,True,2023-09-07 14:45:00+00:00,25729.5,25602.3,25751.0,0.16902515723270345,2023-09-07 14:50:00+00:00,25751.0,TP_PREV_HIGH,0.017808352280446527
development|2023-09-07|K1|2023-09-07 13:45:00+00:00,development,2023-09-07,1,2023-09-07 13:45:00+00:00,2023-09-07 13:40:00+00:00,TARGET_BREAK,25751.0,25625.0,Z85,0.85,25732.1,TARGET_BROKE_BEFORE_CONFIRMATION,True,2023-09-07 13:45:00+00:00,2023-09-07 13:50:00+00:00,False,,,,,25602.3,-0.18015873015873593,False,,,,25751.0,,,,TARGET_BROKE_BEFORE_CONFIRMATION,
development|2023-09-12|K1|2023-09-12 14:05:00+00:00,development,2023-09-12,1,2023-09-12 14:05:00+00:00,2023-09-12 14:00:00+00:00,TARGET_BREAK,26330.9,25720.0,Z75,0.75,26178.175000000003,TRADE,True,2023-09-12 14:05:00+00:00,2023-09-12 14:10:00+00:00,True,2023-09-12 14:10:00+00:00,2023-09-12 14:15:00+00:00,26220.5,26215.5,26159.0,0.7186118841054165,True,2023-09-12 14:15:00+00:00,26220.6,26159.0,26330.9,1.7905844155845052,2023-09-12 14:25:00+00:00,26159.0,SL_PULLBACK_LOW,-1.5746489401462944
development|2023-09-12|K1|2023-09-12 14:05:00+00:00,development,2023-09-12,1,2023-09-12 14:05:00+00:00,2023-09-12 14:00:00+00:00,TARGET_BREAK,26330.9,25720.0,Z80,0.8,26208.72,TRADE,True,2023-09-12 14:05:00+00:00,2023-09-12 14:10:00+00:00,True,2023-09-12 14:10:00+00:00,2023-09-12 14:15:00+00:00,26220.5,26215.5,26159.0,0.7186118841054165,True,2023-09-12 14:15:00+00:00,26220.6,26159.0,26330.9,1.7905844155845052,2023-09-12 14:25:00+00:00,26159.0,SL_PULLBACK_LOW,-1.5746489401462944
development|2023-09-12|K1|2023-09-12 14:05:00+00:00,development,2023-09-12,1,2023-09-12 14:05:00+00:00,2023-09-12 14:00:00+00:00,TARGET_BREAK,26330.9,25720.0,Z85,0.85,26239.265,TRADE,True,2023-09-12 14:05:00+00:00,2023-09-12 14:10:00+00:00,True,2023-09-12 16:25:00+00:00,2023-09-12 16:30:00+00:00,26294.3,26258.7,26032.0,0.5107218857423461,True,2023-09-12 16:30:00+00:00,26294.3,26032.0,26330.9,0.13953488372093895,2023-09-12 16:30:00+00:00,26330.9,TP_PREV_HIGH,0.29596832773644033
development|2023-09-13|K1|2023-09-13 14:40:00+00:00,development,2023-09-13,1,2023-09-13 14:40:00+00:00,2023-09-13 14:35:00+00:00,TARGET_BREAK,26267.4,25850.8,Z75,0.75,26163.25,TARGET_BROKE_BEFORE_CONFIRMATION,False,,,False,,,,,,,False,,,,26267.4,,,,TARGET_BROKE_BEFORE_CONFIRMATION,
development|2023-09-13|K1|2023-09-13 14:40:00+00:00,development,2023-09-13,1,2023-09-13 14:40:00+00:00,2023-09-13 14:35:00+00:00,TARGET_BREAK,26267.4,25850.8,Z80,0.8,26184.08,TARGET_BROKE_BEFORE_CONFIRMATION,False,,,False,,,,,,,False,,,,26267.4,,,,TARGET_BROKE_BEFORE_CONFIRMATION,
development|2023-09-13|K1|2023-09-13 14:40:00+00:00,development,2023-09-13,1,2023-09-13 14:40:00+00:00,2023-09-13 14:35:00+00:00,TARGET_BREAK,26267.4,25850.8,Z85,0.85,26204.91,TARGET_BROKE_BEFORE_CONFIRMATION,False,,,False,,,,,,,False,,,,26267.4,,,,TARGET_BROKE_BEFORE_CONFIRMATION,
development|2023-09-14|K1|2023-09-14 15:05:00+00:00,development,2023-09-14,1,2023-09-14 15:05:00+00:00,2023-09-14 15:00:00+00:00,NO_BREAK,26790.0,26253.0,Z75,0.75,26655.75,TRADE,True,2023-09-14 15:05:00+00:00,2023-09-14 15:10:00+00:00,True,2023-09-14 15:50:00+00:00,2023-09-14 15:55:00+00:00,26676.6,26657.9,26565.0,0.5810055865921788,True,2023-09-14 15:55:00+00:00,26676.5,26565.0,26790.0,1.0179372197309418,2023-09-14 16:35:00+00:00,26565.0,SL_PULLBACK_LOW,-2.4898543662024593
development|2023-09-14|K1|2023-09-14 15:05:00+00:00,development,2023-09-14,1,2023-09-14 15:05:00+00:00,2023-09-14 15:00:00+00:00,NO_BREAK,26790.0,26253.0,Z80,0.8,26682.6,TRADE,True,2023-09-14 15:05:00+00:00,2023-09-14 15:10:00+00:00,True,2023-09-14 16:00:00+00:00,2023-09-14 16:05:00+00:00,26709.6,26680.0,26565.0,0.5810055865921788,True,2023-09-14 16:05:00+00:00,26709.5,26565.0,26790.0,0.5570934256055363,2023-09-14 16:35:00+00:00,26565.0,SL_PULLBACK_LOW,-3.1050300454894426
development|2023-09-14|K1|2023-09-14 15:05:00+00:00,development,2023-09-14,1,2023-09-14 15:05:00+00:00,2023-09-14 15:00:00+00:00,NO_BREAK,26790.0,26253.0,Z85,0.85,26709.45,TRADE,True,2023-09-14 15:05:00+00:00,2023-09-14 15:10:00+00:00,True,2023-09-14 16:00:00+00:00,2023-09-14 16:05:00+00:00,26709.6,26680.0,26565.0,0.5810055865921788,True,2023-09-14 16:05:00+00:00,26709.5,26565.0,26790.0,0.5570934256055363,2023-09-14 16:35:00+00:00,26565.0,SL_PULLBACK_LOW,-3.1050300454894426
development|2023-09-14|K2|2023-09-14 18:40:00+00:00,development,2023-09-14,2,2023-09-14 18:40:00+00:00,2023-09-14 18:35:00+00:00,NO_BREAK,26790.0,26253.0,Z75,0.75,26655.75,NO_ENTRY_BAR,True,2023-09-14 18:40:00+00:00,2023-09-14 18:45:00+00:00,True,2023-09-14 19:55:00+00:00,2023-09-14 20:00:00+00:00,26662.0,26658.7,26540.0,0.5344506517690876,False,,,26540.0,26790.0,,,,NO_ENTRY_BAR,
development|2023-09-14|K2|2023-09-14 18:40:00+00:00,development,2023-09-14,2,2023-09-14 18:40:00+00:00,2023-09-14 18:35:00+00:00,NO_BREAK,26790.0,26253.0,Z80,0.8,26682.6,NO_CONFIRMATION,True,2023-09-14 18:40:00+00:00,2023-09-14 18:45:00+00:00,False,,,,,26540.0,0.5344506517690876,False,,,26540.0,26790.0,,,,NO_CONFIRMATION,
development|2023-09-14|K2|2023-09-14 18:40:00+00:00,development,2023-09-14,2,2023-09-14 18:40:00+00:00,2023-09-14 18:35:00+00:00,NO_BREAK,26790.0,26253.0,Z85,0.85,26709.45,NO_CONFIRMATION,True,2023-09-14 18:40:00+00:00,2023-09-14 18:45:00+00:00,False,,,,,26540.0,0.5344506517690876,False,,,26540.0,26790.0,,,,NO_CONFIRMATION,
development|2023-09-19|K1|2023-09-19 15:40:00+00:00,development,2023-09-19,1,2023-09-19 15:40:00+00:00,2023-09-19 15:35:00+00:00,NO_BREAK,27470.0,26834.3,Z75,0.75,27311.075,TRADE,True,2023-09-19 15:40:00+00:00,2023-09-19 15:45:00+00:00,True,2023-09-19 15:50:00+00:00,2023-09-19 15:55:00+00:00,27434.6,27321.5,27226.0,0.6161711499134817,True,2023-09-19 15:55:00+00:00,27434.7,27226.0,27470.0,0.16914230953521395,2023-09-19 16:15:00+00:00,27470.0,TP_PREV_HIGH,0.2433458357480992
development|2023-09-19|K1|2023-09-19 15:40:00+00:00,development,2023-09-19,1,2023-09-19 15:40:00+00:00,2023-09-19 15:35:00+00:00,NO_BREAK,27470.0,26834.3,Z80,0.8,27342.86,TRADE,True,2023-09-19 15:40:00+00:00,2023-09-19 15:45:00+00:00,True,2023-09-19 15:50:00+00:00,2023-09-19 15:55:00+00:00,27434.6,27321.5,27226.0,0.6161711499134817,True,2023-09-19 15:55:00+00:00,27434.7,27226.0,27470.0,0.16914230953521395,2023-09-19 16:15:00+00:00,27470.0,TP_PREV_HIGH,0.2433458357480992
development|2023-09-19|K1|2023-09-19 15:40:00+00:00,development,2023-09-19,1,2023-09-19 15:40:00+00:00,2023-09-19 15:35:00+00:00,NO_BREAK,27470.0,26834.3,Z85,0.85,27374.645,TRADE,True,2023-09-19 15:40:00+00:00,2023-09-19 15:45:00+00:00,True,2023-09-19 15:50:00+00:00,2023-09-19 15:55:00+00:00,27434.6,27321.5,27226.0,0.6161711499134817,True,2023-09-19 15:55:00+00:00,27434.7,27226.0,27470.0,0.16914230953521395,2023-09-19 16:15:00+00:00,27470.0,TP_PREV_HIGH,0.2433458357480992
development|2023-09-19|K2|2023-09-19 15:55:00+00:00,development,2023-09-19,2,2023-09-19 15:55:00+00:00,2023-09-19 15:50:00+00:00,NO_BREAK,27470.0,26834.3,Z75,0.75,27311.075,TRADE,True,2023-09-19 16:20:00+00:00,2023-09-19 16:25:00+00:00,True,2023-09-19 16:40:00+00:00,2023-09-19 16:45:00+00:00,27367.0,27318.9,27277.0,0.6963976718577949,True,2023-09-19 16:45:00+00:00,27366.9,27277.0,27470.0,1.1468298109009663,2023-09-19 16:50:00+00:00,27277.0,SL_PULLBACK_LOW,-2.0424951309794155
development|2023-09-19|K2|2023-09-19 15:55:00+00:00,development,2023-09-19,2,2023-09-19 15:55:00+00:00,2023-09-19 15:50:00+00:00,NO_BREAK,27470.0,26834.3,Z80,0.8,27342.86,TRADE,True,2023-09-19 16:00:00+00:00,2023-09-19 16:05:00+00:00,True,2023-09-19 16:10:00+00:00,2023-09-19 16:15:00+00:00,27451.6,27413.3,27334.0,0.7860626081484979,True,2023-09-19 16:15:00+00:00,27451.6,27334.0,27470.0,0.1564625850340279,2023-09-19 16:15:00+00:00,27334.0,SL_SAME_5M_CONSERVATIVE,-2.541951653091223
development|2023-09-19|K2|2023-09-19 15:55:00+00:00,development,2023-09-19,2,2023-09-19 15:55:00+00:00,2023-09-19 15:50:00+00:00,NO_BREAK,27470.0,26834.3,Z85,0.85,27374.645,TRADE,True,2023-09-19 15:55:00+00:00,2023-09-19 16:00:00+00:00,True,2023-09-19 16:10:00+00:00,2023-09-19 16:15:00+00:00,27451.6,27413.3,27334.0,0.7860626081484979,True,2023-09-19 16:15:00+00:00,27451.6,27334.0,27470.0,0.1564625850340279,2023-09-19 16:15:00+00:00,27334.0,SL_SAME_5M_CONSERVATIVE,-2.541951653091223
development|2023-09-20|K1|2023-09-20 13:55:00+00:00,development,2023-09-20,1,2023-09-20 13:55:00+00:00,2023-09-20 13:50:00+00:00,TARGET_BREAK,27182.0,26930.3,Z75,0.75,27119.075,TARGET_BROKE_BEFORE_CONFIRMATION,False,,,False,,,,,,,False,,,,27182.0,,,,TARGET_BROKE_BEFORE_CONFIRMATION,
development|2023-09-20|K1|2023-09-20 13:55:00+00:00,development,2023-09-20,1,2023-09-20 13:55:00+00:00,2023-09-20 13:50:00+00:00,TARGET_BREAK,27182.0,26930.3,Z80,0.8,27131.66,TARGET_BROKE_BEFORE_CONFIRMATION,False,,,False,,,,,,,False,,,,27182.0,,,,TARGET_BROKE_BEFORE_CONFIRMATION,
development|2023-09-20|K1|2023-09-20 13:55:00+00:00,development,2023-09-20,1,2023-09-20 13:55:00+00:00,2023-09-20 13:50:00+00:00,TARGET_BREAK,27182.0,26930.3,Z85,0.85,27144.245,TARGET_BROKE_BEFORE_CONFIRMATION,True,2023-09-20 13:55:00+00:00,2023-09-20 14:00:00+00:00,False,,,,,27133.9,0.8088994835121239,False,,,,27182.0,,,,TARGET_BROKE_BEFORE_CONFIRMATION,
development|2023-09-28|K1|2023-09-28 14:25:00+00:00,development,2023-09-28,1,2023-09-28 14:25:00+00:00,2023-09-28 14:20:00+00:00,TARGET_BREAK,26620.0,26373.8,Z75,0.75,26558.45,TARGET_BROKE_BEFORE_CONFIRMATION,False,,,False,,,,,,,False,,,,26620.0,,,,TARGET_BROKE_BEFORE_CONFIRMATION,
development|2023-09-28|K1|2023-09-28 14:25:00+00:00,development,2023-09-28,1,2023-09-28 14:25:00+00:00,2023-09-28 14:20:00+00:00,TARGET_BREAK,26620.0,26373.8,Z80,0.8,26570.76,TARGET_BROKE_BEFORE_CONFIRMATION,True,2023-09-28 14:25:00+00:00,2023-09-28 14:30:00+00:00,False,,,,,26562.0,0.7644191714053622,False,,,,26620.0,,,,TARGET_BROKE_BEFORE_CONFIRMATION,
development|2023-09-28|K1|2023-09-28 14:25:00+00:00,development,2023-09-28,1,2023-09-28 14:25:00+00:00,2023-09-28 14:20:00+00:00,TARGET_BREAK,26620.0,26373.8,Z85,0.85,26583.07,TARGET_BROKE_BEFORE_CONFIRMATION,True,2023-09-28 14:25:00+00:00,2023-09-28 14:30:00+00:00,False,,,,,26562.0,0.7644191714053622,False,,,,26620.0,,,,TARGET_BROKE_BEFORE_CONFIRMATION,
development|2023-10-05|K1|2023-10-05 13:40:00+00:00,development,2023-10-05,1,2023-10-05 13:40:00+00:00,2023-10-05 13:35:00+00:00,OPPOSITE_BREAK,28070.8,27578.1,Z75,0.75,27947.625,TRADE,True,2023-10-05 13:40:00+00:00,2023-10-05 13:45:00+00:00,True,2023-10-05 14:10:00+00:00,2023-10-05 14:15:00+00:00,28007.0,27976.9,27876.0,0.6046275624112056,True,2023-10-05 14:15:00+00:00,28006.9,27876.0,28070.8,0.4881588999235837,2023-10-05 14:15:00+00:00,28070.8,TP_PREV_HIGH,0.7407903052461643
development|2023-10-05|K1|2023-10-05 13:40:00+00:00,development,2023-10-05,1,2023-10-05 13:40:00+00:00,2023-10-05 13:35:00+00:00,OPPOSITE_BREAK,28070.8,27578.1,Z80,0.8,27972.26,TRADE,True,2023-10-05 13:40:00+00:00,2023-10-05 13:45:00+00:00,True,2023-10-05 14:10:00+00:00,2023-10-05 14:15:00+00:00,28007.0,27976.9,27876.0,0.6046275624112056,True,2023-10-05 14:15:00+00:00,28006.9,27876.0,28070.8,0.4881588999235837,2023-10-05 14:15:00+00:00,28070.8,TP_PREV_HIGH,0.7407903052461643
development|2023-10-05|K1|2023-10-05 13:40:00+00:00,development,2023-10-05,1,2023-10-05 13:40:00+00:00,2023-10-05 13:35:00+00:00,OPPOSITE_BREAK,28070.8,27578.1,Z85,0.85,27996.895,TRADE,True,2023-10-05 13:40:00+00:00,2023-10-05 13:45:00+00:00,True,2023-10-05 14:10:00+00:00,2023-10-05 14:15:00+00:00,28007.0,27976.9,27876.0,0.6046275624112056,True,2023-10-05 14:15:00+00:00,28006.9,27876.0,28070.8,0.4881588999235837,2023-10-05 14:15:00+00:00,28070.8,TP_PREV_HIGH,0.7407903052461643
development|2023-10-05|K2|2023-10-05 14:20:00+00:00,development,2023-10-05,2,2023-10-05 14:20:00+00:00,2023-10-05 14:15:00+00:00,OPPOSITE_BREAK,28070.8,27578.1,Z75,0.75,27947.625,OPPOSITE_BROKE_BEFORE_CONFIRMATION,True,2023-10-05 14:35:00+00:00,2023-10-05 14:40:00+00:00,False,,,,,27637.0,0.11954536228942839,False,,,,28070.8,,,,OPPOSITE_BROKE_BEFORE_CONFIRMATION,
development|2023-10-05|K2|2023-10-05 14:20:00+00:00,development,2023-10-05,2,2023-10-05 14:20:00+00:00,2023-10-05 14:15:00+00:00,OPPOSITE_BREAK,28070.8,27578.1,Z80,0.8,27972.26,OPPOSITE_BROKE_BEFORE_CONFIRMATION,True,2023-10-05 14:20:00+00:00,2023-10-05 14:25:00+00:00,False,,,,,27637.0,0.11954536228942839,False,,,,28070.8,,,,OPPOSITE_BROKE_BEFORE_CONFIRMATION,
development|2023-10-05|K2|2023-10-05 14:20:00+00:00,development,2023-10-05,2,2023-10-05 14:20:00+00:00,2023-10-05 14:15:00+00:00,OPPOSITE_BREAK,28070.8,27578.1,Z85,0.85,27996.895,OPPOSITE_BROKE_BEFORE_CONFIRMATION,True,2023-10-05 14:20:00+00:00,2023-10-05 14:25:00+00:00,False,,,,,27637.0,0.11954536228942839,False,,,,28070.8,,,,OPPOSITE_BROKE_BEFORE_CONFIRMATION,
development|2023-10-16|K1|2023-10-16 13:35:00+00:00,development,2023-10-16,1,2023-10-16 13:35:00+00:00,2023-10-16 13:30:00+00:00,NO_BREAK,29488.0,27627.4,Z75,0.75,29022.85,NO_CONFIRMATION,True,2023-10-16 13:35:00+00:00,2023-10-16 13:40:00+00:00,False,,,,,27698.5,0.03821347952273385,False,,,27698.5,29488.0,,,,NO_CONFIRMATION,
development|2023-10-16|K1|2023-10-16 13:35:00+00:00,development,2023-10-16,1,2023-10-16 13:35:00+00:00,2023-10-16 13:30:00+00:00,NO_BREAK,29488.0,27627.4,Z80,0.8,29115.88,NO_CONFIRMATION,True,2023-10-16 13:35:00+00:00,2023-10-16 13:40:00+00:00,False,,,,,27698.5,0.03821347952273385,False,,,27698.5,29488.0,,,,NO_CONFIRMATION,
development|2023-10-16|K1|2023-10-16 13:35:00+00:00,development,2023-10-16,1,2023-10-16 13:35:00+00:00,2023-10-16 13:30:00+00:00,NO_BREAK,29488.0,27627.4,Z85,0.85,29208.91,NO_CONFIRMATION,True,2023-10-16 13:35:00+00:00,2023-10-16 13:40:00+00:00,False,,,,,27698.5,0.03821347952273385,False,,,27698.5,29488.0,,,,NO_CONFIRMATION,
development|2023-10-19|K1|2023-10-19 13:35:00+00:00,development,2023-10-19,1,2023-10-19 13:35:00+00:00,2023-10-19 13:30:00+00:00,TARGET_BREAK,28563.6,28267.4,Z75,0.75,28489.55,TRADE,True,2023-10-19 13:35:00+00:00,2023-10-19 13:40:00+00:00,True,2023-10-19 14:05:00+00:00,2023-10-19 14:10:00+00:00,28489.9,28467.0,28423.3,0.5263335584064799,True,2023-10-19 14:10:00+00:00,28490.0,28423.3,28563.6,1.1034482758620352,2023-10-19 14:10:00+00:00,28563.6,TP_PREV_HIGH,0.8916812916812237
