signal_id,partition,date_utc,k,signal_ts,signal_bar_start,structural_outcome,previous_session_high,previous_session_low,zone_name,zone_fraction,zone_px,status,activated,activation_bar_start,activation_ts,confirmed,confirmation_bar_start,confirmation_ts,confirmation_close,prior_bar_high_at_confirm,pullback_low,pullback_low_fraction,filled,entry_ts,entry_px,stop_px,target_px,nominal_rr,exit_ts,exit_px,exit_reason,net_pnl_usd
august|2026-08-17|K2|2026-08-17 14:55:00+00:00,august,2026-08-17,2,2026-08-17 14:55:00+00:00,2026-08-17 14:50:00+00:00,TARGET_BREAK,63753.0,63255.0,Z80,0.8,63653.4,TARGET_BROKE_BEFORE_CONFIRMATION,False,,,False,,,,,,,False,,,,63753.0,,,,TARGET_BROKE_BEFORE_CONFIRMATION,
august|2026-08-17|K2|2026-08-17 14:55:00+00:00,august,2026-08-17,2,2026-08-17 14:55:00+00:00,2026-08-17 14:50:00+00:00,TARGET_BREAK,63753.0,63255.0,Z85,0.85,63678.3,TARGET_BROKE_BEFORE_CONFIRMATION,False,,,False,,,,,,,False,,,,63753.0,,,,TARGET_BROKE_BEFORE_CONFIRMATION,
august|2026-08-20|K1|2026-08-20 15:05:00+00:00,august,2026-08-20,1,2026-08-20 15:05:00+00:00,2026-08-20 15:00:00+00:00,TARGET_BREAK,72487.5,69771.8,Z75,0.75,71808.575,TARGET_BROKE_BEFORE_CONFIRMATION,False,,,False,,,,,,,False,,,,72487.5,,,,TARGET_BROKE_BEFORE_CONFIRMATION,
august|2026-08-20|K1|2026-08-20 15:05:00+00:00,august,2026-08-20,1,2026-08-20 15:05:00+00:00,2026-08-20 15:00:00+00:00,TARGET_BREAK,72487.5,69771.8,Z80,0.8,71944.36,TRADE,True,2026-08-20 15:20:00+00:00,2026-08-20 15:25:00+00:00,True,2026-08-20 15:25:00+00:00,2026-08-20 15:30:00+00:00,72383.1,72324.2,71937.7,0.7975475936222692,True,2026-08-20 15:30:00+00:00,72383.1,71937.7,72487.5,0.23439604849571652,2026-08-20 15:30:00+00:00,72487.5,TP_PREV_HIGH,0.32116281286649373
august|2026-08-20|K1|2026-08-20 15:05:00+00:00,august,2026-08-20,1,2026-08-20 15:05:00+00:00,2026-08-20 15:00:00+00:00,TARGET_BREAK,72487.5,69771.8,Z85,0.85,72080.145,TRADE,True,2026-08-20 15:05:00+00:00,2026-08-20 15:10:00+00:00,True,2026-08-20 15:25:00+00:00,2026-08-20 15:30:00+00:00,72383.1,72324.2,71937.7,0.7975475936222692,True,2026-08-20 15:30:00+00:00,72383.1,71937.7,72487.5,0.23439604849571652,2026-08-20 15:30:00+00:00,72487.5,TP_PREV_HIGH,0.32116281286649373
august|2026-08-20|K2|2026-08-20 15:35:00+00:00,august,2026-08-20,2,2026-08-20 15:35:00+00:00,2026-08-20 15:30:00+00:00,TARGET_BREAK,72487.5,69771.8,Z75,0.75,71808.575,TARGET_BROKE_BEFORE_CONFIRMATION,False,,,False,,,,,,,False,,,,72487.5,,,,TARGET_BROKE_BEFORE_CONFIRMATION,
august|2026-08-20|K2|2026-08-20 15:35:00+00:00,august,2026-08-20,2,2026-08-20 15:35:00+00:00,2026-08-20 15:30:00+00:00,TARGET_BREAK,72487.5,69771.8,Z80,0.8,71944.36,TARGET_BROKE_BEFORE_CONFIRMATION,False,,,False,,,,,,,False,,,,72487.5,,,,TARGET_BROKE_BEFORE_CONFIRMATION,
august|2026-08-20|K2|2026-08-20 15:35:00+00:00,august,2026-08-20,2,2026-08-20 15:35:00+00:00,2026-08-20 15:30:00+00:00,TARGET_BREAK,72487.5,69771.8,Z85,0.85,72080.145,TARGET_BROKE_BEFORE_CONFIRMATION,False,,,False,,,,,,,False,,,,72487.5,,,,TARGET_BROKE_BEFORE_CONFIRMATION,
development|2022-01-19|K1|2022-01-19 14:35:00+00:00,development,2022-01-19,1,2022-01-19 14:35:00+00:00,2022-01-19 14:30:00+00:00,TARGET_BREAK,42338.38,41115.64,Z75,0.75,42032.695,TARGET_BROKE_BEFORE_CONFIRMATION,False,,,False,,,,,,,False,,,,42338.38,,,,TARGET_BROKE_BEFORE_CONFIRMATION,
development|2022-01-19|K1|2022-01-19 14:35:00+00:00,development,2022-01-19,1,2022-01-19 14:35:00+00:00,2022-01-19 14:30:00+00:00,TARGET_BREAK,42338.38,41115.64,Z80,0.8,42093.831999999995,TARGET_BROKE_BEFORE_CONFIRMATION,False,,,False,,,,,,,False,,,,42338.38,,,,TARGET_BROKE_BEFORE_CONFIRMATION,
development|2022-01-19|K1|2022-01-19 14:35:00+00:00,development,2022-01-19,1,2022-01-19 14:35:00+00:00,2022-01-19 14:30:00+00:00,TARGET_BREAK,42338.38,41115.64,Z85,0.85,42154.969,TARGET_BROKE_BEFORE_CONFIRMATION,False,,,False,,,,,,,False,,,,42338.38,,,,TARGET_BROKE_BEFORE_CONFIRMATION,
development|2022-01-25|K1|2022-01-25 14:25:00+00:00,development,2022-01-25,1,2022-01-25 14:25:00+00:00,2022-01-25 14:20:00+00:00,TARGET_BREAK,36793.85,35993.84,Z75,0.75,36593.847499999996,TARGET_BROKE_BEFORE_CONFIRMATION,True,2022-01-25 14:25:00+00:00,2022-01-25 14:30:00+00:00,False,,,,,36431.83,0.547480656491799,False,,,,36793.85,,,,TARGET_BROKE_BEFORE_CONFIRMATION,
development|2022-01-25|K1|2022-01-25 14:25:00+00:00,development,2022-01-25,1,2022-01-25 14:25:00+00:00,2022-01-25 14:20:00+00:00,TARGET_BREAK,36793.85,35993.84,Z80,0.8,36633.848,TARGET_BROKE_BEFORE_CONFIRMATION,True,2022-01-25 14:25:00+00:00,2022-01-25 14:30:00+00:00,False,,,,,36431.83,0.547480656491799,False,,,,36793.85,,,,TARGET_BROKE_BEFORE_CONFIRMATION,
development|2022-01-25|K1|2022-01-25 14:25:00+00:00,development,2022-01-25,1,2022-01-25 14:25:00+00:00,2022-01-25 14:20:00+00:00,TARGET_BREAK,36793.85,35993.84,Z85,0.85,36673.8485,TARGET_BROKE_BEFORE_CONFIRMATION,True,2022-01-25 14:25:00+00:00,2022-01-25 14:30:00+00:00,False,,,,,36431.83,0.547480656491799,False,,,,36793.85,,,,TARGET_BROKE_BEFORE_CONFIRMATION,
development|2022-01-26|K1|2022-01-26 13:55:00+00:00,development,2022-01-26,1,2022-01-26 13:55:00+00:00,2022-01-26 13:50:00+00:00,TARGET_BREAK,38239.99,37311.81,Z75,0.75,38007.945,TARGET_BROKE_BEFORE_CONFIRMATION,True,2022-01-26 13:55:00+00:00,2022-01-26 14:00:00+00:00,False,,,,,38000.11,0.741558749380511,False,,,,38239.99,,,,TARGET_BROKE_BEFORE_CONFIRMATION,
