i,date,entry_t,mfe,mae,developed,parent_pnl,a511_pnl,ret1h,ret3h,ret6h,ret12h,ret24h,mon_ret,overnight_ret,ema_spread,dist_ema20,ema20_slope1h,loc24,range6,range24,taker1h,taker4h,ret1h_up,ret3h_up,ret6h_up,ret12h_up,ret24h_up,monday_up,overnight_up,above_ema20,ema_bull,ema20_rising,upper_half24,taker1h_buy,taker4h_buy,uptrend_pressure,overnight_up_pressure,bearish_alignment,extended_down_state
104,2025-12-02,2025-12-01 23:00:00+00:00,0.004372480304767445,0.010004808225764661,False,-4.7500000000000036,-4.7500000000000036,-0.0008326567756434811,0.012788891399192481,0.020394154902168893,-0.00011788037222459913,-0.04928607063032808,-0.07696918546695641,0.020394154902168893,0.0024167551778913055,0.001998681387958001,0.005169405601985977,0.3678640672124082,0.02846562363396621,0.08864488100637335,-0.002894921874900147,0.09626636660529764,False,True,True,False,False,False,True,True,True,True,False,False,True,True,True,False,False
105,2025-12-09,2025-12-08 23:00:00+00:00,0.012502671040196756,0.00205312120684753,True,4.279265788876636,4.279265788876636,-0.004831775721423015,0.00617300369271967,0.00956875548354752,-0.012856226419197259,0.011770553334135903,0.0021395809095894336,0.00956875548354752,-0.000396828962271778,-0.0008004992357089069,4.853277086214192e-06,0.47153305607342827,0.01892307057302456,0.031173510786446146,-0.1705133659568434,0.059203767161220666,False,True,True,False,True,True,True,False,False,True,False,False,True,False,False,False,False
106,2025-12-16,2025-12-15 23:00:00+00:00,0.011629525170244737,0.0028969439444825884,True,1.7369881060620713,0.24999999999994538,0.0024681311143792684,0.000958835096614985,0.0003329462494823243,-0.039710628478772714,-0.023374552340739818,-0.028347177827207637,0.0003329462494823243,0.0007224139419814701,0.002420182892404865,0.0006810311003631053,0.23590643752296286,0.01702302728245142,0.05759053988927154,0.022676376135379428,0.01722383383473436,True,True,True,False,False,False,True,True,True,True,False,True,True,True,True,False,False
107,2025-12-23,2025-12-22 23:00:00+00:00,0.009904531912972803,0.00326013361018318,True,3.335041076103635,3.335041076103635,0.0044978819827408145,0.00547806561197639,-0.007771788664676538,-0.012420512066117939,-0.000505296021132029,0.01286615352930931,-0.007771788664676538,0.0009916360703710048,0.0025176933190305117,0.0004995210767988478,0.2799927378358772,0.019034374765285023,0.03135067448346529,0.22245450374121045,0.01822779177181655,True,True,False,False,False,True,False,True,True,True,False,True,True,False,False,False,False
108,2025-12-30,2025-12-29 23:00:00+00:00,0.006048070767352587,0.0015724296844488173,True,-0.4344833371699157,-0.4344833371699157,0.0010891747494898851,-0.0005334029275351204,-0.004276330794143135,-0.004243400833170874,-0.005018380216369134,-0.0025588845222219714,-0.004276330794143135,0.0003194253416773929,0.00045865509802056614,-0.00028002209683841706,0.15414844744561934,0.010623436124967744,0.04164822498847398,0.05278275309876945,0.04399548374465123,True,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False
109,2026-01-06,2026-01-05 23:00:00+00:00,0.006992806397429829,0.00030703753401040146,True,1.1968729448936517,1.1968729448936517,0.0010837739156144277,-0.003053588734661883,0.004884287753409211,0.01218381756749487,0.02930154178928035,0.025552685096256633,0.004884287753409211,0.00012533616721666085,-0.00023902626713101505,0.0006976705502113045,0.8225630709915331,0.016730507183399412,0.03925488862811344,-0.035783208906678854,0.02429442375589841,True,False,True,True,True,True,True,False,True,True,True,False,True,False,False,False,False
110,2026-01-13,2026-01-12 23:00:00+00:00,0.002115041133109341,0.004573269344841702,False,-2.2598038570720007,-2.2598038570720007,0.00020946450563630314,-0.008274887185342195,-0.011190833967574476,0.008295966108590402,0.009587338204673834,0.011622605357670679,-0.011190833967574476,-0.0004076826571596248,-0.0007871460408982456,-0.000525977125094057,0.46985962014863747,0.015342797402883246,0.02689139075788871,0.035315192399670625,0.010165295868859392,True,False,False,True,True,True,False,False,False,False,False,True,True,False,False,False,True
111,2026-01-20,2026-01-19 23:00:00+00:00,0.006787134705170339,0.0034259899706035046,True,1.961611620266341,1.961611620266341,-0.004957570295873404,-0.006422467576256641,-0.006347777901871909,-0.004499372218151776,-0.025753364078589858,-0.01977891006318666,-0.006347777901871909,-0.0014490586299230612,-0.003662425177891615,-0.0018989694712083782,0.1998627504803749,0.009053735476569402,0.039684095860566426,-0.18900458326221992,-0.07909462322446414,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
112,2026-01-27,2026-01-26 23:00:00+00:00,0.0013440051580737578,0.008266085777950849,False,-4.7500000000000036,-4.7500000000000036,0.0003099887927129341,0.0010385938757049296,0.004450160595726338,0.002456784377627752,0.019070776805049316,-0.0040631499703764895,0.004450160595726338,0.0007143786035921362,0.0007054721934509622,0.001454104995986416,0.7371995448727053,0.017667893284268654,0.03269407602965302,-0.010689826216887854,-0.014349601008766588,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,False,False
113,2026-02-03,2026-02-02 23:00:00+00:00,0.01513237334985651,0.0051385060368240865,True,5.999999999999979,5.999999999999979,0.002012722646310472,0.005839005887536608,-0.0015757614172978718,0.016447308985878317,0.022534973546690873,0.01274487820844894,-0.0015757614172978718,0.0016015601811478763,0.0019201782644879817,0.0033806889170071575,0.8837678721614797,0.01699570418482277,0.06379183153376711,0.2109533337851821,0.05641496766713594,True,True,False,True,True,True,False,True,True,True,True,True,True,False,False,False,False
114,2026-02-10,2026-02-09 23:00:00+00:00,0.016754295918628426,0.0029672620147809248,True,6.000000000000034,6.000000000000034,0.00028870536266656366,-0.006406480221846422,0.0017233226800659196,0.02109577228005932,-0.014520004763873051,-0.007848086205724303,0.0017233226800659196,-0.00015210099226636853,-0.0008449019057964469,0.00035854259547529743,0.51200258173423,0.018758572061207124,0.05900395039232942,-0.05142173149534801,-0.07497494309799124,True,False,True,True,False,False,True,False,False,True,True,False,False,False,False,True,False
115,2026-02-17,2026-02-16 23:00:00+00:00,0.00307900544186146,0.009735841461120165,False,-4.7500000000000036,-4.7500000000000036,-0.0029811200577029018,0.009546064953882105,0.010627932447033528,-0.003195654607601628,-0.0011669376409502163,-0.01590414006549623,0.010627932447033528,0.0006220058345973722,-0.00016345842641074526,0.00228334192541757,0.4582823586983147,0.02029983480665276,0.04254126394052027,-0.08703281141527064,0.049802961909363175,False,True,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False
116,2026-02-24,2026-02-23 23:00:00+00:00,0.02038507196913497,0.0044146015729336074,True,5.999999999999979,5.999999999999979,-0.0008617747308498069,0.005345740423898571,-0.010610493346648653,-0.023091500751243887,-0.043423809460440554,-0.03298555614751675,-0.010610493346648653,0.0007438186384738366,-0.0003013039013307628,0.00343315840619951,0.21683083400473102,0.02460695270905111,0.06025211399937369,-0.000588431210501672,0.0025713563056766198,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False
117,2026-03-03,2026-03-02 23:00:00+00:00,0.015432000945051594,0.0005704884591337667,True,5.999999999999923,5.999999999999923,0.0017201818313008488,0.004635720374736474,-0.0017817570511706737,0.04781528410514646,0.05697192288424269,0.049905442001906275,-0.0017817570511706737,0.000612000495518572,0.0017699380375888474,0.0006941367584545333,0.8630481667864839,0.015023394697591064,0.07693064013617557,0.09609672601460639,0.04673655816116762,True,True,False,True,True,True,False,True,True,True,True,True,True,False,False,False,False
118,2026-03-10,2026-03-09 23:00:00+00:00,0.003924072405841139,0.008359790210809459,False,-4.7500000000000036,-4.7500000000000036,-0.002290585910060705,-0.005084637607174813,-0.004164664656672978,0.014360278570477947,0.03393488529116517,0.027163294231265178,-0.004164664656672978,-0.0011650640015175018,-0.002249832625430437,-0.001965981506088288,0.759678068410462,0.019030763884510415,0.0566743448810636,-0.08739299501600617,0.049770718011627135,False,False,False,True,True,True,False,False,False,False,True,False,True,False,False,True,False
119,2026-03-17,2026-03-16 23:00:00+00:00,0.0069313026137929334,0.009674915349509483,True,-4.7500000000000036,-4.7500000000000036,0.0012180414857694277,0.011179708983825032,0.013191206043438042,0.014122185063736525,0.024888758428846636,0.03192941153417106,0.013191206043438042,0.001609478811197551,0.0018309570750973947,0.004064791442789817,0.9408577707054611,0.017124366971679628,0.036538770356998374,0.04348622730285201,0.07769830855034288,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False
120,2026-03-24,2026-03-23 23:00:00+00:00,0.007502993140161007,0.00473389676458158,True,2.1138025813803036,2.1138025813803036,0.0023746944847862217,0.0018792733287640306,0.002133310668678279,0.03223721359816878,0.0353461661732275,0.025687406394951484,0.002133310668678279,-0.00043026576265647876,0.00026497972091221733,-0.0018784806109521934,0.7620110713716204,0.012888620928936279,0.06512898348815499,0.07113609563865109,0.0335029392035151,True,True,True,True,True,True,True,True,False,False,True,True,True,False,True,False,False
121,2026-03-31,2026-03-30 23:00:00+00:00,0.005532882672323769,0.009790790214903033,True,-4.7500000000000036,0.2500000000000564,-0.003035114421722551,0.003403482556400217,-0.007355620297704868,-0.010941706959630926,0.011378031262690103,0.013193652360502073,-0.007355620297704868,-7.584520745473888e-05,-0.00020344914252035107,0.00018614048120779714,0.4144599448667631,0.018786980684319055,0.03641136231601938,0.095763870125529,0.05045679544745196,False,True,False,False,True,True,False,False,False,True,False,True,True,False,False,False,True
122,2026-04-07,2026-04-06 23:00:00+00:00,0.007989589543015874,0.004867906422205248,True,-1.0575155938758733,0.2500000000000009,-0.008855538710737298,-0.01251281432792617,-0.011183955143411639,-0.012817550139873513,0.0070531836697642625,0.03836455706753905,-0.011183955143411639,-0.0034071552138036365,-0.007725474410737676,-0.004480711058830411,0.2595096405617738,0.017132180816261222,0.03078467581193567,-0.20194433506038512,-0.09085523235220527,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True
123,2026-04-14,2026-04-13 23:00:00+00:00,0.00875469168900811,0.0036193029490616535,True,0.8887399463806962,0.8887399463806962,0.018293823207029103,0.018694294348424068,0.033146600375312474,0.05377211370583601,0.054357427647097945,0.01737325714027893,0.033146600375312474,0.006147044193988815,0.009961380366542816,0.01029247323201754,0.9645380017482916,0.03819444444444442,0.06002356868456382,0.13145483354453424,0.13206689766867097,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False
124,2026-04-21,2026-04-20 23:00:00+00:00,0.006514091695125623,0.0040117111409934125,True,0.2996827903386796,0.2996827903386796,-0.001541194741527696,-0.003572183165594711,0.006566143991176165,0.012260009252333948,0.027705439031521006,0.0025603233756326116,0.006566143991176165,-0.0003881754210147692,-0.00039825161141304743,-0.0005537429640831704,0.789203354297693,0.017124630361829984,0.038849448207522785,-0.019392583976284516,0.06344221886956869,False,False,True,True,True,True,True,False,False,False,True,False,True,False,False,True,False
125,2026-04-28,2026-04-27 23:00:00+00:00,0.005107379605275186,0.005507245624193358,True,0.4223344645560574,0.4223344645560574,0.0034601264717915026,0.0015968167691768897,0.0035124198436087273,-0.009323388728332938,-0.015930202995424914,-0.017247087204229405,0.0035124198436087273,0.0008534204961574421,0.0015319682945900137,0.0007729190908942751,0.20484451718494368,0.008337696335078526,0.03998691099476437,-0.02506680409588591,-0.09198964380721053,True,True,True,False,False,False,True,True,True,True,False,False,False,True,True,False,False
126,2026-05-05,2026-05-04 23:00:00+00:00,0.003948425565305835,0.008647801689076529,False,-4.7500000000000036,-4.7500000000000036,-0.0032717019575414508,0.0008979478514907768,-0.0019690783615872176,0.014649502259231006,0.0101326406585458,0.018188854489163964,-0.0019690783615872176,-0.00041054895891323717,-0.0013340971917984445,0.0002728375876250855,0.7201331618370264,0.011587233003325093,0.033834090848002596,-0.045139909268010925,-0.03127459324660964,False,True,False,True,True,True,False,False,False,True,True,False,False,False,False,False,False
127,2026-05-12,2026-05-11 23:00:00+00:00,0.013781905502491809,0.0,True,5.999999999999979,5.999999999999979,-0.0014735847421105674,-0.002496551539093117,0.003728311852791766,0.010328304445951453,-0.004909242881597775,0.0021215868387864933,0.003728311852791766,9.15951215003652e-05,0.0001733113105333306,0.0003389277365930532,0.6747640938785358,0.009549656121383476,0.02570465457621207,0.007897679361843934,0.07103244590002378,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,False,False
128,2026-05-19,2026-05-18 23:00:00+00:00,0.0077058861704198955,0.004407813615419531,True,0.2597994678435196,0.2597994678435196,-0.00045147956860336347,0.0015599589730790342,0.00686357405067195,0.004179895834962588,-0.010918460092739557,-0.02069587159609898,0.00686357405067195,0.00012524477243736065,0.00028297382781117264,0.0010116106066120345,0.5270988853666055,0.014185161291170312,0.025729403190456468,-0.0718458105886155,-0.013442959499396001,False,True,True,True,False,False,True,True,True,True,True,False,False,True,True,False,False
129,2026-05-26,2026-05-25 23:00:00+00:00,0.00844136385041383,0.003285995794236829,True,1.6551465465909638,1.6551465465909638,-0.0025658941811265157,-0.004168852073574314,-0.008211222175188992,-0.004239603476939857,0.002765632784846428,0.013377001626474483,-0.008211222175188992,-0.0008667968054109076,-0.0020379887345464143,-0.0010598064587151734,0.2808022922636054,0.009851800969468139,0.014547140786050905,-0.00018059847987228483,-0.07779717632677607,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True
130,2026-06-02,2026-06-01 23:00:00+00:00,0.018755420186139182,0.002624105625505191,True,5.999999999999979,5.999999999999979,0.007259159326128861,-0.0018584943259286613,-0.0026715925318369083,-0.017873949441077897,-0.03597505139100099,-0.02620244859288956,-0.0026715925318369083,0.0007888324584208739,0.002521418998274738,-0.0003195114075473793,0.20563899121564513,0.013875942716718992,0.049949823710667474,0.031200847082986094,-0.011611524971362863,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
131,2026-06-09,2026-06-08 23:00:00+00:00,0.013919467067039282,0.00252335682157967,True,5.999999999999979,5.999999999999979,-0.0017915250475037947,0.001132061172354204,-0.0005044175947162,0.0056318236895027685,0.009299097627790909,0.020596186796195237,-0.0005044175947162,-0.0010701201381000391,4.917321740749436e-05,-0.0030965666395281755,0.5717059639389737,0.011281614184954547,0.02889686903826738,0.10191514180461358,0.0407809109393813,False,True,False,True,True,True,False,True,False,False,True,True,True,False,False,False,False
132,2026-06-16,2026-06-15 23:00:00+00:00,0.008506876227897697,0.0038824240592412185,True,1.9619540577300594,1.9619540577300594,-0.0036484205486032595,-0.005554587042903902,-0.009816538473049419,0.004603229548118204,0.013891400080290106,0.049113785557986844,-0.009816538473049419,-0.0013549048502354832,-0.0020168283400909814,-0.0023601946541310648,0.46752354788069206,0.01600391129355727,0.03125565420059173,-0.03084760123798147,-0.0549494461295833,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True
133,2026-06-23,2026-06-22 23:00:00+00:00,0.005931335371431756,0.004670946151981603,True,2.0147247394387287,2.0147247394387287,-0.006106497692772828,-0.01014031747505939,-0.011688486307795176,-0.002980997698769472,0.004374123408392272,0.00828186390251262,-0.011688486307795176,-0.0021619238919521333,-0.0026533371986978693,-0.003033551691516312,0.30641090358404943,0.015497590117678817,0.03760202467573559,-0.02725626412815818,-0.025823122950827004,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True
134,2026-06-30,2026-06-29 23:00:00+00:00,0.01502493104179925,0.00045585349034582556,True,5.999999999999979,5.999999999999979,-0.0018580779234531608,-0.0026089414939083344,0.003092757792169998,0.0052339183235463604,0.01871725030016158,0.0035619460126319336,0.003092757792169998,-0.00024121067834126375,-0.0010380962825912166,-9.278504999976622e-05,0.7737253052455053,0.013290262882301729,0.03242650807136793,-0.0810451162057585,0.007830911914566308,False,False,True,True,True,True,True,False,False,False,True,False,True,False,False,True,False
135,2026-07-07,2026-07-06 23:00:00+00:00,0.01510574958895916,0.001608352847391803,True,5.999999999999979,5.999999999999979,-0.0017485316220000602,0.010215846122146655,0.007619839508012705,0.021907612215056993,0.0067038142932154265,0.015998162890385803,0.007619839508012705,0.0003714234370197911,0.00037651052999976287,0.0013196578490664024,0.8631182067218462,0.018244119572881967,0.055384439695254306,-0.053072727193353986,0.1150117912605344,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False
136,2026-07-14,2026-07-13 23:00:00+00:00,0.0007011546433723925,0.00919740411225578,False,-4.7500000000000036,-4.7500000000000036,-0.003687607642409829,-0.0060107078278910375,-0.0057664291026375825,-0.01671951250508341,-0.029544246601329816,-0.029098354903553947,-0.0057664291026375825,-0.0007939662195960429,-0.002434251198632942,-0.000174392205621543,0.035267480236396254,0.008756431414425725,0.042160955247063425,-0.04481109704808761,-0.062427815063302194,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
137,2026-07-21,2026-07-20 23:00:00+00:00,0.00030713096678680607,0.008412317180292117,False,-4.7500000000000036,-4.7500000000000036,-0.0004021803702208837,0.0010791947546830993,-0.004582801501104461,0.01264903514951321,0.008389997042286046,0.014794495071601244,-0.004582801501104461,-0.0008434018312672986,-0.0009709886420712355,-0.0017027677893498572,0.6738145133778437,0.01194559723371591,0.03219368615274543,-0.08639315675433856,0.08206087165148679,False,True,False,True,True,True,False,False,False,False,True,False,True,False,False,False,False
138,2026-07-28,2026-07-27 23:00:00+00:00,0.011520574695516483,0.002322936844664447,True,2.6379430009959854,2.6379430009959854,-0.01440927536231884,-0.018897133729537052,-0.016171990975782147,-0.02312432773662898,-0.0250573447105239,0.003024333827081005,-0.016171990975782147,-0.00499465085874351,-0.011188812582892949,-0.00584325866216262,5.0833672223741846e-05,0.020611619739849152,0.03085547397628119,-0.2977371835120829,-0.2269093782641043,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True
