structure_id,raid_i_h1,raid_time,reclaim_i_h1,reclaim_time,reclaim_close_time,raid_year,liquidity_low,liquidity_pivot_i,liquidity_confirm_i,significant_high,significant_high_pivot_i,significant_high_confirm_i,raid_extreme,raid_depth_pct,reclaim_delay_h1_bars,reclaim_close,median_prior_h1_range,bos_i_h1,bos_time,bos_close_time,bos_close,bos_high,bars_reclaim_to_bos,displacement_range_units,bull_path_efficiency,bos_extension_range_units,origin_i_h1,origin_time,origin_open,origin_high,origin_low,origin_close,zone_low,zone_high,zone_width_range_units,first_return_i_5m,first_return_time,return_year,bos_to_return_min,return_open,return_high,return_low,return_close,return_penetration_zone_width,pre_return_structural_high,outcome,resolution_i_5m,resolution_time,return_to_resolution_min,path_status,path_anchor_i_5m,path_anchor_time,path_anchor_high,descent_bars,down_path_efficiency,median_adjacent_overlap,overlap_gt50_share,range_contraction_ratio,body_contraction_ratio,largest_bear_body_share,sign_flip_rate,lower_high_share,fall_per_bar_range_units,max_bear_body_range_units,pre_return_drawdown_fraction
2022-09-14 18:00:00+00:00__L17404__H17408,17411,2022-09-14 18:00:00+00:00,17411,2022-09-14 18:00:00+00:00,2022-09-14 19:00:00+00:00,2022,32.9,17404,17406,33.67,17408,17410,32.68,0.6686930091185376,0,33.08,0.3999999999999986,17414,2022-09-14 21:00:00+00:00,2022-09-14 22:00:00+00:00,34.01,34.17,3,3.3250000000000077,0.8378378378378434,0.8499999999999938,17413,2022-09-14 20:00:00+00:00,33.46,33.53,33.29,33.38,33.29,33.53,0.6000000000000071,209017,2022-09-15 01:05:00+00:00,2022,185.0,33.84,33.89,33.52,33.54,0.04166666666665803,34.33,INVALIDATED,209040,2022-09-15 03:00:00+00:00,115.0,USABLE,208989.0,2022-09-14 22:45:00+00:00,34.33,29.0,0.4033149171270767,0.8257575757575759,0.8571428571428571,1.0000000000000646,1.1999999999999431,0.22900763358778786,0.5384615384615384,0.6428571428571429,0.23701298701298953,2.72727272727278,1.0124999999999975
2022-11-19 14:00:00+00:00__L18982__H18987,18991,2022-11-19 14:00:00+00:00,18992,2022-11-19 15:00:00+00:00,2022-11-19 16:00:00+00:00,2022,12.676,18982,18984,13.0,18987,18989,12.564,0.8835594824865897,1,12.715,0.15449999999999964,19005,2022-11-20 04:00:00+00:00,2022-11-20 05:00:00+00:00,13.23,13.585,13,4.310679611650498,0.5508021390374345,1.4886731391585823,19003,2022-11-20 02:00:00+00:00,12.759,12.776,12.712,12.748,12.712,12.776,0.4142394822006486,228116,2022-11-20 08:40:00+00:00,2022,220.0,12.924,12.938,12.75,12.788,0.40624999999999656,13.585,INVALIDATED,228140,2022-11-20 10:40:00+00:00,120.0,USABLE,228072.0,2022-11-20 05:00:00+00:00,13.275,45.0,0.5123674911660728,0.923809523809521,0.7954545454545454,0.7333333333333228,0.8461538461537936,0.2089093701996911,0.47619047619047616,0.7045454545454546,0.28246753246753165,3.885714285714248,1.0521042084168333
2022-11-21 09:00:00+00:00__L19027__H19030,19034,2022-11-21 09:00:00+00:00,19034,2022-11-21 09:00:00+00:00,2022-11-21 10:00:00+00:00,2022,11.531,19027,19029,11.991,19030,19032,11.517,0.12141184632730138,0,11.744,0.25,19038,2022-11-21 13:00:00+00:00,2022-11-21 14:00:00+00:00,12.017,12.14,4,2.0,0.7867435158501402,0.1039999999999992,19036,2022-11-21 11:00:00+00:00,11.833,11.888,11.754,11.795,11.754,11.888,0.5360000000000014,228484,2022-11-21 15:20:00+00:00,2022,80.0,11.93,11.936,11.867,11.895,0.15671641791044005,12.14,INVALIDATED,228498,2022-11-21 16:30:00+00:00,70.0,USABLE,228472.0,2022-11-21 14:20:00+00:00,12.087,13.0,0.5548589341692793,0.8291316526610595,0.6666666666666666,0.42541436464088156,0.45833333333333126,0.3684210526315763,0.36363636363636365,0.6666666666666666,0.24180327868852428,1.4918032786885145,1.10552763819095
2022-11-24 11:00:00+00:00__L19102__H19104,19108,2022-11-24 11:00:00+00:00,19110,2022-11-24 13:00:00+00:00,2022-11-24 14:00:00+00:00,2022,14.155,19102,19104,14.582,19104,19106,13.865,2.0487460261391677,2,14.35,0.3229999999999995,19113,2022-11-24 16:00:00+00:00,2022-11-24 17:00:00+00:00,14.64,14.732,3,2.399380804953565,0.7250000000000016,0.179566563467492,19111,2022-11-24 14:00:00+00:00,14.349,14.395,14.125,14.295,14.125,14.395,0.8359133126934984,229385,2022-11-24 18:25:00+00:00,2022,85.0,14.404,14.427,14.381,14.391,0.05185185185184951,14.748,INVALIDATED,229456,2022-11-25 00:20:00+00:00,355.0,USABLE,229369.0,2022-11-24 17:05:00+00:00,14.748,17.0,0.7564766839378283,0.8447860156720879,0.9375,0.8888888888889059,0.4062500000000191,0.1484848484848485,0.42857142857142855,0.875,0.2339743589743606,0.6282051282051264,1.039660056657222
2022-12-17 18:00:00+00:00__L19661__H19664,19667,2022-12-17 18:00:00+00:00,19667,2022-12-17 18:00:00+00:00,2022-12-17 19:00:00+00:00,2022,12.203,19661,19663,12.359,19664,19666,12.142,0.4998770794067028,0,12.258,0.1435000000000004,19671,2022-12-17 22:00:00+00:00,2022-12-17 23:00:00+00:00,12.431,12.462,4,2.0139372822299575,0.9251336898395754,0.5017421602787385,19668,2022-12-17 19:00:00+00:00,12.258,12.33,12.233,12.251,12.233,12.33,0.6759581881533049,236189,2022-12-18 09:25:00+00:00,2022,625.0,12.371,12.384,12.277,12.293,0.5463917525773307,12.59,CONTINUATION,236354,2022-12-18 23:10:00+00:00,825.0,USABLE,236130.0,2022-12-18 04:30:00+00:00,12.59,60.0,0.3544973544973553,0.8749999999999584,0.847457627118644,0.830188679245307,1.0869565217390766,0.1517509727626484,0.5172413793103449,0.6271186440677966,0.197494473102435,3.391304347826184,1.2038461538461571
2023-01-10 13:00:00+00:00__L20233__H20234,20238,2023-01-10 13:00:00+00:00,20238,2023-01-10 13:00:00+00:00,2023-01-10 14:00:00+00:00,2023,15.819,20233,20235,16.352,20234,20236,15.805,0.08850116947974664,0,15.94,0.3229999999999986,20242,2023-01-10 17:00:00+00:00,2023-01-10 18:00:00+00:00,16.354,16.388,4,1.6996904024767858,0.6142433234421316,0.00619195046439288,20241,2023-01-10 16:00:00+00:00,16.232,16.233,16.02,16.101,16.02,16.233,0.6594427244582102,242941,2023-01-10 20:05:00+00:00,2023,125.0,16.305,16.314,16.23,16.31,0.014084507042253992,16.464,CONTINUATION,242944,2023-01-10 20:20:00+00:00,15.0,USABLE,242923.0,2023-01-10 18:35:00+00:00,16.464,19.0,0.13009198423127624,0.755411255411242,0.8333333333333334,0.9664429530201403,0.7692307692307933,0.24318181818181986,0.7647058823529411,0.3888888888888889,0.08730158730158909,1.698412698412719,1.0129870129870135
2023-04-13 22:00:00+00:00__L22473__H22476,22479,2023-04-13 22:00:00+00:00,22479,2023-04-13 22:00:00+00:00,2023-04-13 23:00:00+00:00,2023,24.374,22473,22475,24.894,22476,22478,24.35,0.09846557807498711,0,24.397,0.28749999999999964,22482,2023-04-14 01:00:00+00:00,2023-04-14 02:00:00+00:00,25.023,25.336,3,2.340869565217388,1.0,0.44869565217391827,22479,2023-04-13 22:00:00+00:00,24.546,24.679,24.35,24.397,24.35,24.679,1.1443478260869477,269805,2023-04-14 02:45:00+00:00,2023,45.0,24.793,24.809,24.623,24.743,0.17021276595744037,25.336,CONTINUATION,269815,2023-04-14 03:35:00+00:00,50.0,USABLE,269796.0,2023-04-14 02:00:00+00:00,25.07,10.0,0.8254545454545402,0.7727272727272605,0.7777777777777778,1.5,4.285714285714395,0.2052980132450279,0.375,0.6666666666666666,0.26832151300237117,0.6595744680850976,1.1432225063938546
2023-04-28 13:00:00+00:00__L22820__H22827,22830,2023-04-28 13:00:00+00:00,22830,2023-04-28 13:00:00+00:00,2023-04-28 14:00:00+00:00,2023,22.182,22820,22822,22.866,22827,22829,22.15,0.14426111261383118,0,22.365,0.2829999999999977,22833,2023-04-28 16:00:00+00:00,2023-04-28 17:00:00+00:00,23.004,23.057,3,3.0176678445230025,0.7671068427370998,0.48763250883393217,22831,2023-04-28 14:00:00+00:00,22.367,22.548,22.2,22.268,22.2,22.548,1.2296819787985929,274687,2023-05-01 01:35:00+00:00,2023,3395.0,22.759,22.775,21.74,22.259,1.0,24.0,INVALIDATED,274688,2023-05-01 01:40:00+00:00,5.0,USABLE,274568.0,2023-04-30 15:40:00+00:00,24.0,120.0,0.3224356354720058,0.8627450980392526,0.7899159663865546,0.9736842105262838,1.2599999999999587,0.1543209876543209,0.5217391304347826,0.5378151260504201,0.2367947178871508,8.92857142857128,1.5564738292011011
2023-05-09 06:00:00+00:00__L23081__H23082,23087,2023-05-09 06:00:00+00:00,23088,2023-05-09 07:00:00+00:00,2023-05-09 08:00:00+00:00,2023,20.5,23081,23083,20.789,23082,23084,20.403,0.4731707317073235,1,20.672,0.1949999999999985,23092,2023-05-09 11:00:00+00:00,2023-05-09 12:00:00+00:00,20.797,20.805,4,2.0205128205128458,0.37091988130563436,0.04102564102563682,23089,2023-05-09 08:00:00+00:00,20.673,20.692,20.53,20.566,20.53,20.692,0.8307692307692321,277142,2023-05-09 14:10:00+00:00,2023,130.0,20.703,20.737,20.665,20.707,0.16666666666667398,20.981,INVALIDATED,277164,2023-05-09 16:00:00+00:00,110.0,USABLE,277130.0,2023-05-09 13:10:00+00:00,20.981,13.0,0.5555555555555446,0.6864111498257934,0.8333333333333334,1.1249999999999862,2.1200000000000028,0.28994082840235996,0.6363636363636364,0.75,0.2777777777777791,1.3611111111111125,1.0934256055363352
2023-06-11 14:00:00+00:00__L23882__H23883,23887,2023-06-11 14:00:00+00:00,23889,2023-06-11 16:00:00+00:00,2023-06-11 17:00:00+00:00,2023,15.28,23882,23884,15.704,23883,23885,15.101,1.1714659685863775,2,15.404,0.2789999999999999,23892,2023-06-11 19:00:00+00:00,2023-06-11 20:00:00+00:00,15.977,16.18,3,3.139784946236558,1.0,0.9784946236559131,23888,2023-06-11 15:00:00+00:00,15.22,15.35,15.172,15.211,15.172,15.35,0.6379928315412154,286748,2023-06-11 22:40:00+00:00,2023,160.0,15.553,15.584,15.348,15.409,0.011235955056173608,16.18,INVALIDATED,286792,2023-06-12 02:20:00+00:00,220.0,USABLE,286718.0,2023-06-11 20:10:00+00:00,16.15,31.0,0.5971731448763272,0.7753623188405725,0.8,0.8563218390804762,0.6144578313253148,0.15772179627601415,0.5517241379310345,0.7,0.29649122807017353,1.8947368421052522,1.0024999999999986
2023-06-27 15:00:00+00:00__L24263__H24267,24272,2023-06-27 15:00:00+00:00,24272,2023-06-27 15:00:00+00:00,2023-06-27 16:00:00+00:00,2023,16.34,24263,24265,16.77,24267,24269,16.321,0.11627906976743177,0,16.392,0.1739999999999995,24278,2023-06-27 21:00:00+00:00,2023-06-27 22:00:00+00:00,16.906,16.938,6,3.3620689655172358,0.8831615120274946,0.7816091954022968,24277,2023-06-27 20:00:00+00:00,16.716,16.756,16.626,16.702,16.626,16.756,0.7471264367816057,291356,2023-06-27 22:40:00+00:00,2023,40.0,16.776,16.786,16.732,16.753,0.18461538461539304,16.938,INVALIDATED,291362,2023-06-27 23:10:00+00:00,30.0,USABLE,291348.0,2023-06-27 22:00:00+00:00,16.924,9.0,0.5706806282722239,0.4926564495529586,0.5,0.969696969696986,0.696969696969661,0.22680412371134379,0.42857142857142855,0.875,0.2523148148148011,0.8148148148147929,1.1428571428571488
2023-08-14 13:00:00+00:00__L25416__H25418,25422,2023-08-14 13:00:00+00:00,25422,2023-08-14 13:00:00+00:00,2023-08-14 14:00:00+00:00,2023,24.364,25416,25418,24.58,25418,25420,24.307,0.2339517320637094,0,24.436,0.1324999999999985,25423,2023-08-14 14:00:00+00:00,2023-08-14 15:00:00+00:00,24.624,24.704,1,2.3924528301887076,1.0,0.3320754716981206,25422,2023-08-14 13:00:00+00:00,24.495,24.497,24.307,24.436,24.307,24.497,1.4339622641509693,305425,2023-08-15 19:05:00+00:00,2023,1685.0,24.564,24.564,23.477,24.017,1.0,25.5,INVALIDATED,305425,2023-08-15 19:05:00+00:00,0.0,USABLE,305208.0,2023-08-15 01:00:00+00:00,25.5,218.0,0.19956105972722943,0.8124999999999931,0.7511520737327189,1.209876543209862,0.782608695652137,0.14259645464025086,0.4766355140186916,0.576036866359447,0.1209558648866913,11.278350515463778,2.0169491525423724
2023-08-14 01:00:00+00:00__L25401__H25404,25410,2023-08-14 01:00:00+00:00,25412,2023-08-14 03:00:00+00:00,2023-08-14 04:00:00+00:00,2023,24.368,25401,25403,24.686,25404,25406,24.044,1.3296126066973,2,24.384,0.14599999999999902,25424,2023-08-14 15:00:00+00:00,2023-08-14 16:00:00+00:00,24.803,24.88,12,5.198630136986338,0.546284224250327,0.80136986301371,25422,2023-08-14 13:00:00+00:00,24.495,24.497,24.307,24.436,24.307,24.497,1.301369863013716,305425,2023-08-15 19:05:00+00:00,2023,1625.0,24.564,24.564,23.477,24.017,1.0,25.5,INVALIDATED,305425,2023-08-15 19:05:00+00:00,0.0,USABLE,305208.0,2023-08-15 01:00:00+00:00,25.5,218.0,0.19956105972722943,0.8124999999999931,0.7511520737327189,1.209876543209862,0.782608695652137,0.14259645464025086,0.4766355140186916,0.576036866359447,0.1209558648866913,11.278350515463778,2.0169491525423724
2023-09-20 05:00:00+00:00__L26297__H26299,26302,2023-09-20 05:00:00+00:00,26304,2023-09-20 07:00:00+00:00,2023-09-20 08:00:00+00:00,2023,19.885,26297,26299,20.238,26299,26301,19.776,0.5481518732713189,2,19.944,0.18799999999999883,26311,2023-09-20 14:00:00+00:00,2023-09-20 15:00:00+00:00,20.243,20.38,7,2.484042553191498,0.3686806411837232,0.026595744680845936,26309,2023-09-20 12:00:00+00:00,20.048,20.119,19.873,19.968,19.873,20.119,1.3085106382978733,315760,2023-09-20 16:20:00+00:00,2023,80.0,20.155,20.174,20.119,20.16,0.0,20.38,CONTINUATION,315780,2023-09-20 18:00:00+00:00,100.0,USABLE,315747.0,2023-09-20 15:15:00+00:00,20.289,14.0,0.42253521126760546,0.8780487804877436,0.6923076923076923,1.67045454545455,1.166666666666695,0.3432835820895467,0.5833333333333334,0.6153846153846154,0.1846153846153901,1.3800000000000106,1.0
2023-09-29 11:00:00+00:00__L26519__H26520,26524,2023-09-29 11:00:00+00:00,26524,2023-09-29 11:00:00+00:00,2023-09-29 12:00:00+00:00,2023,20.042,26519,26521,20.35,26520,26522,20.026,0.07983235206068151,0,20.071,0.17549999999999955,26537,2023-09-30 00:00:00+00:00,2023-09-30 01:00:00+00:00,20.372,20.439,13,1.971509971509977,0.31650893796004376,0.12535612535611693,26534,2023-09-29 21:00:00+00:00,20.248,20.292,20.195,20.201,20.195,20.292,0.5527065527065615,318459,2023-09-30 01:15:00+00:00,2023,15.0,20.303,20.33,20.279,20.325,0.13402061855671651,20.439,INVALIDATED,318494,2023-09-30 04:10:00+00:00,175.0,USABLE,318456.0,2023-09-30 01:00:00+00:00,20.386,4.0,0.48148148148148145,0.8999999999999645,1.0,0.9107142857142415,3.142857142857868,0.7536231884058142,0.5,1.0,0.24299065420561825,0.9719626168224951,1.1382978723404469
2023-10-13 03:00:00+00:00__L26846__H26849,26852,2023-10-13 03:00:00+00:00,26852,2023-10-13 03:00:00+00:00,2023-10-13 04:00:00+00:00,2023,21.115,26846,26848,21.465,26849,26851,21.11,0.02367984844896522,0,21.12,0.18299999999999983,26861,2023-10-13 12:00:00+00:00,2023-10-13 13:00:00+00:00,21.566,21.599,9,2.4918032786885242,0.7483221476510077,0.5519125683060064,26858,2023-10-13 09:00:00+00:00,21.346,21.401,21.29,21.302,21.29,21.401,0.6065573770491844,322366,2023-10-13 14:50:00+00:00,2023,110.0,21.431,21.431,21.359,21.389,0.37837837837835847,21.6,CONTINUATION,322428,2023-10-13 20:00:00+00:00,310.0,USABLE,322344.0,2023-10-13 13:00:00+00:00,21.6,23.0,0.34814814814814854,0.828225806451601,0.7727272727272727,0.8333333333333757,2.5714285714294416,0.17363344051446464,0.5714285714285714,0.5909090909090909,0.16022727272727819,1.3499999999999912,1.211055276381898
2023-12-11 14:00:00+00:00__L28273__H28276,28279,2023-12-11 14:00:00+00:00,28280,2023-12-11 15:00:00+00:00,2023-12-11 16:00:00+00:00,2023,67.805,28273,28275,70.014,28276,28278,66.936,1.2816163999705033,1,69.272,1.3085000000000022,28281,2023-12-11 16:00:00+00:00,2023-12-11 17:00:00+00:00,70.373,70.96,1,2.626671761559031,1.0,0.27435995414597497,28279,2023-12-11 14:00:00+00:00,67.973,68.495,66.936,67.367,66.936,68.495,1.1914405808177262,339401,2023-12-11 18:25:00+00:00,2023,85.0,68.851,69.179,68.019,68.492,0.30532392559332894,70.96,CONTINUATION,339468,2023-12-12 00:00:00+00:00,335.0,USABLE,339389.0,2023-12-11 17:25:00+00:00,70.576,13.0,0.4981612446958934,0.8718335228216307,0.8333333333333334,2.1005649717514103,2.8121212121212182,0.2599019238023418,0.6363636363636364,0.6666666666666666,0.2615864527629194,1.2281639928698727,1.2287361845266707
2023-12-17 13:00:00+00:00__L28417__H28418,28422,2023-12-17 13:00:00+00:00,28422,2023-12-17 13:00:00+00:00,2023-12-17 14:00:00+00:00,2023,71.755,28417,28419,73.35,28418,28420,71.5,0.35537593199079576,0,71.852,1.018499999999996,28425,2023-12-17 16:00:00+00:00,2023-12-17 17:00:00+00:00,73.966,74.047,3,2.421207658321064,1.0,0.604810996563576,28422,2023-12-17 13:00:00+00:00,72.943,73.082,71.5,71.852,71.5,73.082,1.5532646048109964,341178,2023-12-17 22:30:00+00:00,2023,330.0,73.306,73.306,72.481,72.492,0.3798988621997481,75.149,INVALIDATED,341190,2023-12-17 23:30:00+00:00,60.0,USABLE,341139.0,2023-12-17 19:15:00+00:00,75.149,40.0,0.37869062901155265,0.7119999999999891,0.717948717948718,0.9442231075697924,0.9818181818182241,0.20957775489186375,0.47368421052631576,0.6410256410256411,0.2187963551599937,3.3636363636363718,1.2907595549104969
2024-01-04 08:00:00+00:00__L28842__H28844,28849,2024-01-04 08:00:00+00:00,28849,2024-01-04 08:00:00+00:00,2024-01-04 09:00:00+00:00,2024,97.566,28842,28844,102.0,28844,28846,97.109,0.4684008773548243,0,98.074,2.526999999999994,28855,2024-01-04 14:00:00+00:00,2024-01-04 15:00:00+00:00,102.32,102.357,6,2.062129006727349,0.9262652705061094,0.12663237039968103,28851,2024-01-04 10:00:00+00:00,98.498,99.051,96.588,98.328,96.588,99.051,0.9746735259200688,346401,2024-01-05 01:45:00+00:00,2024,645.0,103.493,103.493,98.139,100.97,0.37028014616321686,108.3,INVALIDATED,346583,2024-01-05 16:55:00+00:00,910.0,USABLE,346339.0,2024-01-04 20:35:00+00:00,108.3,63.0,0.34382579080447934,0.84256502809511,0.7580645161290323,0.9276527331189683,0.7791798107255687,0.194480844831573,0.45,0.6290322580645161,0.19682736618220759,4.620879120879179,1.098605254622122
2024-01-15 14:00:00+00:00__L29114__H29115,29119,2024-01-15 14:00:00+00:00,29121,2024-01-15 16:00:00+00:00,2024-01-15 17:00:00+00:00,2024,94.427,29114,29116,95.99,29115,29117,93.0,1.511220307750968,2,94.465,1.2564999999999955,29124,2024-01-15 19:00:00+00:00,2024-01-15 20:00:00+00:00,96.031,96.454,3,2.412256267409484,1.0,0.03263032232392453,29120,2024-01-15 15:00:00+00:00,93.647,94.492,93.0,93.522,93.0,94.492,1.1874253879824987,349526,2024-01-15 22:10:00+00:00,2024,130.0,94.554,94.707,94.0,94.127,0.3297587131367312,96.544,CONTINUATION,349636,2024-01-16 07:20:00+00:00,550.0,USABLE,349501.0,2024-01-15 20:05:00+00:00,96.544,26.0,0.5920153130981656,0.9175627240143497,0.92,1.0829875518672034,0.7307692307692413,0.15258855585830797,0.75,0.76,0.31039426523297986,1.6057347670250866,1.239766081871348
2024-01-27 07:00:00+00:00__L29391__H29394,29400,2024-01-27 07:00:00+00:00,29402,2024-01-27 09:00:00+00:00,2024-01-27 10:00:00+00:00,2024,91.645,29391,29393,93.8,29394,29396,90.636,1.1009875061378147,2,91.863,1.0675000000000026,29416,2024-01-27 23:00:00+00:00,2024-01-28 00:00:00+00:00,94.238,94.48,14,3.374238875878216,0.7323465926611173,0.4103044496487132,29409,2024-01-27 16:00:00+00:00,92.783,93.393,92.144,92.352,92.144,93.393,1.1700234192037398,353013,2024-01-28 00:45:00+00:00,2024,45.0,93.604,93.604,93.155,93.511,0.19055244195356322,94.48,CONTINUATION,353019,2024-01-28 01:15:00+00:00,30.0,USABLE,353005.0,2024-01-28 00:05:00+00:00,94.425,9.0,0.5795677799607102,0.8851013972231011,0.875,1.3434650455927537,0.569620253164497,0.3228869895536559,0.7142857142857143,0.875,0.22416413373860752,1.0334346504559577,1.23062015503876
2024-06-20 04:00:00+00:00__L32872__H32874,32877,2024-06-20 04:00:00+00:00,32878,2024-06-20 05:00:00+00:00,2024-06-20 06:00:00+00:00,2024,134.402,32872,32874,137.2,32874,32876,132.482,1.42855017038436,1,135.934,1.5584999999999951,32881,2024-06-20 08:00:00+00:00,2024-06-20 09:00:00+00:00,137.582,137.622,3,3.272377285851787,0.6442533229085298,0.24510747513635303,32879,2024-06-20 06:00:00+00:00,135.933,136.9,135.272,135.479,135.272,136.9,1.0445941610523064,394597,2024-06-20 10:05:00+00:00,2024,65.0,137.016,137.125,136.868,136.968,0.019656019656026046,137.973,CONTINUATION,394607,2024-06-20 10:55:00+00:00,50.0,USABLE,394590.0,2024-06-20 09:30:00+00:00,137.973,8.0,0.40713765477056796,0.9735576923077025,0.8571428571428571,0.9913700107874761,1.1107491856678227,0.3322949117341591,0.5,0.5714285714285714,0.21126228269085312,0.8465608465608283,1.0298229263746603
2024-08-14 01:00:00+00:00__L34188__H34190,34194,2024-08-14 01:00:00+00:00,34195,2024-08-14 02:00:00+00:00,2024-08-14 03:00:00+00:00,2024,144.8,34188,34190,147.8,34190,34192,143.51,0.8908839779005665,1,144.901,1.9905000000000115,34204,2024-08-14 11:00:00+00:00,2024-08-14 12:00:00+00:00,147.943,148.93,9,2.2270786234614395,0.7005988023952079,0.07184124591811096,34201,2024-08-14 08:00:00+00:00,145.654,145.864,144.727,145.537,144.727,145.864,0.5712132629992434,410486,2024-08-14 14:10:00+00:00,2024,130.0,147.528,147.531,145.208,146.479,0.57695690413369,152.13,INVALIDATED,410516,2024-08-14 16:40:00+00:00,150.0,USABLE,410469.0,2024-08-14 12:45:00+00:00,152.13,18.0,0.44352265475430824,0.7292035398229724,0.8235294117647058,0.7472937663307128,0.3827349121466595,0.17386107052729355,0.625,0.6470588235294118,0.20130826232831917,1.0742716454657293,1.104691988509417
2024-09-23 21:00:00+00:00__L35166__H35167,35174,2024-09-23 21:00:00+00:00,35174,2024-09-23 21:00:00+00:00,2024-09-23 22:00:00+00:00,2024,142.535,35166,35168,145.453,35167,35169,142.303,0.16276703967446543,0,144.073,1.3064999999999998,35179,2024-09-24 02:00:00+00:00,2024-09-24 03:00:00+00:00,146.566,146.74,5,3.2629161882893274,0.6132841328413275,0.8518943742824338,35177,2024-09-24 00:00:00+00:00,144.691,145.139,143.006,143.905,143.006,145.139,1.6326061997703867,422296,2024-09-24 14:20:00+00:00,2024,680.0,145.82,146.084,145.134,145.372,0.0023441162681780833,148.72,CONTINUATION,422365,2024-09-24 20:05:00+00:00,345.0,USABLE,422231.0,2024-09-24 08:55:00+00:00,148.72,66.0,0.18431474388106317,0.827664399092922,0.7846153846153846,1.2714097496706946,2.457364341085395,0.14819224940463485,0.546875,0.6153846153846154,0.10588344988345129,3.318787878787924,1.0013962580284903
