role,partition,ref_min,hour,dev_block,entry_ts,parent_exit_ts,signal_ts,reentry_ts,outcome_class,rescued,loss_class,parent_pnl,parent_pnl_5bps,parent_loss_return,parent_mfe_R,parent_mae_R,parent_hold_min,signal_delay_min,first_reclaim_delay_min,first_to_second_gap_min,consecutive_two,closes_le_H_before_signal,first_reclaim_close_R,signal_close_R,max_close_R_to_signal,running_mfe_R_to_signal,running_mae_R_to_signal,giveback_R_to_signal,signal_body_R,signal_upper_wick_R,signal_lower_wick_R,signal_close_location,recovery_pnl,combined_episode_pnl
CENTRAL,development,360,15,0.0,2022-01-01 15:25:00+00:00,2022-01-01 15:50:00+00:00,2022-01-01 16:00:00+00:00,2022-01-01 16:05:00+00:00,EPISODE_RESCUE,True,L4_BREAK_FAIL_30M,-0.2018803714598505,-0.4518803714598505,0.000403760742919701,0.30526315789473907,0.12631578947368924,25.0,15.0,10.0,5.0,True,1,0.14736842105262749,0.199999999999998,0.199999999999998,0.23157894736842033,0.12631578947368924,0.0,0.045614035087717796,0.03157894736842231,0.09122807017543559,0.8124999999999889,1.6096579476860828,1.4077775762262323
CENTRAL,development,360,15,0.0,2022-01-02 16:10:00+00:00,2022-01-02 16:20:00+00:00,2022-01-02 16:35:00+00:00,2022-01-02 16:40:00+00:00,EPISODE_RESCUE,True,L2_BREAK_FAST_FAIL_5M,-0.622347949080615,-0.872347949080615,0.00124469589816123,0.13397129186602905,0.157894736842111,10.0,20.0,15.0,5.0,True,2,0.0047846889952109515,0.023923444976081957,0.023923444976081957,0.11004784688994708,0.22009569377990776,0.0,0.028708133971292907,0.08612440191386513,0.009569377990435501,0.30769230769236655,2.222850678733068,1.6005027296524532
CENTRAL,development,360,15,0.0,2022-01-06 17:05:00+00:00,2022-01-06 17:15:00+00:00,2022-01-06 17:25:00+00:00,2022-01-06 17:30:00+00:00,EPISODE_RESCUE,True,L2_BREAK_FAST_FAIL_5M,-1.0920643325170731,-1.3420643325170731,0.0021841286650341463,0.09445585215605905,0.14168377823408565,10.0,15.0,10.0,5.0,True,1,0.08418891170431134,0.21560574948664926,0.21560574948664926,0.22792607802874418,0.14168377823408565,0.0,0.13141683778233793,0.01232032854209491,0.006160164271047455,0.917808219178078,2.984289752185676,1.8922254196686028
CENTRAL,development,360,15,0.0,2022-01-12 15:15:00+00:00,2022-01-12 15:35:00+00:00,2022-01-12 16:00:00+00:00,2022-01-12 16:05:00+00:00,EPISODE_RESCUE,True,L2_BREAK_FAST_FAIL_5M,-1.4898083564705011,-1.7398083564705011,0.0029796167129410023,0.12607099143206887,0.1272949816401461,20.0,30.0,15.0,15.0,False,4,0.002447980416157927,0.07711138310893817,0.07711138310893817,0.09424724602203322,0.13708690330477086,0.0,0.07833537331701539,0.017135862913095053,0.0,0.8205128205128382,8.894133513148939,7.404325156678437
CENTRAL,development,360,15,0.0,2022-01-20 15:00:00+00:00,2022-01-20 15:20:00+00:00,2022-01-20 15:25:00+00:00,2022-01-20 15:30:00+00:00,RECOVERY_FAIL,False,L4_BREAK_FAIL_30M,-0.21141649048628253,-0.4614164904862825,0.00042283298097256505,0.24525316455695959,0.10759493670886196,20.0,10.0,5.0,5.0,True,0,0.10126582278480807,0.12974683544303703,0.12974683544303703,0.15348101265822783,0.012658227848103259,0.0,0.028481012658228957,0.023734177215190798,0.045886075949365876,0.7580645161290248,-2.8729591479224603,-3.084375638408743
CENTRAL,development,360,15,0.0,2022-02-01 16:30:00+00:00,2022-02-01 16:45:00+00:00,2022-02-01 16:50:00+00:00,2022-02-01 16:55:00+00:00,RECOVERY_FAIL,False,L3_BREAK_FAST_FAIL_10M,-0.7654899135446924,-1.0154899135446924,0.0015309798270893848,0.1714677640603565,0.1810699588477375,15.0,10.0,5.0,5.0,True,0,0.12345679012345552,0.15500685871056166,0.15500685871056166,0.1728395061728381,0.03703703703703841,0.0,0.032921810699587745,0.017832647462276453,0.021947873799727114,0.7547169811320846,-6.820005349023828,-7.58549526256852
CENTRAL,development,360,15,0.0,2022-02-20 17:40:00+00:00,2022-02-20 18:00:00+00:00,2022-02-20 18:05:00+00:00,2022-02-20 18:10:00+00:00,EPISODE_RESCUE,True,L4_BREAK_FAIL_30M,-0.16487140030774228,-0.4148714003077423,0.00032974280061548455,0.14404432132963882,0.08310249307479146,20.0,10.0,5.0,5.0,True,0,0.03047091412742367,0.05817174515235285,0.05817174515235285,0.08587257617728596,0.04986149584487724,0.0,0.03047091412742367,0.027700831024933113,0.06648199445983238,0.7777777777777602,6.821671419170894,6.6568000188631515
CENTRAL,development,360,15,0.0,2022-03-15 15:15:00+00:00,2022-03-15 15:25:00+00:00,2022-03-15 15:30:00+00:00,2022-03-15 15:35:00+00:00,EPISODE_RESCUE,True,L2_BREAK_FAST_FAIL_5M,-0.5566551212271564,-0.8066551212271564,0.0011133102424543129,0.042105263157893716,0.13157894736842066,10.0,10.0,5.0,5.0,True,0,0.010526315789471559,0.09473684210525898,0.09473684210525898,0.12631578947368113,0.07894736842105539,0.0,0.08947368421052694,0.03157894736842216,0.03157894736841468,0.7931034482758486,3.5172158459829683,2.960560724755812
CENTRAL,development,360,15,0.0,2022-03-30 15:15:00+00:00,2022-03-30 15:30:00+00:00,2022-03-30 15:35:00+00:00,2022-03-30 15:40:00+00:00,EPISODE_RESCUE,True,L3_BREAK_FAST_FAIL_10M,-0.5411705936225197,-0.7911705936225197,0.0010823411872450395,0.09351753453772538,0.08926673751328414,15.0,10.0,5.0,5.0,True,0,0.03506907545164702,0.11902231668437885,0.11902231668437885,0.1339001062699262,0.06057385759829898,0.0,0.08289054197662077,0.014877789585547356,0.0031880977683316843,0.8526315789473683,10.947038442501222,10.405867848878703
CENTRAL,development,360,15,0.0,2022-04-10 15:05:00+00:00,2022-04-10 15:15:00+00:00,2022-04-10 15:35:00+00:00,2022-04-10 15:40:00+00:00,RECOVERY_FAIL,False,L2_BREAK_FAST_FAIL_5M,0.0,-0.25,-0.0,0.17120622568093247,0.1517509727626457,10.0,25.0,20.0,5.0,True,3,0.050583657587546724,0.05836575875486033,0.05836575875486033,0.11673151750972618,0.18287937743191118,0.0,0.0,0.058365758754865854,0.0700389105058335,0.5454545454545259,-1.3798629039437627,-1.3798629039437627
