role,partition,ref_min,hour,dev_block,entry_ts,parent_exit_ts,signal_ts,reentry_ts,outcome_class,rescued,loss_class,parent_pnl,parent_pnl_5bps,parent_loss_return,parent_mfe_R,parent_mae_R,parent_hold_min,signal_delay_min,first_reclaim_delay_min,first_to_second_gap_min,consecutive_two,closes_le_H_before_signal,first_reclaim_close_R,signal_close_R,max_close_R_to_signal,running_mfe_R_to_signal,running_mae_R_to_signal,giveback_R_to_signal,signal_body_R,signal_upper_wick_R,signal_lower_wick_R,signal_close_location,recovery_pnl,combined_episode_pnl
CENTRAL,development,360,15,0.0,2022-04-17 15:15:00+00:00,2022-04-17 15:30:00+00:00,2022-04-17 15:35:00+00:00,2022-04-17 15:40:00+00:00,RECOVERY_FAIL,False,L3_BREAK_FAST_FAIL_10M,-0.2867794665902257,-0.5367794665902257,0.0005735589331804514,0.12811387900355842,0.12455516014234663,15.0,10.0,5.0,5.0,True,0,0.07473309608540697,0.07473309608540697,0.07473309608540697,0.1032028469750911,0.03914590747330937,0.0,-0.0035587188612117822,0.02491103202847236,0.0604982206405649,0.67999999999995,-1.6218278954397425,-1.9086073620299682
CENTRAL,development,360,15,0.0,2022-05-01 15:25:00+00:00,2022-05-01 15:35:00+00:00,2022-05-01 15:55:00+00:00,2022-05-01 16:00:00+00:00,EPISODE_RESCUE,True,L2_BREAK_FAST_FAIL_5M,-1.336898395721986,-1.586898395721986,0.002673796791443972,0.2109090909090903,0.2727272727272727,10.0,25.0,20.0,5.0,True,3,0.09818181818181673,0.07999999999999959,0.09818181818181673,0.21454545454545063,0.3018181818181812,0.018181818181817147,-0.014545454545451652,0.06181818181818244,0.08363636363636508,0.5227272727272845,4.77777777777777,3.4408793820557837
CENTRAL,development,360,15,0.0,2022-05-14 21:40:00+00:00,2022-05-14 22:00:00+00:00,2022-05-14 22:15:00+00:00,2022-05-14 22:20:00+00:00,RECOVERY_FAIL,False,L4_BREAK_FAIL_30M,-2.4395003903200374,-2.6895003903200374,0.004879000780640075,0.20423892100192567,0.14836223506743784,20.0,20.0,15.0,5.0,True,2,0.0019267822736026977,0.03275529865125134,0.03275529865125134,0.07514450867052028,0.0867052023121392,0.0,0.02890173410404594,0.04238921001926893,0.009633911368014858,0.4761904761904641,-3.306749659599262,-5.746250049919299
CENTRAL,development,360,15,0.0,2022-05-19 15:20:00+00:00,2022-05-19 16:40:00+00:00,2022-05-19 16:45:00+00:00,2022-05-19 16:50:00+00:00,RECOVERY_FAIL,False,L5_BREAK_FAIL_LATE,-1.3255065328536264,-1.5755065328536264,0.002651013065707253,0.27114967462039047,0.07375271149674695,80.0,10.0,5.0,5.0,True,0,0.004338394793925384,0.006507592190889619,0.006507592190889619,0.03253796095444655,0.04555314533622579,0.0,0.0021691973969642335,0.02603036876355693,0.02169197396963155,0.47826086956523756,-0.75685903500472,-2.0823655678583464
CENTRAL,development,360,15,0.0,2022-06-07 18:10:00+00:00,2022-06-07 18:20:00+00:00,2022-06-07 18:25:00+00:00,2022-06-07 18:30:00+00:00,RECOVERY_FAIL,False,L2_BREAK_FAST_FAIL_5M,-0.6306760847628046,-0.8806760847628046,0.0012613521695256091,0.06976744186046505,0.1434108527131774,10.0,10.0,5.0,5.0,True,0,0.015503875968991929,0.046511627906975786,0.046511627906975786,0.07751937984496239,0.046511627906975786,0.0,0.03488372093023115,0.03100775193798661,0.058139534883720416,0.7499999999999833,-2.5150905432594906,-3.145766628022295
CENTRAL,development,360,15,0.0,2022-06-12 15:05:00+00:00,2022-06-12 15:25:00+00:00,2022-06-12 15:40:00+00:00,2022-06-12 15:45:00+00:00,RECOVERY_FAIL,False,L2_BREAK_FAST_FAIL_5M,-3.378378378378344,-3.6283783783783443,0.006756756756756688,0.17164179104477645,0.1641791044776111,20.0,20.0,10.0,10.0,False,2,0.014925373134328042,0.037313432835821427,0.037313432835821427,0.052238805970149474,0.13059701492537368,0.0,0.0970149253731336,0.014925373134328042,0.029850746268658735,0.8947368421052662,-2.6369762672135977,-6.015354645591941
CENTRAL,development,360,15,1.0,2022-07-05 19:10:00+00:00,2022-07-05 19:20:00+00:00,2022-07-05 19:25:00+00:00,2022-07-05 19:30:00+00:00,EPISODE_RESCUE,True,L2_BREAK_FAST_FAIL_5M,-0.7130633200228553,-0.9630633200228553,0.0014261266400457107,0.09844559585492112,0.10880829015544087,10.0,10.0,5.0,5.0,True,0,0.04145077720207166,0.12435233160621498,0.12435233160621498,0.1606217616580286,0.03626943005181362,0.0,0.08290155440414332,0.03626943005181362,0.015544041450777793,0.7307692307692276,7.535410764872519,6.8223474448496635
CENTRAL,development,360,15,1.0,2022-07-12 15:10:00+00:00,2022-07-12 15:20:00+00:00,2022-07-12 15:25:00+00:00,2022-07-12 15:30:00+00:00,RECOVERY_FAIL,False,L2_BREAK_FAST_FAIL_5M,-0.7284382284382107,-0.9784382284382107,0.0014568764568764214,0.14876033057851207,0.09917355371900607,10.0,10.0,5.0,5.0,True,0,0.13223140495867478,0.08264462809917467,0.13223140495867478,0.14876033057851207,0.07438016528925896,0.04958677685950011,-0.0495867768595001,0.0,0.033057851239668694,0.40000000000001423,-3.340110368864335,-4.068548597302546
CENTRAL,development,360,15,1.0,2022-08-21 16:45:00+00:00,2022-08-21 17:00:00+00:00,2022-08-21 17:05:00+00:00,2022-08-21 17:10:00+00:00,RECOVERY_FAIL,False,L2_BREAK_FAST_FAIL_5M,0.0,-0.25,-0.0,0.34177215189872645,0.15189873417721975,15.0,10.0,5.0,5.0,True,0,0.050632911392403585,0.24050632911391928,0.24050632911391928,0.26582278481011656,0.07594936708860987,0.0,0.1898734177215157,0.025316455696197296,0.02531645569620629,0.8947368421052828,-3.291278113000562,-3.291278113000562
CENTRAL,development,360,15,1.0,2022-09-05 15:00:00+00:00,2022-09-05 15:25:00+00:00,2022-09-05 15:35:00+00:00,2022-09-05 15:40:00+00:00,RECOVERY_FAIL,False,L3_BREAK_FAST_FAIL_10M,-0.15738117721114664,-0.40738117721114664,0.0003147623544222933,0.21538461538461673,0.1692307692307687,25.0,15.0,10.0,5.0,True,1,0.046153846153848,0.03076923076923018,0.046153846153848,0.07692307692307819,0.13846153846153855,0.015384615384617821,0.0,0.046153846153848,0.03076923076923018,0.3999999999999858,-0.15728216420252128,-0.3146633414136679
CENTRAL,development,360,15,1.0,2022-09-06 15:45:00+00:00,2022-09-06 16:10:00+00:00,2022-09-06 16:15:00+00:00,2022-09-06 16:20:00+00:00,RECOVERY_FAIL,False,L4_BREAK_FAIL_30M,-0.2982403817477497,-0.5482403817477497,0.0005964807634954994,0.3097345132743368,0.12389380530973473,25.0,10.0,5.0,5.0,True,0,0.11504424778760633,0.017699115044244228,0.11504424778760633,0.1769911504424737,0.053097345132745256,0.0973451327433621,-0.10619469026549051,0.0,0.017699115044244228,0.14285714285711384,-0.5961251862890982,-0.8943655680368479
CENTRAL,development,360,15,1.0,2022-09-19 19:00:00+00:00,2022-09-19 19:10:00+00:00,2022-09-19 19:15:00+00:00,2022-09-19 19:20:00+00:00,RECOVERY_FAIL,False,L2_BREAK_FAST_FAIL_5M,-1.230769230769202,-1.480769230769202,0.002461538461538404,0.11979166666666494,0.0781249999999992,10.0,10.0,5.0,5.0,True,0,0.05729166666666632,0.01562500000000058,0.05729166666666632,0.11979166666666494,0.05208333333333403,0.04166666666666574,-0.046874999999998036,0.02083333333333287,0.010416666666668286,0.13333333333335545,-1.2292562999385304,-2.4600255307077323
CENTRAL,development,360,15,1.0,2022-09-26 18:05:00+00:00,2022-09-26 18:30:00+00:00,2022-09-26 18:45:00+00:00,2022-09-26 18:50:00+00:00,RECOVERY_FAIL,False,L3_BREAK_FAST_FAIL_10M,-0.5986231667165498,-0.8486231667165498,0.0011972463334330996,0.16030534351145162,0.1603053435114462,25.0,20.0,5.0,15.0,False,2,0.007633587786263475,0.21374045801526884,0.21374045801526884,0.2213740458015323,0.06870229007633331,0.0,0.21374045801526884,0.007633587786263475,0.015267175572516103,0.9677419354838547,-4.749183734045703,-5.347806900762253
CENTRAL,development,360,15,1.0,2022-10-05 16:05:00+00:00,2022-10-05 16:25:00+00:00,2022-10-05 16:50:00+00:00,2022-10-05 16:55:00+00:00,EPISODE_RESCUE,True,L3_BREAK_FAST_FAIL_10M,0.0,-0.25,-0.0,0.17460317460317298,0.2857142857142841,20.0,30.0,25.0,5.0,True,4,0.3174603174603094,0.2222222222222222,0.3174603174603094,0.3333333333333333,0.23809523809523486,0.09523809523808718,-0.07936507936507453,0.03174603174603658,0.04761904761904923,0.3000000000000071,1.6509433962264008,1.6509433962264008
CENTRAL,development,360,15,1.0,2022-10-11 16:45:00+00:00,2022-10-11 17:05:00+00:00,2022-10-11 17:20:00+00:00,2022-10-11 17:25:00+00:00,RECOVERY_FAIL,False,L3_BREAK_FAST_FAIL_10M,-0.31535793125198053,-0.5653579312519805,0.0006307158625039611,0.21212121212121293,0.12121212121212399,20.0,20.0,5.0,15.0,False,2,0.015151515151512134,0.03030303030302965,0.03030303030302965,0.0606060606060593,0.10606060606060647,0.0,0.0606060606060593,0.015151515151512134,0.015151515151517516,0.8333333333333629,-0.31515915537344563,-0.6305170866254262
CENTRAL,development,360,15,1.0,2022-10-17 23:35:00+00:00,2022-10-17 23:55:00+00:00,2022-10-18 00:20:00+00:00,2022-10-18 00:25:00+00:00,RECOVERY_FAIL,False,L4_BREAK_FAIL_30M,0.0,-0.25,-0.0,0.0873786407766988,0.058252427184468165,20.0,30.0,25.0,5.0,True,4,0.03883495145630981,0.1456310679611635,0.1456310679611635,0.1650485436893184,0.0873786407766988,0.0,0.1067961165048537,0.019417475728154904,0.029126213592234083,0.8750000000000028,-3.350350989151263,-3.350350989151263
CENTRAL,development,360,15,1.0,2022-11-10 15:00:00+00:00,2022-11-10 15:15:00+00:00,2022-11-10 15:20:00+00:00,2022-11-10 15:25:00+00:00,RECOVERY_FAIL,False,L2_BREAK_FAST_FAIL_5M,-7.6744859542426935,-7.9244859542426935,0.015348971908485387,0.08941418293936253,0.16546762589928052,15.0,10.0,5.0,5.0,True,0,0.017266187050359635,0.17512846865364856,0.17512846865364856,0.21274409044193218,0.05570400822199399,0.0,0.15765673175745107,0.03761562178828362,0.026721479958890557,0.830555555555556,-26.991223712535206,-34.6657096667779
CENTRAL,development,360,15,1.0,2022-11-22 15:20:00+00:00,2022-11-22 15:30:00+00:00,2022-11-22 15:55:00+00:00,2022-11-22 16:00:00+00:00,RECOVERY_FAIL,False,L2_BREAK_FAST_FAIL_5M,-1.3793679986623952,-1.6293679986623952,0.0027587359973247905,0.1112158341187562,0.1526861451460877,10.0,30.0,25.0,5.0,True,4,0.04335532516493815,0.08671065032987797,0.08671065032987797,0.1046182846371354,0.1526861451460877,0.0,0.048067860508953966,0.0009425070688024937,0.00942507068802996,0.9838709677419443,-4.687240749958521,-6.066608748620917
CENTRAL,development,360,15,1.0,2022-11-24 16:00:00+00:00,2022-11-24 16:20:00+00:00,2022-11-24 16:40:00+00:00,2022-11-24 16:45:00+00:00,RECOVERY_FAIL,False,L3_BREAK_FAST_FAIL_10M,-0.20678246484695517,-0.45678246484695517,0.00041356492969391034,0.3284457478005875,0.16129032258064466,20.0,25.0,20.0,5.0,True,3,0.04692082111436964,0.09384164222873928,0.09384164222873928,0.11876832844574994,0.2390029325513179,0.0,0.04398826979472056,0.024926686217010663,0.07624633431085001,0.8282828282828162,-2.9167524535034794,-3.1235349183504346
CENTRAL,development,360,15,1.0,2022-11-26 01:20:00+00:00,2022-11-26 01:40:00+00:00,2022-11-26 01:45:00+00:00,2022-11-26 01:50:00+00:00,RECOVERY_FAIL,False,L4_BREAK_FAIL_30M,-0.8629616845011734,-1.1129616845011734,0.0017259233690023468,0.21484375000000291,0.1503906250000003,20.0,10.0,5.0,5.0,True,0,0.08007812500000093,0.023437500000000947,0.08007812500000093,0.10156250000000296,0.07812499999999854,0.056640624999999986,-0.05664062499999998,0.019531249999999636,0.05078124999999974,0.4,-0.862187887984478,-1.7251495724856514
CENTRAL,development,360,15,1.0,2022-12-06 23:00:00+00:00,2022-12-06 23:10:00+00:00,2022-12-06 23:15:00+00:00,2022-12-06 23:20:00+00:00,EPISODE_RESCUE,True,L2_BREAK_FAST_FAIL_5M,-0.21202911866557983,-0.46202911866557983,0.00042405823733115966,0.34909090909091123,0.26545454545454183,10.0,10.0,5.0,5.0,True,0,0.18909090909091508,0.13090909090909655,0.18909090909091508,0.34909090909091123,0.021818181818176297,0.05818181818181853,-0.061818181818180176,0.047272727272727154,0.08727272727273103,0.4444444444444591,2.608389143461287,2.3963600247957073
CENTRAL,development,360,15,1.0,2022-12-12 19:55:00+00:00,2022-12-12 20:40:00+00:00,2022-12-12 20:55:00+00:00,2022-12-12 21:00:00+00:00,EPISODE_RESCUE,True,L5_BREAK_FAIL_LATE,0.0,-0.25,-0.0,0.27830188679245815,0.0660377358490536,45.0,20.0,15.0,5.0,True,2,0.04716981132075377,0.32075471698113067,0.32075471698113067,0.3490566037735846,0.08018867924528057,0.0,0.2641509433962228,0.028301886792453938,0.03773584905660804,0.9142857142857114,0.6325301204819223,0.6325301204819223
CENTRAL,development,360,15,2.0,2023-01-01 18:05:00+00:00,2023-01-01 18:20:00+00:00,2023-01-01 18:25:00+00:00,2023-01-01 18:30:00+00:00,RECOVERY_FAIL,False,L3_BREAK_FAST_FAIL_10M,-0.6516290726816809,-0.9016290726816809,0.0013032581453633618,0.1705426356589172,0.1356589147286832,15.0,10.0,5.0,5.0,True,0,0.02713178294573526,0.08139534883721267,0.08139534883721267,0.16279069767441845,0.07751937984495985,0.0,0.054263565891477406,0.08139534883720578,0.015503875968990593,0.46153846153848255,-1.8505551665499165,-2.5021842392315974
CENTRAL,development,360,15,2.0,2023-01-12 17:35:00+00:00,2023-01-12 17:45:00+00:00,2023-01-12 18:00:00+00:00,2023-01-12 18:05:00+00:00,RECOVERY_FAIL,False,L2_BREAK_FAST_FAIL_5M,-4.818765911019596,-5.068765911019596,0.009637531822039191,0.051001821493622354,0.2550091074681247,10.0,20.0,15.0,5.0,True,2,0.0865209471766838,0.0774134790528208,0.0865209471766838,0.13843351548269342,0.14754098360655962,0.009107468123862997,-0.005464480874317143,0.05555555555555546,0.0755919854280495,0.553333333333328,-6.331785563528813,-11.150551474548408
CENTRAL,development,360,15,2.0,2023-01-27 15:00:00+00:00,2023-01-27 15:35:00+00:00,2023-01-27 15:40:00+00:00,2023-01-27 15:45:00+00:00,RECOVERY_FAIL,False,L4_BREAK_FAIL_30M,-0.18760943883933123,-0.43760943883933123,0.00037521887767866247,0.34467455621301757,0.2899408284023683,35.0,10.0,5.0,5.0,True,0,0.09763313609467272,0.17307692307692388,0.17307692307692388,0.22337278106508782,0.02958579881656733,0.0,0.07544378698225117,0.05029585798816394,0.038461538461538054,0.6936936936937053,-6.203319502074756,-6.390928940914087
CENTRAL,development,360,15,2.0,2023-02-02 17:00:00+00:00,2023-02-02 17:10:00+00:00,2023-02-02 17:15:00+00:00,2023-02-02 17:20:00+00:00,EPISODE_RESCUE,True,L2_BREAK_FAST_FAIL_5M,-0.49436424757759445,-0.7443642475775945,0.000988728495155189,0.5827338129496417,0.14388489208633293,10.0,10.0,5.0,5.0,True,0,0.05755395683453112,0.1093525179856122,0.1093525179856122,0.21582733812949426,0.050359712230216014,0.0,0.050359712230216014,0.0661870503597113,0.0,0.43209876543210307,3.982492803911497,3.4881285563339026
CENTRAL,development,360,15,2.0,2023-02-13 23:25:00+00:00,2023-02-13 23:35:00+00:00,2023-02-13 23:45:00+00:00,2023-02-13 23:50:00+00:00,RECOVERY_FAIL,False,L2_BREAK_FAST_FAIL_5M,-0.4096977876319463,-0.6596977876319463,0.0008193955752638926,0.05857740585774291,0.14644351464435232,10.0,15.0,10.0,5.0,True,1,0.07949790794978899,0.018131101813112553,0.07949790794978899,0.09623430962342983,0.12831241283123976,0.06136680613667644,-0.059972105997209674,0.01534170153416911,0.026499302649932967,0.2602739726027644,-0.6021484657256493,-1.0118462533575956
CENTRAL,development,360,15,2.0,2023-02-17 17:05:00+00:00,2023-02-17 17:55:00+00:00,2023-02-17 18:05:00+00:00,2023-02-17 18:10:00+00:00,EPISODE_RESCUE,True,L5_BREAK_FAIL_LATE,0.0,-0.25,-0.0,0.33393829401089004,0.18511796733212332,50.0,15.0,10.0,5.0,True,1,0.014519056261341362,0.005444646098003817,0.014519056261341362,0.07803992740471707,0.11615245009074379,0.009074410163337546,-0.009074410163337546,0.045372050816694175,0.04174228675136045,0.43396226415095984,4.794222570260187,4.794222570260187
CENTRAL,development,360,15,2.0,2023-02-19 15:10:00+00:00,2023-02-19 15:25:00+00:00,2023-02-19 15:35:00+00:00,2023-02-19 15:40:00+00:00,EPISODE_RESCUE,True,L3_BREAK_FAST_FAIL_10M,-0.6316475814011069,-0.8816475814011069,0.0012632951628022138,0.30518234165066926,0.21880998080614317,15.0,15.0,10.0,5.0,True,1,0.1928982725527799,0.25527831094049697,0.25527831094049697,0.3752399232245659,0.21880998080614317,0.0,0.062380038387717066,0.11996161228406892,0.056621880998078127,0.4979919678714835,3.019430782875143,2.3877832014740363
CENTRAL,development,360,15,2.0,2023-03-19 15:00:00+00:00,2023-03-19 15:15:00+00:00,2023-03-19 15:25:00+00:00,2023-03-19 15:30:00+00:00,RECOVERY_FAIL,False,L3_BREAK_FAST_FAIL_10M,-0.2968714318337118,-0.5468714318337118,0.0005937428636674236,0.3051359516616345,0.17069486404833792,15.0,15.0,5.0,10.0,False,1,0.05135951661631264,0.04380664652567969,0.05135951661631264,0.11329305135951571,0.15256797583081455,0.007552870090632949,0.11178247734138697,0.02114803625377548,0.06193353474320307,0.8914728682170575,-1.459587666484241,-1.7564590983179529
CENTRAL,development,360,15,2.0,2023-04-06 15:25:00+00:00,2023-04-06 15:50:00+00:00,2023-04-06 16:10:00+00:00,2023-04-06 16:15:00+00:00,RECOVERY_FAIL,False,L3_BREAK_FAST_FAIL_10M,-0.38526366482066754,-0.6352636648206675,0.0007705273296413351,0.11190476190476287,0.1023809523809502,25.0,25.0,15.0,10.0,False,3,0.04523809523809113,0.011904761904759488,0.04523809523809113,0.11904761904762026,0.09047619047619072,0.03333333333333164,0.01428571428571477,0.04285714285714431,0.01428571428571477,0.4,-0.40924410207027195,-0.7945077668909395
CENTRAL,development,360,15,2.0,2023-04-25 17:55:00+00:00,2023-04-25 18:05:00+00:00,2023-04-25 18:15:00+00:00,2023-04-25 18:20:00+00:00,RECOVERY_FAIL,False,L2_BREAK_FAST_FAIL_5M,-1.1576808581014175,-1.4076808581014175,0.002315361716202835,0.23798627002288084,0.19908466819221857,10.0,15.0,10.0,5.0,True,1,0.10983981693363419,0.06407322654461926,0.10983981693363419,0.27231121281464404,0.11212814645308777,0.04576659038901493,-0.04576659038901492,0.16247139588100987,0.03432494279176322,0.1415094339622673,-1.1796904492261673,-2.337371307327585
CENTRAL,development,360,15,2.0,2023-04-28 16:55:00+00:00,2023-04-28 17:20:00+00:00,2023-04-28 17:30:00+00:00,2023-04-28 17:35:00+00:00,EPISODE_RESCUE,True,L4_BREAK_FAIL_30M,-1.77118866439252,-2.02118866439252,0.00354237732878504,0.3393854748603376,0.18016759776536473,25.0,15.0,10.0,5.0,True,1,0.1843575418994431,0.27653631284916214,0.27653631284916214,0.2905027932960917,0.18016759776536473,0.0,0.0935754189944135,0.013966480446929537,0.11731843575418925,0.9378881987577548,1.8946455668762407,0.12345690248372065
CENTRAL,development,360,15,2.0,2023-05-05 16:00:00+00:00,2023-05-05 16:10:00+00:00,2023-05-05 16:20:00+00:00,2023-05-05 16:25:00+00:00,RECOVERY_FAIL,False,L2_BREAK_FAST_FAIL_5M,-1.2454961967884315,-1.4954961967884315,0.002490992393576863,0.07543323139653205,0.17635066258919627,10.0,15.0,10.0,5.0,True,1,0.036697247706419724,0.015290519877672774,0.036697247706419724,0.07849133537206733,0.09582059123343632,0.02140672782874695,-0.020387359836900654,0.04281345565749391,0.04994903160040714,0.4414414414414342,-1.5113126194604143,-2.7568088162488458
CENTRAL,development,360,15,2.0,2023-05-07 15:00:00+00:00,2023-05-07 15:20:00+00:00,2023-05-07 15:25:00+00:00,2023-05-07 15:30:00+00:00,EPISODE_RESCUE,True,L4_BREAK_FAIL_30M,-0.2901785714285454,-0.5401785714285454,0.0005803571428570908,0.30817610062893486,0.07966457023060845,20.0,10.0,5.0,5.0,True,0,0.02096436058700536,0.09643605870021572,0.09643605870021572,0.2327044025157245,0.029350104821801545,0.0,0.07547169811321036,0.13626834381550876,0.00209643605870277,0.36274509803923993,3.2031006370562,2.9129220656276544
CENTRAL,development,360,15,2.0,2023-05-12 23:45:00+00:00,2023-05-13 02:55:00+00:00,2023-05-13 03:10:00+00:00,2023-05-13 03:15:00+00:00,EPISODE_RESCUE,True,L1_NEVER_BREAK_TIME,-0.16721609096559398,-0.417216090965594,0.00033443218193118796,0.15110565110564808,0.17076167076166995,190.0,20.0,15.0,5.0,True,2,0.06265356265356066,0.04545454545454426,0.06265356265356066,0.07125307125307104,0.027027027027029506,0.017199017199016398,-0.017199017199016394,0.00859950859951038,0.011056511056511474,0.3,6.857742381610965,6.690526290645371
