family,event,signal_i,breakout_i,breakout_ts,signal_ts,week,side,level,instance,displacement_atr,persist,entry_ts,exit_ts,entry,tp,sl,reason,net_ret,hours,flow_variant,rule,sweep_i,sweep_ts,penetration_atr,sweep_aggression,takeover,partition
W1_VAH,AQ10_NIR1,18281,18280.0,2022-01-31 16:00:00+00:00,2022-01-31 17:00:00+00:00,2022-W05,LONG,38006.80395833333,2022-01-24T00:00:00+00:00,0.9243040345416893,True,2022-01-31 18:00:00+00:00,2022-02-01 09:00:00+00:00,38449.98,38892.15477000001,38123.155170000005,TP,0.010000000000000066,16,RAW,W1_VAH|AQ10_NIR1|RAW,,,,,,development
W1_VAH,AQ10_NIR1,18635,18634.0,2022-02-15 10:00:00+00:00,2022-02-15 11:00:00+00:00,2022-W07,LONG,44142.44791666667,2022-02-07T00:00:00+00:00,0.25168781985536576,False,2022-02-15 12:00:00+00:00,2022-02-15 23:00:00+00:00,44214.3,44722.76445,43838.47845,TP,0.010000000000000066,12,RAW,W1_VAH|AQ10_NIR1|RAW,,,,,,development
W1_VAH,AQ10_NIR1,18951,18950.0,2022-02-28 14:00:00+00:00,2022-02-28 15:00:00+00:00,2022-W09,LONG,39290.337499999994,2022-02-21T00:00:00+00:00,0.8645011210831222,True,2022-02-28 16:00:00+00:00,2022-02-28 16:00:00+00:00,40792.8,41261.9172,40446.061200000004,TP,0.010000000000000066,1,RAW,W1_VAH|AQ10_NIR1|RAW,,,,,,development
W1_VAH,AQ10_NIR1,19296,19295.0,2022-03-14 23:00:00+00:00,2022-03-15 00:00:00+00:00,2022-W11,LONG,39316.42708333333,2022-03-07T00:00:00+00:00,0.8797699318891795,False,2022-03-15 01:00:00+00:00,2022-03-15 01:00:00+00:00,39564.9,40019.89635,39228.59835,SL,-0.010000000000000063,1,RAW,W1_VAH|AQ10_NIR1|RAW,,,,,,development
W1_VAH,AQ10_NIR1,19468,19467.0,2022-03-22 03:00:00+00:00,2022-03-22 04:00:00+00:00,2022-W12,LONG,42138.81875,2022-03-14T00:00:00+00:00,0.2479483917333576,True,2022-03-22 05:00:00+00:00,2022-03-22 06:00:00+00:00,42992.4,43486.812600000005,42626.96460000001,SL,-0.00999999999999984,2,RAW,W1_VAH|AQ10_NIR1|RAW,,,,,,development
W1_VAH,AQ10_NIR1,20515,20514.0,2022-05-04 18:00:00+00:00,2022-05-04 19:00:00+00:00,2022-W18,LONG,39434.375,2022-04-25T00:00:00+00:00,0.4416929979225905,True,2022-05-04 20:00:00+00:00,2022-05-05 07:00:00+00:00,39855.2,40313.5348,39516.4308,SL,-0.00999999999999984,12,RAW,W1_VAH|AQ10_NIR1|RAW,,,,,,development
W1_VAH,AQ10_NIR1,21122,21121.0,2022-05-30 01:00:00+00:00,2022-05-30 02:00:00+00:00,2022-W22,LONG,29699.660416666666,2022-05-23T00:00:00+00:00,0.33233049275140325,True,2022-05-30 03:00:00+00:00,2022-05-30 06:00:00+00:00,30206.8,30554.178200000002,29950.0422,TP,0.010000000000000066,4,RAW,W1_VAH|AQ10_NIR1|RAW,,,,,,development
W1_VAH,AQ10_NIR1,21332,21331.0,2022-06-07 19:00:00+00:00,2022-06-07 20:00:00+00:00,2022-W23,LONG,30890.572916666664,2022-05-30T00:00:00+00:00,0.5390843826997084,True,2022-06-07 21:00:00+00:00,2022-06-07 22:00:00+00:00,31349.9,31710.423850000003,31083.425850000003,SL,-0.009999999999999952,2,RAW,W1_VAH|AQ10_NIR1|RAW,,,,,,development
W1_VAH,AQ10_NIR1,21985,21984.0,2022-07-05 00:00:00+00:00,2022-07-05 01:00:00+00:00,2022-W27,LONG,20248.8125,2022-06-27T00:00:00+00:00,0.4968846739073356,False,2022-07-05 02:00:00+00:00,2022-07-05 08:00:00+00:00,20291.5,20524.85225,20119.02225,SL,-0.009999999999999952,7,RAW,W1_VAH|AQ10_NIR1|RAW,,,,,,development
W1_VAH,AQ10_NIR1,22552,22551.0,2022-07-28 15:00:00+00:00,2022-07-28 16:00:00+00:00,2022-W30,LONG,23618.387499999997,2022-07-18T00:00:00+00:00,0.341189205518087,False,2022-07-28 17:00:00+00:00,2022-07-28 17:00:00+00:00,23762.5,24035.768750000003,23560.518750000003,TP,0.010000000000000066,1,RAW,W1_VAH|AQ10_NIR1|RAW,,,,,,development
W1_VAH,AQ10_NIR1,22861,22860.0,2022-08-10 12:00:00+00:00,2022-08-10 13:00:00+00:00,2022-W32,LONG,23250.0,2022-08-01T00:00:00+00:00,3.2502503472558697,True,2022-08-10 14:00:00+00:00,2022-08-10 18:00:00+00:00,24012.1,24288.23915,23807.99715,SL,-0.009999999999999952,5,RAW,W1_VAH|AQ10_NIR1|RAW,,,,,,development
