partition,date_utc,k,signal_ts,structural_outcome,entry_name,stop_name,entry_fraction,stop_fraction,entry_px_planned,stop_px,target_px,nominal_rr,filled,entry_ts,entry_px,exit_ts,exit_px,exit_reason,net_pnl_usd
development,2023-07-26,1,2023-07-26 14:05:00+00:00,TARGET_BREAK,F85,D10,0.85,0.75,29294.97,29277.350000000002,29321.4,1.5000000000001033,True,2023-07-26 14:30:00+00:00,29294.97,2023-07-26 14:30:00+00:00,29277.350000000002,SL_FILL_5M_CONSERVATIVE,-0.7007342216087006
development,2023-07-26,1,2023-07-26 14:05:00+00:00,TARGET_BREAK,F85,D15,0.85,0.7,29294.97,29268.54,29321.4,1.0,True,2023-07-26 14:30:00+00:00,29294.97,2023-07-26 14:30:00+00:00,29268.54,SL_FILL_5M_CONSERVATIVE,-0.8511013324130509
development,2023-07-26,2,2023-07-26 15:45:00+00:00,TARGET_BREAK,F75,D10,0.75,0.65,29277.350000000002,29259.73,29321.4,2.499999999999587,True,2023-07-26 16:20:00+00:00,29277.350000000002,2023-07-26 16:25:00+00:00,29259.73,SL_LOCAL_RANGE,-0.7009152126132175
development,2023-07-26,2,2023-07-26 15:45:00+00:00,TARGET_BREAK,F75,D15,0.75,0.6,29277.350000000002,29250.920000000002,29321.4,1.6666666666666208,True,2023-07-26 16:20:00+00:00,29277.350000000002,2023-07-26 17:55:00+00:00,29250.920000000002,SL_LOCAL_RANGE,-0.8513728189197708
development,2023-07-26,2,2023-07-26 15:45:00+00:00,TARGET_BREAK,F80,D10,0.8,0.7000000000000001,29286.16,29268.54,29321.4,2.0000000000002065,True,2023-07-26 16:20:00+00:00,29286.16,2023-07-26 16:20:00+00:00,29268.54,SL_FILL_5M_CONSERVATIVE,-0.7008246898876244
development,2023-07-26,2,2023-07-26 15:45:00+00:00,TARGET_BREAK,F80,D15,0.8,0.65,29286.16,29259.73,29321.4,1.3333333333333792,True,2023-07-26 16:20:00+00:00,29286.16,2023-07-26 16:25:00+00:00,29259.73,SL_LOCAL_RANGE,-0.8512370348314643
development,2023-07-26,2,2023-07-26 15:45:00+00:00,TARGET_BREAK,F85,D10,0.85,0.75,29294.97,29277.350000000002,29321.4,1.5000000000001033,True,2023-07-26 16:20:00+00:00,29294.97,2023-07-26 16:20:00+00:00,29277.350000000002,SL_FILL_5M_CONSERVATIVE,-0.7007342216087006
development,2023-07-26,2,2023-07-26 15:45:00+00:00,TARGET_BREAK,F85,D15,0.85,0.7,29294.97,29268.54,29321.4,1.0,True,2023-07-26 16:20:00+00:00,29294.97,2023-07-26 16:20:00+00:00,29268.54,SL_FILL_5M_CONSERVATIVE,-0.8511013324130509
development,2023-08-03,1,2023-08-03 13:40:00+00:00,TARGET_BREAK,F75,D10,0.75,0.65,29133.975,29110.165,29193.5,2.5000000000003055,True,2023-08-03 13:45:00+00:00,29133.975,2023-08-03 13:45:00+00:00,29110.165,SL_FILL_5M_CONSERVATIVE,-0.8086294438022664
development,2023-08-03,1,2023-08-03 13:40:00+00:00,TARGET_BREAK,F75,D15,0.75,0.6,29133.975,29098.260000000002,29193.5,1.6666666666668704,True,2023-08-03 13:45:00+00:00,29133.975,2023-08-03 13:55:00+00:00,29193.5,TP_PREV_HIGH,0.6215736095057215
development,2023-08-03,1,2023-08-03 13:40:00+00:00,TARGET_BREAK,F80,D10,0.8,0.7000000000000001,29145.88,29122.07,29193.5,1.9999999999998472,True,2023-08-03 13:45:00+00:00,29145.88,2023-08-03 13:45:00+00:00,29122.07,SL_FILL_5M_CONSERVATIVE,-0.8084625339842441
development,2023-08-03,1,2023-08-03 13:40:00+00:00,TARGET_BREAK,F80,D15,0.8,0.65,29145.88,29110.165,29193.5,1.3333333333332993,True,2023-08-03 13:45:00+00:00,29145.88,2023-08-03 13:45:00+00:00,29110.165,SL_FILL_5M_CONSERVATIVE,-1.0126938009763382
development,2023-08-03,1,2023-08-03 13:40:00+00:00,TARGET_BREAK,F85,D10,0.85,0.75,29157.785,29133.975,29193.5,1.4999999999999236,True,2023-08-03 13:40:00+00:00,29157.785,2023-08-03 13:45:00+00:00,29133.975,SL_LOCAL_RANGE,-0.8082957604633064
development,2023-08-03,1,2023-08-03 13:40:00+00:00,TARGET_BREAK,F85,D15,0.85,0.7,29157.785,29122.07,29193.5,1.0,True,2023-08-03 13:40:00+00:00,29157.785,2023-08-03 13:45:00+00:00,29122.07,SL_LOCAL_RANGE,-1.012443640694904
development,2023-08-03,2,2023-08-03 14:00:00+00:00,TARGET_BREAK,F75,D10,0.75,0.65,29133.975,29110.165,29193.5,2.5000000000003055,False,,,,,RANGE_BROKE_BEFORE_FILL,
development,2023-08-03,2,2023-08-03 14:00:00+00:00,TARGET_BREAK,F75,D15,0.75,0.6,29133.975,29098.260000000002,29193.5,1.6666666666668704,False,,,,,RANGE_BROKE_BEFORE_FILL,
development,2023-08-03,2,2023-08-03 14:00:00+00:00,TARGET_BREAK,F80,D10,0.8,0.7000000000000001,29145.88,29122.07,29193.5,1.9999999999998472,False,,,,,RANGE_BROKE_BEFORE_FILL,
development,2023-08-03,2,2023-08-03 14:00:00+00:00,TARGET_BREAK,F80,D15,0.8,0.65,29145.88,29110.165,29193.5,1.3333333333332993,False,,,,,RANGE_BROKE_BEFORE_FILL,
development,2023-08-03,2,2023-08-03 14:00:00+00:00,TARGET_BREAK,F85,D10,0.85,0.75,29157.785,29133.975,29193.5,1.4999999999999236,False,,,,,RANGE_BROKE_BEFORE_FILL,
development,2023-08-03,2,2023-08-03 14:00:00+00:00,TARGET_BREAK,F85,D15,0.85,0.7,29157.785,29122.07,29193.5,1.0,False,,,,,RANGE_BROKE_BEFORE_FILL,
development,2023-08-04,1,2023-08-04 13:40:00+00:00,TARGET_BREAK,F75,D10,0.75,0.65,29226.4,29211.68,29263.2,2.4999999999997526,False,,,,,RANGE_BROKE_BEFORE_FILL,
development,2023-08-04,1,2023-08-04 13:40:00+00:00,TARGET_BREAK,F75,D15,0.75,0.6,29226.4,29204.32,29263.2,1.666666666666502,False,,,,,RANGE_BROKE_BEFORE_FILL,
development,2023-08-04,1,2023-08-04 13:40:00+00:00,TARGET_BREAK,F80,D10,0.8,0.7000000000000001,29233.760000000002,29219.04,29263.2,1.9999999999997529,False,,,,,RANGE_BROKE_BEFORE_FILL,
development,2023-08-04,1,2023-08-04 13:40:00+00:00,TARGET_BREAK,F80,D15,0.8,0.65,29233.760000000002,29211.68,29263.2,1.3333333333331685,False,,,,,RANGE_BROKE_BEFORE_FILL,
development,2023-08-04,1,2023-08-04 13:40:00+00:00,TARGET_BREAK,F85,D10,0.85,0.75,29241.12,29226.4,29263.2,1.5000000000003708,True,2023-08-04 13:40:00+00:00,29241.12,2023-08-04 13:45:00+00:00,29263.2,TP_PREV_HIGH,-0.02244948209910691
development,2023-08-04,1,2023-08-04 13:40:00+00:00,TARGET_BREAK,F85,D15,0.85,0.7,29241.12,29219.04,29263.2,1.0000000000001648,True,2023-08-04 13:40:00+00:00,29241.12,2023-08-04 13:45:00+00:00,29263.2,TP_PREV_HIGH,-0.02244948209910691
development,2023-08-23,1,2023-08-23 14:55:00+00:00,TARGET_BREAK,F75,D10,0.75,0.65,26014.199999999997,25985.64,26085.6,2.500000000000255,True,2023-08-23 15:00:00+00:00,26014.199999999997,2023-08-23 15:10:00+00:00,26085.6,TP_PREV_HIGH,0.9723274211776548
development,2023-08-23,1,2023-08-23 14:55:00+00:00,TARGET_BREAK,F75,D15,0.75,0.6,26014.199999999997,25971.36,26085.6,1.6666666666668366,True,2023-08-23 15:00:00+00:00,26014.199999999997,2023-08-23 15:10:00+00:00,26085.6,TP_PREV_HIGH,0.9723274211776548
development,2023-08-23,1,2023-08-23 14:55:00+00:00,TARGET_BREAK,F80,D10,0.8,0.7000000000000001,26028.48,25999.92,26085.6,1.9999999999998725,True,2023-08-23 14:55:00+00:00,26028.48,2023-08-23 15:10:00+00:00,26085.6,TP_PREV_HIGH,0.6972596171577864
development,2023-08-23,1,2023-08-23 14:55:00+00:00,TARGET_BREAK,F80,D15,0.8,0.65,26028.48,25985.64,26085.6,1.333333333333305,True,2023-08-23 14:55:00+00:00,26028.48,2023-08-23 15:10:00+00:00,26085.6,TP_PREV_HIGH,0.6972596171577864
development,2023-08-23,1,2023-08-23 14:55:00+00:00,TARGET_BREAK,F85,D10,0.85,0.75,26042.76,26014.199999999997,26085.6,1.4999999999999363,True,2023-08-23 14:55:00+00:00,26042.76,2023-08-23 15:00:00+00:00,26014.199999999997,SL_LOCAL_RANGE,-0.9483289789561807
development,2023-08-23,1,2023-08-23 14:55:00+00:00,TARGET_BREAK,F85,D15,0.85,0.7,26042.76,25999.92,26085.6,1.0,True,2023-08-23 14:55:00+00:00,26042.76,2023-08-23 15:10:00+00:00,26085.6,TP_PREV_HIGH,0.42249346843421554
development,2023-09-06,1,2023-09-06 13:50:00+00:00,OPPOSITE_BREAK,F75,D10,0.75,0.65,25743.199999999997,25733.84,25766.6,2.5000000000009717,True,2023-09-06 13:50:00+00:00,25743.199999999997,2023-09-06 13:50:00+00:00,25733.84,SL_FILL_5M_CONSERVATIVE,-0.5817955809688687
development,2023-09-06,1,2023-09-06 13:50:00+00:00,OPPOSITE_BREAK,F75,D15,0.75,0.6,25743.199999999997,25729.16,25766.6,1.6666666666670986,True,2023-09-06 13:50:00+00:00,25743.199999999997,2023-09-06 13:50:00+00:00,25729.16,SL_FILL_5M_CONSERVATIVE,-0.6726933714533586
development,2023-09-06,1,2023-09-06 13:50:00+00:00,OPPOSITE_BREAK,F80,D10,0.8,0.7000000000000001,25747.879999999997,25738.52,25766.6,2.000000000000777,True,2023-09-06 13:50:00+00:00,25747.879999999997,2023-09-06 13:50:00+00:00,25738.52,SL_FILL_5M_CONSERVATIVE,-0.5817625373428111
development,2023-09-06,1,2023-09-06 13:50:00+00:00,OPPOSITE_BREAK,F80,D15,0.8,0.65,25747.879999999997,25733.84,25766.6,1.3333333333336788,True,2023-09-06 13:50:00+00:00,25747.879999999997,2023-09-06 13:50:00+00:00,25733.84,SL_FILL_5M_CONSERVATIVE,-0.6726438060142722
development,2023-09-06,1,2023-09-06 13:50:00+00:00,OPPOSITE_BREAK,F85,D10,0.85,0.75,25752.559999999998,25743.199999999997,25766.6,1.5,False,,,,,RANGE_BROKE_BEFORE_FILL,
development,2023-09-06,1,2023-09-06 13:50:00+00:00,OPPOSITE_BREAK,F85,D15,0.85,0.7,25752.559999999998,25738.52,25766.6,1.0000000000002591,False,,,,,RANGE_BROKE_BEFORE_FILL,
development,2023-09-07,1,2023-09-07 13:45:00+00:00,TARGET_BREAK,F75,D10,0.75,0.65,25719.5,25706.9,25751.0,2.5000000000002887,True,2023-09-07 14:40:00+00:00,25719.5,2023-09-07 14:40:00+00:00,25706.9,SL_FILL_5M_CONSERVATIVE,-0.6449503295164912
development,2023-09-07,1,2023-09-07 13:45:00+00:00,TARGET_BREAK,F75,D15,0.75,0.6,25719.5,25700.6,25751.0,1.6666666666665384,True,2023-09-07 14:40:00+00:00,25719.5,2023-09-07 14:40:00+00:00,25700.6,SL_FILL_5M_CONSERVATIVE,-0.7674254942748201
development,2023-09-07,1,2023-09-07 13:45:00+00:00,TARGET_BREAK,F80,D10,0.8,0.7000000000000001,25725.8,25713.2,25751.0,2.0000000000002887,True,2023-09-07 14:40:00+00:00,25725.8,2023-09-07 14:40:00+00:00,25713.2,SL_FILL_5M_CONSERVATIVE,-0.6448903435461336
development,2023-09-07,1,2023-09-07 13:45:00+00:00,TARGET_BREAK,F80,D15,0.8,0.65,25725.8,25706.9,25751.0,1.3333333333335258,True,2023-09-07 14:40:00+00:00,25725.8,2023-09-07 14:40:00+00:00,25706.9,SL_FILL_5M_CONSERVATIVE,-0.7673355153192004
development,2023-09-07,1,2023-09-07 13:45:00+00:00,TARGET_BREAK,F85,D10,0.85,0.75,25732.1,25719.5,25751.0,1.5000000000002887,True,2023-09-07 14:40:00+00:00,25732.1,2023-09-07 14:40:00+00:00,25719.5,SL_FILL_5M_CONSERVATIVE,-0.644830386948558
development,2023-09-07,1,2023-09-07 13:45:00+00:00,TARGET_BREAK,F85,D15,0.85,0.7,25732.1,25713.2,25751.0,1.0000000000001925,True,2023-09-07 14:40:00+00:00,25732.1,2023-09-07 14:40:00+00:00,25713.2,SL_FILL_5M_CONSERVATIVE,-0.767245580422837
development,2023-09-12,1,2023-09-12 14:05:00+00:00,TARGET_BREAK,F75,D10,0.75,0.65,26178.175000000003,26117.085,26330.9,2.4999999999998215,True,2023-09-12 14:05:00+00:00,26178.175000000003,2023-09-12 14:25:00+00:00,26117.085,SL_LOCAL_RANGE,-1.566811666588774
development,2023-09-12,1,2023-09-12 14:05:00+00:00,TARGET_BREAK,F75,D15,0.75,0.6,26178.175000000003,26086.54,26330.9,1.6666666666666137,True,2023-09-12 14:05:00+00:00,26178.175000000003,2023-09-12 14:25:00+00:00,26086.54,SL_LOCAL_RANGE,-2.1502174998830776
development,2023-09-12,1,2023-09-12 14:05:00+00:00,TARGET_BREAK,F80,D10,0.8,0.7000000000000001,26208.72,26147.63,26330.9,2.0,True,2023-09-12 14:05:00+00:00,26208.72,2023-09-12 14:25:00+00:00,26147.63,SL_LOCAL_RANGE,-1.5654518038271
development,2023-09-12,1,2023-09-12 14:05:00+00:00,TARGET_BREAK,F80,D15,0.8,0.65,26208.72,26117.085,26330.9,1.3333333333333068,True,2023-09-12 14:05:00+00:00,26208.72,2023-09-12 14:25:00+00:00,26117.085,SL_LOCAL_RANGE,-2.1481777057407054
development,2023-09-12,1,2023-09-12 14:05:00+00:00,TARGET_BREAK,F85,D10,0.85,0.75,26239.265,26178.175000000003,26330.9,1.500000000000119,True,2023-09-12 16:05:00+00:00,26239.265,2023-09-12 16:05:00+00:00,26178.175000000003,SL_FILL_5M_CONSERVATIVE,-1.564095107084706
development,2023-09-12,1,2023-09-12 14:05:00+00:00,TARGET_BREAK,F85,D15,0.85,0.7,26239.265,26147.63,26330.9,1.0000000000000397,True,2023-09-12 16:05:00+00:00,26239.265,2023-09-12 16:10:00+00:00,26147.63,SL_LOCAL_RANGE,-2.1461426606271146
development,2023-09-13,1,2023-09-13 14:40:00+00:00,TARGET_BREAK,F75,D10,0.75,0.65,26163.25,26121.59,26267.4,2.5000000000000435,False,,,,,RANGE_BROKE_BEFORE_FILL,
development,2023-09-13,1,2023-09-13 14:40:00+00:00,TARGET_BREAK,F75,D15,0.75,0.6,26163.25,26100.760000000002,26267.4,1.6666666666667442,False,,,,,RANGE_BROKE_BEFORE_FILL,
development,2023-09-13,1,2023-09-13 14:40:00+00:00,TARGET_BREAK,F80,D10,0.8,0.7000000000000001,26184.08,26142.420000000002,26267.4,2.0,False,,,,,RANGE_BROKE_BEFORE_FILL,
development,2023-09-13,1,2023-09-13 14:40:00+00:00,TARGET_BREAK,F80,D15,0.8,0.65,26184.08,26121.59,26267.4,1.3333333333332946,False,,,,,RANGE_BROKE_BEFORE_FILL,
development,2023-09-13,1,2023-09-13 14:40:00+00:00,TARGET_BREAK,F85,D10,0.85,0.75,26204.91,26163.25,26267.4,1.5000000000000437,False,,,,,RANGE_BROKE_BEFORE_FILL,
development,2023-09-13,1,2023-09-13 14:40:00+00:00,TARGET_BREAK,F85,D15,0.85,0.7,26204.91,26142.420000000002,26267.4,1.0000000000000582,False,,,,,RANGE_BROKE_BEFORE_FILL,
development,2023-09-14,1,2023-09-14 15:05:00+00:00,NO_BREAK,F75,D10,0.75,0.65,26655.75,26602.05,26790.0,2.4999999999999662,True,2023-09-14 15:05:00+00:00,26655.75,2023-09-14 15:20:00+00:00,26602.05,SL_LOCAL_RANGE,-1.4072873582622765
development,2023-09-14,1,2023-09-14 15:05:00+00:00,NO_BREAK,F75,D15,0.75,0.6,26655.75,26575.2,26790.0,1.6666666666666816,True,2023-09-14 15:05:00+00:00,26655.75,2023-09-14 15:25:00+00:00,26575.2,SL_LOCAL_RANGE,-1.9109310373934147
development,2023-09-14,1,2023-09-14 15:05:00+00:00,NO_BREAK,F80,D10,0.8,0.7000000000000001,26682.6,26628.9,26790.0,2.0000000000001354,True,2023-09-14 15:50:00+00:00,26682.6,2023-09-14 16:10:00+00:00,26628.9,SL_LOCAL_RANGE,-1.4062737514334729
development,2023-09-14,1,2023-09-14 15:05:00+00:00,NO_BREAK,F80,D15,0.8,0.65,26682.6,26602.05,26790.0,1.3333333333333635,True,2023-09-14 15:50:00+00:00,26682.6,2023-09-14 16:20:00+00:00,26602.05,SL_LOCAL_RANGE,-1.9094106271502649
development,2023-09-14,1,2023-09-14 15:05:00+00:00,NO_BREAK,F85,D10,0.85,0.75,26709.45,26655.75,26790.0,1.499999999999966,True,2023-09-14 16:00:00+00:00,26709.45,2023-09-14 16:05:00+00:00,26655.75,SL_LOCAL_RANGE,-1.4052621824859775
development,2023-09-14,1,2023-09-14 15:05:00+00:00,NO_BREAK,F85,D15,0.85,0.7,26709.45,26628.9,26790.0,1.0,True,2023-09-14 16:00:00+00:00,26709.45,2023-09-14 16:10:00+00:00,26628.9,SL_LOCAL_RANGE,-1.9078932737289662
development,2023-09-14,2,2023-09-14 18:40:00+00:00,NO_BREAK,F75,D10,0.75,0.65,26655.75,26602.05,26790.0,2.4999999999999662,True,2023-09-14 18:40:00+00:00,26655.75,2023-09-14 18:45:00+00:00,26602.05,SL_LOCAL_RANGE,-1.4072873582622765
development,2023-09-14,2,2023-09-14 18:40:00+00:00,NO_BREAK,F75,D15,0.75,0.6,26655.75,26575.2,26790.0,1.6666666666666816,True,2023-09-14 18:40:00+00:00,26655.75,2023-09-14 18:50:00+00:00,26575.2,SL_LOCAL_RANGE,-1.9109310373934147
development,2023-09-14,2,2023-09-14 18:40:00+00:00,NO_BREAK,F80,D10,0.8,0.7000000000000001,26682.6,26628.9,26790.0,2.0000000000001354,True,2023-09-14 18:40:00+00:00,26682.6,2023-09-14 18:45:00+00:00,26628.9,SL_LOCAL_RANGE,-1.4062737514334729
development,2023-09-14,2,2023-09-14 18:40:00+00:00,NO_BREAK,F80,D15,0.8,0.65,26682.6,26602.05,26790.0,1.3333333333333635,True,2023-09-14 18:40:00+00:00,26682.6,2023-09-14 18:45:00+00:00,26602.05,SL_LOCAL_RANGE,-1.9094106271502649
development,2023-09-14,2,2023-09-14 18:40:00+00:00,NO_BREAK,F85,D10,0.85,0.75,26709.45,26655.75,26790.0,1.499999999999966,True,2023-09-14 18:40:00+00:00,26709.45,2023-09-14 18:40:00+00:00,26655.75,SL_FILL_5M_CONSERVATIVE,-1.4052621824859775
development,2023-09-14,2,2023-09-14 18:40:00+00:00,NO_BREAK,F85,D15,0.85,0.7,26709.45,26628.9,26790.0,1.0,True,2023-09-14 18:40:00+00:00,26709.45,2023-09-14 18:45:00+00:00,26628.9,SL_LOCAL_RANGE,-1.9078932737289662
development,2023-09-19,1,2023-09-19 15:40:00+00:00,NO_BREAK,F75,D10,0.75,0.65,27311.075,27247.505,27470.0,2.5,True,2023-09-19 15:40:00+00:00,27311.075,2023-09-19 15:45:00+00:00,27247.505,SL_LOCAL_RANGE,-1.5638135811204985
development,2023-09-19,1,2023-09-19 15:40:00+00:00,NO_BREAK,F75,D15,0.75,0.6,27311.075,27215.72,27470.0,1.6666666666666667,True,2023-09-19 15:40:00+00:00,27311.075,2023-09-19 15:50:00+00:00,27470.0,TP_PREV_HIGH,2.5095339528011356
development,2023-09-19,1,2023-09-19 15:40:00+00:00,NO_BREAK,F80,D10,0.8,0.7000000000000001,27342.86,27279.29,27470.0,2.0,True,2023-09-19 15:40:00+00:00,27342.86,2023-09-19 15:40:00+00:00,27279.29,SL_FILL_5M_CONSERVATIVE,-1.5624606935777825
development,2023-09-19,1,2023-09-19 15:40:00+00:00,NO_BREAK,F80,D15,0.8,0.65,27342.86,27247.505,27470.0,1.3333333333333333,True,2023-09-19 15:40:00+00:00,27342.86,2023-09-19 15:45:00+00:00,27247.505,SL_LOCAL_RANGE,-2.143691040366646
development,2023-09-19,1,2023-09-19 15:40:00+00:00,NO_BREAK,F85,D10,0.85,0.75,27374.645,27311.075,27470.0,1.5,True,2023-09-19 15:50:00+00:00,27374.645,2023-09-19 15:50:00+00:00,27311.075,SL_FILL_5M_CONSERVATIVE,-1.5611109477401293
development,2023-09-19,1,2023-09-19 15:40:00+00:00,NO_BREAK,F85,D15,0.85,0.7,27374.645,27279.29,27470.0,1.0,True,2023-09-19 15:50:00+00:00,27374.645,2023-09-19 15:50:00+00:00,27279.29,SL_FILL_5M_CONSERVATIVE,-2.1416664216102217
development,2023-09-19,2,2023-09-19 15:55:00+00:00,NO_BREAK,F75,D10,0.75,0.65,27311.075,27247.505,27470.0,2.5,True,2023-09-19 16:20:00+00:00,27311.075,2023-09-19 16:50:00+00:00,27247.505,SL_LOCAL_RANGE,-1.5638135811204985
development,2023-09-19,2,2023-09-19 15:55:00+00:00,NO_BREAK,F75,D15,0.75,0.6,27311.075,27215.72,27470.0,1.6666666666666667,True,2023-09-19 16:20:00+00:00,27311.075,2023-09-19 16:50:00+00:00,27215.72,SL_LOCAL_RANGE,-2.1457203716806923
development,2023-09-19,2,2023-09-19 15:55:00+00:00,NO_BREAK,F80,D10,0.8,0.7000000000000001,27342.86,27279.29,27470.0,2.0,True,2023-09-19 16:00:00+00:00,27342.86,2023-09-19 16:15:00+00:00,27470.0,TP_PREV_HIGH,1.9249213871555653
development,2023-09-19,2,2023-09-19 15:55:00+00:00,NO_BREAK,F80,D15,0.8,0.65,27342.86,27247.505,27470.0,1.3333333333333333,True,2023-09-19 16:00:00+00:00,27342.86,2023-09-19 16:15:00+00:00,27470.0,TP_PREV_HIGH,1.9249213871555653
development,2023-09-19,2,2023-09-19 15:55:00+00:00,NO_BREAK,F85,D10,0.85,0.75,27374.645,27311.075,27470.0,1.5,True,2023-09-19 15:55:00+00:00,27374.645,2023-09-19 16:15:00+00:00,27470.0,TP_PREV_HIGH,1.3416664216102219
development,2023-09-19,2,2023-09-19 15:55:00+00:00,NO_BREAK,F85,D15,0.85,0.7,27374.645,27279.29,27470.0,1.0,True,2023-09-19 15:55:00+00:00,27374.645,2023-09-19 16:15:00+00:00,27470.0,TP_PREV_HIGH,1.3416664216102219
development,2023-09-20,1,2023-09-20 13:55:00+00:00,TARGET_BREAK,F75,D10,0.75,0.65,27119.075,27093.905,27182.0,2.4999999999997833,False,,,,,RANGE_BROKE_BEFORE_FILL,
development,2023-09-20,1,2023-09-20 13:55:00+00:00,TARGET_BREAK,F75,D15,0.75,0.6,27119.075,27081.32,27182.0,1.6666666666666023,False,,,,,RANGE_BROKE_BEFORE_FILL,
development,2023-09-20,1,2023-09-20 13:55:00+00:00,TARGET_BREAK,F80,D10,0.8,0.7000000000000001,27131.66,27106.49,27182.0,2.0000000000001443,False,,,,,RANGE_BROKE_BEFORE_FILL,
development,2023-09-20,1,2023-09-20 13:55:00+00:00,TARGET_BREAK,F80,D15,0.8,0.65,27131.66,27093.905,27182.0,1.3333333333333013,False,,,,,RANGE_BROKE_BEFORE_FILL,
development,2023-09-20,1,2023-09-20 13:55:00+00:00,TARGET_BREAK,F85,D10,0.85,0.75,27144.245,27119.075,27182.0,1.5000000000001446,True,2023-09-20 13:55:00+00:00,27144.245,2023-09-20 14:00:00+00:00,27182.0,TP_PREV_HIGH,0.2954512825830816
development,2023-09-20,1,2023-09-20 13:55:00+00:00,TARGET_BREAK,F85,D15,0.85,0.7,27144.245,27106.489999999998,27182.0,1.0,True,2023-09-20 13:55:00+00:00,27144.245,2023-09-20 14:00:00+00:00,27182.0,TP_PREV_HIGH,0.2954512825830816
development,2023-09-28,1,2023-09-28 14:25:00+00:00,TARGET_BREAK,F75,D10,0.75,0.65,26558.45,26533.829999999998,26620.0,2.4999999999997047,False,,,,,RANGE_BROKE_BEFORE_FILL,
development,2023-09-28,1,2023-09-28 14:25:00+00:00,TARGET_BREAK,F75,D15,0.75,0.6,26558.45,26521.52,26620.0,1.6666666666666339,False,,,,,RANGE_BROKE_BEFORE_FILL,
development,2023-09-28,1,2023-09-28 14:25:00+00:00,TARGET_BREAK,F80,D10,0.8,0.7000000000000001,26570.76,26546.14,26620.0,2.000000000000148,True,2023-09-28 14:25:00+00:00,26570.76,2023-09-28 14:30:00+00:00,26620.0,TP_PREV_HIGH,0.5265824537950662
development,2023-09-28,1,2023-09-28 14:25:00+00:00,TARGET_BREAK,F80,D15,0.8,0.65,26570.76,26533.829999999998,26620.0,1.3333333333333661,True,2023-09-28 14:25:00+00:00,26570.76,2023-09-28 14:30:00+00:00,26620.0,TP_PREV_HIGH,0.5265824537950662
development,2023-09-28,1,2023-09-28 14:25:00+00:00,TARGET_BREAK,F85,D10,0.85,0.75,26583.07,26558.45,26620.0,1.500000000000074,True,2023-09-28 14:25:00+00:00,26583.07,2023-09-28 14:30:00+00:00,26620.0,TP_PREV_HIGH,0.29461503129619737
development,2023-09-28,1,2023-09-28 14:25:00+00:00,TARGET_BREAK,F85,D15,0.85,0.7,26583.07,26546.14,26620.0,1.0,True,2023-09-28 14:25:00+00:00,26583.07,2023-09-28 14:30:00+00:00,26620.0,TP_PREV_HIGH,0.29461503129619737
development,2023-10-05,1,2023-10-05 13:40:00+00:00,OPPOSITE_BREAK,F75,D10,0.75,0.65,27947.625,27898.355,28070.8,2.499999999999963,True,2023-10-05 13:40:00+00:00,27947.625,2023-10-05 13:45:00+00:00,27898.355,SL_LOCAL_RANGE,-1.2814702501554471
development,2023-10-05,1,2023-10-05 13:40:00+00:00,OPPOSITE_BREAK,F75,D15,0.75,0.6,27947.625,27873.719999999998,28070.8,1.666666666666601,True,2023-10-05 13:40:00+00:00,27947.625,2023-10-05 14:15:00+00:00,28070.8,TP_PREV_HIGH,1.8036756253885904
development,2023-10-05,1,2023-10-05 13:40:00+00:00,OPPOSITE_BREAK,F80,D10,0.8,0.7000000000000001,27972.26,27922.989999999998,28070.8,2.0,True,2023-10-05 13:40:00+00:00,27972.26,2023-10-05 13:40:00+00:00,27922.989999999998,SL_FILL_5M_CONSERVATIVE,-1.28069394464374
development,2023-10-05,1,2023-10-05 13:40:00+00:00,OPPOSITE_BREAK,F80,D15,0.8,0.65,27972.26,27898.355,28070.8,1.3333333333333661,True,2023-10-05 13:40:00+00:00,27972.26,2023-10-05 13:45:00+00:00,27898.355,SL_LOCAL_RANGE,-1.7210409169655545
development,2023-10-05,1,2023-10-05 13:40:00+00:00,OPPOSITE_BREAK,F85,D10,0.85,0.75,27996.895,27947.625,28070.8,1.4999999999999631,True,2023-10-05 13:40:00+00:00,27996.895,2023-10-05 13:40:00+00:00,27947.625,SL_FILL_5M_CONSERVATIVE,-1.2799190053039862
development,2023-10-05,1,2023-10-05 13:40:00+00:00,OPPOSITE_BREAK,F85,D15,0.85,0.7,27996.895,27922.989999999998,28070.8,0.9999999999999508,True,2023-10-05 13:40:00+00:00,27996.895,2023-10-05 13:40:00+00:00,27922.989999999998,SL_FILL_5M_CONSERVATIVE,-1.719878507956007
development,2023-10-05,2,2023-10-05 14:20:00+00:00,OPPOSITE_BREAK,F75,D10,0.75,0.65,27947.625,27898.355,28070.8,2.499999999999963,True,2023-10-05 14:35:00+00:00,27947.625,2023-10-05 15:00:00+00:00,27898.355,SL_LOCAL_RANGE,-1.2814702501554471
development,2023-10-05,2,2023-10-05 14:20:00+00:00,OPPOSITE_BREAK,F75,D15,0.75,0.6,27947.625,27873.719999999998,28070.8,1.666666666666601,True,2023-10-05 14:35:00+00:00,27947.625,2023-10-05 15:00:00+00:00,27873.719999999998,SL_LOCAL_RANGE,-1.7222053752331985
