date_wib,decision_t_utc,evidence_class,status,snapshot_recorded_at_utc,snapshot_data_max_ts_utc,model_fingerprint_sha256,entry_open,p_buy,p_neutral,p_sell,g1_predicted,frozen_sell_prior,point_sell_lift,weekly_mean_p_sell_168h,weekly_sell_health,g7_diagnostic_weight,shadow_direction,shadow_policy,settled_at_utc,parent_reason,parent_pnl,parent_mfe_pct,parent_mae_pct,a52_act,fastmr_act,runner_recovery,final_layer,a511_pnl,a511_win,g0_label,g0_label_reason,g0_first_hit_min
2026-09-22,2026-09-21 23:00:00+00:00,TRUE_FORWARD,PENDING_SETTLEMENT,2026-09-22 01:27:37.802105+00:00,2026-09-21 22:55:00+00:00,4b3227c5b8a2d4636725f6e079d4c6e2d0948f1f1627e93919f6ebfa3f59dc83,86419.2,0.4746500740134394,0.03366088130022293,0.4916890446863375,SELL_COMPATIBLE,0.4411259869550292,1.1146227137519853,0.43503239238928754,-0.006093594565741656,0.9861862716186728,SELL,FROZEN_A5.11_ALWAYS_PAPER_SELL__REGIME_TELEMETRY_ONLY,,,,,,,,,,,,,,
