character_rule,dev_lb,dev_hold,dev_n,dev_wr,dev_net,dev_exp,dev_pf,dev_dd,dev_ls,dev_H1_exp,dev_H1_pf,dev_H2_exp,dev_H2_pf,dev_positive_anchors,test_2023_opened
DRIVE_UP__STR_B40_60,180,480,62,0.5967741935483871,171.49265792715514,2.7660106117283085,2.014294791880181,71.73940896399088,6,3.1561453584159107,2.3683228236387652,2.519609719083506,1.8419537605686165,4,False
