partition,f75_fills,h2_count,h2_rate,close_break_count,close_break_rate_given_h2,close_break_rate_all_fills,max_high_ext_p25,max_high_ext_p50,max_high_ext_p75,max_high_ext_p90,max_close_ext_p25,max_close_ext_p50,max_close_ext_p75,max_close_ext_p90
external,42,31,0.7380952380952381,30,0.967741935483871,0.7142857142857143,0.37667498272461897,0.6173677069199444,1.2627336430340654,2.5031746031746094,0.2901627721996203,0.5371530886302589,1.0136993336384634,2.3972222222222253
development,65,48,0.7384615384615385,43,0.8958333333333334,0.6615384615384615,0.3326169330713835,0.6853213862526778,1.0853382523627966,1.670590475299399,0.1170882625380309,0.5133205471305362,0.9610908332327457,1.3651915509259225
reference_validation,31,22,0.7096774193548387,22,1.0,0.7096774193548387,0.2574984559038661,0.505323863873842,1.152791624090515,1.9181632491747511,0.1589976376204037,0.44130426961007446,1.001690533799828,1.837987688500405
august,2,1,0.5,1,1.0,0.5,0.5847869602516386,0.5847869602516386,0.5847869602516386,0.5847869602516386,0.4213611667143234,0.4213611667143234,0.4213611667143234,0.4213611667143234
