role,partition,dev_block,execution_start,episode_class,loss_class,parent_pnl,h2_recovery_pnl,episode_pnl,h2_exit_reason,h2_entry_ts,h2_exit_ts,post_exit_reclaim,reclaim_ts,reclaim_min,closes_le_H_before_reclaim,min_close_R_before_reclaim,max_adverse_R_before_reclaim,target_after_h2_exit,target_after_h2_exit_min,target_after_causal_reclaim,reclaim_to_target_min
CENTRAL,development,0.0,2022-03-08 18:00:00+00:00,H2_ECONOMIC_RESCUE,L4_BREAK_FAIL_30M,-1.185255422543552,7.277468294417444,6.092212871873892,TARGET,2022-03-09 02:25:00+00:00,2022-03-09 03:20:00+00:00,True,2022-03-09 03:20:00+00:00,0.0,0,0.38110749185667714,0.0,True,0.0,True,5.0
CENTRAL,development,0.0,2022-03-18 18:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L1_NEVER_BREAK_TIME,-13.649658758531023,4.604051565377465,-9.045607193153558,TIME,2022-03-19 14:30:00+00:00,2022-03-19 17:50:00+00:00,True,2022-03-19 17:50:00+00:00,0.0,0,0.12212643678160824,0.0,False,,False,
CENTRAL,development,0.0,2022-03-21 18:00:00+00:00,H2_ECONOMIC_RESCUE,L4_BREAK_FAIL_30M,-0.2219755826858849,6.015538290788047,5.793562708102162,TARGET,2022-03-22 07:00:00+00:00,2022-03-22 08:45:00+00:00,True,2022-03-22 08:45:00+00:00,0.0,0,0.435424354243546,0.0,True,0.0,True,5.0
CENTRAL,development,0.0,2022-03-24 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L5_BREAK_FAIL_LATE,-0.2433563710697583,0.04867127421392947,-0.19468509685582883,FAILED_BREAK,2022-03-24 22:25:00+00:00,2022-03-24 22:50:00+00:00,True,2022-03-25 01:25:00+00:00,155.0,31,-0.6013745704467331,0.6563573883161524,True,160.0,True,5.0
CENTRAL,development,0.0,2022-04-03 18:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L2_BREAK_FAST_FAIL_5M,-0.1087035292412497,-10.689180375389572,-10.797883904630822,TIME,2022-04-04 07:40:00+00:00,2022-04-04 10:10:00+00:00,False,,,1,-0.7412060301507547,0.8894472361809056,False,,False,
CENTRAL,development,0.0,2022-04-04 18:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L2_BREAK_FAST_FAIL_5M,-1.345794392523414,-0.7850467289720053,-2.1308411214954193,FAILED_BREAK,2022-04-05 04:10:00+00:00,2022-04-05 05:15:00+00:00,True,2022-04-05 11:15:00+00:00,360.0,72,-0.25062034739454214,0.31513647642679793,False,,False,
CENTRAL,development,0.0,2022-04-06 18:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L2_BREAK_FAST_FAIL_5M,-5.653739844208028,-22.740598040036865,-28.39433788424489,REFERENCE_INVALIDATION,2022-04-06 19:00:00+00:00,2022-04-06 23:45:00+00:00,False,,,77,-1.5759999999999992,1.722,False,,False,
CENTRAL,development,0.0,2022-04-07 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L2_BREAK_FAST_FAIL_5M,-1.8718625031906575,-0.21271164808983611,-2.084574151280494,FAILED_BREAK,2022-04-07 18:50:00+00:00,2022-04-07 19:05:00+00:00,True,2022-04-07 19:05:00+00:00,0.0,0,0.03577512776831236,0.05451448040885982,True,250.0,True,250.0
CENTRAL,development,0.0,2022-04-10 18:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L5_BREAK_FAIL_LATE,-0.1305823974928066,-0.13058239749280665,-0.26116479498561324,FAILED_BREAK,2022-04-10 19:20:00+00:00,2022-04-10 20:20:00+00:00,True,2022-04-10 20:20:00+00:00,0.0,0,0.00464037122969745,0.037122969837589496,False,,False,
CENTRAL,development,0.0,2022-04-13 18:00:00+00:00,H2_ECONOMIC_RESCUE,L5_BREAK_FAIL_LATE,-0.8021138057940913,6.624516372558231,5.82240256676414,TARGET,2022-04-14 04:05:00+00:00,2022-04-14 04:30:00+00:00,True,2022-04-14 04:30:00+00:00,0.0,0,0.33903133903133786,0.0,True,0.0,True,5.0
CENTRAL,development,0.0,2022-04-18 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L3_BREAK_FAST_FAIL_10M,-0.3459181656454424,-0.3459181656454424,-0.6918363312908848,FAILED_BREAK,2022-04-18 19:55:00+00:00,2022-04-18 20:25:00+00:00,True,2022-04-18 20:25:00+00:00,0.0,0,0.03597122302158067,0.01678657074340704,True,220.0,True,220.0
CENTRAL,development,0.0,2022-05-09 18:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L1_NEVER_BREAK_TIME,-5.783166109253058,-3.623188405797173,-9.40635451505023,FAILED_BREAK,2022-05-10 06:15:00+00:00,2022-05-10 06:55:00+00:00,True,2022-05-10 12:15:00+00:00,320.0,64,-0.45743145743145724,0.4935064935064933,False,,False,
CENTRAL,development,0.0,2022-05-15 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L4_BREAK_FAIL_30M,-0.1825483753195023,-4.381161007667056,-4.563709382986558,FAILED_BREAK,2022-05-15 19:15:00+00:00,2022-05-15 19:30:00+00:00,True,2022-05-15 19:45:00+00:00,15.0,3,-0.12595419847328157,0.19465648854961723,True,40.0,True,25.0
CENTRAL,development,0.0,2022-05-16 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L3_BREAK_FAST_FAIL_10M,-0.9110787172011968,-2.3688046647230565,-3.2798833819242534,FAILED_BREAK,2022-05-16 20:55:00+00:00,2022-05-16 21:55:00+00:00,True,2022-05-16 21:55:00+00:00,0.0,0,0.025974025974025376,0.09090909090909112,True,360.0,True,360.0
CENTRAL,development,0.0,2022-06-02 18:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L2_BREAK_FAST_FAIL_5M,-1.818622696411254,-1.5761396702231312,-3.394762366634385,FAILED_BREAK,2022-06-02 23:25:00+00:00,2022-06-02 23:35:00+00:00,True,2022-06-03 01:50:00+00:00,135.0,27,-0.5984848484848476,0.6363636363636387,False,,False,
CENTRAL,development,0.0,2022-06-07 18:00:00+00:00,H2_ECONOMIC_RESCUE,L2_BREAK_FAST_FAIL_5M,-0.6306760847628046,6.0040363269424635,5.373360242179659,TARGET,2022-06-07 19:00:00+00:00,2022-06-07 19:35:00+00:00,True,2022-06-07 19:35:00+00:00,0.0,0,0.663865546218488,0.0,True,0.0,True,5.0
CENTRAL,development,0.0,2022-06-13 18:00:00+00:00,H2_ECONOMIC_RESCUE,L2_BREAK_FAST_FAIL_5M,-0.3389830508474523,22.16949152542369,21.830508474576238,TARGET,2022-06-14 05:15:00+00:00,2022-06-14 05:20:00+00:00,True,2022-06-14 05:20:00+00:00,0.0,0,0.21406727828746155,0.0,True,0.0,True,30.0
CENTRAL,development,0.0,2022-06-17 18:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L4_BREAK_FAIL_30M,-0.1570351758793942,-16.802763819095457,-16.95979899497485,REFERENCE_INVALIDATION,2022-06-17 18:40:00+00:00,2022-06-17 23:55:00+00:00,False,,,79,-1.8761904761904737,2.0095238095238077,False,,False,
CENTRAL,development,0.0,2022-06-25 18:00:00+00:00,H2_ECONOMIC_RESCUE,L2_BREAK_FAST_FAIL_5M,-2.207505518763808,5.150846210448923,2.9433406916851146,TARGET,2022-06-25 21:05:00+00:00,2022-06-25 21:10:00+00:00,True,2022-06-25 21:10:00+00:00,0.0,0,0.5999999999999931,0.019047619047621943,True,0.0,True,5.0
CENTRAL,development,0.0,2022-06-26 18:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L3_BREAK_FAST_FAIL_10M,-0.4847309743092332,-2.1812893843916603,-2.6660203587008935,TIME,2022-06-27 08:55:00+00:00,2022-06-27 08:55:00+00:00,False,,,1,-0.13043478260869584,0.25362318840579895,False,,False,
CENTRAL,development,1.0,2022-07-03 18:00:00+00:00,H2_ECONOMIC_RESCUE,L3_BREAK_FAST_FAIL_10M,-1.2198841110094285,4.086611771881632,2.866727660872203,TARGET,2022-07-03 18:55:00+00:00,2022-07-03 19:30:00+00:00,True,2022-07-03 19:30:00+00:00,0.0,0,0.373134328358208,0.0,True,0.0,True,5.0
CENTRAL,development,1.0,2022-07-04 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L2_BREAK_FAST_FAIL_5M,-0.7114399544678185,-1.4228799089356925,-2.134319863403511,FAILED_BREAK,2022-07-04 21:05:00+00:00,2022-07-04 21:30:00+00:00,True,2022-07-04 21:30:00+00:00,0.0,0,0.0071942446043151125,0.08633093525179669,True,5.0,True,5.0
CENTRAL,development,1.0,2022-07-07 18:00:00+00:00,H2_ECONOMIC_RESCUE,L2_BREAK_FAST_FAIL_5M,-0.7686395080707675,8.250064053292316,7.481424545221548,TARGET,2022-07-08 01:25:00+00:00,2022-07-08 01:30:00+00:00,True,2022-07-08 01:30:00+00:00,0.0,0,0.16770186335403486,0.0,True,0.0,False,
CENTRAL,development,1.0,2022-07-08 18:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L4_BREAK_FAIL_30M,-2.692998204667896,-0.2564760194921911,-2.9494742241600873,FAILED_BREAK,2022-07-08 19:10:00+00:00,2022-07-08 19:25:00+00:00,True,2022-07-08 19:25:00+00:00,0.0,0,0.007843137254900387,0.04705882352941347,False,,False,
CENTRAL,development,1.0,2022-07-10 18:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L3_BREAK_FAST_FAIL_10M,-0.1344086021505819,-1.0752688172043778,-1.2096774193549598,FAILED_BREAK,2022-07-10 21:00:00+00:00,2022-07-10 21:50:00+00:00,False,,,124,-2.3958333333333357,2.552083333333334,False,,False,
CENTRAL,development,1.0,2022-07-13 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L2_BREAK_FAST_FAIL_5M,-1.611013473930889,-1.7574692442882123,-3.3684827182191013,FAILED_BREAK,2022-07-13 22:15:00+00:00,2022-07-13 22:40:00+00:00,True,2022-07-13 22:50:00+00:00,10.0,2,-0.060439560439560114,0.07692307692307722,True,35.0,True,25.0
CENTRAL,development,1.0,2022-07-14 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L4_BREAK_FAIL_30M,-1.2288367012561197,0.0,-1.2288367012561197,FAILED_BREAK,2022-07-14 20:10:00+00:00,2022-07-14 21:30:00+00:00,True,2022-07-14 21:30:00+00:00,0.0,0,0.14675767918088728,0.006825938566551543,True,270.0,True,270.0
CENTRAL,development,1.0,2022-07-21 18:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L2_BREAK_FAST_FAIL_5M,-0.5723443223442648,-3.319597069597058,-3.8919413919413226,FAILED_BREAK,2022-07-21 19:55:00+00:00,2022-07-21 20:20:00+00:00,False,,,132,-0.47368421052631604,0.56140350877193,False,,False,
CENTRAL,development,1.0,2022-07-26 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L2_BREAK_FAST_FAIL_5M,-2.518186905428099,-0.2797985450476159,-2.797985450475715,FAILED_BREAK,2022-07-26 22:15:00+00:00,2022-07-26 23:35:00+00:00,True,2022-07-26 23:35:00+00:00,0.0,0,0.40229885057471215,0.03448275862069078,True,0.0,True,5.0
CENTRAL,development,1.0,2022-07-28 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L5_BREAK_FAIL_LATE,-0.1163873370577106,-4.888268156424624,-5.004655493482335,FAILED_BREAK,2022-07-28 23:55:00+00:00,2022-07-29 00:20:00+00:00,True,2022-07-29 01:00:00+00:00,40.0,8,-0.12244897959183723,0.1661807580174928,True,375.0,True,335.0
CENTRAL,development,1.0,2022-08-06 18:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L5_BREAK_FAIL_LATE,-0.8620689655172709,-0.6157635467980982,-1.477832512315369,FAILED_BREAK,2022-08-06 20:40:00+00:00,2022-08-06 22:20:00+00:00,False,,,120,-1.7142857142857078,1.8831168831168792,False,,False,
CENTRAL,development,1.0,2022-08-21 18:00:00+00:00,H2_ECONOMIC_RESCUE,L2_BREAK_FAST_FAIL_5M,-3.010399562123678,5.418719211822687,2.408319649699009,TARGET,2022-08-21 21:10:00+00:00,2022-08-21 21:20:00+00:00,True,2022-08-21 21:20:00+00:00,0.0,0,0.4242424242424251,0.0,True,0.0,True,5.0
CENTRAL,development,1.0,2022-09-01 18:00:00+00:00,H2_ECONOMIC_RESCUE,L2_BREAK_FAST_FAIL_5M,-0.8012820512820484,5.320512820512824,4.519230769230775,TARGET,2022-09-02 02:45:00+00:00,2022-09-02 03:00:00+00:00,True,2022-09-02 03:00:00+00:00,0.0,0,0.5060240963855452,0.0,True,0.0,True,5.0
CENTRAL,development,1.0,2022-09-04 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L2_BREAK_FAST_FAIL_5M,0.0,-0.939849624060185,-0.939849624060185,FAILED_BREAK,2022-09-04 22:20:00+00:00,2022-09-04 22:50:00+00:00,True,2022-09-04 23:25:00+00:00,35.0,7,-0.14285714285714285,0.16326530612245208,True,65.0,True,30.0
CENTRAL,development,1.0,2022-09-05 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L3_BREAK_FAST_FAIL_10M,-0.3124023742580584,-0.4686035613870043,-0.7810059356450627,FAILED_BREAK,2022-09-05 21:40:00+00:00,2022-09-05 21:50:00+00:00,True,2022-09-05 21:50:00+00:00,0.0,0,0.12500000000000902,0.04687499999999644,True,110.0,True,110.0
CENTRAL,development,1.0,2022-09-10 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L5_BREAK_FAIL_LATE,-0.1436368859523695,-0.5745475438092562,-0.7181844297616258,FAILED_BREAK,2022-09-10 21:00:00+00:00,2022-09-10 21:15:00+00:00,True,2022-09-10 21:45:00+00:00,30.0,6,-0.25925925925926074,0.2962962962963036,True,35.0,True,5.0
CENTRAL,development,1.0,2022-09-11 18:00:00+00:00,H2_ECONOMIC_RESCUE,L2_BREAK_FAST_FAIL_5M,-2.637423653525872,7.551360355358194,4.913936701832322,TARGET,2022-09-12 08:55:00+00:00,2022-09-12 09:30:00+00:00,True,2022-09-12 09:30:00+00:00,0.0,0,0.40441176470587836,0.0,True,0.0,True,5.0
CENTRAL,development,1.0,2022-09-19 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L2_BREAK_FAST_FAIL_5M,-1.230769230769202,-0.15384615384611555,-1.3846153846153175,FAILED_BREAK,2022-09-20 01:25:00+00:00,2022-09-20 01:40:00+00:00,True,2022-09-20 02:25:00+00:00,45.0,9,-0.1058823529411803,0.12941176470588148,False,,False,
CENTRAL,development,1.0,2022-09-26 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L3_BREAK_FAST_FAIL_10M,-0.5986231667165498,0.0,-0.5986231667165498,FAILED_BREAK,2022-09-26 21:00:00+00:00,2022-09-26 21:25:00+00:00,True,2022-09-26 21:25:00+00:00,0.0,0,0.08108108108108471,0.1486486486486489,True,70.0,True,70.0
CENTRAL,development,1.0,2022-10-05 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L5_BREAK_FAIL_LATE,0.0,-0.440658049353726,-0.440658049353726,FAILED_BREAK,2022-10-05 22:50:00+00:00,2022-10-06 00:00:00+00:00,True,2022-10-06 00:00:00+00:00,0.0,0,0.06741573033708116,0.044943820224718115,True,10.0,True,10.0
CENTRAL,development,1.0,2022-10-07 18:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L2_BREAK_FAST_FAIL_5M,-0.1512401693890552,-0.15124016938905527,-0.3024803387781105,FAILED_BREAK,2022-10-07 21:55:00+00:00,2022-10-07 23:05:00+00:00,False,,,127,-0.6956521739130429,0.7608695652173931,False,,False,
CENTRAL,development,1.0,2022-10-21 18:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L2_BREAK_FAST_FAIL_5M,-1.0714285714285563,-0.8928571428571397,-1.964285714285696,FAILED_BREAK,2022-10-21 19:00:00+00:00,2022-10-21 21:40:00+00:00,True,2022-10-21 21:45:00+00:00,5.0,1,-0.07777777777777822,0.16666666666666535,False,,False,
CENTRAL,development,1.0,2022-10-28 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L3_BREAK_FAST_FAIL_10M,-1.0839269123567583,0.0,-1.0839269123567583,FAILED_BREAK,2022-10-28 20:40:00+00:00,2022-10-28 21:05:00+00:00,True,2022-10-28 21:10:00+00:00,5.0,1,0.0,0.024844720496893888,True,410.0,True,405.0
CENTRAL,development,1.0,2022-11-04 18:00:00+00:00,H2_ECONOMIC_RESCUE,L2_BREAK_FAST_FAIL_5M,-2.6462805057336225,7.821229050279266,5.174948544545643,TARGET,2022-11-05 00:30:00+00:00,2022-11-05 00:50:00+00:00,True,2022-11-05 00:50:00+00:00,0.0,0,0.3834586466165457,0.0,True,0.0,True,5.0
CENTRAL,development,1.0,2022-11-14 18:00:00+00:00,H2_ECONOMIC_RESCUE,L1_NEVER_BREAK_TIME,-15.795320419357106,16.70485315559267,0.9095327362355636,TARGET,2022-11-15 07:10:00+00:00,2022-11-15 08:50:00+00:00,True,2022-11-15 08:50:00+00:00,0.0,0,0.3092269326683288,0.0,True,0.0,True,5.0
CENTRAL,development,1.0,2022-11-25 18:00:00+00:00,H2_ECONOMIC_RESCUE,L4_BREAK_FAIL_30M,-0.2810172825628565,4.32766615146829,4.046648868905434,TARGET,2022-11-25 21:00:00+00:00,2022-11-26 00:35:00+00:00,True,2022-11-26 00:35:00+00:00,0.0,0,0.5032467532467515,0.09415584415584395,True,0.0,True,5.0
CENTRAL,development,1.0,2022-11-28 18:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L4_BREAK_FAIL_30M,-1.0501919316288633,-0.21728108930252343,-1.2674730209313867,FAILED_BREAK,2022-11-29 08:35:00+00:00,2022-11-29 09:15:00+00:00,False,,,99,-0.6584766584766579,0.676904176904177,False,,False,
CENTRAL,development,1.0,2022-12-15 18:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L4_BREAK_FAIL_30M,-0.2825257804774383,-0.8122616188727116,-1.09478739935015,FAILED_BREAK,2022-12-15 21:00:00+00:00,2022-12-16 02:45:00+00:00,False,,,71,-0.8541666666666614,0.8611111111111082,False,,False,
CENTRAL,development,1.0,2022-12-19 18:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L5_BREAK_FAIL_LATE,-0.48709206039943,-1.2177301509985194,-1.7048222113979494,FAILED_BREAK,2022-12-20 14:55:00+00:00,2022-12-20 16:10:00+00:00,False,,,16,-0.37990196078431265,0.38725490196078355,False,,False,
CENTRAL,development,1.0,2022-12-22 18:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L0_NEVER_BREAK_REFERENCE_INVALIDATION,-14.170545212765951,-0.0831117021277139,-14.253656914893664,FAILED_BREAK,2022-12-23 02:55:00+00:00,2022-12-23 03:35:00+00:00,True,2022-12-23 03:35:00+00:00,0.0,0,0.02167182662538596,0.006191950464398345,False,,False,
CENTRAL,development,1.0,2022-12-24 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L4_BREAK_FAIL_30M,-0.0874125874125164,-0.3933566433566571,-0.4807692307691735,FAILED_BREAK,2022-12-24 21:25:00+00:00,2022-12-24 21:35:00+00:00,True,2022-12-25 00:15:00+00:00,160.0,32,-0.5620915032679806,0.6666666666666744,True,520.0,True,360.0
CENTRAL,development,2.0,2023-01-02 18:00:00+00:00,H2_ECONOMIC_RESCUE,L4_BREAK_FAIL_30M,-1.8248175182482007,3.2045575930211845,1.3797400747729838,TARGET,2023-01-02 20:20:00+00:00,2023-01-02 20:40:00+00:00,True,2023-01-02 20:40:00+00:00,0.0,0,0.5055555555555525,0.0,True,0.0,True,5.0
CENTRAL,development,2.0,2023-01-03 18:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L1_NEVER_BREAK_TIME,-9.186540817061717,-3.314359824194757,-12.500900641256473,FAILED_BREAK,2023-01-04 07:00:00+00:00,2023-01-04 07:10:00+00:00,True,2023-01-04 07:30:00+00:00,20.0,4,-0.07091097308488543,0.0910973084886129,False,,False,
CENTRAL,development,2.0,2023-01-05 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L2_BREAK_FAST_FAIL_5M,-0.261291526689078,-2.7995520716684874,-3.0608435983575655,FAILED_BREAK,2023-01-05 23:45:00+00:00,2023-01-06 00:05:00+00:00,True,2023-01-06 00:30:00+00:00,25.0,5,-0.2690217391304351,0.33967391304347794,True,40.0,True,15.0
CENTRAL,development,2.0,2023-01-06 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L2_BREAK_FAST_FAIL_5M,-0.8270676691729539,-0.4887218045112607,-1.3157894736842146,FAILED_BREAK,2023-01-06 19:20:00+00:00,2023-01-06 19:30:00+00:00,True,2023-01-06 19:35:00+00:00,5.0,1,-0.012195121951221416,0.04878048780488133,True,225.0,True,220.0
CENTRAL,development,2.0,2023-01-08 18:00:00+00:00,H2_ECONOMIC_RESCUE,L2_BREAK_FAST_FAIL_5M,-1.07650351657812,6.975742787426409,5.899239270848289,TARGET,2023-01-08 23:40:00+00:00,2023-01-08 23:55:00+00:00,True,2023-01-08 23:55:00+00:00,0.0,0,1.0925925925925963,0.0,True,0.0,True,5.0
CENTRAL,development,2.0,2023-01-15 18:00:00+00:00,H2_ECONOMIC_RESCUE,L3_BREAK_FAST_FAIL_10M,-3.158070857907702,7.353494792320281,4.195423934412579,TARGET,2023-01-16 06:40:00+00:00,2023-01-16 06:45:00+00:00,True,2023-01-16 06:45:00+00:00,0.0,0,0.6382252559726952,0.0,True,0.0,True,5.0
CENTRAL,development,2.0,2023-02-07 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L0_NEVER_BREAK_REFERENCE_INVALIDATION,-21.43459915611812,-1.1392405063290756,-22.5738396624472,FAILED_BREAK,2023-02-07 21:05:00+00:00,2023-02-07 23:00:00+00:00,True,2023-02-07 23:00:00+00:00,0.0,0,0.049060542797495485,0.06263048016701338,True,95.0,True,95.0
CENTRAL,development,2.0,2023-02-19 18:00:00+00:00,H2_ECONOMIC_RESCUE,L3_BREAK_FAST_FAIL_10M,-1.613792017633564,11.068251594111622,9.454459576478058,TARGET,2023-02-19 22:50:00+00:00,2023-02-20 02:50:00+00:00,True,2023-02-20 02:50:00+00:00,0.0,0,0.27169274537695715,0.0,True,0.0,True,10.0
CENTRAL,development,2.0,2023-02-21 18:00:00+00:00,RESIDUAL_TRUE_FAILURE_PROXY,L2_BREAK_FAST_FAIL_5M,-1.119886832488537,-15.46229714330627,-16.582183975794806,REFERENCE_INVALIDATION,2023-02-21 18:45:00+00:00,2023-02-21 21:30:00+00:00,False,,,104,-1.9852348993288602,2.186577181208053,False,,False,
CENTRAL,development,2.0,2023-02-25 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L2_BREAK_FAST_FAIL_5M,-0.0663305916688838,-0.4200937472362831,-0.4864243389051669,FAILED_BREAK,2023-02-26 05:40:00+00:00,2023-02-26 05:55:00+00:00,True,2023-02-26 06:45:00+00:00,50.0,10,-0.24396135265700175,0.2753623188405806,True,105.0,True,55.0
CENTRAL,development,2.0,2023-03-11 18:00:00+00:00,RESIDUAL_LATENT_RECOVERABLE,L2_BREAK_FAST_FAIL_5M,-1.2988479783148654,-0.8470747684661828,-2.145922746781048,FAILED_BREAK,2023-03-11 18:20:00+00:00,2023-03-11 19:10:00+00:00,True,2023-03-11 19:25:00+00:00,15.0,3,-0.07452574525745223,0.13008130081300834,True,50.0,True,35.0
