n,wins,wr,pf,expectancy,net,max_ls,partition,side,exec_min,ref_min,horizon_min,entry_f,target_ext,stop_f,stress_bps,targets,stops,time_exits,config_id,execution_utc,entry,target,positive
58,35,0.603448275862069,0.8527588544428591,-0.21329638574590834,-12.371190373262683,3,development,LONG,300,300,360,0.8,0.05,0.35,0.0,30,10,18,LONG|E0300|R300|X360|F0.80|T0.05|S0.35,05:00,F80,E05,False
36,27,0.75,5.476666454643739,2.142959302883575,77.1465349038087,3,external,LONG,300,300,360,0.8,0.05,0.35,0.0,26,3,7,LONG|E0300|R300|X360|F0.80|T0.05|S0.35,05:00,F80,E05,True
28,19,0.6785714285714286,0.9288782592619812,-0.09822517634889945,-2.7503049377691844,2,reference_validation,LONG,300,300,360,0.8,0.05,0.35,0.0,15,6,7,LONG|E0300|R300|X360|F0.80|T0.05|S0.35,05:00,F80,E05,False
58,35,0.603448275862069,1.0199528388936592,0.028904070294238762,1.6764360770658482,3,development,LONG,300,300,360,0.8,0.1,0.35,0.0,29,10,19,LONG|E0300|R300|X360|F0.80|T0.10|S0.35,05:00,F80,E10,False
36,25,0.6944444444444444,5.649574594553602,2.4438111371076214,87.97720093587438,3,external,LONG,300,300,360,0.8,0.1,0.35,0.0,24,3,9,LONG|E0300|R300|X360|F0.80|T0.10|S0.35,05:00,F80,E10,True
28,19,0.6785714285714286,1.1055199064195158,0.14573197040487715,4.08049517133656,2,reference_validation,LONG,300,300,360,0.8,0.1,0.35,0.0,15,6,7,LONG|E0300|R300|X360|F0.80|T0.10|S0.35,05:00,F80,E10,True
58,34,0.5862068965517241,1.1552668418681173,0.22554976521459483,13.0818863824465,4,development,LONG,300,300,360,0.8,0.15,0.35,0.0,28,10,20,LONG|E0300|R300|X360|F0.80|T0.15|S0.35,05:00,F80,E15,True
36,21,0.5833333333333334,1.7624491944650933,1.0982999690586197,39.53879888611031,4,external,LONG,300,300,360,0.8,0.15,0.35,0.0,18,5,13,LONG|E0300|R300|X360|F0.80|T0.15|S0.35,05:00,F80,E15,True
28,19,0.6785714285714286,1.2306223249022015,0.31850905642137367,8.918253579798463,2,reference_validation,LONG,300,300,360,0.8,0.15,0.35,0.0,13,6,9,LONG|E0300|R300|X360|F0.80|T0.15|S0.35,05:00,F80,E15,True
58,34,0.5862068965517241,1.2799315404348925,0.40664505351940666,23.585413104125585,4,development,LONG,300,300,360,0.8,0.2,0.35,0.0,26,10,22,LONG|E0300|R300|X360|F0.80|T0.20|S0.35,05:00,F80,E20,True
36,20,0.5555555555555556,1.726844398049505,1.0893252170890515,39.21570781520585,4,external,LONG,300,300,360,0.8,0.2,0.35,0.0,16,5,15,LONG|E0300|R300|X360|F0.80|T0.20|S0.35,05:00,F80,E20,True
28,19,0.6785714285714286,1.3805371242692166,0.5255541519481675,14.715516254548689,2,reference_validation,LONG,300,300,360,0.8,0.2,0.35,0.0,13,6,9,LONG|E0300|R300|X360|F0.80|T0.20|S0.35,05:00,F80,E20,True
58,34,0.5862068965517241,1.4280591143618764,0.6218238973669364,36.065786047282316,4,development,LONG,300,300,360,0.8,0.25,0.35,0.0,25,10,23,LONG|E0300|R300|X360|F0.80|T0.25|S0.35,05:00,F80,E25,True
36,20,0.5555555555555556,1.9365810276630295,1.4036585189599655,50.531706682558756,4,external,LONG,300,300,360,0.8,0.25,0.35,0.0,16,5,15,LONG|E0300|R300|X360|F0.80|T0.25|S0.35,05:00,F80,E25,True
28,19,0.6785714285714286,1.53045192363624,0.7325992474749731,20.512778929299245,2,reference_validation,LONG,300,300,360,0.8,0.25,0.35,0.0,13,6,9,LONG|E0300|R300|X360|F0.80|T0.25|S0.35,05:00,F80,E25,True
58,33,0.5689655172413793,1.378658857813715,0.5519802886564882,32.01485674207631,4,development,LONG,300,300,360,0.8,0.3,0.35,0.0,20,10,28,LONG|E0300|R300|X360|F0.80|T0.30|S0.35,05:00,F80,E30,True
36,20,0.5555555555555556,2.1141078403021596,1.6697188122444675,60.10987724080083,4,external,LONG,300,300,360,0.8,0.3,0.35,0.0,15,5,16,LONG|E0300|R300|X360|F0.80|T0.30|S0.35,05:00,F80,E30,True
28,18,0.6428571428571429,1.518192077656603,0.7232687380670448,20.251524665877255,2,reference_validation,LONG,300,300,360,0.8,0.3,0.35,0.0,11,6,11,LONG|E0300|R300|X360|F0.80|T0.30|S0.35,05:00,F80,E30,True
58,33,0.5689655172413793,1.4310112383954101,0.6282956357004881,36.44114687062831,4,development,LONG,300,300,360,0.8,0.35,0.35,0.0,18,10,30,LONG|E0300|R300|X360|F0.80|T0.35|S0.35,05:00,F80,E35,True
36,20,0.5555555555555556,2.2943893348590163,1.9399075606509877,69.83667218343555,4,external,LONG,300,300,360,0.8,0.35,0.35,0.0,15,5,16,LONG|E0300|R300|X360|F0.80|T0.35|S0.35,05:00,F80,E35,True
28,18,0.6428571428571429,1.565309691699343,0.7890333429670954,22.09293360307867,2,reference_validation,LONG,300,300,360,0.8,0.35,0.35,0.0,10,6,12,LONG|E0300|R300|X360|F0.80|T0.35|S0.35,05:00,F80,E35,True
