partition,freshness,n,losses,loss_rate,median_delay_bars,wins,wr,pf,expectancy,net,max_ls
external,IMMEDIATE,24,7,0.2916666666666667,0.0,17,0.7083333333333334,1.7723276626117286,1.379155812441158,33.099739498587795,2
external,STALE,25,12,0.48,3.0,13,0.52,1.5346913877211137,1.0512786895826756,26.28196723956689,5
development,IMMEDIATE,22,9,0.4090909090909091,0.0,13,0.5909090909090909,0.8986401233514598,-0.3473425501094167,-7.6415361024071675,4
development,STALE,28,13,0.4642857142857143,2.5,15,0.5357142857142857,0.8737720128762124,-0.35029584475484254,-9.808283653135591,4
reference_validation,IMMEDIATE,9,1,0.1111111111111111,0.0,8,0.8888888888888888,12.201570846272281,4.173391625796835,37.560524632171514,1
reference_validation,STALE,15,9,0.6,2.0,6,0.4,0.6727400836817863,-1.0849187689056032,-16.27378153358405,4
POOLED_MAJOR,IMMEDIATE,55,17,0.3090909090909091,0.0,38,0.6909090909090909,1.5182443447733298,1.1457950550609477,63.01872802835213,4
POOLED_MAJOR,STALE,68,34,0.5,2.5,34,0.5,1.0011320517924043,0.0029397360712832537,0.19990205284726126,5
