role,partition,dev_block,execution_start,loss_class,visit_n,lane,H,L,R,parent_entry_ts,parent_exit_ts,parent_pnl,parent_pnl_5bps,recovery_entry_ts,recovery_entry_price,recovery_break_ts,recovery_exit_ts,recovery_exit_price,recovery_exit_reason,recovery_pnl,recovery_pnl_5bps,recovery_won,recovery_won_5bps,combined_episode_pnl,combined_episode_pnl_5bps,rescued,rescued_5bps
CENTRAL,development,1,2022-07-18 03:00:00+00:00,A17_PARENT_LOSS,2,REC_H2,40.69,38.46,2.229999999999997,2022-07-18 03:00:00+00:00,2022-07-18 03:15:00+00:00,-2.9491275497664504,-3.199127549766451,2022-07-18 03:20:00+00:00,40.69,2022-07-18 03:20:00+00:00,2022-07-18 03:35:00+00:00,40.68,FAILED_BREAK,-0.12288031457358128,-0.3728803145735813,False,False,-3.0720078643400317,-3.572007864340032,False,False
CENTRAL,development,1,2022-07-19 03:00:00+00:00,A17_PARENT_LOSS,2,REC_H2,46.2,39.77,6.43,2022-07-19 12:40:00+00:00,2022-07-19 14:20:00+00:00,-1.515151515151525,-1.765151515151525,2022-07-19 14:25:00+00:00,46.2,2022-07-19 14:25:00+00:00,2022-07-19 14:35:00+00:00,46.15,FAILED_BREAK,-0.5411255411255644,-0.7911255411255644,False,False,-2.0562770562770893,-2.5562770562770893,False,False
CENTRAL,development,1,2022-07-22 03:00:00+00:00,A17_PARENT_LOSS,2,REC_H2,44.06,42.52,1.5399999999999991,2022-07-22 09:15:00+00:00,2022-07-22 09:35:00+00:00,0.0,-0.25,2022-07-22 10:15:00+00:00,44.06,2022-07-22 11:55:00+00:00,2022-07-22 12:10:00+00:00,43.98,FAILED_BREAK,-0.9078529278257474,-1.1578529278257474,False,False,-0.9078529278257474,-1.4078529278257474,False,False
CENTRAL,development,1,2022-07-23 03:00:00+00:00,A17_PARENT_LOSS,2,REC_H2,41.48,40.07,1.4099999999999966,2022-07-23 04:30:00+00:00,2022-07-23 04:40:00+00:00,0.0,-0.25,2022-07-23 07:15:00+00:00,41.48,2022-07-23 07:25:00+00:00,2022-07-23 07:45:00+00:00,41.39,FAILED_BREAK,-1.084860173577562,-1.334860173577562,False,False,-1.084860173577562,-1.584860173577562,False,False
CENTRAL,development,1,2022-08-05 03:00:00+00:00,A17_PARENT_LOSS,2,REC_H2,39.75,38.13,1.6199999999999974,2022-08-05 03:15:00+00:00,2022-08-05 05:40:00+00:00,-0.37735849056602655,-0.6273584905660265,2022-08-05 16:50:00+00:00,39.75,2022-08-05 16:50:00+00:00,2022-08-05 17:35:00+00:00,39.83,TIME,1.0062893081760338,0.7562893081760338,True,True,0.6289308176100072,0.12893081761000724,True,True
CENTRAL,development,1,2022-08-06 03:00:00+00:00,A17_PARENT_LOSS,2,REC_H2,40.76,39.72,1.0399999999999991,2022-08-06 08:15:00+00:00,2022-08-06 08:25:00+00:00,-0.4906771344455052,-0.7406771344455052,2022-08-06 19:00:00+00:00,40.76,2022-08-06 19:00:00+00:00,2022-08-06 19:20:00+00:00,40.7,FAILED_BREAK,-0.7360157016682578,-0.9860157016682578,False,False,-1.226692836113763,-1.726692836113763,False,False
CENTRAL,development,1,2022-08-12 03:00:00+00:00,A17_PARENT_LOSS,2,REC_H2,43.65,42.19,1.4600000000000009,2022-08-12 09:25:00+00:00,2022-08-12 09:45:00+00:00,-0.3436426116838476,-0.5936426116838476,2022-08-12 09:50:00+00:00,43.65,2022-08-12 09:50:00+00:00,2022-08-12 10:00:00+00:00,43.31,FAILED_BREAK,-3.894616265750217,-4.1446162657502175,False,False,-4.238258877434065,-4.738258877434065,False,False
CENTRAL,development,1,2022-08-13 03:00:00+00:00,A17_PARENT_LOSS,2,REC_H2,47.78,44.28,3.5,2022-08-13 05:15:00+00:00,2022-08-13 05:30:00+00:00,-0.20929259104229825,-0.45929259104229825,2022-08-13 05:40:00+00:00,47.78,2022-08-13 05:50:00+00:00,2022-08-13 06:25:00+00:00,47.67,FAILED_BREAK,-1.1511092507325293,-1.4011092507325293,False,False,-1.3604018417748276,-1.8604018417748276,False,False
CENTRAL,development,1,2022-08-21 03:00:00+00:00,A17_PARENT_LOSS,2,REC_H2,35.66,34.15,1.509999999999998,2022-08-21 08:05:00+00:00,2022-08-21 08:30:00+00:00,-0.9814918676387396,-1.2314918676387396,2022-08-21 09:00:00+00:00,35.66,2022-08-21 09:05:00+00:00,2022-08-21 12:10:00+00:00,36.263999999999996,TARGET,8.468872686483442,8.218872686483442,True,True,7.487380818844702,6.987380818844702,True,True
CENTRAL,development,1,2022-08-23 03:00:00+00:00,A17_PARENT_LOSS,2,REC_H2,35.55,34.44,1.1099999999999994,2022-08-23 11:45:00+00:00,2022-08-23 12:20:00+00:00,-1.2658227848100778,-1.5158227848100778,2022-08-23 13:30:00+00:00,35.55,2022-08-23 13:50:00+00:00,2022-08-23 14:05:00+00:00,35.994,TARGET,6.244725738396628,5.994725738396628,True,True,4.97890295358655,4.47890295358655,True,True
CENTRAL,development,1,2022-08-25 03:00:00+00:00,A17_PARENT_LOSS,2,REC_H2,36.06,34.83,1.230000000000004,2022-08-25 06:30:00+00:00,2022-08-25 06:40:00+00:00,-1.386577925679422,-1.636577925679422,2022-08-25 07:40:00+00:00,36.06,2022-08-25 07:40:00+00:00,2022-08-25 09:15:00+00:00,36.06,FAILED_BREAK,0.0,-0.25,False,False,-1.386577925679422,-1.886577925679422,False,False
CENTRAL,development,1,2022-08-29 03:00:00+00:00,A17_PARENT_LOSS,2,REC_H2,31.87,29.9,1.9700000000000024,2022-08-29 14:05:00+00:00,2022-08-29 14:35:00+00:00,-0.3137747097584076,-0.5637747097584076,2022-08-29 15:30:00+00:00,31.87,2022-08-29 15:30:00+00:00,2022-08-29 15:45:00+00:00,31.73,FAILED_BREAK,-2.196422968308742,-2.4464229683087426,False,False,-2.5101976780671498,-3.01019767806715,False,False
CENTRAL,development,1,2022-08-30 03:00:00+00:00,A17_PARENT_LOSS,2,REC_H2,32.62,31.46,1.1599999999999966,2022-08-30 04:20:00+00:00,2022-08-30 05:50:00+00:00,-0.3065603923972371,-0.5565603923972371,2022-08-30 13:35:00+00:00,32.62,,2022-08-30 14:35:00+00:00,31.44,REFERENCE_INVALIDATION,-18.087063151440763,-18.337063151440763,False,False,-18.393623543838,-18.893623543838,False,False
