partition,date_utc,signal_ts,window_status,depth,depth_name,mode,H,L,range,entry_level,touch_bar_start,terminal_bar_start,session_end,confirmation_bar_start,entry_executed,entry_status,entry_ts,entry_px,entry_fraction_actual,partial_entry_bar,exit_ts,exit_px,exit_reason,net_pnl_usd,hold_minutes,mae_r,mfe_r
development,2022-12-29,2022-12-29 13:35:00+00:00,H2_ARRIVAL,0.7,F70,BLIND_NEXT_OPEN,1203.85,1189.58,14.269999999999982,1199.569,2022-12-29 14:05:00+00:00,2022-12-29 14:30:00+00:00,2022-12-29 20:00:00+00:00,2022-12-29 14:05:00+00:00,True,TOUCH,2022-12-29 14:10:00+00:00,1199.59,0.701471618780659,False,2022-12-29 15:05:00+00:00,1205.2769999999998,TP_E10,1.9703932176826204,55.0,0.01962158374211444,0.5255781359495452
development,2023-01-03,2023-01-03 14:35:00+00:00,H2_ARRIVAL,0.7,F70,BLIND_NEXT_OPEN,1218.2,1213.32,4.880000000000109,1216.736,,2023-01-03 14:40:00+00:00,2023-01-03 20:00:00+00:00,,False,NO_TOUCH,,,,False,,,NO_ENTRY,,,,
development,2023-01-09,2023-01-09 15:00:00+00:00,H2_ARRIVAL,0.7,F70,BLIND_NEXT_OPEN,1328.0,1307.5,20.5,1321.85,,2023-01-09 15:40:00+00:00,2023-01-09 20:00:00+00:00,,False,NO_TOUCH,,,,False,,,NO_ENTRY,,,,
development,2023-01-10,2023-01-10 14:10:00+00:00,H2_ARRIVAL,0.7,F70,BLIND_NEXT_OPEN,1336.27,1321.27,15.0,1331.77,2023-01-10 14:20:00+00:00,2023-01-10 14:30:00+00:00,2023-01-10 20:00:00+00:00,2023-01-10 14:20:00+00:00,True,TOUCH,2023-01-10 14:25:00+00:00,1330.66,0.6260000000000067,False,2023-01-10 15:10:00+00:00,1337.77,TP_E10,2.271606571175156,45.0,0.44400000000000545,0.6359999999999976
development,2023-01-18,2023-01-18 13:35:00+00:00,H2_ARRIVAL,0.7,F70,BLIND_NEXT_OPEN,1585.48,1570.81,14.670000000000073,1581.079,,2023-01-18 13:40:00+00:00,2023-01-18 20:00:00+00:00,,False,NO_TOUCH,,,,False,,,NO_ENTRY,,,,
development,2023-01-20,2023-01-20 14:45:00+00:00,H2_ARRIVAL,0.7,F70,BLIND_NEXT_OPEN,1562.7,1544.92,17.779999999999973,1557.366,,2023-01-20 15:00:00+00:00,2023-01-20 20:00:00+00:00,,False,NO_TOUCH,,,,False,,,NO_ENTRY,,,,
development,2023-01-26,2023-01-26 14:05:00+00:00,H2_ARRIVAL,0.7,F70,BLIND_NEXT_OPEN,1618.59,1591.25,27.33999999999992,1610.388,,2023-01-26 14:30:00+00:00,2023-01-26 20:00:00+00:00,,False,NO_TOUCH,,,,False,,,NO_ENTRY,,,,
development,2023-01-31,2023-01-31 13:35:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,0.7,F70,BLIND_NEXT_OPEN,1584.04,1565.1,18.94000000000005,1578.358,,,2023-01-31 20:00:00+00:00,,False,NO_TOUCH,,,,False,,,NO_ENTRY,,,,
development,2023-02-09,2023-02-09 14:30:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,0.7,F70,BLIND_NEXT_OPEN,1643.55,1625.44,18.1099999999999,1638.117,,,2023-02-09 20:00:00+00:00,,False,NO_TOUCH,,,,False,,,NO_ENTRY,,,,
development,2023-02-15,2023-02-15 18:50:00+00:00,H2_ARRIVAL,0.7,F70,BLIND_NEXT_OPEN,1595.0,1543.4,51.59999999999991,1579.52,,2023-02-15 19:10:00+00:00,2023-02-15 20:00:00+00:00,,False,NO_TOUCH,,,,False,,,NO_ENTRY,,,,
development,2023-02-28,2023-02-28 14:45:00+00:00,H2_ARRIVAL,0.7,F70,BLIND_NEXT_OPEN,1641.92,1615.6,26.320000000000164,1634.0240000000001,2023-02-28 14:55:00+00:00,2023-02-28 15:00:00+00:00,2023-02-28 20:00:00+00:00,2023-02-28 14:55:00+00:00,True,TOUCH,2023-02-28 15:00:00+00:00,1634.08,0.7021276595744644,False,2023-02-28 16:05:00+00:00,1644.5520000000001,TP_E10,2.8042494859493288,65.0,0.11702127659574119,0.44528875379939037
development,2023-03-09,2023-03-09 13:55:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,0.7,F70,BLIND_NEXT_OPEN,1538.66,1523.55,15.110000000000127,1534.127,,,2023-03-09 20:00:00+00:00,,False,NO_TOUCH,,,,False,,,NO_ENTRY,,,,
development,2023-03-10,2023-03-10 13:35:00+00:00,H2_ARRIVAL,0.7,F70,BLIND_NEXT_OPEN,1412.51,1367.51,45.0,1399.01,,2023-03-10 13:40:00+00:00,2023-03-10 20:00:00+00:00,,False,NO_TOUCH,,,,False,,,NO_ENTRY,,,,
development,2023-03-14,2023-03-14 15:00:00+00:00,H2_ARRIVAL,0.7,F70,BLIND_NEXT_OPEN,1770.89,1655.0,115.8900000000001,1736.123,,2023-03-14 15:05:00+00:00,2023-03-14 20:00:00+00:00,,False,NO_TOUCH,,,,False,,,NO_ENTRY,,,,
development,2023-03-21,2023-03-21 13:35:00+00:00,H2_ARRIVAL,0.7,F70,BLIND_NEXT_OPEN,1819.9,1723.8,96.10000000000014,1791.0700000000002,,2023-03-21 14:00:00+00:00,2023-03-21 20:00:00+00:00,,False,NO_TOUCH,,,,False,,,NO_ENTRY,,,,
development,2023-03-22,2023-03-22 13:35:00+00:00,H2_ARRIVAL,0.7,F70,BLIND_NEXT_OPEN,1802.55,1780.02,22.529999999999973,1795.791,2023-03-22 14:00:00+00:00,2023-03-22 14:30:00+00:00,2023-03-22 20:00:00+00:00,2023-03-22 14:00:00+00:00,True,TOUCH,2023-03-22 14:05:00+00:00,1798.89,0.8375499334221101,False,2023-03-22 14:30:00+00:00,1804.8029999999999,TP_E10,1.243513499991589,25.0,0.09809143364403192,0.33910341766532986
development,2023-04-12,2023-04-12 14:10:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,0.7,F70,BLIND_NEXT_OPEN,1904.85,1862.81,42.03999999999997,1892.2379999999998,,,2023-04-12 20:00:00+00:00,,False,NO_TOUCH,,,,False,,,NO_ENTRY,,,,
development,2023-04-13,2023-04-13 17:10:00+00:00,H2_ARRIVAL,0.7,F70,BLIND_NEXT_OPEN,2011.49,1918.77,92.72000000000004,1983.674,,2023-04-13 17:20:00+00:00,2023-04-13 20:00:00+00:00,,False,NO_TOUCH,,,,False,,,NO_ENTRY,,,,
development,2023-04-20,2023-04-20 13:55:00+00:00,H2_ARRIVAL,0.7,F70,BLIND_NEXT_OPEN,1975.98,1935.17,40.809999999999945,1963.737,,2023-04-20 14:10:00+00:00,2023-04-20 20:00:00+00:00,,False,NO_TOUCH,,,,False,,,NO_ENTRY,,,,
development,2023-04-24,2023-04-24 13:35:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,0.7,F70,BLIND_NEXT_OPEN,1855.9,1829.88,26.019999999999985,1848.094,,,2023-04-24 20:00:00+00:00,,False,NO_TOUCH,,,,False,,,NO_ENTRY,,,,
development,2023-04-25,2023-04-25 13:35:00+00:00,H2_ARRIVAL,0.7,F70,BLIND_NEXT_OPEN,1831.22,1804.44,26.779999999999973,1823.1860000000001,2023-04-25 13:40:00+00:00,2023-04-25 17:40:00+00:00,2023-04-25 20:00:00+00:00,2023-04-25 13:40:00+00:00,True,TOUCH,2023-04-25 13:45:00+00:00,1824.21,0.7382374906646753,False,2023-04-25 14:35:00+00:00,1808.29,CLOSE_INVALIDATION_F15,-4.763532707308937,50.0,0.6053024645257675,0.07244212098581242
development,2023-04-27,2023-04-27 14:05:00+00:00,H2_ARRIVAL,0.7,F70,BLIND_NEXT_OPEN,1895.0,1858.55,36.450000000000045,1884.065,2023-04-27 14:30:00+00:00,2023-04-27 15:20:00+00:00,2023-04-27 20:00:00+00:00,2023-04-27 14:30:00+00:00,True,TOUCH,2023-04-27 14:35:00+00:00,1886.38,0.7635116598079594,False,2023-04-27 15:20:00+00:00,1898.645,TP_E10,2.8509356545340485,45.0,0.11165980795610861,0.8395061728395027
development,2023-05-03,2023-05-03 17:30:00+00:00,H2_ARRIVAL,0.7,F70,BLIND_NEXT_OPEN,1871.75,1841.71,30.039999999999964,1862.738,,2023-05-03 17:35:00+00:00,2023-05-03 20:00:00+00:00,,False,NO_TOUCH,,,,False,,,NO_ENTRY,,,,
development,2023-05-08,2023-05-08 15:05:00+00:00,H2_ARRIVAL,0.7,F70,BLIND_NEXT_OPEN,1873.5,1833.5,40.0,1861.5,,2023-05-08 15:20:00+00:00,2023-05-08 20:00:00+00:00,,False,NO_TOUCH,,,,False,,,NO_ENTRY,,,,
development,2023-05-09,2023-05-09 17:05:00+00:00,NO_H2_BY_SESSION_END,0.7,F70,BLIND_NEXT_OPEN,1853.83,1833.03,20.799999999999955,1847.59,2023-05-09 17:10:00+00:00,2023-05-09 20:00:00+00:00,2023-05-09 20:00:00+00:00,2023-05-09 17:10:00+00:00,True,TOUCH,2023-05-09 17:15:00+00:00,1847.84,0.7120192307692297,False,2023-05-09 20:00:00+00:00,1851.79,TIME_EXIT_SESSION_END,0.668815481859886,165.0,0.4605769230769206,0.23894230769230954
development,2023-05-12,2023-05-12 13:35:00+00:00,H2_ARRIVAL,0.7,F70,BLIND_NEXT_OPEN,1776.68,1754.26,22.420000000000076,1769.954,2023-05-12 14:00:00+00:00,2023-05-12 14:10:00+00:00,2023-05-12 20:00:00+00:00,2023-05-12 14:00:00+00:00,True,TOUCH,2023-05-12 14:05:00+00:00,1769.71,0.6891168599464761,False,2023-05-12 14:10:00+00:00,1778.922,TP_E10,2.202686315837044,5.0,0.07225691347012099,0.5834076717216718
development,2023-05-16,2023-05-16 17:00:00+00:00,H2_ARRIVAL,0.7,F70,BLIND_NEXT_OPEN,1826.92,1808.93,17.99000000000001,1821.5230000000001,2023-05-16 17:05:00+00:00,2023-05-16 17:45:00+00:00,2023-05-16 20:00:00+00:00,2023-05-16 17:05:00+00:00,True,TOUCH,2023-05-16 17:10:00+00:00,1819.92,0.6108949416342414,False,2023-05-16 18:00:00+00:00,1828.719,TP_E10,2.0174139522615824,50.0,0.2729294052251295,0.7231795441912164
development,2023-05-22,2023-05-22 13:35:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,0.7,F70,BLIND_NEXT_OPEN,1819.75,1808.11,11.6400000000001,1816.258,,,2023-05-22 20:00:00+00:00,,False,NO_TOUCH,,,,False,,,NO_ENTRY,,,,
development,2023-05-26,2023-05-26 13:40:00+00:00,H2_ARRIVAL,0.7,F70,BLIND_NEXT_OPEN,1826.0,1807.81,18.19000000000005,1820.543,,2023-05-26 14:00:00+00:00,2023-05-26 20:00:00+00:00,,False,NO_TOUCH,,,,False,,,NO_ENTRY,,,,
development,2023-06-01,2023-06-01 16:25:00+00:00,H2_ARRIVAL,0.7,F70,BLIND_NEXT_OPEN,1866.01,1851.21,14.799999999999956,1861.57,2023-06-01 16:30:00+00:00,2023-06-01 16:50:00+00:00,2023-06-01 20:00:00+00:00,2023-06-01 16:30:00+00:00,True,TOUCH,2023-06-01 16:35:00+00:00,1860.94,0.6574324324324357,False,2023-06-01 16:50:00+00:00,1867.49,TP_E10,1.3598632948939708,15.0,0.0864864864864849,1.078378378378384
development,2023-06-08,2023-06-08 14:35:00+00:00,H2_ARRIVAL,0.7,F70,BLIND_NEXT_OPEN,1857.0,1836.68,20.319999999999936,1850.904,,2023-06-08 14:50:00+00:00,2023-06-08 20:00:00+00:00,,False,NO_TOUCH,,,,False,,,NO_ENTRY,,,,
development,2023-06-21,2023-06-21 14:00:00+00:00,H2_ARRIVAL,0.7,F70,BLIND_NEXT_OPEN,1839.0,1806.58,32.42000000000007,1829.274,2023-06-21 14:20:00+00:00,2023-06-21 14:25:00+00:00,2023-06-21 20:00:00+00:00,2023-06-21 14:20:00+00:00,True,TOUCH,2023-06-21 14:25:00+00:00,1831.5,0.7686613201727334,False,2023-06-21 14:25:00+00:00,1842.242,TP_E10,2.53256893256888,0.0,0.020357803824801984,0.5089450956199865
development,2023-06-26,2023-06-26 13:45:00+00:00,H2_ARRIVAL,0.7,F70,BLIND_NEXT_OPEN,1893.65,1871.27,22.38000000000011,1886.9360000000001,,2023-06-26 13:55:00+00:00,2023-06-26 20:00:00+00:00,,False,NO_TOUCH,,,,False,,,NO_ENTRY,,,,
development,2023-07-04,2023-07-04 16:30:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,0.7,F70,BLIND_NEXT_OPEN,1961.8,1945.98,15.819999999999936,1957.054,,,2023-07-04 20:00:00+00:00,,False,NO_TOUCH,,,,False,,,NO_ENTRY,,,,
development,2023-07-07,2023-07-07 13:55:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,0.7,F70,BLIND_NEXT_OPEN,1872.97,1850.0,22.970000000000027,1866.079,,,2023-07-07 20:00:00+00:00,,False,NO_TOUCH,,,,False,,,NO_ENTRY,,,,
development,2023-07-14,2023-07-14 15:35:00+00:00,OPPOSITE_BREAK_BEFORE_H2,0.7,F70,BLIND_NEXT_OPEN,2004.0,1984.07,19.930000000000064,1998.021,2023-07-14 15:45:00+00:00,2023-07-14 17:10:00+00:00,2023-07-14 20:00:00+00:00,2023-07-14 15:45:00+00:00,True,TOUCH,2023-07-14 15:50:00+00:00,1998.27,0.7124937280481686,False,2023-07-14 17:05:00+00:00,1985.8,CLOSE_INVALIDATION_F15,-3.52019897211091,75.0,0.9167084796788723,0.1269443050677353
development,2023-07-21,2023-07-21 17:30:00+00:00,H2_ARRIVAL,0.7,F70,BLIND_NEXT_OPEN,1895.97,1883.52,12.450000000000044,1892.235,,2023-07-21 17:35:00+00:00,2023-07-21 20:00:00+00:00,,False,NO_TOUCH,,,,False,,,NO_ENTRY,,,,
development,2023-07-26,2023-07-26 14:05:00+00:00,H2_ARRIVAL,0.7,F70,BLIND_NEXT_OPEN,1858.52,1846.9,11.61999999999989,1855.034,2023-07-26 14:10:00+00:00,2023-07-26 14:20:00+00:00,2023-07-26 20:00:00+00:00,2023-07-26 14:10:00+00:00,True,TOUCH,2023-07-26 14:15:00+00:00,1855.38,0.7297762478485454,False,2023-07-26 14:30:00+00:00,1859.682,TP_E10,0.7593312421175339,15.0,0.04130808950086254,0.3975903614457775
development,2023-08-03,2023-08-03 13:40:00+00:00,H2_ARRIVAL,0.7,F70,BLIND_NEXT_OPEN,1838.5,1825.0,13.5,1834.45,2023-08-03 13:45:00+00:00,2023-08-03 13:55:00+00:00,2023-08-03 20:00:00+00:00,2023-08-03 13:45:00+00:00,True,TOUCH,2023-08-03 13:50:00+00:00,1837.14,0.8992592592592666,False,2023-08-03 14:00:00+00:00,1839.85,TP_E10,0.33755946743303544,10.0,0.018518518518518517,0.2466666666666613
development,2023-08-04,2023-08-04 13:40:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,0.7,F70,BLIND_NEXT_OPEN,1845.0,1830.5,14.5,1840.65,,,2023-08-04 20:00:00+00:00,,False,NO_TOUCH,,,,False,,,NO_ENTRY,,,,
development,2023-08-11,2023-08-11 14:00:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,0.7,F70,BLIND_NEXT_OPEN,1852.0,1844.8,7.2000000000000455,1849.84,,,2023-08-11 20:00:00+00:00,,False,NO_TOUCH,,,,False,,,NO_ENTRY,,,,
development,2023-08-23,2023-08-23 13:55:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,0.7,F70,BLIND_NEXT_OPEN,1648.16,1633.19,14.970000000000027,1643.669,,,2023-08-23 20:00:00+00:00,,False,NO_TOUCH,,,,False,,,NO_ENTRY,,,,
development,2023-08-25,2023-08-25 13:35:00+00:00,H2_ARRIVAL,0.7,F70,BLIND_NEXT_OPEN,1663.97,1650.22,13.75,1659.845,2023-08-25 13:45:00+00:00,2023-08-25 14:15:00+00:00,2023-08-25 20:00:00+00:00,2023-08-25 13:45:00+00:00,True,TOUCH,2023-08-25 13:50:00+00:00,1656.81,0.4792727272727213,False,2023-08-25 14:10:00+00:00,1650.6,CLOSE_INVALIDATION_F15,-2.274083328806564,20.0,0.4799999999999934,0.3047272727272767
development,2023-08-29,2023-08-29 13:50:00+00:00,H2_ARRIVAL,0.7,F70,BLIND_NEXT_OPEN,1647.24,1639.01,8.230000000000018,1644.771,2023-08-29 13:55:00+00:00,2023-08-29 14:00:00+00:00,2023-08-29 20:00:00+00:00,2023-08-29 13:55:00+00:00,True,TOUCH,2023-08-29 14:00:00+00:00,1644.48,0.6646415552855426,False,2023-08-29 14:00:00+00:00,1648.063,TP_E10,0.6894021210352544,0.0,0.0,0.9113001215066808
development,2023-09-13,2023-09-13 14:40:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,0.7,F70,BLIND_NEXT_OPEN,1606.91,1582.0,24.91000000000008,1599.4370000000001,,,2023-09-13 20:00:00+00:00,,False,NO_TOUCH,,,,False,,,NO_ENTRY,,,,
development,2023-09-14,2023-09-14 15:00:00+00:00,H2_ARRIVAL,0.7,F70,BLIND_NEXT_OPEN,1635.8,1615.85,19.950000000000045,1629.815,2023-09-14 15:25:00+00:00,2023-09-14 17:05:00+00:00,2023-09-14 20:00:00+00:00,2023-09-14 15:25:00+00:00,True,TOUCH,2023-09-14 15:30:00+00:00,1628.77,0.6476190476190498,False,2023-09-14 18:00:00+00:00,1637.795,TP_E10,2.370495527299799,150.0,0.16892230576440517,0.48771929824561383
development,2023-09-20,2023-09-20 18:35:00+00:00,OPPOSITE_BREAK_BEFORE_H2,0.7,F70,BLIND_NEXT_OPEN,1637.51,1616.33,21.180000000000064,1631.156,2023-09-20 18:45:00+00:00,2023-09-20 19:15:00+00:00,2023-09-20 20:00:00+00:00,2023-09-20 18:45:00+00:00,True,TOUCH,2023-09-20 18:50:00+00:00,1629.25,0.6100094428706343,False,2023-09-20 19:20:00+00:00,1607.81,CLOSE_INVALIDATION_F15,-6.9797145926039805,30.0,1.2865911237016014,0.19263456090651157
development,2023-10-05,2023-10-05 13:40:00+00:00,OPPOSITE_BREAK_BEFORE_H2,0.7,F70,BLIND_NEXT_OPEN,1648.43,1630.5,17.930000000000064,1643.051,2023-10-05 14:10:00+00:00,2023-10-05 15:00:00+00:00,2023-10-05 20:00:00+00:00,2023-10-05 14:10:00+00:00,True,TOUCH,2023-10-05 14:15:00+00:00,1643.26,0.7116564417177884,False,2023-10-05 15:05:00+00:00,1627.36,CLOSE_INVALIDATION_F15,-5.23794408675442,50.0,1.241494701617396,0.23926380368097871
development,2023-10-16,2023-10-16 13:35:00+00:00,OPPOSITE_BREAK_BEFORE_H2,0.7,F70,BLIND_NEXT_OPEN,1627.69,1574.14,53.54999999999996,1611.625,2023-10-16 13:40:00+00:00,2023-10-16 13:45:00+00:00,2023-10-16 20:00:00+00:00,2023-10-16 13:40:00+00:00,True,TOUCH,2023-10-16 13:45:00+00:00,1589.29,0.2829131652661041,False,2023-10-16 13:50:00+00:00,1569.25,CLOSE_INVALIDATION_F15,-6.704702099679705,5.0,0.45359477124182973,0.21699346405228995
development,2023-10-19,2023-10-19 13:35:00+00:00,H2_ARRIVAL,0.7,F70,BLIND_NEXT_OPEN,1558.67,1540.53,18.1400000000001,1553.228,2023-10-19 13:55:00+00:00,2023-10-19 14:50:00+00:00,2023-10-19 20:00:00+00:00,2023-10-19 13:55:00+00:00,True,TOUCH,2023-10-19 14:00:00+00:00,1553.58,0.7194046306504897,False,2023-10-19 14:50:00+00:00,1560.4840000000002,TP_E10,1.8219647523784581,50.0,0.07993384785004466,0.47078280044100973
development,2023-10-23,2023-10-23 14:50:00+00:00,H2_ARRIVAL,0.7,F70,BLIND_NEXT_OPEN,1683.72,1661.2,22.519999999999985,1676.964,2023-10-23 15:15:00+00:00,2023-10-23 15:50:00+00:00,2023-10-23 20:00:00+00:00,2023-10-23 15:15:00+00:00,True,TOUCH,2023-10-23 15:20:00+00:00,1677.89,0.7411190053285998,False,2023-10-23 16:45:00+00:00,1685.972,TP_E10,2.008381955908867,85.0,0.3503552397868608,0.3596802841918257
development,2023-10-25,2023-10-25 14:25:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,0.7,F70,BLIND_NEXT_OPEN,1798.63,1759.16,39.47000000000003,1786.7890000000002,,,2023-10-25 20:00:00+00:00,,False,NO_TOUCH,,,,False,,,NO_ENTRY,,,,
development,2023-11-03,2023-11-03 13:55:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,0.7,F70,BLIND_NEXT_OPEN,1804.82,1780.51,24.309999999999945,1797.527,,,2023-11-03 20:00:00+00:00,,False,NO_TOUCH,,,,False,,,NO_ENTRY,,,,
development,2023-11-06,2023-11-06 14:30:00+00:00,H2_ARRIVAL,0.7,F70,BLIND_NEXT_OPEN,1912.7,1873.43,39.26999999999998,1900.919,,2023-11-06 14:50:00+00:00,2023-11-06 20:00:00+00:00,,False,NO_TOUCH,,,,False,,,NO_ENTRY,,,,
development,2023-11-08,2023-11-08 14:00:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,0.7,F70,BLIND_NEXT_OPEN,1889.82,1874.04,15.779999999999973,1885.086,,,2023-11-08 20:00:00+00:00,,False,NO_TOUCH,,,,False,,,NO_ENTRY,,,,
development,2023-11-09,2023-11-09 13:55:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,0.7,F70,BLIND_NEXT_OPEN,1920.64,1904.49,16.15000000000009,1915.795,,,2023-11-09 20:00:00+00:00,,False,NO_TOUCH,,,,False,,,NO_ENTRY,,,,
development,2023-11-13,2023-11-13 14:10:00+00:00,H2_ARRIVAL,0.7,F70,BLIND_NEXT_OPEN,2062.72,2040.0,22.7199999999998,2055.904,,2023-11-13 14:15:00+00:00,2023-11-13 20:00:00+00:00,,False,NO_TOUCH,,,,False,,,NO_ENTRY,,,,
development,2023-11-15,2023-11-15 16:05:00+00:00,H2_ARRIVAL,0.7,F70,BLIND_NEXT_OPEN,2024.68,1982.01,42.67000000000007,2011.8790000000001,2023-11-15 16:30:00+00:00,2023-11-15 18:10:00+00:00,2023-11-15 20:00:00+00:00,2023-11-15 16:30:00+00:00,True,TOUCH,2023-11-15 16:35:00+00:00,2011.87,0.6997890789782013,False,2023-11-15 18:10:00+00:00,2028.9470000000001,TP_E10,3.844061495027096,95.0,0.24818373564565036,0.5870635106632327
development,2023-11-24,2023-11-24 15:45:00+00:00,NO_H2_BY_SESSION_END,0.7,F70,BLIND_NEXT_OPEN,2129.96,2075.14,54.82000000000016,2113.514,2023-11-24 16:30:00+00:00,2023-11-24 20:00:00+00:00,2023-11-24 20:00:00+00:00,2023-11-24 16:30:00+00:00,True,TOUCH,2023-11-24 16:35:00+00:00,2113.37,0.6973732214520232,False,2023-11-24 19:10:00+00:00,2081.99,CLOSE_INVALIDATION_F15,-7.824161410448715,155.0,0.6264137176212987,0.01568770521707634
development,2023-12-07,2023-12-07 15:00:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,0.7,F70,BLIND_NEXT_OPEN,2269.79,2222.08,47.71000000000004,2255.477,,,2023-12-07 20:00:00+00:00,,False,NO_TOUCH,,,,False,,,NO_ENTRY,,,,
development,2023-12-13,2023-12-13 13:35:00+00:00,H2_ARRIVAL,0.7,F70,BLIND_NEXT_OPEN,2193.53,2168.9,24.63000000000011,2186.141,,2023-12-13 13:40:00+00:00,2023-12-13 20:00:00+00:00,,False,NO_TOUCH,,,,False,,,NO_ENTRY,,,,
development,2023-12-26,2023-12-26 13:45:00+00:00,H2_ARRIVAL,0.7,F70,BLIND_NEXT_OPEN,2251.21,2216.86,34.34999999999991,2240.905,2023-12-26 14:20:00+00:00,2023-12-26 14:25:00+00:00,2023-12-26 20:00:00+00:00,2023-12-26 14:20:00+00:00,True,TOUCH,2023-12-26 14:25:00+00:00,2250.6,0.982241630276561,False,2023-12-26 16:25:00+00:00,2221.62,CLOSE_INVALIDATION_F15,-6.838283124500122,120.0,0.8829694323144107,0.0652110625909823
development,2023-12-27,2023-12-27 13:35:00+00:00,H2_ARRIVAL,0.7,F70,BLIND_NEXT_OPEN,2299.44,2228.72,70.72000000000025,2278.224,,2023-12-27 14:00:00+00:00,2023-12-27 20:00:00+00:00,,False,NO_TOUCH,,,,False,,,NO_ENTRY,,,,
development,2023-12-29,2023-12-29 14:45:00+00:00,H2_ARRIVAL,0.7,F70,BLIND_NEXT_OPEN,2381.05,2334.1,46.95000000000027,2366.965,,2023-12-29 14:55:00+00:00,2023-12-29 20:00:00+00:00,,False,NO_TOUCH,,,,False,,,NO_ENTRY,,,,
development,2024-01-08,2024-01-08 15:45:00+00:00,H2_ARRIVAL,0.7,F70,BLIND_NEXT_OPEN,2274.95,2204.16,70.78999999999996,2253.7129999999997,,2024-01-08 16:00:00+00:00,2024-01-08 20:00:00+00:00,,False,NO_TOUCH,,,,False,,,NO_ENTRY,,,,
development,2024-01-12,2024-01-12 13:40:00+00:00,H2_ARRIVAL,0.7,F70,BLIND_NEXT_OPEN,2686.0,2585.01,100.98999999999978,2655.703,,2024-01-12 14:25:00+00:00,2024-01-12 20:00:00+00:00,,False,NO_TOUCH,,,,False,,,NO_ENTRY,,,,
development,2024-01-15,2024-01-15 13:55:00+00:00,H2_ARRIVAL,0.7,F70,BLIND_NEXT_OPEN,2548.8,2507.93,40.870000000000346,2536.539,2024-01-15 14:00:00+00:00,2024-01-15 18:30:00+00:00,2024-01-15 20:00:00+00:00,2024-01-15 14:00:00+00:00,True,TOUCH,2024-01-15 14:05:00+00:00,2538.78,0.7548323954000514,False,2024-01-15 14:55:00+00:00,2511.69,CLOSE_INVALIDATION_F15,-5.735239760830058,50.0,0.7139711279667248,0.0
development,2024-02-05,2024-02-05 13:40:00+00:00,H2_ARRIVAL,0.7,F70,BLIND_NEXT_OPEN,2332.62,2309.73,22.889999999999876,2325.7529999999997,,2024-02-05 14:00:00+00:00,2024-02-05 20:00:00+00:00,,False,NO_TOUCH,,,,False,,,NO_ENTRY,,,,
development,2024-02-06,2024-02-06 13:35:00+00:00,H2_ARRIVAL,0.7,F70,BLIND_NEXT_OPEN,2344.45,2308.16,36.28999999999997,2333.5629999999996,2024-02-06 14:20:00+00:00,2024-02-06 14:35:00+00:00,2024-02-06 20:00:00+00:00,2024-02-06 14:20:00+00:00,True,TOUCH,2024-02-06 14:25:00+00:00,2334.4,0.7230642050151628,False,2024-02-06 16:20:00+00:00,2348.0789999999997,TP_E10,2.529874914324837,115.0,0.15073022871315125,0.6778726922017065
development,2024-02-07,2024-02-07 14:05:00+00:00,H2_ARRIVAL,0.7,F70,BLIND_NEXT_OPEN,2377.11,2352.06,25.050000000000185,2369.5950000000003,2024-02-07 14:15:00+00:00,2024-02-07 14:45:00+00:00,2024-02-07 20:00:00+00:00,2024-02-07 14:15:00+00:00,True,TOUCH,2024-02-07 14:20:00+00:00,2369.19,0.6838323353293406,False,2024-02-07 14:45:00+00:00,2379.6150000000002,TP_E10,1.8001190280223072,25.0,0.061876247504996824,0.6311377245508913
development,2024-02-12,2024-02-12 14:45:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,0.7,F70,BLIND_NEXT_OPEN,2504.83,2470.05,34.779999999999745,2494.396,,,2024-02-12 20:00:00+00:00,,False,NO_TOUCH,,,,False,,,NO_ENTRY,,,,
development,2024-02-15,2024-02-15 14:00:00+00:00,H2_ARRIVAL,0.7,F70,BLIND_NEXT_OPEN,2816.13,2770.02,46.11000000000013,2802.297,2024-02-15 14:05:00+00:00,2024-02-15 14:10:00+00:00,2024-02-15 20:00:00+00:00,2024-02-15 14:05:00+00:00,True,TOUCH,2024-02-15 14:10:00+00:00,2809.07,0.8468878768163104,False,2024-02-15 14:15:00+00:00,2820.741,TP_E10,1.6773779222305056,5.0,0.04077206679679254,0.38061158100194487
