coverage,stage_a_n,stage_b_n,stage_c_n,stage_d_n,a_to_b,b_to_c,c_to_d,a_to_d,median_sweep_to_bos_h1_bars,median_bos_to_return_min,median_return_to_activation_min,n,wr60,expectancy60_pct,pf60,pnl60_usd,max_dd_usd,max_loss_streak,median_mfe60_short_pct,median_mae60_short_pct,median_mfe_mae_ratio,status
0.9976976650486368,948,157,136,92,0.16561181434599156,0.8662420382165605,0.6764705882352942,0.0970464135021097,5.0,337.5,5.0,92,0.43478260869565216,-0.3087985366342025,0.4378228413587987,-142.04732685173315,166.78847338637965,11,0.6223111372492218,0.5627527991089752,1.0953401585557212,FULL_CHAIN_FOUND
