set,standalone_n,standalone_wr,standalone_pf,standalone_net,lp_blocked_by_long,lp_blocked_by_short,lp_short_n,lp_short_wr,lp_short_pf,lp_short_net,lp_combined_net,lp_delta_vs_long,fs_total_n,fs_total_wr,fs_total_pf,fs_total_net,fs_delta_vs_long,fs_long_n,fs_long_wr,fs_long_net,fs_short_n,fs_short_wr,fs_short_net,fs_displaced_baseline_long_n,fs_displaced_baseline_long_net,fs_short_blocked_by_long,fs_long_blocked_by_short,classification
SHORT_2000,56,0.7678571428571429,2.8112565195612578,77.72632233072011,0,0,56,0.7678571428571429,2.8112565195612578,77.72632233072011,367.48603546601095,77.72632233072011,283,0.7314487632508834,2.3410454459722616,367.48603546601095,77.72632233072011,227,0.7224669603524229,289.75971313529084,56,0.7678571428571429,77.72632233072011,0,0.0,0,0,FIRST_SIGNAL_ADDS_WITHOUT_LONG_DAMAGE
SHORT_0430,73,0.7397260273972602,1.1464922700242814,13.34310765363729,0,0,73,0.7397260273972602,1.1464922700242814,13.34310765363729,303.1028207889281,13.34310765363729,300,0.7266666666666667,1.9407269740854536,303.1028207889281,13.343107653637276,227,0.7224669603524229,289.75971313529084,73,0.7397260273972602,13.34310765363729,0,0.0,0,0,FIRST_SIGNAL_ADDS_WITHOUT_LONG_DAMAGE
SHORT_0330,89,0.7303370786516854,1.092517226862038,12.08022948275763,1,0,88,0.7272727272727273,1.0761927159798408,9.948693072303062,299.7084062075939,9.948693072303062,315,0.7238095238095238,1.8286348758335884,299.7084062075939,9.948693072303058,227,0.7224669603524229,289.75971313529084,88,0.7272727272727273,9.948693072303062,0,0.0,1,0,FIRST_SIGNAL_ADDS_WITHOUT_LONG_DAMAGE
SHORT_0300,67,0.7611940298507462,1.3294511764646464,27.28638763390911,0,0,67,0.7611940298507462,1.3294511764646464,27.28638763390911,317.04610076919994,27.28638763390911,294,0.7312925170068028,2.0098927884397746,317.04610076919994,27.2863876339091,227,0.7224669603524229,289.75971313529084,67,0.7611940298507462,27.28638763390911,0,0.0,0,0,FIRST_SIGNAL_ADDS_WITHOUT_LONG_DAMAGE
SHORT_2100,69,0.6521739130434783,1.5435809265283227,42.660082475892835,0,0,69,0.6521739130434783,1.5435809265283227,42.660082475892835,332.41979561118364,42.660082475892835,296,0.706081081081081,2.0737201323785963,332.41979561118364,42.66008247589281,227,0.7224669603524229,289.75971313529084,69,0.6521739130434783,42.660082475892835,0,0.0,0,0,FIRST_SIGNAL_ADDS_WITHOUT_LONG_DAMAGE
SHORT_0000,65,0.6615384615384615,1.6035577878325449,39.260208031403636,0,0,65,0.6615384615384615,1.6035577878325449,39.260208031403636,329.0199211666945,39.260208031403636,292,0.708904109589041,2.110936180856384,329.0199211666945,39.260208031403636,227,0.7224669603524229,289.75971313529084,65,0.6615384615384615,39.260208031403636,0,0.0,0,0,FIRST_SIGNAL_ADDS_WITHOUT_LONG_DAMAGE
SHORT6_BASKET,419,0.7183770883054893,1.4325670646418387,212.3563376083206,1,97,321,0.7165109034267912,1.5299400344822383,189.09534148334188,478.8550546186327,189.09534148334188,548,0.718978102189781,1.8144615900961505,478.8550546186328,189.09534148334194,227,0.7224669603524229,289.75971313529084,321,0.7165109034267912,189.09534148334188,0,0.0,1,0,FIRST_SIGNAL_ADDS_WITHOUT_LONG_DAMAGE
