partition,anchor_date_utc,clock_min,reference_start,reference_end,execution_start,execution_end,H,L,range,F85,F35,E20,k1_signal_bar_start,k1_signal_ts,leave_bar_start,leave_ts,h2_bar_start,opposite_break_bar_start,touch_bar_start,same_bar_confirmed,entry_executed,entry_bar_start,entry_px,entry_fraction,nominal_rr,exit_bar_start,exit_ts,exit_px,exit_reason,gross_return,net_pnl_usd,tp_hit,time_exit,case_status,entry_b,zone,touch_elapsed_min,primary_eligible,expanded_eligible,k1_elapsed_min,h_formation_ts,l_formation_ts,range_completion_ts,range_completion_elapsed_min,range_completion_age_min,range_completed_second_half,runner_exit_bar_start,runner_exit_ts,runner_exit_px,runner_exit_reason,runner_net_pnl_usd,runner_armed,runner_arm_bar_start,runner_initial_floor,runner_final_floor,runner_final_floor_ext,runner_floor_raises,runner_max_high_ext,runner_max_close_ext,runner_delta_vs_fixed_candidate,fixed_exit_ts,fixed_exit_px,fixed_net_pnl_usd,tie_order,accepted,decision,blocked_by_zone,portfolio
external,2021-04-16,480,2021-04-16 08:00:00+00:00,2021-04-16 13:30:00+00:00,2021-04-16 13:30:00+00:00,2021-04-16 20:00:00+00:00,61737.97,60100.0,1637.9700000000012,61492.2745,60673.2895,62065.564,2021-04-16 16:00:00+00:00,2021-04-16 16:05:00+00:00,2021-04-16 16:05:00+00:00,2021-04-16 16:10:00+00:00,2021-04-16 16:45:00+00:00,,2021-04-16 16:10:00+00:00,True,True,2021-04-16 16:15:00+00:00,61500.0,0.8547165088493678,0.6841137254214115,2021-04-16 20:00:00+00:00,2021-04-16 20:00:00+00:00,61783.99,TIME_EXIT_EXEC_END,0.0046177235772357,1.9088617886178887,False,True,TRADE_EXECUTED,True,LONDON,160.0,True,True,155.0,2021-04-16 08:10:00+00:00,2021-04-16 11:20:00+00:00,2021-04-16 11:20:00+00:00,200.0,130.0,True,2021-04-16 20:00:00+00:00,2021-04-16 20:00:00+00:00,61783.99,TIME_EXIT_EXEC_END,1.9088617886178887,False,,,,,0,0.13408670488470315,0.0851786052247579,-2.220446049250313e-16,2021-04-16 20:00:00+00:00,61783.99,1.908861788617889,0,True,ACCEPT,,B27DN_E10_BREATHING_RUNNER
external,2021-04-18,1410,2021-04-18 23:30:00+00:00,2021-04-19 05:00:00+00:00,2021-04-19 05:00:00+00:00,2021-04-19 11:30:00+00:00,57260.0,55677.9,1582.0999999999983,57022.685,56231.635,57576.42,2021-04-19 06:55:00+00:00,2021-04-19 07:00:00+00:00,2021-04-19 07:10:00+00:00,2021-04-19 07:15:00+00:00,2021-04-19 07:30:00+00:00,,2021-04-19 07:20:00+00:00,True,True,2021-04-19 07:25:00+00:00,57085.01,0.8893938436255622,0.5758429764171626,2021-04-19 11:30:00+00:00,2021-04-19 11:30:00+00:00,56883.06,TIME_EXIT_EXEC_END,-0.0035377063085388,-2.168853154269445,False,True,TRADE_EXECUTED,True,RAW_2330,140.0,False,True,120.0,2021-04-19 03:50:00+00:00,2021-04-19 00:10:00+00:00,2021-04-19 03:50:00+00:00,260.0,70.0,True,2021-04-19 11:30:00+00:00,2021-04-19 11:30:00+00:00,56883.06,TIME_EXIT_EXEC_END,-2.168853154269445,False,,,,,0,0.17236584286707374,0.11647809872953609,0.0,2021-04-19 11:30:00+00:00,56883.06,-2.168853154269445,4,True,ACCEPT,,B27DN_E10_BREATHING_RUNNER
external,2021-04-20,210,2021-04-20 03:30:00+00:00,2021-04-20 09:00:00+00:00,2021-04-20 09:00:00+00:00,2021-04-20 15:30:00+00:00,55458.32,53330.82,2127.5,55139.195,54075.445,55883.82,2021-04-20 09:15:00+00:00,2021-04-20 09:20:00+00:00,2021-04-20 09:20:00+00:00,2021-04-20 09:25:00+00:00,2021-04-20 10:15:00+00:00,,2021-04-20 09:25:00+00:00,True,True,2021-04-20 09:30:00+00:00,55270.38,0.9116615746180952,0.5133668358529991,2021-04-20 10:15:00+00:00,2021-04-20 10:25:00+00:00,55671.07,TP_E20,0.0110988923904631,3.2248167644225005,True,False,TRADE_EXECUTED,True,ALT_0330,25.0,True,True,20.0,2021-04-20 05:00:00+00:00,2021-04-20 07:35:00+00:00,2021-04-20 07:35:00+00:00,245.0,85.0,True,2021-04-20 10:20:00+00:00,2021-04-20 10:25:00+00:00,55671.07,BREATHING_FLOOR_TOUCH,3.2248167644225005,True,2021-04-20 10:15:00+00:00,55671.07,55671.07,0.1,0,0.24730434782608668,0.17964747356051566,-1.9246294308090657,2021-04-20 10:15:00+00:00,55883.82,5.149446195231566,1,True,ACCEPT,,B27DN_E10_BREATHING_RUNNER
external,2021-04-20,480,2021-04-20 08:00:00+00:00,2021-04-20 13:30:00+00:00,2021-04-20 13:30:00+00:00,2021-04-20 20:00:00+00:00,56450.0,54248.41,2201.5899999999965,56119.7615,55018.9665,56890.318,2021-04-20 14:00:00+00:00,2021-04-20 14:05:00+00:00,2021-04-20 14:05:00+00:00,2021-04-20 14:10:00+00:00,2021-04-20 19:00:00+00:00,,2021-04-20 14:15:00+00:00,True,True,2021-04-20 14:20:00+00:00,56124.34,0.852079633355891,0.6929585339254168,2021-04-20 20:00:00+00:00,2021-04-20 20:00:00+00:00,56575.75,TIME_EXIT_EXEC_END,0.0080430344481556,3.621517224077842,False,True,TRADE_EXECUTED,True,LONDON,45.0,True,True,35.0,2021-04-20 11:50:00+00:00,2021-04-20 08:00:00+00:00,2021-04-20 11:50:00+00:00,230.0,100.0,True,2021-04-20 20:00:00+00:00,2021-04-20 20:00:00+00:00,56575.75,TIME_EXIT_EXEC_END,3.621517224077842,False,,,,,0,0.14498612366516817,0.0963712589537555,0.0,2021-04-20 20:00:00+00:00,56575.75,3.621517224077842,0,True,ACCEPT,,B27DN_E10_BREATHING_RUNNER
external,2021-05-04,210,2021-05-04 03:30:00+00:00,2021-05-04 09:00:00+00:00,2021-05-04 09:00:00+00:00,2021-05-04 15:30:00+00:00,56383.28,55249.0,1134.2799999999988,56213.138,55645.998,56610.136,2021-05-04 09:20:00+00:00,2021-05-04 09:25:00+00:00,2021-05-04 09:25:00+00:00,2021-05-04 09:30:00+00:00,2021-05-04 10:10:00+00:00,,2021-05-04 09:30:00+00:00,True,True,2021-05-04 09:35:00+00:00,56215.58,0.8521529075713252,0.692711497203204,2021-05-04 10:15:00+00:00,2021-05-04 10:25:00+00:00,56496.708,TP_E20,0.0070186236626927,2.1004456060045977,True,False,TRADE_EXECUTED,True,ALT_0330,30.0,True,True,25.0,2021-05-04 07:10:00+00:00,2021-05-04 04:00:00+00:00,2021-05-04 07:10:00+00:00,220.0,110.0,True,2021-05-04 10:20:00+00:00,2021-05-04 10:25:00+00:00,56496.708,BREATHING_FLOOR_TOUCH,2.1004456060045977,True,2021-05-04 10:15:00+00:00,56496.708,56496.708,0.1,0,0.2527770920760319,0.15020982473463768,-1.0088662253417984,2021-05-04 10:15:00+00:00,56610.136,3.109311831346396,1,True,ACCEPT,,B27DN_E10_BREATHING_RUNNER
external,2021-05-26,1410,2021-05-26 23:30:00+00:00,2021-05-27 05:00:00+00:00,2021-05-27 05:00:00+00:00,2021-05-27 11:30:00+00:00,39430.98,37133.22,2297.760000000002,39086.316000000006,37937.436,39890.53200000001,2021-05-27 09:25:00+00:00,2021-05-27 09:30:00+00:00,2021-05-27 09:30:00+00:00,2021-05-27 09:35:00+00:00,2021-05-27 10:10:00+00:00,,2021-05-27 09:35:00+00:00,True,True,2021-05-27 09:40:00+00:00,39153.81,0.8793738249425505,0.6056706243310126,2021-05-27 11:30:00+00:00,2021-05-27 11:30:00+00:00,39584.23,TIME_EXIT_EXEC_END,0.0109930553373989,5.096527668699458,False,True,TRADE_EXECUTED,True,RAW_2330,275.0,False,True,270.0,2021-05-26 23:45:00+00:00,2021-05-27 03:15:00+00:00,2021-05-27 03:15:00+00:00,225.0,105.0,True,2021-05-27 11:30:00+00:00,2021-05-27 11:30:00+00:00,39584.23,TIME_EXIT_EXEC_END,5.096527668699458,False,,,,,0,0.14816603996936006,0.0806872780447018,0.0,2021-05-27 11:30:00+00:00,39584.23,5.096527668699458,4,True,ACCEPT,,B27DN_E10_BREATHING_RUNNER
external,2021-06-02,480,2021-06-02 08:00:00+00:00,2021-06-02 13:30:00+00:00,2021-06-02 13:30:00+00:00,2021-06-02 20:00:00+00:00,37770.0,36851.0,919.0,37632.15,37172.65,37953.8,2021-06-02 13:30:00+00:00,2021-06-02 13:35:00+00:00,2021-06-02 13:35:00+00:00,2021-06-02 13:40:00+00:00,2021-06-02 14:25:00+00:00,,2021-06-02 13:40:00+00:00,True,True,2021-06-02 13:45:00+00:00,37656.99,0.8770293797606071,0.6128133129619835,2021-06-02 14:25:00+00:00,2021-06-02 14:30:00+00:00,37858.04,TP_E20,0.0078819363948101,2.2694911090876517,True,False,TRADE_EXECUTED,True,LONDON,10.0,True,True,5.0,2021-06-02 13:25:00+00:00,2021-06-02 11:10:00+00:00,2021-06-02 13:25:00+00:00,325.0,5.0,True,2021-06-02 14:30:00+00:00,2021-06-02 14:30:00+00:00,37858.04,BREATHING_FLOOR_GAP_OPEN,2.2694911090876517,True,2021-06-02 14:25:00+00:00,37861.9,37861.9,0.1,0,0.20496191512513665,0.15232861806310985,-1.2714770883174293,2021-06-02 14:25:00+00:00,37953.8,3.540968197405081,0,True,ACCEPT,,B27DN_E10_BREATHING_RUNNER
external,2021-06-04,480,2021-06-04 08:00:00+00:00,2021-06-04 13:30:00+00:00,2021-06-04 13:30:00+00:00,2021-06-04 20:00:00+00:00,37191.0,35552.51,1638.489999999998,36945.2265,36125.9815,37518.698,2021-06-04 17:20:00+00:00,2021-06-04 17:25:00+00:00,2021-06-04 17:35:00+00:00,2021-06-04 17:40:00+00:00,2021-06-04 19:00:00+00:00,,2021-06-04 18:05:00+00:00,True,True,2021-06-04 18:10:00+00:00,36990.24,0.8774725509462967,0.6114582616196439,2021-06-04 20:00:00+00:00,2021-06-04 20:00:00+00:00,36798.91,TIME_EXIT_EXEC_END,-0.0051724454883232,-2.986222744161648,False,True,TRADE_EXECUTED,True,LONDON,275.0,True,True,235.0,2021-06-04 12:35:00+00:00,2021-06-04 12:10:00+00:00,2021-06-04 12:35:00+00:00,275.0,55.0,True,2021-06-04 20:00:00+00:00,2021-06-04 20:00:00+00:00,36798.91,TIME_EXIT_EXEC_END,-2.986222744161648,False,,,,,0,0.0024412721469157608,-0.0396340533051788,0.0,2021-06-04 20:00:00+00:00,36798.91,-2.986222744161648,0,True,ACCEPT,,B27DN_E10_BREATHING_RUNNER
external,2021-06-09,330,2021-06-09 05:30:00+00:00,2021-06-09 11:00:00+00:00,2021-06-09 11:00:00+00:00,2021-06-09 17:30:00+00:00,34699.0,33373.26,1325.739999999998,34500.139,33837.269,34964.148,2021-06-09 11:20:00+00:00,2021-06-09 11:25:00+00:00,2021-06-09 11:25:00+00:00,2021-06-09 11:30:00+00:00,2021-06-09 11:40:00+00:00,,2021-06-09 11:30:00+00:00,True,True,2021-06-09 11:35:00+00:00,34584.66,0.9137538280507516,0.5077502940228018,2021-06-09 11:55:00+00:00,2021-06-09 12:40:00+00:00,34964.148,TP_E20,0.0109727260583158,5.086363029157948,True,False,TRADE_EXECUTED,True,RAW_0530,30.0,False,True,25.0,2021-06-09 10:35:00+00:00,2021-06-09 05:50:00+00:00,2021-06-09 10:35:00+00:00,305.0,25.0,True,2021-06-09 12:35:00+00:00,2021-06-09 12:40:00+00:00,34964.148,BREATHING_FLOOR_TOUCH,5.086363029157948,True,2021-06-09 11:55:00+00:00,34831.574,34964.148,0.2000000000000011,1,0.5400757312896957,0.37759289151718833,0.0,2021-06-09 11:55:00+00:00,34964.148,5.086363029157948,2,True,ACCEPT,,B27DN_E10_BREATHING_RUNNER
external,2021-06-14,480,2021-06-14 08:00:00+00:00,2021-06-14 13:30:00+00:00,2021-06-14 13:30:00+00:00,2021-06-14 20:00:00+00:00,40700.0,38790.0,1910.0,40413.5,39458.5,41082.0,2021-06-14 13:35:00+00:00,2021-06-14 13:40:00+00:00,2021-06-14 13:45:00+00:00,2021-06-14 13:50:00+00:00,2021-06-14 14:10:00+00:00,,2021-06-14 13:55:00+00:00,True,True,2021-06-14 14:00:00+00:00,40520.33,0.9059319371727758,0.5289641468031581,2021-06-14 19:15:00+00:00,2021-06-14 19:20:00+00:00,39408.38,CLOSE_INVALIDATION_F35,-0.0274417804593398,-14.120890229669936,False,False,TRADE_EXECUTED,True,LONDON,25.0,True,True,10.0,2021-06-14 13:20:00+00:00,2021-06-14 08:45:00+00:00,2021-06-14 13:20:00+00:00,320.0,10.0,True,2021-06-14 19:15:00+00:00,2021-06-14 19:20:00+00:00,39408.38,CLOSE_INVALIDATION_F35,-14.120890229669936,False,,,,,0,0.15706806282722513,0.09937172774869263,0.0,2021-06-14 19:20:00+00:00,39408.38,-14.120890229669936,0,True,ACCEPT,,B27DN_E10_BREATHING_RUNNER
external,2021-06-24,210,2021-06-24 03:30:00+00:00,2021-06-24 09:00:00+00:00,2021-06-24 09:00:00+00:00,2021-06-24 15:30:00+00:00,33388.99,32300.0,1088.989999999998,33225.6415,32681.1465,33606.788,2021-06-24 09:00:00+00:00,2021-06-24 09:05:00+00:00,2021-06-24 09:05:00+00:00,2021-06-24 09:10:00+00:00,2021-06-24 09:35:00+00:00,,2021-06-24 09:10:00+00:00,True,True,2021-06-24 09:15:00+00:00,33265.58,0.8866748087677605,0.5838269024619518,2021-06-24 11:25:00+00:00,2021-06-24 11:30:00+00:00,33483.32,TP_E20,0.0102570885582033,2.872752196113782,True,False,TRADE_EXECUTED,True,ALT_0330,10.0,True,True,5.0,2021-06-24 08:55:00+00:00,2021-06-24 04:30:00+00:00,2021-06-24 08:55:00+00:00,325.0,5.0,True,2021-06-24 11:30:00+00:00,2021-06-24 11:30:00+00:00,33483.32,BREATHING_FLOOR_GAP_OPEN,2.872752196113782,True,2021-06-24 11:25:00+00:00,33497.888999999996,33497.888999999996,0.1,0,0.22710034068265586,0.11003774139340304,-1.8557920829879166,2021-06-24 11:25:00+00:00,33606.788,4.7285442791016985,1,True,ACCEPT,,B27DN_E10_BREATHING_RUNNER
external,2021-06-29,330,2021-06-29 05:30:00+00:00,2021-06-29 11:00:00+00:00,2021-06-29 11:00:00+00:00,2021-06-29 17:30:00+00:00,35760.0,34533.64,1226.3600000000006,35576.046,34962.866,36005.272,2021-06-29 12:05:00+00:00,2021-06-29 12:10:00+00:00,2021-06-29 12:10:00+00:00,2021-06-29 12:15:00+00:00,2021-06-29 12:25:00+00:00,,2021-06-29 12:15:00+00:00,True,True,2021-06-29 12:20:00+00:00,35630.89,0.8947209628494076,0.560431960528363,2021-06-29 13:10:00+00:00,2021-06-29 13:50:00+00:00,36250.544,TP_E20,0.0105072312254899,8.2954605961288,True,False,TRADE_EXECUTED,True,RAW_0530,75.0,False,True,70.0,2021-06-29 10:35:00+00:00,2021-06-29 05:35:00+00:00,2021-06-29 10:35:00+00:00,305.0,25.0,True,2021-06-29 13:45:00+00:00,2021-06-29 13:50:00+00:00,36250.544,BREATHING_FLOOR_TOUCH,8.2954605961288,True,2021-06-29 13:10:00+00:00,35882.636,36250.544,0.4000000000000012,3,0.5210541765876249,0.5139763201669978,3.441844983383845,2021-06-29 13:10:00+00:00,36005.272,4.853615612744955,2,True,ACCEPT,,B27DN_E10_BREATHING_RUNNER
external,2021-07-02,480,2021-07-02 08:00:00+00:00,2021-07-02 13:30:00+00:00,2021-07-02 13:30:00+00:00,2021-07-02 20:00:00+00:00,33600.0,32751.0,849.0,33472.65,33048.15,33769.8,2021-07-02 14:30:00+00:00,2021-07-02 14:35:00+00:00,2021-07-02 14:35:00+00:00,2021-07-02 14:40:00+00:00,2021-07-02 14:55:00+00:00,,2021-07-02 14:40:00+00:00,True,True,2021-07-02 14:45:00+00:00,33510.0,0.8939929328621908,0.5625202987983192,2021-07-02 16:20:00+00:00,2021-07-02 16:25:00+00:00,33532.58,TP_E20,0.0077529095792301,-0.06308564607575529,True,False,TRADE_EXECUTED,True,LONDON,70.0,True,True,65.0,2021-07-02 08:15:00+00:00,2021-07-02 10:15:00+00:00,2021-07-02 10:15:00+00:00,135.0,195.0,False,2021-07-02 16:25:00+00:00,2021-07-02 16:25:00+00:00,33532.58,BREATHING_FLOOR_GAP_OPEN,-0.06308564607575529,True,2021-07-02 16:20:00+00:00,33684.9,33684.9,0.1,0,0.22143698468786807,0.09997644287396629,-3.5395404356908244,2021-07-02 16:20:00+00:00,33769.8,3.4764547896150693,0,True,ACCEPT,,B27DN_E10_BREATHING_RUNNER
external,2021-07-02,330,2021-07-02 05:30:00+00:00,2021-07-02 11:00:00+00:00,2021-07-02 11:00:00+00:00,2021-07-02 17:30:00+00:00,33600.0,32684.0,916.0,33462.6,33004.6,33783.2,2021-07-02 14:30:00+00:00,2021-07-02 14:35:00+00:00,2021-07-02 14:35:00+00:00,2021-07-02 14:40:00+00:00,2021-07-02 14:55:00+00:00,,2021-07-02 14:45:00+00:00,True,True,2021-07-02 14:50:00+00:00,33480.47,0.8695087336244555,0.6361611364448153,2021-07-02 16:20:00+00:00,2021-07-02 16:25:00+00:00,33532.58,TP_E20,0.0090419877618204,0.3782148816907197,True,False,TRADE_EXECUTED,True,RAW_0530,225.0,False,True,215.0,2021-07-02 08:15:00+00:00,2021-07-02 05:45:00+00:00,2021-07-02 08:15:00+00:00,165.0,165.0,True,2021-07-02 16:25:00+00:00,2021-07-02 16:25:00+00:00,33532.58,BREATHING_FLOOR_GAP_OPEN,0.3782148816907197,True,2021-07-02 16:20:00+00:00,33691.6,33691.6,0.1,0,0.2052401746724891,0.09266375545851242,-3.7427789992194875,2021-07-02 16:20:00+00:00,33783.2,4.120993880910207,2,False,SKIP_OPEN_POSITION,LONDON,B27DN_E10_BREATHING_RUNNER
external,2021-07-05,210,2021-07-05 03:30:00+00:00,2021-07-05 09:00:00+00:00,2021-07-05 09:00:00+00:00,2021-07-05 15:30:00+00:00,34429.0,34000.0,429.0,34364.65,34150.15,34514.8,2021-07-05 09:10:00+00:00,2021-07-05 09:15:00+00:00,2021-07-05 09:15:00+00:00,2021-07-05 09:20:00+00:00,2021-07-05 10:20:00+00:00,,2021-07-05 10:05:00+00:00,True,True,2021-07-05 10:10:00+00:00,34390.03,0.9091608391608365,0.5201350675337896,2021-07-05 10:45:00+00:00,2021-07-05 10:55:00+00:00,34471.9,TP_E20,0.0036280863959701,0.7903159142344632,True,False,TRADE_EXECUTED,True,ALT_0330,65.0,True,True,15.0,2021-07-05 03:30:00+00:00,2021-07-05 04:15:00+00:00,2021-07-05 04:15:00+00:00,45.0,285.0,False,2021-07-05 10:50:00+00:00,2021-07-05 10:55:00+00:00,34471.9,BREATHING_FLOOR_TOUCH,0.7903159142344632,True,2021-07-05 10:45:00+00:00,34471.9,34471.9,0.1,0,0.2540792540792541,0.17368298368298843,-0.6237272837505973,2021-07-05 10:45:00+00:00,34514.8,1.4140431979850605,1,True,ACCEPT,,B27DN_E10_BREATHING_RUNNER
external,2021-07-21,210,2021-07-21 03:30:00+00:00,2021-07-21 09:00:00+00:00,2021-07-21 09:00:00+00:00,2021-07-21 15:30:00+00:00,30933.19,29789.02,1144.1699999999985,30761.5645,30189.4795,31162.024,2021-07-21 09:00:00+00:00,2021-07-21 09:05:00+00:00,2021-07-21 09:05:00+00:00,2021-07-21 09:10:00+00:00,2021-07-21 09:55:00+00:00,,2021-07-21 09:10:00+00:00,True,True,2021-07-21 09:15:00+00:00,30786.44,0.8717410874258193,0.6291605558491735,2021-07-21 09:55:00+00:00,2021-07-21 12:30:00+00:00,31505.274999999998,TP_E20,0.0121996567319897,11.274539180236532,True,False,TRADE_EXECUTED,True,ALT_0330,10.0,True,True,5.0,2021-07-21 07:00:00+00:00,2021-07-21 03:45:00+00:00,2021-07-21 07:00:00+00:00,210.0,120.0,True,2021-07-21 12:25:00+00:00,2021-07-21 12:30:00+00:00,31505.274999999998,BREATHING_FLOOR_TOUCH,11.274539180236532,True,2021-07-21 09:55:00+00:00,31047.607,31505.274999999998,0.4999999999999999,3,0.7096934896038203,0.6248983979653395,5.574710814241658,2021-07-21 09:55:00+00:00,31162.024,5.6998283659948745,1,True,ACCEPT,,B27DN_E10_BREATHING_RUNNER
external,2021-07-22,480,2021-07-22 08:00:00+00:00,2021-07-22 13:30:00+00:00,2021-07-22 13:30:00+00:00,2021-07-22 20:00:00+00:00,32240.0,31700.0,540.0,32159.0,31889.0,32348.0,2021-07-22 14:40:00+00:00,2021-07-22 14:45:00+00:00,2021-07-22 14:45:00+00:00,2021-07-22 14:50:00+00:00,2021-07-22 14:55:00+00:00,,2021-07-22 14:50:00+00:00,True,True,2021-07-22 14:55:00+00:00,32186.42,0.9007777777777746,0.5432721404075136,2021-07-22 15:25:00+00:00,2021-07-22 15:35:00+00:00,32294.0,TP_E20,0.0050201296074556,1.2712017055640072,True,False,TRADE_EXECUTED,True,LONDON,80.0,True,True,75.0,2021-07-22 08:25:00+00:00,2021-07-22 09:40:00+00:00,2021-07-22 09:40:00+00:00,100.0,230.0,False,2021-07-22 15:30:00+00:00,2021-07-22 15:35:00+00:00,32294.0,BREATHING_FLOOR_TOUCH,1.2712017055640072,True,2021-07-22 15:25:00+00:00,32294.0,32294.0,0.1,0,0.3888888888888889,0.1685925925925942,-0.8388630981638334,2021-07-22 15:25:00+00:00,32348.0,2.1100648037278407,0,True,ACCEPT,,B27DN_E10_BREATHING_RUNNER
external,2021-07-28,210,2021-07-28 03:30:00+00:00,2021-07-28 09:00:00+00:00,2021-07-28 09:00:00+00:00,2021-07-28 15:30:00+00:00,40388.0,39222.39,1165.6100000000006,40213.1585,39630.3535,40621.122,2021-07-28 10:55:00+00:00,2021-07-28 11:00:00+00:00,2021-07-28 11:00:00+00:00,2021-07-28 11:05:00+00:00,2021-07-28 11:10:00+00:00,,2021-07-28 11:05:00+00:00,True,True,2021-07-28 11:10:00+00:00,40307.01,0.9305170683161624,0.4642119007206741,2021-07-28 11:30:00+00:00,2021-07-28 11:45:00+00:00,40621.122,TP_E20,0.0077929868774686,3.4964934387343276,True,False,TRADE_EXECUTED,True,ALT_0330,125.0,True,True,120.0,2021-07-28 03:30:00+00:00,2021-07-28 06:40:00+00:00,2021-07-28 06:40:00+00:00,190.0,140.0,True,2021-07-28 11:40:00+00:00,2021-07-28 11:45:00+00:00,40621.122,BREATHING_FLOOR_TOUCH,3.4964934387343276,True,2021-07-28 11:30:00+00:00,40504.561,40621.122,0.2000000000000025,1,0.4341074630451006,0.33801185645284254,-4.440892098500626e-16,2021-07-28 11:30:00+00:00,40621.122,3.496493438734328,1,True,ACCEPT,,B27DN_E10_BREATHING_RUNNER
external,2021-07-27,1410,2021-07-27 23:30:00+00:00,2021-07-28 05:00:00+00:00,2021-07-28 05:00:00+00:00,2021-07-28 11:30:00+00:00,40388.0,38861.61,1526.3899999999994,40159.0415,39395.8465,40693.278,2021-07-28 10:55:00+00:00,2021-07-28 11:00:00+00:00,2021-07-28 11:00:00+00:00,2021-07-28 11:05:00+00:00,2021-07-28 11:10:00+00:00,,2021-07-28 11:05:00+00:00,True,True,2021-07-28 11:10:00+00:00,40307.01,0.9469401660126192,0.4239283070491689,2021-07-28 11:30:00+00:00,2021-07-28 11:30:00+00:00,40445.15,TIME_EXIT_EXEC_END,0.0034271954183651,1.3135977091825572,False,True,TRADE_EXECUTED,True,RAW_2330,365.0,False,True,360.0,2021-07-28 03:30:00+00:00,2021-07-28 01:00:00+00:00,2021-07-28 03:30:00+00:00,240.0,90.0,True,2021-07-28 11:30:00+00:00,2021-07-28 11:30:00+00:00,40445.15,TIME_EXIT_EXEC_END,1.3135977091825572,False,,,,,0,0.040618714745248606,0.037441283027274466,0.0,2021-07-28 11:30:00+00:00,40445.15,1.3135977091825572,4,False,SKIP_OPEN_POSITION,ALT_0330,B27DN_E10_BREATHING_RUNNER
external,2021-08-04,480,2021-08-04 08:00:00+00:00,2021-08-04 13:30:00+00:00,2021-08-04 13:30:00+00:00,2021-08-04 20:00:00+00:00,39155.0,37500.0,1655.0,38906.75,38079.25,39486.0,2021-08-04 13:30:00+00:00,2021-08-04 13:35:00+00:00,2021-08-04 13:50:00+00:00,2021-08-04 13:55:00+00:00,2021-08-04 14:15:00+00:00,,2021-08-04 13:55:00+00:00,True,True,2021-08-04 14:00:00+00:00,38985.01,0.8972870090634454,0.5531156156156122,2021-08-04 16:10:00+00:00,2021-08-04 16:25:00+00:00,39320.5,TP_E20,0.0128508367703381,3.902807668896347,True,False,TRADE_EXECUTED,True,LONDON,25.0,True,True,5.0,2021-08-04 13:25:00+00:00,2021-08-04 08:50:00+00:00,2021-08-04 13:25:00+00:00,325.0,5.0,True,2021-08-04 16:20:00+00:00,2021-08-04 16:25:00+00:00,39320.5,BREATHING_FLOOR_TOUCH,3.902807668896347,True,2021-08-04 16:10:00+00:00,39320.5,39320.5,0.1,0,0.28157099697885196,0.17063444108761416,-2.122610716272732,2021-08-04 16:10:00+00:00,39486.0,6.025418385169079,0,True,ACCEPT,,B27DN_E10_BREATHING_RUNNER
external,2021-08-22,1410,2021-08-22 23:30:00+00:00,2021-08-23 05:00:00+00:00,2021-08-23 05:00:00+00:00,2021-08-23 11:30:00+00:00,50476.0,49100.0,1376.0,50269.6,49581.6,50751.2,2021-08-23 10:15:00+00:00,2021-08-23 10:20:00+00:00,2021-08-23 10:20:00+00:00,2021-08-23 10:25:00+00:00,,,2021-08-23 10:25:00+00:00,True,True,2021-08-23 10:30:00+00:00,50331.24,0.8947965116279055,0.5602155701403333,2021-08-23 11:30:00+00:00,2021-08-23 11:30:00+00:00,50235.42,TIME_EXIT_EXEC_END,-0.0019037877866708,-1.3518938933354425,False,True,TRADE_EXECUTED,True,RAW_2330,325.0,False,True,320.0,2021-08-23 03:40:00+00:00,2021-08-23 00:30:00+00:00,2021-08-23 03:40:00+00:00,250.0,80.0,True,2021-08-23 11:30:00+00:00,2021-08-23 11:30:00+00:00,50235.42,TIME_EXIT_EXEC_END,-1.3518938933354425,False,,,,,0,-0.059731104651164484,-0.11088662790697801,-2.220446049250313e-16,2021-08-23 11:30:00+00:00,50235.42,-1.3518938933354423,4,True,ACCEPT,,B27DN_E10_BREATHING_RUNNER
external,2021-09-03,210,2021-09-03 03:30:00+00:00,2021-09-03 09:00:00+00:00,2021-09-03 09:00:00+00:00,2021-09-03 15:30:00+00:00,50097.57,49012.85,1084.7200000000012,49934.862,49392.502,50314.514,2021-09-03 09:00:00+00:00,2021-09-03 09:05:00+00:00,2021-09-03 09:05:00+00:00,2021-09-03 09:10:00+00:00,2021-09-03 09:15:00+00:00,,2021-09-03 09:10:00+00:00,True,True,2021-09-03 09:15:00+00:00,50024.44,0.932581680064904,0.4590228788267197,2021-09-03 10:40:00+00:00,2021-09-03 10:55:00+00:00,50206.042,TP_E20,0.00579864562202,1.4151327631054094,True,False,TRADE_EXECUTED,True,ALT_0330,10.0,True,True,5.0,2021-09-03 08:55:00+00:00,2021-09-03 03:30:00+00:00,2021-09-03 08:55:00+00:00,325.0,5.0,True,2021-09-03 10:50:00+00:00,2021-09-03 10:55:00+00:00,50206.042,BREATHING_FLOOR_TOUCH,1.4151327631054094,True,2021-09-03 10:40:00+00:00,50206.042,50206.042,0.1,0,0.5715299800870238,0.2829025001843815,-1.0841900479046096,2021-09-03 10:40:00+00:00,50314.514,2.499322811010019,1,True,ACCEPT,,B27DN_E10_BREATHING_RUNNER
