asset,partition,date_utc,entry_name,entry_fraction,entry_ts,H,L,R,h2_bar_start,h2_arrived,strict_breakout,breakout_bar_start,opposite_bar_start,terminal,h2_immediate_breakout,h2_rejection,later_breakout_after_h2_rejection,same_breakout_bar_e10,same_breakout_bar_e20,causal_e10_ts,causal_e20_ts,causal_e10,causal_e20,min_fill_to_h2,min_h2_to_breakout,min_breakout_to_e10,min_breakout_to_e20
BTC,august,2026-08-04,F85,0.85,2026-08-04 14:30:00+00:00,64034.3,63428.8,605.5,2026-08-04 14:40:00+00:00,True,True,2026-08-04 14:40:00+00:00,,STRICT_BREAKOUT,True,False,False,True,True,2026-08-04 14:45:00+00:00,2026-08-04 14:55:00+00:00,True,True,10.0,0.0,0.0,10.0
BTC,august,2026-08-17,F85,0.85,2026-08-17 13:50:00+00:00,63753.0,63255.0,498.0,2026-08-17 14:50:00+00:00,True,True,2026-08-17 14:55:00+00:00,,STRICT_BREAKOUT,False,True,True,True,True,2026-08-17 15:00:00+00:00,2026-08-17 15:00:00+00:00,True,True,60.0,5.0,0.0,0.0
BTC,august,2026-08-20,F85,0.85,2026-08-20 15:15:00+00:00,72487.5,69771.8,2715.699999999997,2026-08-20 15:30:00+00:00,True,True,2026-08-20 16:40:00+00:00,,STRICT_BREAKOUT,False,True,True,False,False,2026-08-20 16:55:00+00:00,,True,False,15.0,70.0,10.0,
BTC,august,2026-08-04,F90,0.9,2026-08-04 14:30:00+00:00,64034.3,63428.8,605.5,2026-08-04 14:40:00+00:00,True,True,2026-08-04 14:40:00+00:00,,STRICT_BREAKOUT,True,False,False,True,True,2026-08-04 14:45:00+00:00,2026-08-04 14:55:00+00:00,True,True,10.0,0.0,0.0,10.0
BTC,august,2026-08-17,F90,0.9,2026-08-17 13:50:00+00:00,63753.0,63255.0,498.0,2026-08-17 14:50:00+00:00,True,True,2026-08-17 14:55:00+00:00,,STRICT_BREAKOUT,False,True,True,True,True,2026-08-17 15:00:00+00:00,2026-08-17 15:00:00+00:00,True,True,60.0,5.0,0.0,0.0
BTC,august,2026-08-20,F90,0.9,2026-08-20 15:10:00+00:00,72487.5,69771.8,2715.699999999997,2026-08-20 15:30:00+00:00,True,True,2026-08-20 16:40:00+00:00,,STRICT_BREAKOUT,False,True,True,False,False,2026-08-20 16:55:00+00:00,,True,False,20.0,70.0,10.0,
BTC,august,2026-08-04,F95,0.95,2026-08-04 14:35:00+00:00,64034.3,63428.8,605.5,2026-08-04 14:40:00+00:00,True,True,2026-08-04 14:40:00+00:00,,STRICT_BREAKOUT,True,False,False,True,True,2026-08-04 14:45:00+00:00,2026-08-04 14:55:00+00:00,True,True,5.0,0.0,0.0,10.0
BTC,august,2026-08-20,F95,0.95,2026-08-20 15:25:00+00:00,72487.5,69771.8,2715.699999999997,2026-08-20 15:30:00+00:00,True,True,2026-08-20 16:40:00+00:00,,STRICT_BREAKOUT,False,True,True,False,False,2026-08-20 16:55:00+00:00,,True,False,5.0,70.0,10.0,
BTC,development,2022-01-25,F75,0.75,2022-01-25 14:30:00+00:00,36793.85,35993.84,800.010000000002,2022-01-25 14:35:00+00:00,True,True,2022-01-25 14:35:00+00:00,,STRICT_BREAKOUT,True,False,False,True,True,2022-01-25 14:40:00+00:00,2022-01-25 14:40:00+00:00,True,True,5.0,0.0,0.0,0.0
BTC,development,2022-02-01,F75,0.75,2022-02-01 17:25:00+00:00,39100.0,37969.0,1131.0,,False,False,,,NO_BREAK_BY_END,False,False,False,False,False,,,False,False,,,,
BTC,development,2022-02-03,F75,0.75,2022-02-03 16:20:00+00:00,37084.63,36204.3,880.3299999999945,,False,False,,,NO_BREAK_BY_END,False,False,False,False,False,,,False,False,,,,
BTC,development,2022-02-15,F75,0.75,2022-02-15 14:50:00+00:00,44442.3,43579.4,862.9000000000015,,False,False,,,NO_BREAK_BY_END,False,False,False,False,False,,,False,False,,,,
BTC,development,2022-02-22,F75,0.75,2022-02-22 14:10:00+00:00,37868.0,36727.1,1140.9000000000015,2022-02-22 14:45:00+00:00,True,True,2022-02-22 14:50:00+00:00,,STRICT_BREAKOUT,False,True,True,True,True,2022-02-22 14:55:00+00:00,2022-02-22 14:55:00+00:00,True,True,35.0,5.0,0.0,0.0
BTC,development,2022-02-24,F75,0.75,2022-02-24 14:40:00+00:00,35870.0,34763.2,1106.800000000003,2022-02-24 15:20:00+00:00,True,True,2022-02-24 15:50:00+00:00,,STRICT_BREAKOUT,False,True,True,True,True,2022-02-24 15:55:00+00:00,2022-02-24 16:00:00+00:00,True,True,40.0,30.0,0.0,5.0
BTC,development,2022-03-16,F75,0.75,2022-03-16 14:10:00+00:00,40760.0,39538.0,1222.0,2022-03-16 14:15:00+00:00,True,True,2022-03-16 14:15:00+00:00,,STRICT_BREAKOUT,True,False,False,True,True,2022-03-16 14:20:00+00:00,2022-03-16 14:20:00+00:00,True,True,5.0,0.0,0.0,0.0
BTC,development,2022-03-18,F75,0.75,2022-03-18 14:20:00+00:00,40750.0,40084.2,665.8000000000029,2022-03-18 14:25:00+00:00,True,True,2022-03-18 15:35:00+00:00,,STRICT_BREAKOUT,False,True,True,True,False,2022-03-18 15:40:00+00:00,2022-03-18 15:40:00+00:00,True,True,5.0,70.0,0.0,0.0
BTC,development,2022-03-21,F75,0.75,2022-03-21 13:50:00+00:00,41481.1,40890.9,590.1999999999971,,False,False,,2022-03-21 14:20:00+00:00,OPPOSITE_BREAK,False,False,False,False,False,,,False,False,,,,
BTC,development,2022-03-22,F75,0.75,2022-03-22 14:45:00+00:00,43087.2,42063.3,1023.8999999999942,,False,False,,,NO_BREAK_BY_END,False,False,False,False,False,,,False,False,,,,
BTC,development,2022-04-04,F75,0.75,2022-04-04 14:20:00+00:00,46280.0,45780.0,500.0,,False,False,,2022-04-04 15:05:00+00:00,OPPOSITE_BREAK,False,False,False,False,False,,,False,False,,,,
BTC,development,2022-04-18,F75,0.75,2022-04-18 13:45:00+00:00,39489.0,38780.0,709.0,2022-04-18 14:20:00+00:00,True,True,2022-04-18 14:20:00+00:00,,STRICT_BREAKOUT,True,False,False,False,False,2022-04-18 16:45:00+00:00,2022-04-18 17:05:00+00:00,True,True,35.0,0.0,140.0,160.0
BTC,development,2022-05-10,F75,0.75,2022-05-10 14:05:00+00:00,32337.2,31231.0,1106.2000000000007,,False,False,,2022-05-10 14:45:00+00:00,OPPOSITE_BREAK,False,False,False,False,False,,,False,False,,,,
BTC,development,2022-05-19,F75,0.75,2022-05-19 13:55:00+00:00,29737.2,28838.8,898.4000000000015,2022-05-19 14:00:00+00:00,True,True,2022-05-19 14:15:00+00:00,,STRICT_BREAKOUT,False,True,True,True,False,2022-05-19 14:20:00+00:00,2022-05-19 15:00:00+00:00,True,True,5.0,15.0,0.0,40.0
BTC,development,2022-05-25,F75,0.75,2022-05-25 18:10:00+00:00,29949.2,29330.0,619.2000000000007,2022-05-25 18:30:00+00:00,True,True,2022-05-25 18:30:00+00:00,,STRICT_BREAKOUT,True,False,False,True,False,2022-05-25 18:35:00+00:00,,True,False,20.0,0.0,0.0,
BTC,development,2022-06-01,F75,0.75,2022-06-01 14:00:00+00:00,31868.5,31427.5,441.0,,False,False,,2022-06-01 14:15:00+00:00,OPPOSITE_BREAK,False,False,False,False,False,,,False,False,,,,
BTC,development,2022-06-20,F75,0.75,2022-06-20 15:50:00+00:00,21050.0,20010.0,1040.0,,False,False,,2022-06-20 17:55:00+00:00,OPPOSITE_BREAK,False,False,False,False,False,,,False,False,,,,
BTC,development,2022-07-06,F75,0.75,2022-07-06 13:55:00+00:00,20295.0,19950.0,345.0,2022-07-06 16:45:00+00:00,True,True,2022-07-06 17:00:00+00:00,,STRICT_BREAKOUT,False,True,True,True,True,2022-07-06 17:05:00+00:00,2022-07-06 18:30:00+00:00,True,True,170.0,15.0,0.0,85.0
BTC,development,2022-07-12,F75,0.75,2022-07-12 13:50:00+00:00,19959.4,19552.4,407.0,2022-07-12 15:10:00+00:00,True,True,2022-07-12 16:35:00+00:00,,STRICT_BREAKOUT,False,True,True,False,False,,,False,False,80.0,85.0,,
BTC,development,2022-07-19,F75,0.75,2022-07-19 13:40:00+00:00,22381.7,21686.3,695.4000000000015,2022-07-19 14:45:00+00:00,True,True,2022-07-19 14:45:00+00:00,,STRICT_BREAKOUT,True,False,False,False,False,2022-07-19 14:50:00+00:00,2022-07-19 14:50:00+00:00,True,True,65.0,0.0,0.0,0.0
BTC,development,2022-07-20,F75,0.75,2022-07-20 13:55:00+00:00,23975.7,23298.5,677.2000000000007,2022-07-20 14:25:00+00:00,True,True,2022-07-20 14:25:00+00:00,,STRICT_BREAKOUT,True,False,False,False,False,2022-07-20 14:35:00+00:00,2022-07-20 14:50:00+00:00,True,True,30.0,0.0,5.0,20.0
BTC,development,2022-07-22,F75,0.75,2022-07-22 14:20:00+00:00,23690.0,23060.0,630.0,,False,False,,2022-07-22 17:15:00+00:00,OPPOSITE_BREAK,False,False,False,False,False,,,False,False,,,,
BTC,development,2022-07-28,F75,0.75,2022-07-28 14:45:00+00:00,23210.2,22583.1,627.1000000000022,2022-07-28 15:10:00+00:00,True,True,2022-07-28 15:10:00+00:00,,STRICT_BREAKOUT,True,False,False,False,False,2022-07-28 15:15:00+00:00,2022-07-28 15:20:00+00:00,True,True,25.0,0.0,0.0,5.0
BTC,development,2022-08-23,F75,0.75,2022-08-23 13:45:00+00:00,21546.5,21279.0,267.5,2022-08-23 14:00:00+00:00,True,True,2022-08-23 14:00:00+00:00,,STRICT_BREAKOUT,True,False,False,True,False,2022-08-23 14:05:00+00:00,2022-08-23 14:05:00+00:00,True,True,15.0,0.0,0.0,0.0
BTC,development,2022-08-31,F75,0.75,2022-08-31 13:55:00+00:00,20410.0,20121.0,289.0,,False,False,,2022-08-31 14:55:00+00:00,OPPOSITE_BREAK,False,False,False,False,False,,,False,False,,,,
BTC,development,2022-09-02,F75,0.75,2022-09-02 15:25:00+00:00,20396.0,19978.0,418.0,,False,False,,2022-09-02 17:20:00+00:00,OPPOSITE_BREAK,False,False,False,False,False,,,False,False,,,,
BTC,development,2022-09-12,F75,0.75,2022-09-12 13:50:00+00:00,22450.0,21961.1,488.90000000000146,2022-09-12 14:15:00+00:00,True,False,,,NO_BREAK_BY_END,False,True,False,False,False,,,False,False,25.0,,,
BTC,development,2022-11-02,F75,0.75,2022-11-02 17:05:00+00:00,20529.9,20323.0,206.90000000000146,2022-11-02 18:00:00+00:00,True,True,2022-11-02 18:00:00+00:00,,STRICT_BREAKOUT,True,False,False,True,True,2022-11-02 18:05:00+00:00,2022-11-02 18:05:00+00:00,True,True,55.0,0.0,0.0,0.0
BTC,development,2023-01-09,F75,0.75,2023-01-09 14:30:00+00:00,17277.7,17180.0,97.70000000000073,2023-01-09 15:00:00+00:00,True,True,2023-01-09 15:45:00+00:00,,STRICT_BREAKOUT,False,True,True,True,True,2023-01-09 15:50:00+00:00,2023-01-09 15:50:00+00:00,True,True,30.0,45.0,0.0,0.0
BTC,development,2023-01-19,F75,0.75,2023-01-19 14:50:00+00:00,20848.0,20661.0,187.0,2023-01-19 15:05:00+00:00,True,True,2023-01-19 15:05:00+00:00,,STRICT_BREAKOUT,True,False,False,True,True,2023-01-19 15:10:00+00:00,2023-01-19 15:15:00+00:00,True,True,15.0,0.0,0.0,5.0
BTC,development,2023-02-09,F75,0.75,2023-02-09 14:50:00+00:00,22786.0,22550.0,236.0,,False,False,,2023-02-09 16:20:00+00:00,OPPOSITE_BREAK,False,False,False,False,False,,,False,False,,,,
BTC,development,2023-03-06,F75,0.75,2023-03-06 13:55:00+00:00,22443.9,22345.3,98.60000000000218,2023-03-06 14:30:00+00:00,True,True,2023-03-06 15:00:00+00:00,,STRICT_BREAKOUT,False,True,True,False,False,2023-03-06 15:05:00+00:00,2023-03-06 15:05:00+00:00,True,True,35.0,30.0,0.0,0.0
BTC,development,2023-03-22,F75,0.75,2023-03-22 13:45:00+00:00,28379.4,27962.1,417.3000000000029,2023-03-22 14:20:00+00:00,True,True,2023-03-22 14:25:00+00:00,,STRICT_BREAKOUT,False,True,True,False,False,2023-03-22 14:30:00+00:00,2023-03-22 14:30:00+00:00,True,True,35.0,5.0,0.0,0.0
BTC,development,2023-05-12,F75,0.75,2023-05-12 13:45:00+00:00,26473.0,26220.0,253.0,2023-05-12 13:50:00+00:00,True,True,2023-05-12 14:10:00+00:00,,STRICT_BREAKOUT,False,True,True,True,False,2023-05-12 14:15:00+00:00,2023-05-12 14:15:00+00:00,True,True,5.0,20.0,0.0,0.0
BTC,development,2023-06-01,F75,0.75,2023-06-01 14:15:00+00:00,26960.0,26773.2,186.79999999999927,2023-06-01 16:50:00+00:00,True,True,2023-06-01 16:50:00+00:00,,STRICT_BREAKOUT,True,False,False,True,True,2023-06-01 16:55:00+00:00,2023-06-01 16:55:00+00:00,True,True,155.0,0.0,0.0,0.0
BTC,development,2023-06-19,F75,0.75,2023-06-19 13:45:00+00:00,26569.7,26350.2,219.5,,False,False,,2023-06-19 16:30:00+00:00,OPPOSITE_BREAK,False,False,False,False,False,,,False,False,,,,
BTC,development,2023-06-22,F75,0.75,2023-06-22 14:05:00+00:00,30320.0,29800.0,520.0,,False,False,,2023-06-22 14:40:00+00:00,OPPOSITE_BREAK,False,False,False,False,False,,,False,False,,,,
BTC,development,2023-07-04,F75,0.75,2023-07-04 16:35:00+00:00,31080.0,30856.0,224.0,,False,False,,2023-07-04 18:00:00+00:00,OPPOSITE_BREAK,False,False,False,False,False,,,False,False,,,,
BTC,development,2023-07-10,F75,0.75,2023-07-10 13:55:00+00:00,30275.4,29966.6,308.8000000000029,2023-07-10 14:20:00+00:00,True,True,2023-07-10 14:20:00+00:00,,STRICT_BREAKOUT,True,False,False,True,False,2023-07-10 14:25:00+00:00,2023-07-10 14:50:00+00:00,True,True,25.0,0.0,0.0,25.0
BTC,development,2023-07-19,F75,0.75,2023-07-19 13:55:00+00:00,30038.4,29800.0,238.40000000000146,2023-07-19 14:00:00+00:00,True,True,2023-07-19 17:45:00+00:00,,STRICT_BREAKOUT,False,True,True,True,False,2023-07-19 17:50:00+00:00,2023-07-19 19:20:00+00:00,True,True,5.0,225.0,0.0,90.0
BTC,development,2023-07-26,F75,0.75,2023-07-26 14:20:00+00:00,29321.4,29145.2,176.20000000000073,2023-07-26 15:40:00+00:00,True,True,2023-07-26 18:10:00+00:00,,STRICT_BREAKOUT,False,True,True,True,True,2023-07-26 18:15:00+00:00,2023-07-26 18:35:00+00:00,True,True,80.0,150.0,0.0,20.0
BTC,development,2023-08-03,F75,0.75,2023-08-03 13:45:00+00:00,29193.5,28955.4,238.09999999999854,2023-08-03 13:55:00+00:00,True,True,2023-08-03 14:00:00+00:00,,STRICT_BREAKOUT,False,True,True,True,False,2023-08-03 14:05:00+00:00,2023-08-03 14:05:00+00:00,True,True,10.0,5.0,0.0,0.0
BTC,development,2023-08-23,F75,0.75,2023-08-23 15:05:00+00:00,26085.6,25800.0,285.59999999999854,2023-08-23 15:10:00+00:00,True,True,2023-08-23 15:10:00+00:00,,STRICT_BREAKOUT,True,False,False,False,False,2023-08-23 15:15:00+00:00,2023-08-23 15:20:00+00:00,True,True,5.0,0.0,0.0,5.0
BTC,development,2023-09-07,F75,0.75,2023-09-07 14:40:00+00:00,25751.0,25625.0,126.0,2023-09-07 14:50:00+00:00,True,True,2023-09-07 14:55:00+00:00,,STRICT_BREAKOUT,False,True,True,False,False,2023-09-07 15:00:00+00:00,2023-09-07 15:00:00+00:00,True,True,10.0,5.0,0.0,0.0
BTC,development,2023-09-12,F75,0.75,2023-09-12 14:10:00+00:00,26330.9,25720.0,610.9000000000015,2023-09-12 16:30:00+00:00,True,True,2023-09-12 16:30:00+00:00,,STRICT_BREAKOUT,True,False,False,True,True,2023-09-12 16:35:00+00:00,,True,False,140.0,0.0,0.0,
BTC,development,2023-09-14,F75,0.75,2023-09-14 15:10:00+00:00,26790.0,26253.0,537.0,2023-09-14 18:35:00+00:00,True,False,,,NO_BREAK_BY_END,False,True,False,False,False,,,False,False,205.0,,,
BTC,development,2023-09-19,F75,0.75,2023-09-19 15:45:00+00:00,27470.0,26834.3,635.7000000000007,2023-09-19 15:50:00+00:00,True,False,,,NO_BREAK_BY_END,False,True,False,False,False,,,False,False,5.0,,,
BTC,development,2023-10-05,F75,0.75,2023-10-05 13:45:00+00:00,28070.8,27578.1,492.7000000000007,2023-10-05 14:15:00+00:00,True,False,,2023-10-05 15:30:00+00:00,OPPOSITE_BREAK,False,True,False,False,False,,,False,False,30.0,,,
BTC,development,2023-10-19,F75,0.75,2023-10-19 14:05:00+00:00,28563.6,28267.4,296.1999999999971,2023-10-19 14:10:00+00:00,True,True,2023-10-19 14:45:00+00:00,,STRICT_BREAKOUT,False,True,True,True,False,2023-10-19 14:50:00+00:00,2023-10-19 14:50:00+00:00,True,True,5.0,35.0,0.0,0.0
BTC,development,2023-12-07,F75,0.75,2023-12-07 16:00:00+00:00,43911.5,42815.0,1096.5,,False,False,,,NO_BREAK_BY_END,False,False,False,False,False,,,False,False,,,,
BTC,development,2023-12-21,F75,0.75,2023-12-21 14:05:00+00:00,44260.0,43610.0,650.0,,False,False,,2023-12-21 14:55:00+00:00,OPPOSITE_BREAK,False,False,False,False,False,,,False,False,,,,
BTC,development,2023-12-26,F75,0.75,2023-12-26 14:55:00+00:00,42836.5,42109.0,727.5,,False,False,,2023-12-26 17:35:00+00:00,OPPOSITE_BREAK,False,False,False,False,False,,,False,False,,,,
BTC,development,2024-01-08,F75,0.75,2024-01-08 16:40:00+00:00,45180.0,43629.7,1550.300000000003,2024-01-08 17:15:00+00:00,True,True,2024-01-08 17:20:00+00:00,,STRICT_BREAKOUT,False,True,True,False,False,2024-01-08 17:25:00+00:00,2024-01-08 17:45:00+00:00,True,True,35.0,5.0,0.0,20.0
BTC,development,2024-01-09,F75,0.75,2024-01-09 14:15:00+00:00,47080.0,45400.0,1680.0,,False,False,,,NO_BREAK_BY_END,False,False,False,False,False,,,False,False,,,,
BTC,development,2024-02-07,F75,0.75,2024-02-07 14:25:00+00:00,43191.2,42813.6,377.59999999999854,2024-02-07 14:45:00+00:00,True,True,2024-02-07 14:45:00+00:00,,STRICT_BREAKOUT,True,False,False,True,True,2024-02-07 14:50:00+00:00,2024-02-07 14:50:00+00:00,True,True,20.0,0.0,0.0,0.0
BTC,development,2024-02-09,F75,0.75,2024-02-09 14:30:00+00:00,47688.3,46183.4,1504.9000000000015,2024-02-09 18:00:00+00:00,True,True,2024-02-09 18:00:00+00:00,,STRICT_BREAKOUT,True,False,False,True,False,2024-02-09 18:10:00+00:00,2024-02-09 18:20:00+00:00,True,True,210.0,0.0,5.0,15.0
BTC,development,2024-02-29,F75,0.75,2024-02-29 14:45:00+00:00,63460.8,62050.0,1410.800000000003,,False,False,,2024-02-29 16:40:00+00:00,OPPOSITE_BREAK,False,False,False,False,False,,,False,False,,,,
BTC,development,2024-03-04,F75,0.75,2024-03-04 13:55:00+00:00,65717.4,64078.2,1639.199999999997,2024-03-04 14:35:00+00:00,True,True,2024-03-04 14:35:00+00:00,,STRICT_BREAKOUT,True,False,False,True,True,2024-03-04 14:40:00+00:00,2024-03-04 14:40:00+00:00,True,True,40.0,0.0,0.0,0.0
BTC,development,2024-03-15,F75,0.75,2024-03-15 14:30:00+00:00,68665.5,65580.0,3085.5,2024-03-15 14:55:00+00:00,True,True,2024-03-15 18:35:00+00:00,,STRICT_BREAKOUT,False,True,True,False,False,2024-03-15 18:40:00+00:00,2024-03-15 18:40:00+00:00,True,True,25.0,220.0,0.0,0.0
BTC,development,2024-03-20,F75,0.75,2024-03-20 15:15:00+00:00,64380.0,62676.6,1703.4000000000015,,False,False,,2024-03-20 16:25:00+00:00,OPPOSITE_BREAK,False,False,False,False,False,,,False,False,,,,
BTC,development,2024-04-01,F75,0.75,2024-04-01 13:55:00+00:00,70098.6,69222.0,876.6000000000058,,False,False,,2024-04-01 14:35:00+00:00,OPPOSITE_BREAK,False,False,False,False,False,,,False,False,,,,
BTC,development,2024-04-04,F75,0.75,2024-04-04 14:00:00+00:00,67480.1,66036.0,1444.1000000000058,2024-04-04 14:05:00+00:00,True,True,2024-04-04 14:05:00+00:00,,STRICT_BREAKOUT,True,False,False,True,False,2024-04-04 14:10:00+00:00,2024-04-04 14:40:00+00:00,True,True,5.0,0.0,0.0,30.0
BTC,development,2024-05-14,F75,0.75,2024-05-14 14:55:00+00:00,62086.8,60950.0,1136.800000000003,,False,False,,,NO_BREAK_BY_END,False,False,False,False,False,,,False,False,,,,
BTC,development,2024-07-15,F75,0.75,2024-07-15 15:10:00+00:00,63239.2,62266.0,973.1999999999971,2024-07-15 16:25:00+00:00,True,True,2024-07-15 16:35:00+00:00,,STRICT_BREAKOUT,False,True,True,True,False,2024-07-15 16:40:00+00:00,2024-07-15 16:40:00+00:00,True,True,75.0,10.0,0.0,0.0
BTC,development,2024-08-19,F75,0.75,2024-08-19 15:00:00+00:00,58940.0,57750.0,1190.0,2024-08-19 17:30:00+00:00,True,True,2024-08-19 17:30:00+00:00,,STRICT_BREAKOUT,True,False,False,True,True,2024-08-19 17:35:00+00:00,2024-08-19 17:35:00+00:00,True,True,150.0,0.0,0.0,0.0
BTC,development,2024-09-05,F75,0.75,2024-09-05 14:15:00+00:00,57217.5,56259.3,958.1999999999971,2024-09-05 14:20:00+00:00,True,True,2024-09-05 14:20:00+00:00,,STRICT_BREAKOUT,True,False,False,False,False,,,False,False,5.0,0.0,,
BTC,development,2024-09-13,F75,0.75,2024-09-13 14:15:00+00:00,58321.9,57594.0,727.9000000000015,2024-09-13 14:55:00+00:00,True,True,2024-09-13 14:55:00+00:00,,STRICT_BREAKOUT,True,False,False,True,True,2024-09-13 15:00:00+00:00,2024-09-13 15:05:00+00:00,True,True,40.0,0.0,0.0,5.0
BTC,development,2024-12-10,F75,0.75,2024-12-10 13:55:00+00:00,97948.0,96880.9,1067.1000000000058,2024-12-10 14:05:00+00:00,True,True,2024-12-10 14:15:00+00:00,,STRICT_BREAKOUT,False,True,True,False,False,2024-12-10 14:25:00+00:00,2024-12-10 14:30:00+00:00,True,True,10.0,10.0,5.0,10.0
BTC,development,2024-12-12,F75,0.75,2024-12-12 14:40:00+00:00,101531.1,100150.0,1381.1000000000058,2024-12-12 14:55:00+00:00,True,True,2024-12-12 14:55:00+00:00,,STRICT_BREAKOUT,True,False,False,True,False,2024-12-12 15:00:00+00:00,2024-12-12 15:45:00+00:00,True,True,15.0,0.0,0.0,45.0
BTC,development,2024-12-31,F75,0.75,2024-12-31 15:05:00+00:00,96032.1,92800.0,3232.100000000006,,False,False,,,NO_BREAK_BY_END,False,False,False,False,False,,,False,False,,,,
BTC,development,2022-01-25,F80,0.8,2022-01-25 14:30:00+00:00,36793.85,35993.84,800.010000000002,2022-01-25 14:35:00+00:00,True,True,2022-01-25 14:35:00+00:00,,STRICT_BREAKOUT,True,False,False,True,True,2022-01-25 14:40:00+00:00,2022-01-25 14:40:00+00:00,True,True,5.0,0.0,0.0,0.0
BTC,development,2022-01-28,F80,0.8,2022-01-28 13:50:00+00:00,36884.88,36149.02,735.8600000000006,2022-01-28 13:55:00+00:00,True,True,2022-01-28 13:55:00+00:00,,STRICT_BREAKOUT,True,False,False,False,False,2022-01-28 14:05:00+00:00,2022-01-28 14:05:00+00:00,True,True,5.0,0.0,5.0,5.0
BTC,development,2022-02-01,F80,0.8,2022-02-01 17:10:00+00:00,39100.0,37969.0,1131.0,,False,False,,,NO_BREAK_BY_END,False,False,False,False,False,,,False,False,,,,
BTC,development,2022-02-03,F80,0.8,2022-02-03 16:20:00+00:00,37084.63,36204.3,880.3299999999945,,False,False,,,NO_BREAK_BY_END,False,False,False,False,False,,,False,False,,,,
BTC,development,2022-02-15,F80,0.8,2022-02-15 14:50:00+00:00,44442.3,43579.4,862.9000000000015,,False,False,,,NO_BREAK_BY_END,False,False,False,False,False,,,False,False,,,,
BTC,development,2022-02-22,F80,0.8,2022-02-22 14:10:00+00:00,37868.0,36727.1,1140.9000000000015,2022-02-22 14:45:00+00:00,True,True,2022-02-22 14:50:00+00:00,,STRICT_BREAKOUT,False,True,True,True,True,2022-02-22 14:55:00+00:00,2022-02-22 14:55:00+00:00,True,True,35.0,5.0,0.0,0.0
BTC,development,2022-02-24,F80,0.8,2022-02-24 14:40:00+00:00,35870.0,34763.2,1106.800000000003,2022-02-24 15:20:00+00:00,True,True,2022-02-24 15:50:00+00:00,,STRICT_BREAKOUT,False,True,True,True,True,2022-02-24 15:55:00+00:00,2022-02-24 16:00:00+00:00,True,True,40.0,30.0,0.0,5.0
BTC,development,2022-03-16,F80,0.8,2022-03-16 14:10:00+00:00,40760.0,39538.0,1222.0,2022-03-16 14:15:00+00:00,True,True,2022-03-16 14:15:00+00:00,,STRICT_BREAKOUT,True,False,False,True,True,2022-03-16 14:20:00+00:00,2022-03-16 14:20:00+00:00,True,True,5.0,0.0,0.0,0.0
BTC,development,2022-03-18,F80,0.8,2022-03-18 14:20:00+00:00,40750.0,40084.2,665.8000000000029,2022-03-18 14:25:00+00:00,True,True,2022-03-18 15:35:00+00:00,,STRICT_BREAKOUT,False,True,True,True,False,2022-03-18 15:40:00+00:00,2022-03-18 15:40:00+00:00,True,True,5.0,70.0,0.0,0.0
BTC,development,2022-03-22,F80,0.8,2022-03-22 14:45:00+00:00,43087.2,42063.3,1023.8999999999942,,False,False,,,NO_BREAK_BY_END,False,False,False,False,False,,,False,False,,,,
BTC,development,2022-04-18,F80,0.8,2022-04-18 13:45:00+00:00,39489.0,38780.0,709.0,2022-04-18 14:20:00+00:00,True,True,2022-04-18 14:20:00+00:00,,STRICT_BREAKOUT,True,False,False,False,False,2022-04-18 16:45:00+00:00,2022-04-18 17:05:00+00:00,True,True,35.0,0.0,140.0,160.0
BTC,development,2022-05-10,F80,0.8,2022-05-10 14:05:00+00:00,32337.2,31231.0,1106.2000000000007,,False,False,,2022-05-10 14:45:00+00:00,OPPOSITE_BREAK,False,False,False,False,False,,,False,False,,,,
BTC,development,2022-05-19,F80,0.8,2022-05-19 13:55:00+00:00,29737.2,28838.8,898.4000000000015,2022-05-19 14:00:00+00:00,True,True,2022-05-19 14:15:00+00:00,,STRICT_BREAKOUT,False,True,True,True,False,2022-05-19 14:20:00+00:00,2022-05-19 15:00:00+00:00,True,True,5.0,15.0,0.0,40.0
BTC,development,2022-05-25,F80,0.8,2022-05-25 18:10:00+00:00,29949.2,29330.0,619.2000000000007,2022-05-25 18:30:00+00:00,True,True,2022-05-25 18:30:00+00:00,,STRICT_BREAKOUT,True,False,False,True,False,2022-05-25 18:35:00+00:00,,True,False,20.0,0.0,0.0,
BTC,development,2022-06-01,F80,0.8,2022-06-01 14:00:00+00:00,31868.5,31427.5,441.0,,False,False,,2022-06-01 14:15:00+00:00,OPPOSITE_BREAK,False,False,False,False,False,,,False,False,,,,
BTC,development,2022-06-20,F80,0.8,2022-06-20 15:55:00+00:00,21050.0,20010.0,1040.0,,False,False,,2022-06-20 17:55:00+00:00,OPPOSITE_BREAK,False,False,False,False,False,,,False,False,,,,
BTC,development,2022-07-06,F80,0.8,2022-07-06 14:00:00+00:00,20295.0,19950.0,345.0,2022-07-06 16:45:00+00:00,True,True,2022-07-06 17:00:00+00:00,,STRICT_BREAKOUT,False,True,True,True,True,2022-07-06 17:05:00+00:00,2022-07-06 18:30:00+00:00,True,True,165.0,15.0,0.0,85.0
BTC,development,2022-07-08,F80,0.8,2022-07-08 14:55:00+00:00,21814.1,21175.2,638.8999999999978,2022-07-08 15:00:00+00:00,True,True,2022-07-08 15:10:00+00:00,,STRICT_BREAKOUT,False,True,True,True,True,2022-07-08 15:15:00+00:00,2022-07-08 15:15:00+00:00,True,True,5.0,10.0,0.0,0.0
