seed,bootstrap_n,trade_n,prob_mean_gt_0,mean_r_p05,mean_r_p50,mean_r_p95,pf_p05,pf_p50,pf_p95
42,10000,302,0.9862,0.030713599106465084,0.1263572447967905,0.22317935759037386,1.0729480852415476,1.3335193295408057,1.6566786572988625
