character_rule,lookback_min,hold_min,manhattan_distance,trades,wr,net,exp,pf,dd,ls,dd_cap,ls_warning_threshold,risk_clustering_warning,economically_viable,exp_retention_vs_2022,pf_retention_vs_2022,wr_change_vs_2022_pp
DRIVE_DOWN__STR_B80_100,180,240,0,100,0.6,60.26367334443954,0.6026367334443954,1.2102299893186708,110.01711624826973,8,77.13050612557531,12,False,False,0.18099992225193154,0.46531150327611404,-4.473684210526319
DRIVE_DOWN__STR_B80_100,120,240,1,87,0.632183908045977,59.805902304915335,0.6874241644243142,1.267350001511709,68.72055139088741,4,77.13050612557531,12,False,True,0.20646554285489851,0.4872731130323354,-1.2552934059286147
DRIVE_DOWN__STR_B80_100,180,120,1,100,0.57,112.58859403886345,1.1258859403886345,1.9668763880810656,31.49454688045833,8,77.13050612557531,12,False,True,0.33815606710553886,0.7562283342619319,-7.473684210526321
DRIVE_DOWN__STR_B80_100,180,360,1,100,0.59,149.15852834147043,1.4915852834147043,1.5101714790418765,160.4744212893375,9,77.13050612557531,12,False,False,0.44799263859526617,0.580633571568732,-5.4736842105263195
DRIVE_DOWN__STR_B80_100,240,240,1,115,0.6260869565217392,74.68103450006645,0.6494003000005778,1.2455541295605856,169.19002369701218,11,77.13050612557531,12,False,False,0.19504520266906533,0.4788929951768024,-1.8649885583523984
