year,fee_mult,delay_min,lookback_min,hold_min,n,wr,net,exp,pf,dd,ls,dd_cap,viable
2022,1.0,0,120,240,102,0.5686274509803921,181.73241884096075,1.7816903807937328,1.520251196587363,174.03251884058855,7,101.70255875701406,False
2022,1.0,0,180,240,94,0.5531914893617021,193.45345384082128,2.0580154663917156,1.6116773072843855,134.3691275925719,7,109.52428803687245,False
2022,1.0,0,240,240,107,0.4672897196261682,40.049969894389754,0.37429878405971734,1.082194635441585,217.09840585037716,9,147.1551326364052,False
2022,1.0,0,180,360,94,0.5106382978723404,56.055364306395745,0.5963336628339972,1.1116146289388464,215.22601926993838,7,104.06250520547366,False
2022,1.0,0,240,360,107,0.48598130841121495,-131.9048662601134,-1.2327557594403122,0.827330541615615,380.1086337870154,9,144.6902158372214,False
2023,1.0,0,120,240,111,0.5225225225225225,68.44776402474557,0.6166465227454555,1.3107383601794902,88.77963321977339,8,101.70255875701406,True
2023,1.0,0,180,240,112,0.5982142857142857,133.65365237490272,1.1933361819187742,1.7680645698208721,70.47931300328261,8,109.52428803687245,True
2023,1.0,0,240,240,90,0.6,116.28191601227661,1.2920212890252958,1.8667545012097129,62.65361456038297,6,147.1551326364052,True
2023,1.0,0,180,360,112,0.5446428571428571,127.85900347625248,1.1415982453236828,1.7070552695738213,63.04439580215194,8,104.06250520547366,True
2023,1.0,0,240,360,90,0.5666666666666667,120.88584344946355,1.3431760383273728,1.9143550048251468,50.208314524439636,8,144.6902158372214,True
2024,1.0,0,120,240,118,0.635593220338983,91.71744369423205,0.7772664719850173,1.2555319782961736,178.59071846332535,6,101.70255875701406,False
2024,1.0,0,180,240,123,0.5528455284552846,66.23635943281955,0.5385069872586956,1.222337453423484,112.31173709001634,5,109.52428803687245,False
2024,1.0,0,240,240,120,0.55,79.87424265638512,0.6656186888032093,1.2788946639958518,89.89907024804465,8,147.1551326364052,True
2024,1.0,0,180,360,123,0.5853658536585366,57.637292027590775,0.4685958701430144,1.15810723223378,205.21506938371743,10,104.06250520547366,False
2024,1.0,0,240,360,120,0.575,200.69122264046368,1.6724268553371973,1.6606086617244926,148.37615844973612,17,144.6902158372214,False
2025,1.0,0,120,240,99,0.5959595959595959,10.076915457768155,0.10178702482594096,1.0305022081022073,159.77645828315963,6,101.70255875701406,False
2025,1.0,0,180,240,97,0.6597938144329897,119.37986489590986,1.2307202566588646,1.4502451424984815,153.07602929850577,6,109.52428803687245,False
2025,1.0,0,240,240,107,0.6261682242990654,29.40799840422986,0.2748411065815875,1.0871009915116674,211.72767803453826,12,147.1551326364052,False
2025,1.0,0,180,360,97,0.6804123711340206,208.2160435940844,2.1465571504544783,1.6206860061859827,209.82837445374088,8,104.06250520547366,False
2025,1.0,0,240,360,107,0.6355140186915887,141.39964423132872,1.3214920021619507,1.3872752462333562,185.9139685392172,9,144.6902158372214,False
2022,1.0,5,120,240,102,0.5392156862745098,168.64297050598321,1.6533624559410118,1.5222835437393998,149.7485464311172,10,101.70255875701406,False
2022,1.0,5,180,240,94,0.5638297872340425,177.26154192612145,1.885761084320441,1.5954128272780808,120.75355812980814,6,109.52428803687245,False
2022,1.0,5,240,240,107,0.48598130841121495,44.522730121325196,0.4161002815077121,1.095550132959565,194.73909798178303,8,147.1551326364052,False
