rule,partition,date_utc,signal_ts,entry_start,entry_px,H,L,range,F35,E20,session_end,baseline_net_pnl_usd,baseline_exit_reason,baseline_exit_px,e20_reached,e20_touch_bar_start,e20_floor_effective_start,activation_bar_close,activation_close_below_e20,latest_confirmed_pivot,floor_updates,final_active_floor,max_active_floor,exit_floor_kind,exit_bar_start,exit_ts,exit_px,hybrid_exit_reason,gross_return,hybrid_net_pnl_usd,hold_minutes,session_peak_high_after_e20,session_peak_extension_r,realized_exit_extension_r,giveback_from_peak_r,capture_ratio,exit_at_or_above_e20,baseline_win,hybrid_win,baseline_win_preserved,regime_at_signal,regime_bar_start,regime_available_ts,alignment,regime_at_entry,state_changed_signal_to_entry
SAME_BAR_REJECTION,development,2022-09-12,2022-09-12 13:45:00+00:00,2022-09-12 14:00:00+00:00,22383.7,22450.0,21961.1,488.9000000000015,22132.215,22547.78,2022-09-12 20:00:00+00:00,-6.125148210528164,CLOSE_INVALIDATION_F35,22127.4,False,,,,False,22230.3,0,,,,2022-09-12 15:45:00+00:00,2022-09-12 15:50:00+00:00,22127.4,PRE_E20_CLOSE_INVALIDATION_F35,-0.0114502964210563,-6.125148210528164,110.0,,,,,,False,False,False,True,BULL,2022-09-12 08:00:00+00:00,2022-09-12 12:00:00+00:00,ALIGNED,BULL,False
SAME_BAR_REJECTION,development,2022-09-28,2022-09-28 13:35:00+00:00,2022-09-28 13:45:00+00:00,19132.2,19175.0,18558.6,616.4000000000015,18774.34,19298.28,2022-09-28 20:00:00+00:00,3.940326778938031,TP_E20,19298.28,True,2022-09-28 14:30:00+00:00,2022-09-28 14:35:00+00:00,19328.2,False,19375.0,2,19375.0,19375.0,STRUCTURAL,2022-09-28 15:30:00+00:00,2022-09-28 15:30:00+00:00,19375.0,LOCK_FLOOR_STOP,0.0126906471811918,5.945323590595919,105.0,19667.0,0.7981829980532104,0.3244646333549635,0.4737183646982468,0.4065040650406504,True,True,True,True,BEAR,2022-09-28 08:00:00+00:00,2022-09-28 12:00:00+00:00,COUNTER,BEAR,False
SAME_BAR_REJECTION,development,2022-11-02,2022-11-02 17:00:00+00:00,2022-11-02 17:15:00+00:00,20510.1,20529.9,20323.0,206.90000000000143,20395.415,20571.28,2022-11-02 20:00:00+00:00,1.0914603049230869,TP_E20,20571.28,True,2022-11-02 18:00:00+00:00,2022-11-02 18:05:00+00:00,20618.3,False,20146.8,0,20571.28,20571.28,E20,2022-11-02 18:10:00+00:00,2022-11-02 18:10:00+00:00,20571.28,LOCK_FLOOR_STOP,0.0029829206098459,1.091460304922976,55.0,20796.0,1.286128564523909,0.1999999999999859,1.0861285645239227,0.1555054490792845,True,True,True,True,BEAR,2022-11-02 12:00:00+00:00,2022-11-02 16:00:00+00:00,COUNTER,BEAR,False
SAME_BAR_REJECTION,development,2022-12-07,2022-12-07 13:40:00+00:00,2022-12-07 13:55:00+00:00,16858.9,16859.9,16655.0,204.90000000000143,16726.715,16900.88,2022-12-07 20:00:00+00:00,-1.927383162602536,TIME_EXIT_SESSION_END,16807.4,False,,,,False,16789.8,0,,,,2022-12-07 20:00:00+00:00,2022-12-07 20:00:00+00:00,16807.4,TIME_EXIT_SESSION_END,-0.003054766325205,-1.927383162602536,365.0,,,,,,False,False,False,True,BEAR,2022-12-07 08:00:00+00:00,2022-12-07 12:00:00+00:00,COUNTER,BEAR,False
SAME_BAR_REJECTION,development,2023-01-19,2023-01-19 14:45:00+00:00,2023-01-19 15:05:00+00:00,20823.9,20848.0,20661.0,187.0,20726.45,20885.4,2023-01-19 20:00:00+00:00,1.076668635558176,TP_E20,20885.4,True,2023-01-19 15:05:00+00:00,2023-01-19 15:10:00+00:00,20882.0,True,,0,20885.4,20885.4,E20,2023-01-19 15:10:00+00:00,2023-01-19 15:10:00+00:00,20882.0,LOCK_FLOOR_OPEN_EXIT,0.0027900633406805,0.9950316703402744,5.0,21140.0,1.5614973262032086,0.1818181818181818,1.3796791443850267,0.1164383561643835,False,True,True,True,BEAR,2023-01-19 08:00:00+00:00,2023-01-19 12:00:00+00:00,COUNTER,BEAR,False
SAME_BAR_REJECTION,development,2023-02-15,2023-02-15 16:15:00+00:00,2023-02-15 16:30:00+00:00,22823.2,22924.9,22075.9,849.0,22373.050000000003,23094.7,2023-02-15 20:00:00+00:00,5.547895124259528,TP_E20,23094.7,True,2023-02-15 19:05:00+00:00,2023-02-15 19:10:00+00:00,23058.5,True,22934.1,0,23094.7,23094.7,E20,2023-02-15 19:10:00+00:00,2023-02-15 19:10:00+00:00,23059.4,LOCK_FLOOR_OPEN_EXIT,0.0103491184408848,4.774559220442409,160.0,23345.7,0.4956419316843337,0.1584216725559481,0.3372202591283855,0.3196292775665404,False,True,True,True,BULL,2023-02-15 12:00:00+00:00,2023-02-15 16:00:00+00:00,ALIGNED,BULL,False
SAME_BAR_REJECTION,development,2023-03-06,2023-03-06 13:45:00+00:00,2023-03-06 14:00:00+00:00,22430.8,22443.9,22345.3,98.60000000000218,22379.81,22463.620000000003,2023-03-06 20:00:00+00:00,0.3315833585962439,TP_E20,22463.620000000003,True,2023-03-06 14:30:00+00:00,2023-03-06 14:35:00+00:00,22438.3,True,22391.0,0,22463.620000000003,22463.620000000003,E20,2023-03-06 14:35:00+00:00,2023-03-06 14:35:00+00:00,22438.2,LOCK_FLOOR_OPEN_EXIT,0.0003299035255095,-0.2350482372452275,35.0,22594.5,1.5273833671399109,-0.0578093306288093,1.5851926977687203,0.0,False,True,False,False,BEAR,2023-03-06 08:00:00+00:00,2023-03-06 12:00:00+00:00,COUNTER,BEAR,False
SAME_BAR_REJECTION,development,2023-03-13,2023-03-13 13:55:00+00:00,2023-03-13 14:05:00+00:00,22482.0,22572.0,21804.0,768.0,22072.8,22725.6,2023-03-13 20:00:00+00:00,5.0176674673070965,TP_E20,22725.6,True,2023-03-13 14:05:00+00:00,2023-03-13 14:10:00+00:00,22907.7,False,23930.0,5,23930.0,23930.0,STRUCTURAL,2023-03-13 16:30:00+00:00,2023-03-13 16:30:00+00:00,23930.0,LOCK_FLOOR_STOP,0.0644070812205319,31.803540610265983,145.0,24517.2,2.532812500000001,1.7682291666666667,0.7645833333333341,0.6981287271231748,True,True,True,True,BULL,2023-03-13 08:00:00+00:00,2023-03-13 12:00:00+00:00,ALIGNED,BULL,False
SAME_BAR_REJECTION,development,2023-03-22,2023-03-22 13:40:00+00:00,2023-03-22 13:50:00+00:00,28321.3,28379.4,27962.1,417.3000000000029,28108.155,28462.86,2023-03-22 20:00:00+00:00,2.099179063108037,TP_E20,28462.86,True,2023-03-22 14:30:00+00:00,2023-03-22 14:35:00+00:00,28354.6,True,28312.2,0,28462.86,28462.86,E20,2023-03-22 14:35:00+00:00,2023-03-22 14:35:00+00:00,28354.6,LOCK_FLOOR_OPEN_EXIT,0.0011757934840561,0.1878967420280822,45.0,28881.0,1.2020129403306854,-0.0594296669063089,1.2614426072369944,0.0,False,True,True,True,BULL,2023-03-22 08:00:00+00:00,2023-03-22 12:00:00+00:00,ALIGNED,BULL,False
SAME_BAR_REJECTION,development,2023-06-19,2023-06-19 13:35:00+00:00,2023-06-19 13:45:00+00:00,26537.9,26569.7,26350.2,219.5,26427.025,26613.6,2023-06-19 20:00:00+00:00,-2.69671526383024,CLOSE_INVALIDATION_F35,26416.0,False,,,,False,,0,,,,2023-06-19 14:15:00+00:00,2023-06-19 14:20:00+00:00,26416.0,PRE_E20_CLOSE_INVALIDATION_F35,-0.0045934305276604,-2.69671526383024,35.0,,,,,,False,False,False,True,BULL,2023-06-19 08:00:00+00:00,2023-06-19 12:00:00+00:00,ALIGNED,BULL,False
SAME_BAR_REJECTION,development,2023-08-03,2023-08-03 13:40:00+00:00,2023-08-03 13:50:00+00:00,29169.7,29193.5,28955.4,238.0999999999985,29038.735,29241.12,2023-08-03 20:00:00+00:00,0.8242155387267583,TP_E20,29241.12,True,2023-08-03 14:05:00+00:00,2023-08-03 14:10:00+00:00,29216.0,True,29162.2,0,29241.12,29241.12,E20,2023-08-03 14:10:00+00:00,2023-08-03 14:10:00+00:00,29216.0,LOCK_FLOOR_OPEN_EXIT,0.001587263496025,0.3936317480125021,20.0,29440.0,1.0352792944141185,0.0944981100377998,0.9407811843763184,0.0912778904665314,False,True,True,True,BEAR,2023-08-03 08:00:00+00:00,2023-08-03 12:00:00+00:00,COUNTER,BEAR,False
SAME_BAR_REJECTION,development,2023-09-14,2023-09-14 15:05:00+00:00,2023-09-14 16:05:00+00:00,26709.5,26790.0,26253.0,537.0,26440.95,26897.4,2023-09-14 20:00:00+00:00,-1.2891967277560583,TIME_EXIT_SESSION_END,26662.0,False,,,,False,26583.7,0,,,,2023-09-14 20:00:00+00:00,2023-09-14 20:00:00+00:00,26662.0,TIME_EXIT_SESSION_END,-0.0017783934555121,-1.2891967277560583,235.0,,,,,,False,False,False,True,BULL,2023-09-14 08:00:00+00:00,2023-09-14 12:00:00+00:00,ALIGNED,BULL,False
SAME_BAR_REJECTION,development,2024-01-08,2024-01-08 15:45:00+00:00,2024-01-08 15:55:00+00:00,44948.4,45180.0,43629.7,1550.300000000003,44172.305,45490.06,2024-01-08 20:00:00+00:00,5.625353516476594,TP_E20,45490.06,True,2024-01-08 17:45:00+00:00,2024-01-08 17:50:00+00:00,45424.2,True,44894.1,0,45490.06,45490.06,E20,2024-01-08 17:50:00+00:00,2024-01-08 17:50:00+00:00,45424.2,LOCK_FLOOR_OPEN_EXIT,0.0105854713404702,4.892735670235138,115.0,47312.0,1.375217699800036,0.1575178997613343,1.2176998000387016,0.114540337711068,False,True,True,True,BULL,2024-01-08 08:00:00+00:00,2024-01-08 12:00:00+00:00,ALIGNED,BULL,False
SAME_BAR_REJECTION,development,2024-01-09,2024-01-09 13:55:00+00:00,2024-01-09 14:05:00+00:00,46854.1,47080.0,45400.0,1680.0,45988.0,47416.0,2024-01-09 20:00:00+00:00,-0.1929743608350295,TIME_EXIT_SESSION_END,46873.5,False,,,,False,46700.2,0,,,,2024-01-09 20:00:00+00:00,2024-01-09 20:00:00+00:00,46873.5,TIME_EXIT_SESSION_END,0.0004140512783299,-0.1929743608350295,355.0,,,,,,False,False,False,True,BULL,2024-01-09 08:00:00+00:00,2024-01-09 12:00:00+00:00,ALIGNED,BULL,False
SAME_BAR_REJECTION,development,2024-02-28,2024-02-28 15:00:00+00:00,2024-02-28 15:10:00+00:00,60959.3,61127.0,58226.9,2900.0999999999985,59241.935,61707.02,2024-02-28 20:00:00+00:00,5.732944439978804,TP_E20,61707.02,True,2024-02-28 16:30:00+00:00,2024-02-28 16:35:00+00:00,61820.4,False,61022.2,0,61707.02,61707.02,E20,2024-02-28 16:35:00+00:00,2024-02-28 16:35:00+00:00,61707.02,LOCK_FLOOR_STOP,0.0122658888799576,5.732944439978804,85.0,64300.0,1.0941002034412612,0.1999999999999989,0.8941002034412623,0.1827986132997153,True,True,True,True,BULL,2024-02-28 08:00:00+00:00,2024-02-28 12:00:00+00:00,ALIGNED,BULL,False
SAME_BAR_REJECTION,development,2024-03-20,2024-03-20 15:05:00+00:00,2024-03-20 15:15:00+00:00,64177.1,64380.0,62676.6,1703.4000000000017,63272.79,64720.68,2024-03-20 20:00:00+00:00,-7.912025317441884,CLOSE_INVALIDATION_F35,63212.9,False,,,,False,63338.0,0,,,,2024-03-20 16:20:00+00:00,2024-03-20 16:25:00+00:00,63212.9,PRE_E20_CLOSE_INVALIDATION_F35,-0.0150240506348837,-7.912025317441884,70.0,,,,,,False,False,False,True,BEAR,2024-03-20 08:00:00+00:00,2024-03-20 12:00:00+00:00,COUNTER,BEAR,False
SAME_BAR_REJECTION,development,2024-06-27,2024-06-27 13:35:00+00:00,2024-06-27 13:45:00+00:00,61689.3,61830.0,60730.0,1100.0,61115.0,62050.0,2024-06-27 20:00:00+00:00,2.5235215831594497,TP_E20,62050.0,True,2024-06-27 14:00:00+00:00,2024-06-27 14:05:00+00:00,62183.6,False,62198.3,1,62198.3,62198.3,STRUCTURAL,2024-06-27 14:30:00+00:00,2024-06-27 14:30:00+00:00,62198.3,LOCK_FLOOR_STOP,0.0082510257046197,3.7255128523098873,45.0,62379.7,0.4997272727272701,0.3348181818181844,0.1649090909090856,0.6700018191741038,True,True,True,True,BEAR,2024-06-27 08:00:00+00:00,2024-06-27 12:00:00+00:00,COUNTER,BEAR,False
SAME_BAR_REJECTION,development,2024-08-16,2024-08-16 17:35:00+00:00,2024-08-16 17:45:00+00:00,58738.2,58908.5,57500.0,1408.5,57992.975,59190.2,2024-08-16 20:00:00+00:00,3.4475813014358097,TP_E20,59190.2,True,2024-08-16 17:55:00+00:00,2024-08-16 18:00:00+00:00,59184.2,True,,0,59190.2,59190.2,E20,2024-08-16 18:00:00+00:00,2024-08-16 18:00:00+00:00,59184.2,LOCK_FLOOR_OPEN_EXIT,0.0075930144267273,3.3965072133636647,15.0,59780.2,0.6188853390131325,0.1957401490947796,0.4231451899183528,0.3162785361936423,False,True,True,True,BEAR,2024-08-16 12:00:00+00:00,2024-08-16 16:00:00+00:00,COUNTER,BEAR,False
SAME_BAR_REJECTION,development,2024-08-19,2024-08-19 13:35:00+00:00,2024-08-19 17:25:00+00:00,58772.0,58940.0,57750.0,1190.0,58166.5,59178.0,2024-08-19 20:00:00+00:00,3.054025726536414,TP_E20,59178.0,True,2024-08-19 17:30:00+00:00,2024-08-19 17:35:00+00:00,59222.2,False,,0,59178.0,59178.0,E20,2024-08-19 17:35:00+00:00,2024-08-19 17:35:00+00:00,59178.0,LOCK_FLOOR_STOP,0.0069080514530728,3.054025726536414,10.0,59262.9,0.2713445378151273,0.2,0.0713445378151272,0.7370703004025981,True,True,True,True,BEAR,2024-08-19 08:00:00+00:00,2024-08-19 12:00:00+00:00,COUNTER,BEAR,False
SAME_BAR_REJECTION,development,2024-09-19,2024-09-19 14:15:00+00:00,2024-09-19 14:25:00+00:00,63180.2,63369.6,61851.3,1518.2999999999956,62382.705,63673.26,2024-09-19 20:00:00+00:00,3.502013605528332,TP_E20,63673.26,True,2024-09-19 17:00:00+00:00,2024-09-19 17:05:00+00:00,63692.3,False,63303.8,0,63673.26,63673.26,E20,2024-09-19 17:05:00+00:00,2024-09-19 17:05:00+00:00,63673.26,LOCK_FLOOR_STOP,0.0078040272110566,3.502013605528332,160.0,63830.1,0.3032997431337689,0.2000000000000028,0.103299743133766,0.6594136807817665,True,True,True,True,BULL,2024-09-19 08:00:00+00:00,2024-09-19 12:00:00+00:00,ALIGNED,BULL,False
SAME_BAR_REJECTION,development,2024-12-31,2024-12-31 14:35:00+00:00,2024-12-31 14:55:00+00:00,95639.9,96032.1,92800.0,3232.100000000006,93931.235,96678.52,2024-12-31 20:00:00+00:00,-12.413291523725931,CLOSE_INVALIDATION_F35,93342.0,False,,,,False,94680.3,0,,,,2024-12-31 17:35:00+00:00,2024-12-31 17:40:00+00:00,93342.0,PRE_E20_CLOSE_INVALIDATION_F35,-0.0240265830474518,-12.413291523725931,165.0,,,,,,False,False,False,True,SIDEWAYS,2024-12-31 08:00:00+00:00,2024-12-31 12:00:00+00:00,SIDEWAYS,SIDEWAYS,False
SAME_BAR_REJECTION,external,2020-02-12,2020-02-12 13:35:00+00:00,2020-02-12 13:50:00+00:00,10374.79,10395.0,10235.52,159.47999999999956,10291.338,10426.896,2020-02-12 20:00:00+00:00,2.1111833588921107,TP_E20,10426.896,True,2020-02-12 14:00:00+00:00,2020-02-12 14:05:00+00:00,10429.42,False,,0,10426.896,10426.896,E20,2020-02-12 14:05:00+00:00,2020-02-12 14:05:00+00:00,10426.896,LOCK_FLOOR_STOP,0.0050223667177842,2.1111833588921107,15.0,10437.0,0.2633559066967652,0.2000000000000045,0.0633559066967606,0.7594285714285867,True,True,True,True,BULL,2020-02-12 08:00:00+00:00,2020-02-12 12:00:00+00:00,ALIGNED,BULL,False
SAME_BAR_REJECTION,external,2020-03-18,2020-03-18 13:35:00+00:00,2020-03-18 13:50:00+00:00,5240.89,5249.18,4982.75,266.4300000000003,5076.0005,5302.466,2020-03-18 20:00:00+00:00,5.474574738260141,TP_E20,5302.466,True,2020-03-18 13:50:00+00:00,2020-03-18 13:55:00+00:00,5366.69,False,,0,5302.466,5302.466,E20,2020-03-18 14:00:00+00:00,2020-03-18 14:00:00+00:00,5302.466,LOCK_FLOOR_STOP,0.0117491494765202,5.474574738260141,10.0,5390.0,0.5285440828735486,0.2,0.3285440828735486,0.378397954835962,True,True,True,True,BEAR,2020-03-18 08:00:00+00:00,2020-03-18 12:00:00+00:00,COUNTER,BEAR,False
SAME_BAR_REJECTION,external,2020-04-22,2020-04-22 13:50:00+00:00,2020-04-22 14:00:00+00:00,7056.24,7075.0,6915.0,160.0,6971.0,7107.0,2020-04-22 20:00:00+00:00,3.196816434815131,TP_E20,7107.0,True,2020-04-22 14:30:00+00:00,2020-04-22 14:35:00+00:00,7082.47,True,7043.0,0,7107.0,7107.0,E20,2020-04-22 14:35:00+00:00,2020-04-22 14:35:00+00:00,7082.46,LOCK_FLOOR_OPEN_EXIT,0.0037158600047617,1.457930002380881,35.0,7154.9,0.4993749999999977,0.0466250000000002,0.4527499999999975,0.0933667083854827,False,True,True,True,SIDEWAYS,2020-04-22 08:00:00+00:00,2020-04-22 12:00:00+00:00,SIDEWAYS,SIDEWAYS,False
SAME_BAR_REJECTION,external,2020-05-13,2020-05-13 14:10:00+00:00,2020-05-13 14:40:00+00:00,9080.62,9115.0,8828.0,287.0,8928.45,9172.4,2020-05-13 20:00:00+00:00,4.653619686761434,TP_E20,9172.4,True,2020-05-13 15:35:00+00:00,2020-05-13 15:40:00+00:00,9136.08,True,9095.01,0,9172.4,9172.4,E20,2020-05-13 15:40:00+00:00,2020-05-13 15:40:00+00:00,9135.68,LOCK_FLOOR_OPEN_EXIT,0.006063462627001,2.631731313500541,60.0,9180.48,0.2281533101045281,0.0720557491289208,0.1560975609756072,0.3158216249236473,False,True,True,True,SIDEWAYS,2020-05-13 08:00:00+00:00,2020-05-13 12:00:00+00:00,SIDEWAYS,SIDEWAYS,False
SAME_BAR_REJECTION,external,2020-06-04,2020-06-04 13:50:00+00:00,2020-06-04 14:25:00+00:00,9757.08,9777.0,9440.0,337.0,9557.95,9844.4,2020-06-04 20:00:00+00:00,4.074699397770676,TP_E20,9844.4,True,2020-06-04 15:55:00+00:00,2020-06-04 16:00:00+00:00,9828.11,True,9744.22,0,9844.4,9844.4,E20,2020-06-04 16:00:00+00:00,2020-06-04 16:00:00+00:00,9828.11,LOCK_FLOOR_OPEN_EXIT,0.0072798419199187,3.239920959959353,95.0,9884.0,0.3175074183976261,0.151661721068251,0.1658456973293751,0.4776635514018746,False,True,True,True,SIDEWAYS,2020-06-04 08:00:00+00:00,2020-06-04 12:00:00+00:00,SIDEWAYS,SIDEWAYS,False
SAME_BAR_REJECTION,external,2020-06-10,2020-06-10 13:40:00+00:00,2020-06-10 16:10:00+00:00,9768.22,9774.0,9706.0,68.0,9729.8,9787.6,2020-06-10 20:00:00+00:00,0.5919923998435997,TP_E20,9787.6,True,2020-06-10 18:00:00+00:00,2020-06-10 18:05:00+00:00,9765.65,True,9757.66,0,9787.6,9787.6,E20,2020-06-10 18:05:00+00:00,2020-06-10 18:05:00+00:00,9765.64,LOCK_FLOOR_OPEN_EXIT,-0.0002641218154382,-0.5320609077191115,115.0,10015.99,3.558676470588232,-0.1229411764705968,3.681617647058829,0.0,False,True,False,False,BULL,2020-06-10 08:00:00+00:00,2020-06-10 12:00:00+00:00,ALIGNED,BULL,False
SAME_BAR_REJECTION,external,2020-07-22,2020-07-22 15:05:00+00:00,2020-07-22 15:40:00+00:00,9346.31,9355.0,9292.56,62.44000000000051,9314.414,9367.488,2020-07-22 20:00:00+00:00,0.7329604945694571,TP_E20,9367.488,True,2020-07-22 17:40:00+00:00,2020-07-22 17:45:00+00:00,9368.0,False,9327.0,0,9367.488,9367.488,E20,2020-07-22 17:45:00+00:00,2020-07-22 17:45:00+00:00,9367.488,LOCK_FLOOR_STOP,0.0022659209891389,0.7329604945694571,125.0,9384.0,0.4644458680333082,0.1999999999999883,0.2644458680333198,0.4306206896551508,True,True,True,True,BULL,2020-07-22 08:00:00+00:00,2020-07-22 12:00:00+00:00,ALIGNED,BULL,False
