rule,score_threshold,selected_n,structural_event_n,selected_rate,baseline_rate,lift,wilson_lower,wilson_upper,buy_n,buy_rate,buy_baseline,sell_n,sell_rate,sell_baseline,eligible
SCORE_GE_1,1,3337,1041,0.31195684746778546,0.24807339449541285,0.0638834529723726,0.29646133361624616,0.327884819161545,1666,0.31392557022809126,0.25758697261287933,1671,0.3099940155595452,0.23871906841339155,False
SCORE_GE_2,2,1352,549,0.40606508875739644,0.24807339449541285,0.1579916942619836,0.38018908781081856,0.43247339429623594,688,0.40843023255813954,0.25758697261287933,664,0.4036144578313253,0.23871906841339155,True
SCORE_GE_3,3,318,183,0.5754716981132075,0.24807339449541285,0.32739830361779465,0.5205625190831263,0.6285791704933609,165,0.5818181818181818,0.25758697261287933,153,0.5686274509803921,0.23871906841339155,True
SCORE_GE_4,4,47,30,0.6382978723404256,0.24807339449541285,0.3902244778450127,0.4953563457177046,0.7603397771423157,23,0.5652173913043478,0.25758697261287933,24,0.7083333333333334,0.23871906841339155,False
